START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: SAC-CW
CALLSIGN: OK2ON
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: OK2ON
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for SAC-CW SAC/CW/2025.
QSO: 28000 CW 2025-09-20 1231 OK2ON         599 TF3W          599 78
QSO:  3525 CW 2025-09-20 1804 OK2ON         599 85 OZ5W          599 51
QSO:  3533 CW 2025-09-20 1805 OK2ON         599 86 7S1DX         599 64
QSO:  3534 CW 2025-09-20 1807 OK2ON         599 87 SC7DX         599 57
QSO:  3534 CW 2025-09-20 1808 OK2ON         599 88 OH7K          599 49
QSO:  3551 CW 2025-09-20 1810 OK2ON         599 89 OG5B          599 432
QSO: 14011 CW 2025-09-21 0758 OK2ON         599 92 OH2XX         599 1231
QSO: 14024 CW 2025-09-21 0806 OK2ON         599 91 OZ1IKY        599 1089
QSO: 14027 CW 2025-09-21 0809 OK2ON         599 92 OZ3SM         599 581
QSO: 14029 CW 2025-09-21 0810 OK2ON         599 93 OZ7BQ         599 543
QSO: 14034 CW 2025-09-21 0812 OK2ON         599 94 OV2T          599 1058
QSO: 14038 CW 2025-09-21 0815 OK2ON         599 95 OZ1IVA        599 399
QSO: 14041 CW 2025-09-21 0816 OK2ON         599 96 SF5O          599 914
QSO: 14047 CW 2025-09-21 0818 OK2ON         599 97 OG7A          599 83
QSO: 14049 CW 2025-09-21 0821 OK2ON         599 98 OH1X          599 507
QSO: 21006 CW 2025-09-21 0841 OK2ON         599 99 SJ2W          599 1923
QSO: 21013 CW 2025-09-21 0843 OK2ON         599 100 OG7Z          599 1192
QSO: 21030 CW 2025-09-21 0846 OK2ON         599 101 OH8WR         599 154
QSO: 21025 CW 2025-09-21 0849 OK2ON         599 102 SM2CEW        599 295
QSO: 21043 CW 2025-09-21 0849 OK2ON         599 103 OH8CW         599 574
QSO: 21016 CW 2025-09-21 0856 OK2ON         599 104 SM2EKM        599 687
QSO: 21022 CW 2025-09-21 0858 OK2ON         599 105 LC5T          599 964
QSO: 21039 CW 2025-09-21 0904 OK2ON         599 106 SA2OLM        599 138
QSO: 21044 CW 2025-09-21 0906 OK2ON         599 107 SC7DX         599 468
QSO: 21034 CW 2025-09-21 0909 OK2ON         599 108 OG6N          599 1187
QSO: 21000 CW 2025-09-21 0911 OK2ON         599 109 LA9OI         599 844
QSO: 21026 CW 2025-09-21 0912 OK2ON         599 110 OH4R          599 754
QSO: 21028 CW 2025-09-21 1006 OK2ON         599 111 OH2CV         599 880
QSO: 21043 CW 2025-09-21 1012 OK2ON         599 112 OH3OJ         599 567
QSO: 21046 CW 2025-09-21 1013 OK2ON         599 113 OH0V          599 1754
QSO: 21048 CW 2025-09-21 1013 OK2ON         599 114 OG8M          599 440
END-OF-LOG:
