START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: SAC-CW
CALLSIGN: 9A5O
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: 9A5O
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for SAC-CW SAC/CW/2025.
QSO: 28013 CW 2025-09-20 1216 9A5O          599 OI5AY         599 21
QSO: 14033 CW 2025-09-20 1548 9A5O          599 68 OH8L          599 345
QSO: 14040 CW 2025-09-20 1549 9A5O          599 69 OH4R          599 113
QSO: 14042 CW 2025-09-20 1552 9A5O          599 70 SM5EPO        599 197
QSO: 14046 CW 2025-09-20 1553 9A5O          599 71 SG4G          599 199
QSO: 14045 CW 2025-09-20 1554 9A5O          599 72 OH8MBN        599 236
QSO: 14000 CW 2025-09-20 1555 9A5O          599 73 SF6W          599 253
QSO: 14048 CW 2025-09-20 1557 9A5O          599 73 SM7RYR        599 131
QSO: 14050 CW 2025-09-20 1558 9A5O          599 75 OH8CW         599 230
QSO: 14051 CW 2025-09-20 1601 9A5O          599 76 OH7KBF        599 230
QSO: 14034 CW 2025-09-20 1602 9A5O          599 77 OV2T          599 362
QSO: 14000 CW 2025-09-20 1605 9A5O          599 79 LA9OI         599 356
QSO: 14038 CW 2025-09-20 1605 9A5O          599 78 OH2BKX        599 250
QSO: 14055 CW 2025-09-20 1611 9A5O          599 81 OH6OS         599 373
QSO: 14010 CW 2025-09-20 1612 9A5O          599 80 SM6IQD        599 102
QSO: 14031 CW 2025-09-20 1613 9A5O          599 82 OH3FM         599 425
QSO: 14029 CW 2025-09-20 1614 9A5O          599 83 OH7K          599 381
QSO: 14023 CW 2025-09-20 1615 9A5O          599 84 OZ5W          599 206
QSO: 14014 CW 2025-09-20 1616 9A5O          599 85 SD6O          599 368
QSO: 14045 CW 2025-09-20 1617 9A5O          599 86 SF5O          599 310
QSO: 14000 CW 2025-09-20 1618 9A5O          599 87 OH3AA         599 174
QSO: 14029 CW 2025-09-20 1623 9A5O          599 88 LB4UH         599 303
QSO: 14025 CW 2025-09-20 1624 9A5O          599 89 OZ1AAR        599 295
QSO: 14010 CW 2025-09-20 1626 9A5O          599 90 LA8OM         599 447
QSO: 14000 CW 2025-09-20 1627 9A5O          599 92 SK1BL         599 372
QSO: 14008 CW 2025-09-20 1627 9A5O          599 91 OH2XX         599 535
QSO: 14025 CW 2025-09-20 1629 9A5O          599 93 SM6EAN        599 287
QSO: 14034 CW 2025-09-20 1632 9A5O          599 94 OF9X          599 502
QSO: 14040 CW 2025-09-20 1635 9A5O          599 95 OH2MGA        599 218
QSO:  7019 CW 2025-09-20 1645 9A5O          599 96 OH3MZ         599 297
QSO:  7013 CW 2025-09-20 1647 9A5O          599 97 SE5E          599 633
QSO:  7019 CW 2025-09-20 1649 9A5O          599 98 OZ5W          599 195
QSO:  7020 CW 2025-09-20 1649 9A5O          599 99 SM5IMO        599 383
QSO:  7000 CW 2025-09-20 1651 9A5O          599 100 SK1BL         599 404
QSO:  7028 CW 2025-09-20 1652 9A5O          599 101 OH1RX         599 240
QSO:  7023 CW 2025-09-20 1655 9A5O          599 102 OH7K          599 181
QSO:  7028 CW 2025-09-20 1656 9A5O          599 103 SE6K          599 119
QSO:  7012 CW 2025-09-20 1659 9A5O          599 105 OH2CV         599 197
QSO:  7031 CW 2025-09-20 1659 9A5O          599 104 OH2OA         599 321
QSO:  7020 CW 2025-09-20 1708 9A5O          599 106 SK3W          599 31
QSO:  7025 CW 2025-09-20 1711 9A5O          599 107 OH0V          599 707
QSO:  7029 CW 2025-09-20 1715 9A5O          599 108 SJ2W          599 766
QSO:  7000 CW 2025-09-20 1717 9A5O          599 109 SM6EAN        599 338
QSO:  7032 CW 2025-09-20 1718 9A5O          599 110 LC5P          599 178
QSO:  7037 CW 2025-09-20 1719 9A5O          599 111 SM6M          599 629
QSO:  7037 CW 2025-09-20 1720 9A5O          599 112 OH7L          599 52
QSO:  7036 CW 2025-09-20 1724 9A5O          599 113 SE4E          599 402
QSO:  7000 CW 2025-09-20 1740 9A5O          599 115 TF3W          599 709
QSO:  7007 CW 2025-09-20 1742 9A5O          599 116 OH4R          599 261
QSO:  7013 CW 2025-09-20 1744 9A5O          599 117 OH2XX         599 663
QSO:  7028 CW 2025-09-20 1745 9A5O          599 118 SC7DX         599 218
QSO:  7032 CW 2025-09-20 1747 9A5O          599 119 LA3BO         599 487
QSO:  7009 CW 2025-09-20 1802 9A5O          599 121 OH2BA         599 104
QSO:  7010 CW 2025-09-20 1802 9A5O          599 12 SD6O          599 516
QSO:  7025 CW 2025-09-20 1806 9A5O          599 122 LA6VM         599 127
QSO:  7022 CW 2025-09-20 1807 9A5O          599 123 SF5O          599 394
QSO:  7024 CW 2025-09-20 1810 9A5O          599 124 OG7Z          599 592
QSO:  7023 CW 2025-09-20 1812 9A5O          599 125 OH7K          599 257
QSO:  7003 CW 2025-09-20 1816 9A5O          599 126 OV2T          599 564
QSO:  7006 CW 2025-09-20 1817 9A5O          599 127 SM6F          599 354
QSO:  7009 CW 2025-09-20 1818 9A5O          599 128 OH2BA         599 147
QSO:  7011 CW 2025-09-20 1820 9A5O          599 129 LA8OM         599 607
QSO:  7037 CW 2025-09-20 1821 9A5O          599 130 OG9E          599 391
QSO:  7027 CW 2025-09-20 1824 9A5O          599 131 OH3KAV        599 280
QSO:  7029 CW 2025-09-20 1826 9A5O          599 132 5Q6EE         599 413
QSO:  7030 CW 2025-09-20 1828 9A5O          599 133 SM5EPO        599 384
QSO:  7032 CW 2025-09-20 1828 9A5O          599 134 SM6Q          599 179
QSO:  7038 CW 2025-09-20 1829 9A5O          599 135 SM6M          599 759
QSO:  7022 CW 2025-09-20 1831 9A5O          599 136 OH2HEX        599 305
QSO:  7018 CW 2025-09-20 1833 9A5O          599 137 OH5Z          599 971
QSO: 14033 CW 2025-09-20 1850 9A5O          599 138 SM0Q          599 234
QSO: 14000 CW 2025-09-20 1852 9A5O          599 139 LA/US1PM      599 68
QSO: 14016 CW 2025-09-20 1856 9A5O          599 141 LC2F          599 315
QSO: 14018 CW 2025-09-20 1857 9A5O          599 142 LB4UH         599 492
QSO: 14023 CW 2025-09-20 1858 9A5O          599 143 OZ8SW         599 236
END-OF-LOG:
