START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: ES9UKR
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: TWO
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY: 
GRID-LOCATOR: KO38CS
CLAIMED-SCORE: 17291048
NAME: Tonno Vahk
OPERATORS: 4X6TT DL3ON ES2ADO ES2MC ES2RR ES5JR ES5MARI ES5QA ES5RW ES5RY ES5TV
QSO:  7148 PH 2022-10-29 0043 ES9UKR 59   15 G0JDL  59   14 0
QSO: 14249 PH 2022-10-29 0043 ES9UKR 59   15 K8ZM   59   04 1
QSO: 14249 PH 2022-10-29 0043 ES9UKR 59   15 K1TR   59   05 1
QSO: 14249 PH 2022-10-29 0043 ES9UKR 59   15 K8ROX  59   04 1
QSO: 14249 PH 2022-10-29 0044 ES9UKR 59   15 K1LZ   59   05 1
QSO: 14249 PH 2022-10-29 0044 ES9UKR 59   15 VA2UR  59   05 1
QSO:  7148 PH 2022-10-29 0044 ES9UKR 59   15 M1VPN  59   14 0
QSO: 14249 PH 2022-10-29 0044 ES9UKR 59   15 FY5KE  59   09 1
QSO: 14249 PH 2022-10-29 0044 ES9UKR 59   15 NN1SS  59   05 1
QSO: 14249 PH 2022-10-29 0044 ES9UKR 59   15 N1RM   59   05 1
QSO:  7160 PH 2022-10-29 0044 ES9UKR 59   15 SZ1A   59   20 0
QSO:  7148 PH 2022-10-29 0045 ES9UKR 59   15 IU4LEC 59   15 0
QSO:  7148 PH 2022-10-29 0045 ES9UKR 59   15 DP7D   59   14 0
QSO: 14249 PH 2022-10-29 0045 ES9UKR 59   15 W2OIB  59   05 1
QSO:  7148 PH 2022-10-29 0045 ES9UKR 59   15 LP1H   59   13 0
QSO:  7148 PH 2022-10-29 0045 ES9UKR 59   15 SP9PD  59   15 0
QSO: 14249 PH 2022-10-29 0045 ES9UKR 59   15 ED7B   59   14 1
QSO:  7148 PH 2022-10-29 0046 ES9UKR 59   15 DP4G   59   14 0
QSO: 14249 PH 2022-10-29 0046 ES9UKR 59   15 K3TS   59   05 1
QSO: 14249 PH 2022-10-29 0046 ES9UKR 59   15 K3MD   59   05 1
QSO: 14249 PH 2022-10-29 0046 ES9UKR 59   15 W3PP   59   05 1
QSO: 14317 PH 2022-10-29 0046 ES9UKR 59   15 VP5DX  59   08 1
QSO:  7148 PH 2022-10-29 0046 ES9UKR 59   15 ED2W   59   14 0
QSO: 14249 PH 2022-10-29 0046 ES9UKR 59   15 W3FIZ  59   05 1
QSO:  7148 PH 2022-10-29 0047 ES9UKR 59   15 LA100B 59   14 0
QSO:  7148 PH 2022-10-29 0047 ES9UKR 59   15 OM7M   59   15 0
QSO:  7110 PH 2022-10-29 0047 ES9UKR 59   15 TM1Q   59   14 0
QSO:  7148 PH 2022-10-29 0047 ES9UKR 59   15 S51DD  59   15 0
QSO:  3792 PH 2022-10-29 0048 ES9UKR 59   15 CN3A   59   33 1
QSO:  7148 PH 2022-10-29 0048 ES9UKR 59   15 SJ2W   59   14 0
QSO: 14249 PH 2022-10-29 0048 ES9UKR 59   15 UW5Y   59   16 1
QSO: 14249 PH 2022-10-29 0049 ES9UKR 59   15 VE3DAU 59   02 1
QSO:  7086 PH 2022-10-29 0049 ES9UKR 59   15 TM7A   59   14 0
QSO:  7148 PH 2022-10-29 0049 ES9UKR 59   15 HA3GC  59   15 0
QSO: 14249 PH 2022-10-29 0049 ES9UKR 59   15 W3MF   59   05 1
QSO: 14249 PH 2022-10-29 0050 ES9UKR 59   15 VA2AGW 59   05 1
QSO:  7148 PH 2022-10-29 0050 ES9UKR 59   15 OG6N   59   15 0
QSO: 14179 PH 2022-10-29 0050 ES9UKR 59   15 HK3C   59   09 1
QSO: 14249 PH 2022-10-29 0050 ES9UKR 59   15 VA2WA  59   05 1
QSO: 14332 PH 2022-10-29 0051 ES9UKR 59   15 KP2M   59   08 1
QSO: 14249 PH 2022-10-29 0051 ES9UKR 59   15 WB2WPM 59   05 1
QSO:  7148 PH 2022-10-29 0051 ES9UKR 59   15 N4PQX  59   05 0
QSO:  7047 PH 2022-10-29 0051 ES9UKR 59   15 3V8SS  59   33 0
QSO:  7148 PH 2022-10-29 0051 ES9UKR 59   15 IO0A   59   15 0
QSO:  7157 PH 2022-10-29 0051 ES9UKR 59   15 CN3A   59   33 0
QSO: 14249 PH 2022-10-29 0051 ES9UKR 59   15 E2A    59   26 1
QSO:  7148 PH 2022-10-29 0051 ES9UKR 59   15 GM6VVG 59   14 0
QSO: 14249 PH 2022-10-29 0052 ES9UKR 59   15 WC3N   59   05 1
QSO: 14222 PH 2022-10-29 0052 ES9UKR 59   15 YV4EK  59   09 1
QSO: 14249 PH 2022-10-29 0052 ES9UKR 59   15 K3PP   59   05 1
QSO: 14249 PH 2022-10-29 0053 ES9UKR 59   15 W8FJ   59   05 1
QSO: 14230 PH 2022-10-29 0053 ES9UKR 59   15 V47T   59   08 1
QSO: 14249 PH 2022-10-29 0053 ES9UKR 59   15 KG4USN 59   05 1
QSO: 14249 PH 2022-10-29 0054 ES9UKR 59   15 N8CWU  59   05 1
QSO:  7148 PH 2022-10-29 0054 ES9UKR 59   15 LY4A   59   15 0
QSO:  7068 PH 2022-10-29 0054 ES9UKR 59   15 TO5M   59   08 0
QSO: 14249 PH 2022-10-29 0054 ES9UKR 59   15 K8AZ   59   04 1
QSO:  7148 PH 2022-10-29 0055 ES9UKR 59   15 DP6T   59   14 0
QSO: 14249 PH 2022-10-29 0055 ES9UKR 59   15 N3MN   59   05 1
QSO:  7148 PH 2022-10-29 0055 ES9UKR 59   15 9A2EU  59   15 0
QSO: 14249 PH 2022-10-29 0055 ES9UKR 59   15 AD5XD  59   04 1
QSO:  7113 PH 2022-10-29 0055 ES9UKR 59   15 II9P   59   15 0
QSO: 14249 PH 2022-10-29 0055 ES9UKR 59   15 N1RR   59   05 1
QSO: 14249 PH 2022-10-29 0055 ES9UKR 59   15 YL7X   59   15 1
QSO:  7148 PH 2022-10-29 0056 ES9UKR 59   15 K1KI   59   05 0
QSO:  3693 PH 2022-10-29 0056 ES9UKR 59   15 9A1P   59   15 1
QSO: 14249 PH 2022-10-29 0056 ES9UKR 59   15 K3ZA   59   05 1
QSO:  7148 PH 2022-10-29 0056 ES9UKR 59   15 IQ2MI  59   15 0
QSO: 14249 PH 2022-10-29 0056 ES9UKR 59   15 KC1OSX 59   05 1
QSO:  7148 PH 2022-10-29 0056 ES9UKR 59   15 IZ3NYG 59   15 0
QSO: 14249 PH 2022-10-29 0057 ES9UKR 59   15 WA8MCD 59   04 1
QSO: 14284 PH 2022-10-29 0057 ES9UKR 59   15 FM5KC  59   08 1
QSO:  7148 PH 2022-10-29 0057 ES9UKR 59   15 OE6RNT 59   15 0
QSO:  7193 PH 2022-10-29 0057 ES9UKR 59   15 LZ9W   59   20 0
QSO: 14249 PH 2022-10-29 0057 ES9UKR 59   15 EA8AQV 59   33 1
QSO: 14249 PH 2022-10-29 0057 ES9UKR 59   15 K5VIP  59   05 1
QSO:  3725 PH 2022-10-29 0058 ES9UKR 59   15 OT5A   59   14 1
QSO:  7148 PH 2022-10-29 0058 ES9UKR 59   15 IR6T   59   15 0
QSO:  7148 PH 2022-10-29 0059 ES9UKR 59   15 EW4RF  59   16 0
QSO:  1879 PH 2022-10-29 0059 ES9UKR 59   15 YT5A   59   15 1
QSO:  7148 PH 2022-10-29 0059 ES9UKR 59   15 G3RXQ  59   14 0
QSO:  7148 PH 2022-10-29 0059 ES9UKR 59   15 M0KPD  59   14 0
QSO:  7148 PH 2022-10-29 0059 ES9UKR 59   15 PA0AA  59   14 0
QSO:  7148 PH 2022-10-29 0059 ES9UKR 59   15 K8AZ   59   04 0
QSO:  7148 PH 2022-10-29 0100 ES9UKR 59   15 SP8R   59   15 0
QSO: 14249 PH 2022-10-29 0100 ES9UKR 59   15 BD6JN  59   24 1
QSO:  7052 PH 2022-10-29 0100 ES9UKR 59   15 ZF1A   59   08 0
QSO:  7148 PH 2022-10-29 0100 ES9UKR 59   15 ZV1T   59   11 0
QSO: 14249 PH 2022-10-29 0100 ES9UKR 59   15 PJ2T   59   09 1
QSO:  7148 PH 2022-10-29 0101 ES9UKR 59   15 IK2FIR 59   15 0
QSO:  3735 PH 2022-10-29 0101 ES9UKR 59   15 UP0L   59   17 1
QSO: 14249 PH 2022-10-29 0101 ES9UKR 59   15 K2IB   59   05 1
QSO:  7148 PH 2022-10-29 0101 ES9UKR 59   15 OH5Z   59   15 0
QSO: 14249 PH 2022-10-29 0102 ES9UKR 59   15 DL6FBL 59   14 1
