START-OF-LOG: 3.0
LOCATION: EMA
CALLSIGN: W1ZZ
CLUB: Yankee Clipper Contest Club
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 89280
OPERATORS: W1ZZ
SOAPBOX: Inverted Vees for all bands. 80/160, 40/15, 20, 10 Yankee
QSO:  1835 CW 2016-11-27 0210 W1ZZ          599 5      CR6K          599 14
QSO: 21059 CW 2016-11-27 1330 W1ZZ          599 5      KP2Q          599 08
QSO: 21043 CW 2016-11-27 1331 W1ZZ          599 5      DD1A          599 14
QSO: 21023 CW 2016-11-27 1333 W1ZZ          599 5      CR3W          599 33
QSO: 21039 CW 2016-11-27 1334 W1ZZ          599 5      OK7PN         599 15
QSO: 21036 CW 2016-11-27 1334 W1ZZ          599 5      S50R          599 15
QSO: 21047 CW 2016-11-27 1335 W1ZZ          599 5      F6HKA         599 14
QSO: 21053 CW 2016-11-27 1335 W1ZZ          599 5      LZ9W          599 20
QSO: 21035 CW 2016-11-27 1338 W1ZZ          599 5      IR4M          599 15
QSO: 21034 CW 2016-11-27 1342 W1ZZ          599 5      P33W          599 20
QSO: 21040 CW 2016-11-27 1344 W1ZZ          599 5      GM2V          599 14
QSO: 21061 CW 2016-11-27 1345 W1ZZ          599 5      PZ5V          599 09
QSO: 21043 CW 2016-11-27 1503 W1ZZ          599 5      TM6X          599 14
QSO: 21033 CW 2016-11-27 1504 W1ZZ          599 5      HB0A          599 14
QSO: 21007 CW 2016-11-27 1504 W1ZZ          599 5      9A1P          599 15
QSO: 21006 CW 2016-11-27 1504 W1ZZ          599 5      TK0C          599 15
QSO: 21031 CW 2016-11-27 1505 W1ZZ          599 5      TM6M          599 14
QSO: 21048 CW 2016-11-27 1506 W1ZZ          599 5      EF3T          599 14
QSO: 21073 CW 2016-11-27 1507 W1ZZ          599 5      TO1A          599 09
QSO: 21080 CW 2016-11-27 1509 W1ZZ          599 5      NP4DX         599 08
QSO: 21015 CW 2016-11-27 1512 W1ZZ          599 5      9A1A          599 15
QSO: 21017 CW 2016-11-27 1512 W1ZZ          599 5      ED1R          599 14
QSO: 21017 CW 2016-11-27 1512 W1ZZ          599 5      6Y3T          599 08
QSO: 21018 CW 2016-11-27 1513 W1ZZ          599 5      EA5GX         599 14
QSO: 21023 CW 2016-11-27 1516 W1ZZ          599 5      CO8ZZ         599 08
QSO: 21019 CW 2016-11-27 1517 W1ZZ          599 5      IO5O          599 15
QSO: 21020 CW 2016-11-27 1517 W1ZZ          599 5      TM2Y          599 14
QSO: 21020 CW 2016-11-27 1518 W1ZZ          599 5      DL1A          599 14
QSO: 21024 CW 2016-11-27 1519 W1ZZ          599 5      TM1A          599 14
QSO: 21047 CW 2016-11-27 1521 W1ZZ          599 5      V47T          599 08
QSO: 21058 CW 2016-11-27 1522 W1ZZ          599 5      EB7KA         599 14
QSO: 28025 CW 2016-11-27 1527 W1ZZ          599 5      HK1MW         599 09
QSO: 28009 CW 2016-11-27 1531 W1ZZ          599 5      HK1NA         599 09
QSO: 28007 CW 2016-11-27 1827 W1ZZ          599 5      TI5W          599 07
QSO: 28022 CW 2016-11-27 1828 W1ZZ          599 5      LP1H          599 13
QSO: 28033 CW 2016-11-27 1828 W1ZZ          599 5      ZD8W          599 36
QSO: 28028 CW 2016-11-27 1829 W1ZZ          599 5      LT1F          599 13
QSO: 28002 CW 2016-11-27 1830 W1ZZ          599 5      CW4MAX        599 13
QSO: 28035 CW 2016-11-27 1832 W1ZZ          599 5      LU3MAM        599 13
QSO: 28040 CW 2016-11-27 1833 W1ZZ          599 5      CE3CT         599 12
QSO: 21037 CW 2016-11-27 2055 W1ZZ          599 5      OA4SS         599 10
QSO: 21045 CW 2016-11-27 2056 W1ZZ          599 5      HI3CC         599 08
QSO: 21064 CW 2016-11-27 2059 W1ZZ          599 5      VP2EHC        599 08
QSO: 21064 CW 2016-11-27 2101 W1ZZ          599 5      8P5A          599 08
QSO: 21066 CW 2016-11-27 2101 W1ZZ          599 5      PX2V          599 11
QSO: 14004 CW 2016-11-27 2105 W1ZZ          599 5      HC2AO         599 10
QSO: 14013 CW 2016-11-27 2105 W1ZZ          599 5      YW4D          599 09
QSO: 14017 CW 2016-11-27 2106 W1ZZ          599 5      6Y3T          599 08
QSO: 14028 CW 2016-11-27 2107 W1ZZ          599 5      TI5W          599 07
QSO: 14035 CW 2016-11-27 2107 W1ZZ          599 5      VP2VI         599 08
QSO: 14041 CW 2016-11-27 2108 W1ZZ          599 5      P49Y          599 09
QSO: 14051 CW 2016-11-27 2110 W1ZZ          599 5      6Y9X          599 08
QSO: 14053 CW 2016-11-27 2111 W1ZZ          599 5      VK2IA         599 30
QSO: 14038 CW 2016-11-27 2114 W1ZZ          599 5      KH6LC         599 31
QSO: 14056 CW 2016-11-27 2115 W1ZZ          599 5      VP5CW         599 08
QSO: 14064 CW 2016-11-27 2116 W1ZZ          599 5      FG/WJ2O       599 08
QSO: 14039 CW 2016-11-27 2120 W1ZZ          599 5      VP9I          599 05
QSO: 14056 CW 2016-11-27 2122 W1ZZ          599 5      HR2J          599 07
QSO: 14063 CW 2016-11-27 2122 W1ZZ          599 5      V26K          599 08
QSO: 14061 CW 2016-11-27 2124 W1ZZ          599 5      8P5A          599 08
QSO: 14074 CW 2016-11-27 2125 W1ZZ          599 5      CO2JD         599 08
QSO: 14058 CW 2016-11-27 2126 W1ZZ          599 5      9Y4/VE3EY     599 09
QSO: 14052 CW 2016-11-27 2127 W1ZZ          599 5      ZF9CW         599 08
END-OF-LOG:
