START-OF-LOG: 3.0
CALLSIGN: K7AJM
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 97175
NAME: Arthur James (Jim) Movius
LOCATION: MT
OPERATORS: K7AJM
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5991.0
SOAPBOX: First CW contest--thank you to the CW Academy,especially Will, WJ9B.
QSO: 14016 CW 2016-11-27 1501 K7AJM         599 4      S58J          599 15
QSO: 14023 CW 2016-11-27 1505 K7AJM         599 4      EA2A          599 14
QSO: 14028 CW 2016-11-27 1507 K7AJM         599 4      IQ2LS         599 15
QSO: 14029 CW 2016-11-27 1510 K7AJM         599 4      F5JVP         599 14
QSO: 14032 CW 2016-11-27 1512 K7AJM         599 4      S570ABC       599 15
QSO: 14033 CW 2016-11-27 1514 K7AJM         599 4      OE3GSA        599 15
QSO: 14056 CW 2016-11-27 1518 K7AJM         599 4      4O3A          599 15
QSO: 14053 CW 2016-11-27 1520 K7AJM         599 4      TC3A          599 20
QSO: 14058 CW 2016-11-27 1522 K7AJM         599 4      OL2N          599 15
QSO: 14091 CW 2016-11-27 1524 K7AJM         599 4      FO/K7AR       599 32
QSO: 14099 CW 2016-11-27 1526 K7AJM         599 4      HB9TMW        599 14
QSO: 14111 CW 2016-11-27 1528 K7AJM         599 4      OR3A          599 14
QSO: 14008 CW 2016-11-27 1530 K7AJM         599 4      OM8A          599 15
QSO: 14012 CW 2016-11-27 1533 K7AJM         599 4      S52A          599 15
QSO: 14025 CW 2016-11-27 1541 K7AJM         599 4      IR4B          599 15
QSO: 14026 CW 2016-11-27 1542 K7AJM         599 4      IQ3WW         599 15
QSO: 14026 CW 2016-11-27 1544 K7AJM         599 4      DF3CB         599 14
QSO: 14027 CW 2016-11-27 1545 K7AJM         599 4      MM0T          599 14
QSO: 14033 CW 2016-11-27 1550 K7AJM         599 4      GW4J          599 14
QSO: 14034 CW 2016-11-27 1552 K7AJM         599 4      GM2V          599 14
QSO: 14036 CW 2016-11-27 1553 K7AJM         599 4      S52NR         599 15
QSO: 14039 CW 2016-11-27 1557 K7AJM         599 4      OH8X          599 15
QSO: 14040 CW 2016-11-27 1558 K7AJM         599 4      IB9T          599 15
QSO: 14041 CW 2016-11-27 1601 K7AJM         599 4      GI4SJQ        599 14
QSO: 14041 CW 2016-11-27 1603 K7AJM         599 4      P33W          599 20
QSO: 14043 CW 2016-11-27 1605 K7AJM         599 4      OK8WW         599 15
QSO: 21048 CW 2016-11-27 1930 K7AJM         599 4      VA3SY         599 04
QSO: 21032 CW 2016-11-27 1939 K7AJM         599 4      PJ2T          599 09
QSO: 21068 CW 2016-11-27 1944 K7AJM         599 4      J70BES        599 08
QSO: 21028 CW 2016-11-27 1947 K7AJM         599 4      XL3A          599 04
QSO: 21031 CW 2016-11-27 1947 K7AJM         599 4      LU2WA         599 13
QSO: 21049 CW 2016-11-27 1955 K7AJM         599 4      PJ4A          599 09
QSO: 21050 CW 2016-11-27 1959 K7AJM         599 4      KP4EJ         599 08
QSO: 21051 CW 2016-11-27 2000 K7AJM         599 4      PP5NY         599 11
QSO: 21056 CW 2016-11-27 2001 K7AJM         599 4      PY2QI         599 11
QSO: 21058 CW 2016-11-27 2005 K7AJM         599 4      NP3YL         599 08
QSO: 21061 CW 2016-11-27 2008 K7AJM         599 4      ZD8W          599 36
QSO: 21074 CW 2016-11-27 2009 K7AJM         599 4      V47T          599 08
QSO: 21071 CW 2016-11-27 2012 K7AJM         599 4      FM5FJ         599 08
QSO: 21062 CW 2016-11-27 2017 K7AJM         599 4      CE3OP         599 12
QSO: 21008 CW 2016-11-27 2020 K7AJM         599 4      LW5EE         599 13
QSO: 21008 CW 2016-11-27 2021 K7AJM         599 4      6Y3T          599 08
QSO: 21010 CW 2016-11-27 2022 K7AJM         599 4      PY2DV         599 11
QSO: 21014 CW 2016-11-27 2023 K7AJM         599 4      PS2T          599 11
QSO: 21032 CW 2016-11-27 2028 K7AJM         599 4      CX2BR         599 13
QSO: 21033 CW 2016-11-27 2029 K7AJM         599 4      ZF2MJ         599 08
QSO: 21038 CW 2016-11-27 2032 K7AJM         599 4      LU7YS         599 13
QSO: 21040 CW 2016-11-27 2035 K7AJM         599 4      CX1AA         599 13
QSO: 21045 CW 2016-11-27 2038 K7AJM         599 4      KP2Q          599 08
QSO: 21059 CW 2016-11-27 2041 K7AJM         599 4      LU1UG         599 13
QSO: 21073 CW 2016-11-27 2045 K7AJM         599 4      CB1S          599 12
QSO: 21010 CW 2016-11-27 2049 K7AJM         599 4      ZW75FAB       599 11
QSO: 14017 CW 2016-11-27 2109 K7AJM         599 4      6Y3T          599 08
QSO: 14028 CW 2016-11-27 2109 K7AJM         599 4      TI5W          599 07
QSO: 14040 CW 2016-11-27 2112 K7AJM         599 4      JA20DB        599 25
QSO: 14007 CW 2016-11-27 2120 K7AJM         599 4      P40W          599 09
QSO: 14007 CW 2016-11-27 2122 K7AJM         599 4      AH0K          599 27
QSO: 14043 CW 2016-11-27 2132 K7AJM         599 4      CB1H          599 12
QSO: 14051 CW 2016-11-27 2136 K7AJM         599 4      6Y9X          599 08
QSO: 14057 CW 2016-11-27 2142 K7AJM         599 4      KH6TU         599 31
QSO: 14023 CW 2016-11-27 2143 K7AJM         599 4      J70BH         599 08
QSO: 14018 CW 2016-11-27 2145 K7AJM         599 4      LU1UG         599 13
QSO: 14009 CW 2016-11-27 2146 K7AJM         599 4      LU7YS         599 13
QSO: 14012 CW 2016-11-27 2147 K7AJM         599 4      PP1CZ         599 11
QSO: 14036 CW 2016-11-27 2150 K7AJM         599 4      PZ5V          599 09
QSO: 14039 CW 2016-11-27 2151 K7AJM         599 4      PY1VOY        599 11
QSO: 14039 CW 2016-11-27 2152 K7AJM         599 4      VP9I          599 05
QSO: 14040 CW 2016-11-27 2157 K7AJM         599 4      HI3CC         599 08
QSO: 14044 CW 2016-11-27 2159 K7AJM         599 4      VP5CW         599 08
QSO: 14047 CW 2016-11-27 2200 K7AJM         599 4      PJ2T          599 09
QSO: 14049 CW 2016-11-27 2204 K7AJM         599 4      ZD8W          599 36
QSO: 14052 CW 2016-11-27 2206 K7AJM         599 4      ZF9CW         599 08
QSO: 14063 CW 2016-11-27 2212 K7AJM         599 4      V26K          599 08
QSO: 14035 CW 2016-11-27 2214 K7AJM         599 4      VP2VI         599 08
QSO: 14040 CW 2016-11-27 2215 K7AJM         599 4      OA4DX         599 10
QSO: 14043 CW 2016-11-27 2216 K7AJM         599 4      LU3CW         599 13
QSO: 14051 CW 2016-11-27 2223 K7AJM         599 4      JK1LSE        599 25
QSO: 14055 CW 2016-11-27 2224 K7AJM         599 4      JA7NVF        599 25
QSO: 14064 CW 2016-11-27 2228 K7AJM         599 4      JR5YCE        599 25
QSO: 14009 CW 2016-11-27 2235 K7AJM         599 4      YW4D          599 09
QSO: 14066 CW 2016-11-27 2238 K7AJM         599 4      AH2R          599 27
QSO: 14055 CW 2016-11-27 2243 K7AJM         599 4      JA7NUF        599 25
QSO: 14015 CW 2016-11-27 2245 K7AJM         599 4      RA0FF         599 19
QSO: 14044 CW 2016-11-27 2246 K7AJM         599 4      7N4SJX        599 25
QSO: 14036 CW 2016-11-27 2247 K7AJM         599 4      JN1THL        599 25
QSO: 14065 CW 2016-11-27 2251 K7AJM         599 4      JA0UMW        599 25
QSO: 14064 CW 2016-11-27 2253 K7AJM         599 4      JR1IJV        599 25
QSO: 14045 CW 2016-11-27 2257 K7AJM         599 4      9M6NA         599 28
QSO: 14081 CW 2016-11-27 2300 K7AJM         599 4      JR4GPA        599 25
QSO: 14065 CW 2016-11-27 2302 K7AJM         599 4      JA0UMV        599 25
QSO: 14067 CW 2016-11-27 2304 K7AJM         599 4      JI1RXQ        599 25
QSO: 14084 CW 2016-11-27 2315 K7AJM         599 4      JE4JPQ        599 25
QSO: 14008 CW 2016-11-27 2318 K7AJM         599 4      CE3CT         599 12
QSO: 14043 CW 2016-11-27 2323 K7AJM         599 4      CB1S          599 12
QSO: 14054 CW 2016-11-27 2325 K7AJM         599 4      PP5EJ         599 11
QSO: 14059 CW 2016-11-27 2327 K7AJM         599 4      CE3OP         599 12
QSO: 14052 CW 2016-11-27 2334 K7AJM         599 4      JA7ZFN        599 25
QSO: 14029 CW 2016-11-27 2336 K7AJM         599 4      JH3CUL        599 25
QSO: 14043 CW 2016-11-27 2337 K7AJM         599 4      JR3KQL        599 25
QSO: 14059 CW 2016-11-27 2343 K7AJM         599 4      RT0F          599 19
QSO: 14079 CW 2016-11-27 2346 K7AJM         599 4      JH8SLS        599 25
QSO: 14091 CW 2016-11-27 2352 K7AJM         599 4      JA2XLV        599 25
QSO: 14003 CW 2016-11-27 2353 K7AJM         599 4      KH6Y          599 31
QSO: 14007 CW 2016-11-27 2355 K7AJM         599 4      JN4MMO        599 25
QSO: 14020 CW 2016-11-27 2358 K7AJM         599 4      JR3IIR        599 25
END-OF-LOG:
