START-OF-LOG: 3.0
CALLSIGN: JR4CZM
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 160M
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 15732
NAME: Akihiro Oguni
LOCATION: DX
OPERATORS: JR4CZM
CLUB: SOUTHERN OSAKA CONTEST CLUB
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5988.0
SOAPBOX: USE POOR DIPOLE ANTENNA BUT MANY STATIONS have "GODD EAR".
QSO:  1816 CW 2016-11-27 0951 JR4CZM        599 25     BY5HB         599 24
QSO:  1819 CW 2016-11-27 1027 JR4CZM        599 25     JM2LHB        599 25
QSO:  1819 CW 2016-11-27 1028 JR4CZM        599 25     JQ1TIV        599 25
QSO:  1819 CW 2016-11-27 1029 JR4CZM        599 25     RU0LL         599 19
QSO:  1820 CW 2016-11-27 1038 JR4CZM        599 25     HL2LTK        599 25
QSO:  1820 CW 2016-11-27 1046 JR4CZM        599 25     JH1APK        599 25
QSO:  1819 CW 2016-11-27 1058 JR4CZM        599 25     JF9QCX        599 25
QSO:  1820 CW 2016-11-27 1111 JR4CZM        599 25     JG6JAV        599 25
QSO:  1820 CW 2016-11-27 1118 JR4CZM        599 25     KH6LC         599 31
QSO:  1823 CW 2016-11-27 1122 JR4CZM        599 25     VK6LW         599 29
QSO:  1820 CW 2016-11-27 1129 JR4CZM        599 25     VK6VZ         599 29
QSO:  1825 CW 2016-11-27 1212 JR4CZM        599 25     RW0LBM        599 19
QSO:  1815 CW 2016-11-27 1249 JR4CZM        599 25     B4T           599 24
QSO:  1814 CW 2016-11-27 1301 JR4CZM        599 25     RW9C          599 17
QSO:  1820 CW 2016-11-27 1335 JR4CZM        599 25     RA0FF         599 19
QSO:  1822 CW 2016-11-27 1345 JR4CZM        599 25     RU0AI         599 18
QSO:  1822 CW 2016-11-27 1351 JR4CZM        599 25     VK3TZ         599 30
QSO:  1814 CW 2016-11-27 1415 JR4CZM        599 25     JJ2YKZ        599 25
QSO:  1814 CW 2016-11-27 1419 JR4CZM        599 25     JA1CP         599 25
QSO:  1814 CW 2016-11-27 1423 JR4CZM        599 25     N7NG          599 04
QSO:  1814 CW 2016-11-27 1426 JR4CZM        599 25     UY0ZG         599 16
QSO:  1814 CW 2016-11-27 1430 JR4CZM        599 25     UZ3A          599 16
QSO:  1814 CW 2016-11-27 1435 JR4CZM        599 25     RV9UDO        599 18
QSO:  1821 CW 2016-11-27 1509 JR4CZM        599 25     ES9C          599 15
QSO:  1818 CW 2016-11-27 1518 JR4CZM        599 25     UA9LDD        599 17
QSO:  1820 CW 2016-11-27 1634 JR4CZM        599 25     JN3TMW        599 25
QSO:  1817 CW 2016-11-27 1640 JR4CZM        599 25     RM9A          599 17
QSO:  1814 CW 2016-11-27 1730 JR4CZM        599 25     UA4M          599 16
QSO:  1815 CW 2016-11-27 1734 JR4CZM        599 25     RV1CC         599 16
QSO:  1824 CW 2016-11-27 1927 JR4CZM        599 25     AH2R          599 27
QSO:  1813 CW 2016-11-27 1930 JR4CZM        599 25     B1W           599 24
QSO:  1820 CW 2016-11-27 1946 JR4CZM        599 25     V6A           599 27
QSO:  1817 CW 2016-11-27 2005 JR4CZM        599 25     LY2W          599 15
END-OF-LOG:
