START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.53.0
CALLSIGN: VK7GN
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 215325
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLUB: VK CONTEST CLUB
NAME: Martin Luther
SOAPBOX: Good fun to be back operarting after moving QTH
QSO: 28019 CW 2016-11-26 2319 VK7GN         599 30     JE1ZWT        599 25
QSO: 28019 CW 2016-11-26 2320 VK7GN         599 30     JA6WJL        599 25
QSO: 28019 CW 2016-11-26 2321 VK7GN         599 30     JA2XCR        599 25
QSO: 28019 CW 2016-11-26 2322 VK7GN         599 30     VK2ARZ        599 30
QSO: 28019 CW 2016-11-26 2324 VK7GN         599 30     7K4VPV        599 25
QSO: 28019 CW 2016-11-26 2324 VK7GN         599 30     JJ1LBJ        599 25
QSO: 28019 CW 2016-11-26 2325 VK7GN         599 30     JA1BPA        599 25
QSO: 28019 CW 2016-11-26 2326 VK7GN         599 30     JA7EPO        599 25
QSO: 28019 CW 2016-11-26 2326 VK7GN         599 30     JM1KNI        599 25
QSO: 28019 CW 2016-11-26 2331 VK7GN         599 30     VK2BPL        599 30
QSO: 28019 CW 2016-11-26 2333 VK7GN         599 30     JG3FEA        599 25
QSO: 28019 CW 2016-11-26 2334 VK7GN         599 30     JA7IC         599 25
QSO: 28019 CW 2016-11-26 2346 VK7GN         599 30     VK4LAT        599 30
QSO: 21020 CW 2016-11-26 2351 VK7GN         599 30     K6MMM         599 03
QSO: 21020 CW 2016-11-26 2353 VK7GN         599 30     N6KN          599 03
QSO: 21021 CW 2016-11-26 2355 VK7GN         599 30     N6WM          599 03
QSO: 21022 CW 2016-11-26 2356 VK7GN         599 30     W8TK          599 03
QSO: 21025 CW 2016-11-26 2358 VK7GN         599 30     KH6J          599 31
QSO: 21028 CW 2016-11-26 2359 VK7GN         599 30     KX7M          599 03
QSO: 21029 CW 2016-11-27 0000 VK7GN         599 30     N6XI          599 03
QSO: 21037 CW 2016-11-27 0001 VK7GN         599 30     KH6LC         599 31
QSO: 21043 CW 2016-11-27 0002 VK7GN         599 30     VK2PN         599 30
QSO: 21046 CW 2016-11-27 0004 VK7GN         599 30     JA8ZO         599 25
QSO: 21046 CW 2016-11-27 0004 VK7GN         599 30     JA1CP         599 25
QSO: 21046 CW 2016-11-27 0005 VK7GN         599 30     WE3C          599 05
QSO: 21046 CW 2016-11-27 0005 VK7GN         599 30     WB6RSE        599 03
QSO: 21046 CW 2016-11-27 0006 VK7GN         599 30     JA1KEG        599 25
QSO: 21046 CW 2016-11-27 0008 VK7GN         599 30     W3LPL         599 05
QSO: 21046 CW 2016-11-27 0008 VK7GN         599 30     JM1LWY        599 25
QSO: 21046 CW 2016-11-27 0009 VK7GN         599 30     JA1BJI        599 25
QSO: 21046 CW 2016-11-27 0009 VK7GN         599 30     JA7ZFN        599 25
QSO: 21046 CW 2016-11-27 0010 VK7GN         599 30     R0QA          599 19
QSO: 21046 CW 2016-11-27 0011 VK7GN         599 30     JH1FSA        599 25
QSO: 21046 CW 2016-11-27 0011 VK7GN         599 30     K7UOT         599 03
QSO: 21046 CW 2016-11-27 0012 VK7GN         599 30     JA1IRH        599 25
QSO: 21046 CW 2016-11-27 0014 VK7GN         599 30     JA6UDI        599 25
QSO: 21046 CW 2016-11-27 0014 VK7GN         599 30     JH7XGN        599 25
QSO: 21046 CW 2016-11-27 0015 VK7GN         599 30     7K4QOK        599 25
QSO: 21046 CW 2016-11-27 0017 VK7GN         599 30     JS1IFK        599 25
QSO: 21046 CW 2016-11-27 0017 VK7GN         599 30     JS1KKY        599 25
QSO: 21046 CW 2016-11-27 0018 VK7GN         599 30     JN3SAC        599 25
QSO: 21046 CW 2016-11-27 0018 VK7GN         599 30     JA6GT         599 25
QSO: 21046 CW 2016-11-27 0019 VK7GN         599 30     JE2OTM        599 25
QSO: 21046 CW 2016-11-27 0019 VK7GN         599 30     JJ1NYH        599 25
QSO: 21046 CW 2016-11-27 0020 VK7GN         599 30     JF3BFS        599 25
QSO: 21046 CW 2016-11-27 0020 VK7GN         599 30     JH1EVD        599 25
QSO: 21046 CW 2016-11-27 0021 VK7GN         599 30     JA1QOW        599 25
QSO: 21046 CW 2016-11-27 0022 VK7GN         599 30     JA7RPC        599 25
QSO: 21046 CW 2016-11-27 0022 VK7GN         599 30     BH7PFH        599 24
QSO: 21046 CW 2016-11-27 0024 VK7GN         599 30     JA3VQW        599 25
QSO: 21046 CW 2016-11-27 0025 VK7GN         599 30     JE2HXL        599 25
QSO: 21046 CW 2016-11-27 0025 VK7GN         599 30     JH8DBI        599 25
QSO: 21046 CW 2016-11-27 0026 VK7GN         599 30     JE2DOD        599 25
QSO: 21046 CW 2016-11-27 0026 VK7GN         599 30     JQ1ABC        599 25
QSO: 21046 CW 2016-11-27 0028 VK7GN         599 30     JA1WHG        599 25
QSO: 21046 CW 2016-11-27 0028 VK7GN         599 30     JE2BOM        599 25
QSO: 21046 CW 2016-11-27 0028 VK7GN         599 30     JA6CYL        599 25
QSO: 21046 CW 2016-11-27 0029 VK7GN         599 30     JA4EKO        599 25
QSO: 21046 CW 2016-11-27 0030 VK7GN         599 30     JE1ZWT        599 25
QSO: 21046 CW 2016-11-27 0030 VK7GN         599 30     JA7AMK        599 25
QSO: 21046 CW 2016-11-27 0031 VK7GN         599 30     JH7RTQ        599 25
QSO: 21046 CW 2016-11-27 0031 VK7GN         599 30     JR1BTG        599 25
QSO: 21046 CW 2016-11-27 0032 VK7GN         599 30     JQ1NGT        599 25
QSO: 21046 CW 2016-11-27 0032 VK7GN         599 30     JJ1KZZ        599 25
QSO: 21046 CW 2016-11-27 0034 VK7GN         599 30     JR8QVT/1      599 25
QSO: 21046 CW 2016-11-27 0036 VK7GN         599 30     HS8JYX        599 26
QSO: 21046 CW 2016-11-27 0036 VK7GN         599 30     JA1GQC        599 25
QSO: 21046 CW 2016-11-27 0037 VK7GN         599 30     B4T           599 24
QSO: 21046 CW 2016-11-27 0038 VK7GN         599 30     JA3JOT        599 25
QSO: 21046 CW 2016-11-27 0038 VK7GN         599 30     JJ3OIX        599 25
QSO: 21046 CW 2016-11-27 0039 VK7GN         599 30     JI4WHS        599 25
QSO: 21046 CW 2016-11-27 0039 VK7GN         599 30     JJ4CDW        599 25
QSO: 21046 CW 2016-11-27 0041 VK7GN         599 30     JA4JSV        599 25
QSO: 21046 CW 2016-11-27 0042 VK7GN         599 30     JA3HU         599 25
QSO: 21046 CW 2016-11-27 0043 VK7GN         599 30     JA5DQH        599 25
QSO: 21046 CW 2016-11-27 0043 VK7GN         599 30     JF1KML        599 25
QSO: 21046 CW 2016-11-27 0044 VK7GN         599 30     JF1SEK        599 25
QSO: 21046 CW 2016-11-27 0044 VK7GN         599 30     BH1EBF        599 24
QSO: 21046 CW 2016-11-27 0045 VK7GN         599 30     JG1EIQ        599 25
QSO: 21046 CW 2016-11-27 0046 VK7GN         599 30     7K4VPV        599 25
QSO: 21046 CW 2016-11-27 0046 VK7GN         599 30     NH2DX         599 27
QSO: 21046 CW 2016-11-27 0047 VK7GN         599 30     JR7NXM        599 25
QSO: 21046 CW 2016-11-27 0048 VK7GN         599 30     JR3EOI        599 25
QSO: 21046 CW 2016-11-27 0048 VK7GN         599 30     JL1NMB        599 25
QSO: 21046 CW 2016-11-27 0049 VK7GN         599 30     JA1PNA        599 25
QSO: 21046 CW 2016-11-27 0050 VK7GN         599 30     JK1NSR        599 25
QSO: 21046 CW 2016-11-27 0051 VK7GN         599 30     JH1LEM        599 25
QSO: 21046 CW 2016-11-27 0051 VK7GN         599 30     JA6BZI        599 25
QSO: 21046 CW 2016-11-27 0052 VK7GN         599 30     JK3NSD        599 25
QSO: 21046 CW 2016-11-27 0053 VK7GN         599 30     BG8NUD        599 24
QSO: 21046 CW 2016-11-27 0054 VK7GN         599 30     JF7PHE        599 25
QSO: 21046 CW 2016-11-27 0055 VK7GN         599 30     JF2FIU        599 25
QSO: 21046 CW 2016-11-27 0055 VK7GN         599 30     JL1HOV        599 25
QSO: 21046 CW 2016-11-27 0056 VK7GN         599 30     JA2QVP        599 25
QSO: 21046 CW 2016-11-27 0056 VK7GN         599 30     JH1FNU        599 25
QSO: 21046 CW 2016-11-27 0057 VK7GN         599 30     JA7BMR        599 25
QSO: 21046 CW 2016-11-27 0058 VK7GN         599 30     UA0OK         599 18
QSO: 21046 CW 2016-11-27 0059 VK7GN         599 30     JF0EBM        599 25
QSO: 21046 CW 2016-11-27 0059 VK7GN         599 30     BY5HB         599 24
QSO: 21046 CW 2016-11-27 0100 VK7GN         599 30     VK4FFAB       599 30
QSO: 21046 CW 2016-11-27 0100 VK7GN         599 30     RW0LBM        599 19
QSO: 21046 CW 2016-11-27 0101 VK7GN         599 30     JH0GHZ        599 25
QSO: 21046 CW 2016-11-27 0101 VK7GN         599 30     JN3TMW        599 25
QSO: 21046 CW 2016-11-27 0102 VK7GN         599 30     JJ1SLW        599 25
QSO: 21046 CW 2016-11-27 0103 VK7GN         599 30     JE2GHV        599 25
QSO: 21046 CW 2016-11-27 0105 VK7GN         599 30     JA2KOG        599 25
QSO: 21046 CW 2016-11-27 0106 VK7GN         599 30     JA2GHP        599 25
QSO: 21046 CW 2016-11-27 0109 VK7GN         599 30     JE4MHL        599 25
QSO: 21046 CW 2016-11-27 0109 VK7GN         599 30     JA2HYD        599 25
QSO: 21046 CW 2016-11-27 0110 VK7GN         599 30     YBOECT        599 28
QSO: 21046 CW 2016-11-27 0111 VK7GN         599 30     JA5ALE        599 25
QSO: 21046 CW 2016-11-27 0112 VK7GN         599 30     JM2LEI        599 25
QSO: 21046 CW 2016-11-27 0112 VK7GN         599 30     JH9KVF        599 25
QSO: 21046 CW 2016-11-27 0113 VK7GN         599 30     JG3SVP        599 25
QSO: 21046 CW 2016-11-27 0114 VK7GN         599 30     JF3PRS        599 25
QSO: 21046 CW 2016-11-27 0114 VK7GN         599 30     JP1IXV        599 25
QSO: 21046 CW 2016-11-27 0115 VK7GN         599 30     JA3HU         599 25
QSO: 21046 CW 2016-11-27 0115 VK7GN         599 30     JA4FKX        599 25
QSO: 21046 CW 2016-11-27 0116 VK7GN         599 30     JH1HJN        599 25
QSO: 21046 CW 2016-11-27 0117 VK7GN         599 30     JR3BOT        599 25
QSO: 21046 CW 2016-11-27 0120 VK7GN         599 30     JA2VHO        599 25
QSO: 21046 CW 2016-11-27 0120 VK7GN         599 30     JA6CVR        599 25
QSO: 21046 CW 2016-11-27 0121 VK7GN         599 30     JR6GIM        599 25
QSO: 21046 CW 2016-11-27 0121 VK7GN         599 30     JH1EAQ        599 25
QSO: 21046 CW 2016-11-27 0122 VK7GN         599 30     VK2ALR        599 30
QSO: 21046 CW 2016-11-27 0122 VK7GN         599 30     JA8GAK        599 25
QSO: 21046 CW 2016-11-27 0123 VK7GN         599 30     JR1AQI        599 25
QSO: 28019 CW 2016-11-27 0125 VK7GN         599 30     JH4UYB        599 25
QSO: 28019 CW 2016-11-27 0126 VK7GN         599 30     JJ0JML        599 25
QSO: 28019 CW 2016-11-27 0127 VK7GN         599 30     JH4PUL/3      599 25
QSO: 28019 CW 2016-11-27 0127 VK7GN         599 30     JN4MMO        599 25
QSO: 28019 CW 2016-11-27 0128 VK7GN         599 30     JA4VNE        599 25
QSO: 28019 CW 2016-11-27 0128 VK7GN         599 30     JA9RPU        599 25
QSO: 28019 CW 2016-11-27 0130 VK7GN         599 30     JS3CTQ        599 25
QSO: 28019 CW 2016-11-27 0131 VK7GN         599 30     JI1VAH        599 25
QSO: 28019 CW 2016-11-27 0132 VK7GN         599 30     JH2KKW        599 25
QSO: 28019 CW 2016-11-27 0133 VK7GN         599 30     JA1WHG        599 25
QSO: 28019 CW 2016-11-27 0134 VK7GN         599 30     JE6RPM        599 25
QSO: 28019 CW 2016-11-27 0134 VK7GN         599 30     JA2KGH        599 25
QSO: 28019 CW 2016-11-27 0136 VK7GN         599 30     JH1MDJ        599 25
QSO: 28019 CW 2016-11-27 0137 VK7GN         599 30     JK1TCV        599 25
QSO: 28019 CW 2016-11-27 0138 VK7GN         599 30     JR6AG         599 25
QSO: 28019 CW 2016-11-27 0211 VK7GN         599 30     HL5BLF        599 25
QSO: 21046 CW 2016-11-27 0217 VK7GN         599 30     UN9GD         599 17
QSO: 21046 CW 2016-11-27 0218 VK7GN         599 30     SV8CRI/VK2    599 30
QSO: 21046 CW 2016-11-27 0219 VK7GN         599 30     JS3LSQ        599 25
QSO: 21046 CW 2016-11-27 0219 VK7GN         599 30     JE1LFX        599 25
QSO: 21046 CW 2016-11-27 0220 VK7GN         599 30     JA5GYU        599 25
QSO: 21046 CW 2016-11-27 0221 VK7GN         599 30     YB1AR         599 28
QSO: 21046 CW 2016-11-27 0222 VK7GN         599 30     JA5IVG/5      599 25
QSO: 21046 CW 2016-11-27 0222 VK7GN         599 30     UN5J          599 17
QSO: 21046 CW 2016-11-27 0228 VK7GN         599 30     HS0ZGV        599 26
QSO: 21046 CW 2016-11-27 0229 VK7GN         599 30     JR5YCE        599 25
QSO: 21046 CW 2016-11-27 0230 VK7GN         599 30     YC1ME         599 28
QSO: 21046 CW 2016-11-27 0231 VK7GN         599 30     JN1MSO        599 25
QSO: 21046 CW 2016-11-27 0232 VK7GN         599 30     YD4IRS        599 28
QSO: 21046 CW 2016-11-27 0232 VK7GN         599 30     JH4UYB        599 25
QSO: 21046 CW 2016-11-27 0233 VK7GN         599 30     JE3UHV        599 25
QSO: 21046 CW 2016-11-27 0235 VK7GN         599 30     JR1LLD        599 25
QSO: 21046 CW 2016-11-27 0237 VK7GN         599 30     JF2OZH        599 25
QSO: 21043 CW 2016-11-27 0518 VK7GN         599 30     E73O          599 15
QSO: 21043 CW 2016-11-27 0518 VK7GN         599 30     JA1UOC        599 25
QSO: 21043 CW 2016-11-27 0519 VK7GN         599 30     RW0UM         599 18
QSO: 21043 CW 2016-11-27 0520 VK7GN         599 30     JR8XXQ        599 25
QSO: 21033 CW 2016-11-27 0526 VK7GN         599 30     B1W           599 24
QSO: 21030 CW 2016-11-27 0528 VK7GN         599 30     HS0ZIA        599 26
QSO: 21027 CW 2016-11-27 0530 VK7GN         599 30     UA4W          599 16
QSO: 21027 CW 2016-11-27 0531 VK7GN         599 30     JA1AKL        599 25
QSO: 21027 CW 2016-11-27 0531 VK7GN         599 30     JE1CKA        599 25
QSO: 21027 CW 2016-11-27 0531 VK7GN         599 30     JI2GZC        599 25
QSO: 21027 CW 2016-11-27 0533 VK7GN         599 30     UA0LID        599 19
QSO: 21027 CW 2016-11-27 0533 VK7GN         599 30     JA8BKI        599 25
QSO: 21027 CW 2016-11-27 0534 VK7GN         599 30     JQ1HYB        599 25
QSO: 21027 CW 2016-11-27 0535 VK7GN         599 30     YD1DGZ        599 28
QSO: 21027 CW 2016-11-27 0536 VK7GN         599 30     JA1IPZ        599 25
QSO: 21027 CW 2016-11-27 0537 VK7GN         599 30     BV1EK         599 24
QSO: 21027 CW 2016-11-27 0537 VK7GN         599 30     JL1LNC        599 25
QSO: 21027 CW 2016-11-27 0538 VK7GN         599 30     RA9CCK        599 17
QSO: 21027 CW 2016-11-27 0540 VK7GN         599 30     JF8LPB/QRP    599 25
QSO: 21027 CW 2016-11-27 0540 VK7GN         599 30     RO2E          599 16
QSO: 21027 CW 2016-11-27 0541 VK7GN         599 30     JA3JM         599 25
QSO: 21027 CW 2016-11-27 0542 VK7GN         599 30     JG1LGL        599 25
QSO: 21027 CW 2016-11-27 0542 VK7GN         599 30     JA6FFO        599 25
QSO: 21027 CW 2016-11-27 0544 VK7GN         599 30     JF3KCH        599 25
QSO: 21027 CW 2016-11-27 0545 VK7GN         599 30     JA2FXV        599 25
QSO: 21027 CW 2016-11-27 0547 VK7GN         599 30     JA7OWB        599 25
QSO: 21027 CW 2016-11-27 0548 VK7GN         599 30     JA0MOQ        599 25
QSO: 21027 CW 2016-11-27 0548 VK7GN         599 30     JL1QQA        599 25
QSO: 21027 CW 2016-11-27 0549 VK7GN         599 30     JJ2YKZ        599 25
QSO: 21027 CW 2016-11-27 0549 VK7GN         599 30     JA2SWH/1      599 25
QSO: 21027 CW 2016-11-27 0550 VK7GN         599 30     JR1MEU        599 25
QSO: 21027 CW 2016-11-27 0551 VK7GN         599 30     BG7OAJ        599 24
QSO: 21027 CW 2016-11-27 0551 VK7GN         599 30     JA4GQD        599 25
QSO: 21027 CW 2016-11-27 0552 VK7GN         599 30     JA1QIF        599 25
QSO: 21027 CW 2016-11-27 0553 VK7GN         599 30     7N4LNK        599 25
QSO: 21027 CW 2016-11-27 0553 VK7GN         599 30     B7Q           599 24
QSO: 21027 CW 2016-11-27 0554 VK7GN         599 30     JJ3JJL        599 25
QSO: 21027 CW 2016-11-27 0554 VK7GN         599 30     JA0BPY/6      599 25
QSO: 21027 CW 2016-11-27 0555 VK7GN         599 30     JA1JQY        599 25
QSO: 21027 CW 2016-11-27 0556 VK7GN         599 30     UB7K          599 16
QSO: 21027 CW 2016-11-27 0557 VK7GN         599 30     YO7FB         599 20
QSO: 21027 CW 2016-11-27 0558 VK7GN         599 30     RM9RM         599 17
QSO: 21027 CW 2016-11-27 0558 VK7GN         599 30     JJ2QXI        599 25
QSO: 21027 CW 2016-11-27 0559 VK7GN         599 30     JA7BME        599 25
QSO: 21027 CW 2016-11-27 0559 VK7GN         599 30     JH3QFY        599 25
QSO: 21027 CW 2016-11-27 0600 VK7GN         599 30     JA1VSO        599 25
QSO: 21027 CW 2016-11-27 0600 VK7GN         599 30     JA6NGD/1      599 25
QSO: 21027 CW 2016-11-27 0601 VK7GN         599 30     JH7JUO        599 25
QSO: 21027 CW 2016-11-27 0602 VK7GN         599 30     JF2LTU        599 25
QSO: 21027 CW 2016-11-27 0602 VK7GN         599 30     JA4FIQ        599 25
QSO: 21027 CW 2016-11-27 0603 VK7GN         599 30     JL1EUP        599 25
QSO: 21027 CW 2016-11-27 0605 VK7GN         599 30     JF1WLK        599 25
QSO: 21027 CW 2016-11-27 0606 VK7GN         599 30     IR4M          599 15
QSO: 21027 CW 2016-11-27 0606 VK7GN         599 30     RZ4AG         599 16
QSO: 21027 CW 2016-11-27 0607 VK7GN         599 30     RA3R          599 16
QSO: 21027 CW 2016-11-27 0608 VK7GN         599 30     SP5AUY        599 15
QSO: 21027 CW 2016-11-27 0609 VK7GN         599 30     RM9A          599 17
QSO: 21027 CW 2016-11-27 0609 VK7GN         599 30     RA6K          599 16
QSO: 21027 CW 2016-11-27 0609 VK7GN         599 30     RU6K          599 16
QSO: 21027 CW 2016-11-27 0612 VK7GN         599 30     UA0W          599 18
QSO: 21027 CW 2016-11-27 0612 VK7GN         599 30     R3QV          599 16
QSO: 21027 CW 2016-11-27 0613 VK7GN         599 30     4Z4OQ         599 20
QSO: 21027 CW 2016-11-27 0614 VK7GN         599 30     XV1X          599 26
QSO: 21027 CW 2016-11-27 0615 VK7GN         599 30     JR3KQJ        599 25
QSO: 21027 CW 2016-11-27 0615 VK7GN         599 30     S50R          599 15
QSO: 21027 CW 2016-11-27 0616 VK7GN         599 30     UX0LL         599 16
QSO: 21027 CW 2016-11-27 0617 VK7GN         599 30     EU1DX         599 16
QSO: 21027 CW 2016-11-27 0618 VK7GN         599 30     RA6GW         599 16
QSO: 21027 CW 2016-11-27 0618 VK7GN         599 30     YC9FAR        599 28
QSO: 21027 CW 2016-11-27 0619 VK7GN         599 30     UZ3A          599 16
QSO: 21027 CW 2016-11-27 0620 VK7GN         599 30     R3VO          599 16
QSO: 21027 CW 2016-11-27 0621 VK7GN         599 30     BA4EO         599 24
QSO: 21027 CW 2016-11-27 0621 VK7GN         599 30     JI1VAH        599 25
QSO: 21027 CW 2016-11-27 0621 VK7GN         599 30     US4IQ         599 16
QSO: 21027 CW 2016-11-27 0622 VK7GN         599 30     JH3CUL        599 25
QSO: 21027 CW 2016-11-27 0623 VK7GN         599 30     EW6W          599 16
QSO: 21027 CW 2016-11-27 0624 VK7GN         599 30     JN3TSY        599 25
QSO: 21027 CW 2016-11-27 0624 VK7GN         599 30     S54W          599 15
QSO: 21027 CW 2016-11-27 0626 VK7GN         599 30     7K1MAG/2      599 25
QSO: 21027 CW 2016-11-27 0626 VK7GN         599 30     JL3RNZ        599 25
QSO: 21027 CW 2016-11-27 0626 VK7GN         599 30     YU5W          599 15
QSO: 21027 CW 2016-11-27 0627 VK7GN         599 30     RW0BG         599 18
QSO: 21027 CW 2016-11-27 0628 VK7GN         599 30     OL8M          599 15
QSO: 21027 CW 2016-11-27 0628 VK7GN         599 30     OK7W          599 15
QSO: 21027 CW 2016-11-27 0629 VK7GN         599 30     RU6L          599 16
QSO: 21027 CW 2016-11-27 0630 VK7GN         599 30     JR1NKN        599 25
QSO: 21027 CW 2016-11-27 0631 VK7GN         599 30     II9P          599 15
QSO: 21027 CW 2016-11-27 0631 VK7GN         599 30     R7AB          599 16
QSO: 21027 CW 2016-11-27 0632 VK7GN         599 30     ER1OO         599 16
QSO: 21027 CW 2016-11-27 0633 VK7GN         599 30     UA4HBW        599 16
QSO: 21027 CW 2016-11-27 0633 VK7GN         599 30     BA8BA         599 24
QSO: 21027 CW 2016-11-27 0634 VK7GN         599 30     BB4WN         599 24
QSO: 21027 CW 2016-11-27 0635 VK7GN         599 30     RW4SD         599 16
QSO: 21027 CW 2016-11-27 0636 VK7GN         599 30     A65CA         599 21
QSO: 21027 CW 2016-11-27 0636 VK7GN         599 30     UW5Q          599 16
QSO: 21027 CW 2016-11-27 0637 VK7GN         599 30     UW5Q          599 15
QSO: 21027 CW 2016-11-27 0639 VK7GN         599 30     RC7K          599 16
QSO: 21027 CW 2016-11-27 0639 VK7GN         599 30     LZ7A          599 20
QSO: 21027 CW 2016-11-27 0640 VK7GN         599 30     RA4W          599 16
QSO: 21027 CW 2016-11-27 0641 VK7GN         599 30     RX9SR         599 16
QSO: 21027 CW 2016-11-27 0642 VK7GN         599 30     UT1UL         599 16
QSO: 21027 CW 2016-11-27 0642 VK7GN         599 30     RT6A          599 16
QSO: 21027 CW 2016-11-27 0642 VK7GN         599 30     OK3C          599 15
QSO: 21027 CW 2016-11-27 0643 VK7GN         599 30     UW5Y          599 16
QSO: 21027 CW 2016-11-27 0643 VK7GN         599 30     SV2CLJ        599 20
