START-OF-LOG: 3.0
CALLSIGN: WA2FZB
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 439425
NAME: Tony Starr
LOCATION: SNJ
OPERATORS: WA2FZB
CLUB:
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.5988.0
SOAPBOX: My first big CW contest. It was a blast!
QSO:  7019 CW 2016-11-26 0344 WA2FZB        599 5      IR4M          599 15
QSO:  7012 CW 2016-11-26 0350 WA2FZB        599 5      I2VXJ         599 15
QSO:  7020 CW 2016-11-26 0353 WA2FZB        599 5      PJ4A          599 09
QSO:  7031 CW 2016-11-26 0401 WA2FZB        599 5      KH6J          599 31
QSO:  7057 CW 2016-11-26 0419 WA2FZB        599 5      PV9Y          599 09
QSO:  7050 CW 2016-11-26 0421 WA2FZB        599 5      HR2J          599 07
QSO:  7054 CW 2016-11-26 0425 WA2FZB        599 5      V26K          599 08
QSO:  7072 CW 2016-11-26 0429 WA2FZB        599 5      NP4DX         599 08
QSO:  7025 CW 2016-11-26 0439 WA2FZB        599 5      HC2AO         599 10
QSO:  7035 CW 2016-11-26 0444 WA2FZB        599 5      VE7GL         599 03
QSO:  7033 CW 2016-11-26 0454 WA2FZB        599 5      PZ5V          599 09
QSO:  3518 CW 2016-11-26 0513 WA2FZB        599 5      AA1K          599 05
QSO:  3567 CW 2016-11-26 0525 WA2FZB        599 5      XE2X          599 06
QSO:  3555 CW 2016-11-26 0530 WA2FZB        599 5      VC2T          599 05
QSO:  3512 CW 2016-11-26 0539 WA2FZB        599 5      M6T           599 14
QSO:  3549 CW 2016-11-26 0555 WA2FZB        599 5      VE3PN         599 04
QSO:  7001 CW 2016-11-26 0612 WA2FZB        599 5      6Y9X          599 08
QSO:  7006 CW 2016-11-26 0614 WA2FZB        599 5      CO8ZZ         599 08
QSO:  7055 CW 2016-11-26 0618 WA2FZB        599 5      ZF2MJ         599 08
QSO:  7022 CW 2016-11-26 0621 WA2FZB        599 5      CR3W          599 33
QSO:  7042 CW 2016-11-26 0630 WA2FZB        599 5      YN2SX         599 07
QSO:  7056 CW 2016-11-26 0636 WA2FZB        599 5      PV8ADI        599 11
QSO:  3531 CW 2016-11-26 1047 WA2FZB        599 5      YW4D          599 09
QSO:  3513 CW 2016-11-26 1054 WA2FZB        599 5      CO8ZZ         599 08
QSO:  3510 CW 2016-11-26 1103 WA2FZB        599 5      HK1NA         599 09
QSO:  3527 CW 2016-11-26 1106 WA2FZB        599 5      NP4X          599 08
QSO:  3526 CW 2016-11-26 1114 WA2FZB        599 5      VC3W/2        599 02
QSO:  3522 CW 2016-11-26 1115 WA2FZB        599 5      ZF2MJ         599 08
QSO:  7024 CW 2016-11-26 1138 WA2FZB        599 5      P40W          599 09
QSO:  7040 CW 2016-11-26 1141 WA2FZB        599 5      6Y3T          599 08
QSO: 14065 CW 2016-11-26 1157 WA2FZB        599 5      S53EO         599 15
QSO: 14066 CW 2016-11-26 1157 WA2FZB        599 5      LZ8E          599 20
QSO: 14059 CW 2016-11-26 1158 WA2FZB        599 5      OE2S          599 15
QSO: 14048 CW 2016-11-26 1200 WA2FZB        599 5      SO4R          599 15
QSO: 14034 CW 2016-11-26 1204 WA2FZB        599 5      YT5A          599 15
QSO: 14031 CW 2016-11-26 1207 WA2FZB        599 5      HG6N          599 15
QSO: 14030 CW 2016-11-26 1210 WA2FZB        599 5      DL800JE       599 14
QSO: 14093 CW 2016-11-26 1211 WA2FZB        599 5      RU6K          599 16
QSO: 14075 CW 2016-11-26 1214 WA2FZB        599 5      SZ1A          599 20
QSO: 14073 CW 2016-11-26 1215 WA2FZB        599 5      EU1A          599 16
QSO: 14059 CW 2016-11-26 1216 WA2FZB        599 5      UA2F          599 15
QSO: 14033 CW 2016-11-26 1218 WA2FZB        599 5      LY5R          599 15
QSO: 14032 CW 2016-11-26 1220 WA2FZB        599 5      HB0/DK4YJ     599 14
QSO: 14028 CW 2016-11-26 1223 WA2FZB        599 5      TM6M          599 14
QSO: 14014 CW 2016-11-26 1227 WA2FZB        599 5      9A7A          599 15
QSO: 14016 CW 2016-11-26 1229 WA2FZB        599 5      OK2QA         599 15
QSO: 14074 CW 2016-11-26 1234 WA2FZB        599 5      S57Q          599 15
QSO: 14044 CW 2016-11-26 1240 WA2FZB        599 5      SP2KPD        599 15
QSO: 14043 CW 2016-11-26 1241 WA2FZB        599 5      G5O           599 14
QSO: 14008 CW 2016-11-26 1242 WA2FZB        599 5      OM8A          599 15
QSO: 14012 CW 2016-11-26 1245 WA2FZB        599 5      HG7T          599 15
QSO: 14083 CW 2016-11-26 1251 WA2FZB        599 5      EF8U          599 33
QSO: 21024 CW 2016-11-26 1302 WA2FZB        599 5      S50R          599 15
QSO: 21022 CW 2016-11-26 1304 WA2FZB        599 5      LZ9W          599 20
QSO: 21015 CW 2016-11-26 1305 WA2FZB        599 5      EF2A          599 14
QSO: 21013 CW 2016-11-26 1306 WA2FZB        599 5      KP2M          599 08
QSO: 21004 CW 2016-11-26 1310 WA2FZB        599 5      YW4D          599 09
QSO: 21026 CW 2016-11-26 1314 WA2FZB        599 5      CR3W          599 33
QSO: 21005 CW 2016-11-26 1320 WA2FZB        599 5      CN2AA         599 33
QSO: 21016 CW 2016-11-26 1321 WA2FZB        599 5      9A7A          599 15
QSO: 21000 CW 2016-11-26 1322 WA2FZB        599 5      WE3C          599 05
QSO: 21050 CW 2016-11-26 1323 WA2FZB        599 5      HG1S          599 15
QSO: 21049 CW 2016-11-26 1325 WA2FZB        599 5      OM7M          599 15
QSO: 21067 CW 2016-11-26 1335 WA2FZB        599 5      J70BH         599 08
QSO: 21030 CW 2016-11-26 1340 WA2FZB        599 5      PV8ADI        599 11
QSO: 21003 CW 2016-11-26 1343 WA2FZB        599 5      SN5X          599 15
QSO: 21003 CW 2016-11-26 1343 WA2FZB        599 5      TK0C          599 15
QSO: 21010 CW 2016-11-26 1345 WA2FZB        599 5      ZF9CW         599 08
QSO: 21017 CW 2016-11-26 1346 WA2FZB        599 5      EF8R          599 33
QSO: 21018 CW 2016-11-26 1348 WA2FZB        599 5      IT9SSI        599 15
QSO: 21030 CW 2016-11-26 1350 WA2FZB        599 5      OL9Z          599 15
QSO: 21031 CW 2016-11-26 1350 WA2FZB        599 5      TM6M          599 14
QSO: 21048 CW 2016-11-26 1352 WA2FZB        599 5      TI5W          599 07
QSO: 21014 CW 2016-11-26 1358 WA2FZB        599 5      9A1A          599 15
QSO: 21015 CW 2016-11-26 1400 WA2FZB        599 5      S54W          599 15
QSO: 21014 CW 2016-11-26 1408 WA2FZB        599 5      DR5N          599 14
QSO: 21017 CW 2016-11-26 1411 WA2FZB        599 5      CN2R          599 33
QSO: 21051 CW 2016-11-26 1419 WA2FZB        599 5      S50K          599 15
QSO: 21033 CW 2016-11-26 1428 WA2FZB        599 5      CX4SS         599 13
QSO: 21036 CW 2016-11-26 1429 WA2FZB        599 5      PZ5V          599 09
QSO: 21037 CW 2016-11-26 1430 WA2FZB        599 5      KP4EJ         599 08
QSO: 21042 CW 2016-11-26 1431 WA2FZB        599 5      D4C           599 35
QSO: 21023 CW 2016-11-26 1434 WA2FZB        599 5      VP2VI         599 08
QSO: 21024 CW 2016-11-26 1436 WA2FZB        599 5      CO8ZZ         599 08
QSO: 21025 CW 2016-11-26 1438 WA2FZB        599 5      F5MUX         599 14
QSO: 28041 CW 2016-11-26 1459 WA2FZB        599 5      8P5A          599 08
QSO: 28036 CW 2016-11-26 1500 WA2FZB        599 5      P49Y          599 09
QSO: 28022 CW 2016-11-26 1501 WA2FZB        599 5      TI5W          599 07
QSO: 28019 CW 2016-11-26 1503 WA2FZB        599 5      K3LR          599 05
QSO: 28028 CW 2016-11-26 1504 WA2FZB        599 5      KP2Q          599 08
QSO: 28025 CW 2016-11-26 1508 WA2FZB        599 5      NP4DX         599 08
QSO: 28022 CW 2016-11-26 1510 WA2FZB        599 5      VP2ESM        599 08
QSO: 28021 CW 2016-11-26 1511 WA2FZB        599 5      PJ4Q          599 09
QSO: 28016 CW 2016-11-26 1516 WA2FZB        599 5      PJ4A          599 09
QSO: 28028 CW 2016-11-26 1517 WA2FZB        599 5      PZ5V          599 09
QSO: 28014 CW 2016-11-26 1519 WA2FZB        599 5      PJ2T          599 09
QSO: 28009 CW 2016-11-26 1524 WA2FZB        599 5      HK1NA         599 09
QSO: 21065 CW 2016-11-26 1530 WA2FZB        599 5      ZS1EL         599 38
QSO: 21086 CW 2016-11-26 1532 WA2FZB        599 5      CB1H          599 12
QSO: 21064 CW 2016-11-26 1538 WA2FZB        599 5      PJ4A          599 09
QSO: 21048 CW 2016-11-26 1540 WA2FZB        599 5      V47T          599 08
QSO: 21046 CW 2016-11-26 1541 WA2FZB        599 5      ED8X          599 33
QSO: 21073 CW 2016-11-26 1542 WA2FZB        599 5      CR6A          599 14
QSO: 21024 CW 2016-11-26 1543 WA2FZB        599 5      TM3R          599 14
QSO: 21027 CW 2016-11-26 1544 WA2FZB        599 5      EF1A          599 14
QSO: 21056 CW 2016-11-26 1546 WA2FZB        599 5      KP4BD         599 08
QSO: 21052 CW 2016-11-26 1550 WA2FZB        599 5      NP2P          599 08
QSO: 21040 CW 2016-11-26 1554 WA2FZB        599 5      XE2B          599 06
QSO: 21082 CW 2016-11-26 1555 WA2FZB        599 5      K5MXG         599 04
QSO: 21084 CW 2016-11-26 1559 WA2FZB        599 5      OX5M          599 40
QSO: 21066 CW 2016-11-26 1602 WA2FZB        599 5      PS2T          599 11
QSO: 21073 CW 2016-11-26 1604 WA2FZB        599 5      FG/WJ2O       599 08
QSO: 21079 CW 2016-11-26 1606 WA2FZB        599 5      PX2V          599 11
QSO: 21097 CW 2016-11-26 1607 WA2FZB        599 5      P49Y          599 09
QSO: 21039 CW 2016-11-26 1614 WA2FZB        599 5      6Y3T          599 08
QSO: 21015 CW 2016-11-26 1621 WA2FZB        599 5      FM5FJ         599 08
QSO: 21051 CW 2016-11-26 1623 WA2FZB        599 5      ZF2MJ         599 08
QSO: 21033 CW 2016-11-26 1633 WA2FZB        599 5      CX2BR         599 13
QSO: 21063 CW 2016-11-26 1637 WA2FZB        599 5      NP3YL         599 08
QSO: 21054 CW 2016-11-26 1640 WA2FZB        599 5      EA1RKV        599 14
QSO: 21067 CW 2016-11-26 1646 WA2FZB        599 5      ZD8W          599 36
QSO: 21049 CW 2016-11-26 1650 WA2FZB        599 5      HI3CC         599 08
QSO: 21017 CW 2016-11-26 1653 WA2FZB        599 5      HK1NA         599 09
QSO: 21019 CW 2016-11-26 1655 WA2FZB        599 5      PJ4Q          599 09
QSO: 21025 CW 2016-11-26 1659 WA2FZB        599 5      P40C          599 09
QSO: 21031 CW 2016-11-26 1703 WA2FZB        599 5      KP2Q          599 08
QSO: 21058 CW 2016-11-26 1711 WA2FZB        599 5      LT1F          599 13
QSO: 21069 CW 2016-11-26 1712 WA2FZB        599 5      P40W          599 09
QSO: 21081 CW 2016-11-26 1713 WA2FZB        599 5      PT4T          599 11
QSO: 21043 CW 2016-11-26 1717 WA2FZB        599 5      V26K          599 08
QSO: 21075 CW 2016-11-26 1720 WA2FZB        599 5      CR3OO         599 33
QSO: 21074 CW 2016-11-26 1722 WA2FZB        599 5      TO1A          599 09
QSO: 21038 CW 2016-11-26 1724 WA2FZB        599 5      CR6K          599 14
QSO: 21061 CW 2016-11-26 1729 WA2FZB        599 5      9Y4/VE3EY     599 09
QSO: 21062 CW 2016-11-26 1732 WA2FZB        599 5      PP5NY         599 11
QSO: 21040 CW 2016-11-26 1738 WA2FZB        599 5      VP5M          599 08
QSO: 21072 CW 2016-11-26 1740 WA2FZB        599 5      LU1UG         599 13
QSO: 21065 CW 2016-11-26 1741 WA2FZB        599 5      CE3DNP        599 12
QSO: 21060 CW 2016-11-26 1746 WA2FZB        599 5      T42CT         599 08
QSO: 28047 CW 2016-11-26 1750 WA2FZB        599 5      LW3DG         599 13
QSO: 28011 CW 2016-11-26 1756 WA2FZB        599 5      CX4AT         599 13
QSO: 28037 CW 2016-11-26 1758 WA2FZB        599 5      HP1XT         599 07
QSO: 28020 CW 2016-11-26 1800 WA2FZB        599 5      OA4SS         599 10
QSO: 28016 CW 2016-11-26 1802 WA2FZB        599 5      P40W          599 09
QSO: 28030 CW 2016-11-26 1806 WA2FZB        599 5      LP1H          599 13
QSO: 28033 CW 2016-11-26 1808 WA2FZB        599 5      KP2M          599 08
QSO: 28023 CW 2016-11-26 1812 WA2FZB        599 5      VP2VI         599 08
QSO: 28023 CW 2016-11-26 1821 WA2FZB        599 5      XE3DX         599 06
QSO: 28008 CW 2016-11-26 1824 WA2FZB        599 5      PX1M          599 11
QSO: 28027 CW 2016-11-26 1825 WA2FZB        599 5      YV5LAY        599 09
QSO: 28029 CW 2016-11-26 1831 WA2FZB        599 5      NP2P          599 08
QSO: 28001 CW 2016-11-26 1834 WA2FZB        599 5      VP2EHC        599 08
QSO: 28038 CW 2016-11-26 1837 WA2FZB        599 5      PT1F          599 11
QSO: 28045 CW 2016-11-26 1837 WA2FZB        599 5      PT4T          599 11
QSO: 28035 CW 2016-11-26 1838 WA2FZB        599 5      PY1MX         599 11
QSO: 21012 CW 2016-11-26 1906 WA2FZB        599 5      VP5CW         599 08
QSO: 21020 CW 2016-11-26 1907 WA2FZB        599 5      PJ2T          599 09
QSO: 21027 CW 2016-11-26 1909 WA2FZB        599 5      PY1VOY        599 11
QSO: 21043 CW 2016-11-26 1911 WA2FZB        599 5      V2BK          599 08
QSO: 21035 CW 2016-11-26 1916 WA2FZB        599 5      VE6BBP        599 04
QSO: 21035 CW 2016-11-26 1918 WA2FZB        599 5      KH6TU         599 31
QSO: 14065 CW 2016-11-26 1937 WA2FZB        599 5      VP9I          599 05
QSO: 14064 CW 2016-11-26 1939 WA2FZB        599 5      KP2Q          599 08
QSO: 14019 CW 2016-11-26 1941 WA2FZB        599 5      TF3CW         599 40
QSO: 14008 CW 2016-11-26 1949 WA2FZB        599 5      VE7SCC        599 03
QSO: 14082 CW 2016-11-26 1956 WA2FZB        599 5      HI3CC         599 08
QSO: 14021 CW 2016-11-26 1958 WA2FZB        599 5      PJ4Q          599 09
QSO: 14019 CW 2016-11-26 1959 WA2FZB        599 5      CN2R          599 33
QSO: 14032 CW 2016-11-26 2001 WA2FZB        599 5      OH8L          599 15
QSO: 14046 CW 2016-11-26 2003 WA2FZB        599 5      VY2TT         599 05
QSO: 14049 CW 2016-11-26 2008 WA2FZB        599 5      TI5W          599 07
QSO: 14007 CW 2016-11-26 2010 WA2FZB        599 5      HI3Y          599 08
QSO: 14014 CW 2016-11-26 2013 WA2FZB        599 5      VE6EX         599 04
QSO: 14012 CW 2016-11-26 2015 WA2FZB        599 5      VE7GL         599 03
QSO: 14057 CW 2016-11-26 2020 WA2FZB        599 5      IO4T          599 15
QSO: 14058 CW 2016-11-26 2024 WA2FZB        599 5      ED8X          599 33
QSO: 14049 CW 2016-11-26 2026 WA2FZB        599 5      OH8X          599 15
QSO: 14020 CW 2016-11-26 2028 WA2FZB        599 5      VK2IA         599 30
QSO: 14016 CW 2016-11-26 2032 WA2FZB        599 5      VE7SZ         599 03
QSO: 14037 CW 2016-11-26 2057 WA2FZB        599 5      KP4EJ         599 08
QSO: 14035 CW 2016-11-26 2057 WA2FZB        599 5      V47T          599 08
QSO: 14060 CW 2016-11-26 2059 WA2FZB        599 5      NP4DX         599 08
QSO: 14059 CW 2016-11-26 2103 WA2FZB        599 5      ZS6WN         599 38
QSO: 14045 CW 2016-11-26 2105 WA2FZB        599 5      VP5M          599 08
QSO:  7004 CW 2016-11-26 2119 WA2FZB        599 5      DF0HQ         599 14
QSO:  7017 CW 2016-11-26 2124 WA2FZB        599 5      K3LR          599 05
QSO:  7002 CW 2016-11-26 2126 WA2FZB        599 5      TM6M          599 14
QSO:  7007 CW 2016-11-26 2129 WA2FZB        599 5      OP4K          599 14
QSO:  7016 CW 2016-11-26 2130 WA2FZB        599 5      OK5W          599 15
QSO:  7016 CW 2016-11-26 2133 WA2FZB        599 5      P33W          599 20
QSO:  7030 CW 2016-11-26 2138 WA2FZB        599 5      II9P          599 15
QSO:  7033 CW 2016-11-26 2141 WA2FZB        599 5      RT6A          599 16
QSO:  7024 CW 2016-11-26 2142 WA2FZB        599 5      S57AL         599 15
QSO:  7029 CW 2016-11-26 2147 WA2FZB        599 5      UB7K          599 16
QSO:  7035 CW 2016-11-26 2148 WA2FZB        599 5      DK0MM         599 14
QSO:  7037 CW 2016-11-26 2151 WA2FZB        599 5      DP5A          599 14
QSO:  7018 CW 2016-11-26 2155 WA2FZB        599 5      DR5N          599 14
QSO:  7026 CW 2016-11-26 2156 WA2FZB        599 5      S57Z          599 15
QSO:  7012 CW 2016-11-26 2159 WA2FZB        599 5      LZ3ZZ         599 20
QSO:  7025 CW 2016-11-26 2204 WA2FZB        599 5      S51F          599 15
QSO:  7028 CW 2016-11-26 2204 WA2FZB        599 5      9A1P          599 15
QSO:  7022 CW 2016-11-26 2205 WA2FZB        599 5      SN8B          599 15
QSO:  7012 CW 2016-11-26 2214 WA2FZB        599 5      S51YI         599 15
QSO:  7008 CW 2016-11-26 2216 WA2FZB        599 5      OM8A          599 15
QSO:  7019 CW 2016-11-26 2216 WA2FZB        599 5      EF3T          599 14
QSO:  7054 CW 2016-11-26 2225 WA2FZB        599 5      OK2D          599 15
QSO:  7019 CW 2016-11-26 2235 WA2FZB        599 5      CN2AA         599 33
QSO:  7022 CW 2016-11-26 2238 WA2FZB        599 5      9A7A          599 15
QSO:  7041 CW 2016-11-26 2245 WA2FZB        599 5      PJ4Q          599 09
QSO:  7007 CW 2016-11-26 2253 WA2FZB        599 5      VE3RIA        599 04
QSO:  7009 CW 2016-11-26 2253 WA2FZB        599 5      DL0GL         599 14
QSO:  7011 CW 2016-11-26 2254 WA2FZB        599 5      VA1MM         599 05
QSO:  7025 CW 2016-11-26 2304 WA2FZB        599 5      S5JF          599 15
QSO:  7057 CW 2016-11-26 2307 WA2FZB        599 5      YT4W          599 15
QSO:  7068 CW 2016-11-26 2308 WA2FZB        599 5      EA5KM         599 14
QSO:  7069 CW 2016-11-26 2309 WA2FZB        599 5      VE3KZ         599 04
QSO:  7007 CW 2016-11-26 2311 WA2FZB        599 5      VE3JM         599 04
QSO:  7008 CW 2016-11-26 2312 WA2FZB        599 5      VE9HF         599 05
QSO:  7013 CW 2016-11-26 2315 WA2FZB        599 5      CO2XV         599 08
QSO:  7011 CW 2016-11-26 2320 WA2FZB        599 5      S52AW         599 15
QSO:  7018 CW 2016-11-26 2323 WA2FZB        599 5      IO5O          599 15
QSO:  7030 CW 2016-11-26 2334 WA2FZB        599 5      9A1A          599 15
QSO:  7031 CW 2016-11-26 2335 WA2FZB        599 5      XL3A          599 04
QSO:  7017 CW 2016-11-26 2346 WA2FZB        599 5      HK1NA         599 09
QSO:  7021 CW 2016-11-26 2347 WA2FZB        599 5      CN2R          599 33
QSO:  7061 CW 2016-11-26 2353 WA2FZB        599 5      TI5W          599 07
QSO:  7068 CW 2016-11-26 2357 WA2FZB        599 5      9Y4/VE3EY     599 09
QSO:  7009 CW 2016-11-27 0050 WA2FZB        599 5      YT5A          599 15
QSO:  7010 CW 2016-11-27 0051 WA2FZB        599 5      OM7M          599 15
QSO:  7015 CW 2016-11-27 0052 WA2FZB        599 5      VP2VI         599 08
QSO:  7017 CW 2016-11-27 0054 WA2FZB        599 5      KP2M          599 08
QSO:  7020 CW 2016-11-27 0054 WA2FZB        599 5      VE1OP         599 05
QSO:  7035 CW 2016-11-27 0057 WA2FZB        599 5      IO1T          599 15
QSO:  7056 CW 2016-11-27 0104 WA2FZB        599 5      PJ2T          599 09
QSO:  7009 CW 2016-11-27 0111 WA2FZB        599 5      S570ABC       599 15
QSO:  7010 CW 2016-11-27 0112 WA2FZB        599 5      HA8KW         599 15
QSO:  7013 CW 2016-11-27 0113 WA2FZB        599 5      VP5CW         599 08
QSO:  7019 CW 2016-11-27 0115 WA2FZB        599 5      EA2EA         599 14
QSO:  7023 CW 2016-11-27 0115 WA2FZB        599 5      VE3EJ         599 04
QSO:  7023 CW 2016-11-27 0116 WA2FZB        599 5      YT8T          599 15
QSO:  7025 CW 2016-11-27 0117 WA2FZB        599 5      VE2VIA        599 05
QSO:  7027 CW 2016-11-27 0119 WA2FZB        599 5      VE3GFN        599 04
QSO:  7033 CW 2016-11-27 0121 WA2FZB        599 5      LZ9W          599 20
QSO:  7034 CW 2016-11-27 0122 WA2FZB        599 5      ZF9CW         599 08
QSO:  7037 CW 2016-11-27 0124 WA2FZB        599 5      IR2R          599 15
QSO:  7003 CW 2016-11-27 0132 WA2FZB        599 5      YT7A          599 15
QSO:  7006 CW 2016-11-27 0134 WA2FZB        599 5      DL1A          599 14
QSO:  7025 CW 2016-11-27 0143 WA2FZB        599 5      CE3CT         599 12
QSO:  7042 CW 2016-11-27 0147 WA2FZB        599 5      J70BH         599 08
QSO:  7055 CW 2016-11-27 0154 WA2FZB        599 5      P40C          599 09
QSO:  7054 CW 2016-11-27 0155 WA2FZB        599 5      VP5M          599 08
QSO:  7053 CW 2016-11-27 0158 WA2FZB        599 5      8P5A          599 08
QSO:  7007 CW 2016-11-27 0210 WA2FZB        599 5      YT6W          599 15
QSO:  7003 CW 2016-11-27 0245 WA2FZB        599 5      TK0C          599 15
QSO:  7010 CW 2016-11-27 0246 WA2FZB        599 5      DJ5MW         599 14
QSO:  7063 CW 2016-11-27 0255 WA2FZB        599 5      EF8U          599 33
QSO:  7064 CW 2016-11-27 0255 WA2FZB        599 5      ED8X          599 33
QSO:  7012 CW 2016-11-27 0257 WA2FZB        599 5      HK9NA         599 09
QSO:  7018 CW 2016-11-27 0300 WA2FZB        599 5      EA1RKV        599 14
QSO:  7011 CW 2016-11-27 1132 WA2FZB        599 5      CO7EH         599 08
QSO: 14007 CW 2016-11-27 1156 WA2FZB        599 5      4X6FR         599 20
QSO: 14097 CW 2016-11-27 1158 WA2FZB        599 5      DL0XM         599 14
QSO: 14002 CW 2016-11-27 1202 WA2FZB        599 5      TK0C          599 15
QSO: 14001 CW 2016-11-27 1203 WA2FZB        599 5      P33W          599 20
QSO: 14008 CW 2016-11-27 1205 WA2FZB        599 5      MI0BPB        599 14
QSO: 14011 CW 2016-11-27 1207 WA2FZB        599 5      LY2W          599 15
QSO: 14011 CW 2016-11-27 1207 WA2FZB        599 5      EA5FV         599 14
QSO: 14013 CW 2016-11-27 1210 WA2FZB        599 5      SV5DKL        599 20
QSO: 14013 CW 2016-11-27 1210 WA2FZB        599 5      YT8A          599 15
QSO: 14015 CW 2016-11-27 1214 WA2FZB        599 5      SN1D          599 15
QSO: 14023 CW 2016-11-27 1215 WA2FZB        599 5      EA2EA         599 14
QSO: 14025 CW 2016-11-27 1219 WA2FZB        599 5      DR5N          599 14
QSO: 14032 CW 2016-11-27 1224 WA2FZB        599 5      OL6P          599 15
QSO: 14031 CW 2016-11-27 1226 WA2FZB        599 5      DL3CB         599 14
QSO: 14033 CW 2016-11-27 1228 WA2FZB        599 5      HB0A          599 14
QSO: 14015 CW 2016-11-27 1238 WA2FZB        599 5      YL5T          599 15
QSO: 14024 CW 2016-11-27 1246 WA2FZB        599 5      MM0T          599 14
QSO: 14035 CW 2016-11-27 1249 WA2FZB        599 5      TC3A          599 20
QSO: 14041 CW 2016-11-27 1253 WA2FZB        599 5      4O3A          599 15
QSO: 14027 CW 2016-11-27 1256 WA2FZB        599 5      9H6A          599 15
QSO: 14030 CW 2016-11-27 1256 WA2FZB        599 5      RT6A          599 16
QSO: 14031 CW 2016-11-27 1257 WA2FZB        599 5      DF3CB         599 14
QSO: 14032 CW 2016-11-27 1259 WA2FZB        599 5      GM2V          599 14
QSO: 14045 CW 2016-11-27 1303 WA2FZB        599 5      UT4U          599 16
QSO: 14094 CW 2016-11-27 1306 WA2FZB        599 5      E71EEE        599 15
QSO: 14033 CW 2016-11-27 1312 WA2FZB        599 5      PI4CC         599 14
QSO: 14035 CW 2016-11-27 1314 WA2FZB        599 5      ES9C          599 15
QSO: 14059 CW 2016-11-27 1318 WA2FZB        599 5      HB9CA         599 14
QSO: 14097 CW 2016-11-27 1318 WA2FZB        599 5      LA4C          599 14
QSO: 14017 CW 2016-11-27 1320 WA2FZB        599 5      OP4K          599 14
QSO: 14040 CW 2016-11-27 1321 WA2FZB        599 5      CR6K          599 14
QSO: 14030 CW 2016-11-27 1324 WA2FZB        599 5      YR8D          599 20
QSO: 14096 CW 2016-11-27 1326 WA2FZB        599 5      DL0MFL        599 14
QSO: 14004 CW 2016-11-27 1327 WA2FZB        599 5      EF1A          599 14
QSO: 14008 CW 2016-11-27 1331 WA2FZB        599 5      S57AL         599 15
