START-OF-LOG: 3.0
CALLSIGN: F6GEU
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 20460
NAME: daniel
LOCATION: DX
OPERATORS: F6GEU
CLUB:
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.5988.0
SOAPBOX: Proud to give you :140 cw-QSO.. Going better with time..
QSO: 14000 CW 2016-11-27 1209 F6GEU         599 14     LZ7A          599 20
QSO: 14000 CW 2016-11-27 1820 F6GEU         599 14     IB9T          599 15
QSO: 14000 CW 2016-11-27 1826 F6GEU         599 14     IT9SSI        599 15
QSO:  7000 CW 2016-11-27 1842 F6GEU         599 14     UP0L          599 16
QSO:  7000 CW 2016-11-27 1845 F6GEU         599 14     SP9A          599 15
QSO:  7000 CW 2016-11-27 1849 F6GEU         599 14     SN8B          599 15
QSO:  7000 CW 2016-11-27 1856 F6GEU         599 14     OM7LM         599 15
QSO:  7000 CW 2016-11-27 1858 F6GEU         599 14     HG5A          599 15
QSO:  7000 CW 2016-11-27 1903 F6GEU         599 14     SJ2W          599 14
QSO:  7000 CW 2016-11-27 1906 F6GEU         599 14     OH6R          599 15
QSO:  7000 CW 2016-11-27 1909 F6GEU         599 14     YO9HP         599 20
QSO:  7000 CW 2016-11-27 1913 F6GEU         599 14     OH5DX         599 15
QSO:  3500 CW 2016-11-27 2137 F6GEU         599 14     DM4M          599 14
QSO:  3500 CW 2016-11-27 2140 F6GEU         599 14     SP2QG         599 15
QSO:  3500 CW 2016-11-27 2148 F6GEU         599 14     OK1AY         599 15
QSO:  3500 CW 2016-11-27 2153 F6GEU         599 14     OK2ZI         599 15
QSO:  3500 CW 2016-11-27 2156 F6GEU         599 14     SW9AA         599 20
QSO:  3500 CW 2016-11-27 2200 F6GEU         599 14     DL3ALI        599 14
QSO:  3500 CW 2016-11-27 2202 F6GEU         599 14     YU6DX         599 15
QSO:  3500 CW 2016-11-27 2205 F6GEU         599 14     DK2BJ         599 14
QSO:  3500 CW 2016-11-27 2209 F6GEU         599 14     YT6T          599 15
QSO:  3500 CW 2016-11-27 2213 F6GEU         599 14     ON3DI         599 14
QSO:  3500 CW 2016-11-27 2252 F6GEU         599 14     HB9FBS        599 14
QSO:  3500 CW 2016-11-27 2253 F6GEU         599 14     DL4FAY        599 14
QSO:  3500 CW 2016-11-27 2256 F6GEU         599 14     M4A           599 14
QSO:  3500 CW 2016-11-27 2302 F6GEU         599 14     ES9C          599 15
QSO:  3500 CW 2016-11-27 2304 F6GEU         599 14     SP5XO         599 15
QSO:  3500 CW 2016-11-27 2307 F6GEU         599 14     IH9R          599 33
QSO:  3500 CW 2016-11-27 2312 F6GEU         599 14     OP4K          599 14
QSO:  3500 CW 2016-11-27 2314 F6GEU         599 14     M6T           599 14
QSO:  3500 CW 2016-11-27 2317 F6GEU         599 14     F6JOE         599 14
QSO:  3500 CW 2016-11-27 2329 F6GEU         599 14     S53XX         599 15
QSO:  3500 CW 2016-11-27 2333 F6GEU         599 14     IB9T          599 15
QSO:  3500 CW 2016-11-27 2337 F6GEU         599 14     HG6N          599 15
QSO:  3500 CW 2016-11-27 2338 F6GEU         599 14     DL3ANK        599 14
QSO:  3500 CW 2016-11-27 2341 F6GEU         599 14     S52FT         599 15
QSO:  3500 CW 2016-11-27 2345 F6GEU         599 14     SO9Q          599 15
QSO:  3500 CW 2016-11-27 2348 F6GEU         599 14     OQ5M          599 14
QSO:  3500 CW 2016-11-27 2350 F6GEU         599 14     OK7GU         599 15
QSO:  3500 CW 2016-11-27 2353 F6GEU         599 14     DD1A          599 14
QSO:  3500 CW 2016-11-27 2354 F6GEU         599 14     EA6SX         599 14
END-OF-LOG:
