START-OF-LOG: 3.0
CALLSIGN: VK2BV
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-OVERLAY:
CLAIMED-SCORE: 17415
NAME: Skip Hodgson
LOCATION: DX
OPERATORS: VK2BV VK2IBE VK2RF VK2EFL VK2GZ VK2RH VK2HHS VK2MUF VK2ARI VK2ALR
QSO:  7121 PH 2017-10-28 1009 VK2BV         59  30     ZL1TM         59  32
QSO:  7146 PH 2017-10-28 1012 VK2BV         59  30     K9CT          59  04
QSO:  7151 PH 2017-10-28 1012 VK2BV         59  30     W3LPL         59  05
QSO: 14000 PH 2017-10-28 1019 VK2BV         59  30     VK7GN         59  30
QSO:  7180 PH 2017-10-28 1019 VK2BV         59  30     K1KP          59  05
QSO:  3655 PH 2017-10-28 1019 VK2BV         59  30     VK2RT         59  30
QSO:  7191 PH 2017-10-28 1020 VK2BV         59  30     PJ2T          59  09
QSO:  7178 PH 2017-10-28 1032 VK2BV         59  30     VE9CB         59  05
QSO: 14000 PH 2017-10-28 1044 VK2BV         59  30     EA8JR         59  33
QSO:  7190 PH 2017-10-28 1054 VK2BV         59  30     ZM4T          59  32
QSO:  3787 PH 2017-10-28 1127 VK2BV         59  30     VK4NM         59  30
QSO:  3796 PH 2017-10-28 1147 VK2BV         59  30     JR2GRX        59  25
QSO:  7164 PH 2017-10-28 1215 VK2BV         59  30     K1TTT         59  05
QSO:  7130 PH 2017-10-28 1224 VK2BV         59  30     N7ZG          59  03
QSO: 14208 PH 2017-10-28 2126 VK2BV         59  30     JI2ZEY        59  25
QSO: 14000 PH 2017-10-28 2252 VK2BV         59  30     BG5EFD        59  24
QSO: 21204 PH 2017-10-29 0145 VK2BV         59  30     JH4UTP        59  25
QSO: 21238 PH 2017-10-29 0156 VK2BV         59  30     JM4WUZ        59  25
QSO: 21257 PH 2017-10-29 0215 VK2BV         59  30     BI4WXD        59  24
QSO: 21250 PH 2017-10-29 0234 VK2BV         59  30     4S7AYG        59  22
QSO: 14214 PH 2017-10-29 0306 VK2BV         59  30     ZL2MM         59  32
QSO: 21358 PH 2017-10-29 0307 VK2BV         59  30     JH8YOH        59  25
QSO: 14214 PH 2017-10-29 0309 VK2BV         59  30     ZL2RX         59  32
QSO: 14214 PH 2017-10-29 0312 VK2BV         59  30     ZL2BAQ        59  32
QSO: 21235 PH 2017-10-29 0417 VK2BV         59  30     JR2SCJ        59  25
QSO: 21288 PH 2017-10-29 0430 VK2BV         59  30     VK6HZ         59  29
QSO: 14173 PH 2017-10-29 0433 VK2BV         59  30     ZM4T          59  32
QSO: 21336 PH 2017-10-29 0440 VK2BV         59  30     JL3RNZ        59  25
QSO: 14184 PH 2017-10-29 0442 VK2BV         59  30     ZL2UO         59  32
QSO: 21367 PH 2017-10-29 0443 VK2BV         59  30     JF2QNM        59  25
QSO: 14205 PH 2017-10-29 0458 VK2BV         59  30     VK6RT         59  29
QSO: 14218 PH 2017-10-29 0507 VK2BV         59  30     RC9A          59  17
QSO: 14247 PH 2017-10-29 0533 VK2BV         59  30     UP2L          59  17
QSO: 21204 PH 2017-10-29 0542 VK2BV         59  30     JH4UYB        59  25
QSO: 21354 PH 2017-10-29 0605 VK2BV         59  30     JF2QNM        59  25
QSO: 14280 PH 2017-10-29 0610 VK2BV         59  30     4L2M          59  21
QSO: 14190 PH 2017-10-29 0840 VK2BV         59  30     3G3M          59  12
QSO: 14210 PH 2017-10-29 0843 VK2BV         59  30     EF8R          59  33
QSO: 14201 PH 2017-10-29 0846 VK2BV         59  30     CN2AA         59  33
QSO: 14260 PH 2017-10-29 0848 VK2BV         59  30     F8ARK         59  14
QSO: 14281 PH 2017-10-29 0854 VK2BV         59  30     JF2QNM        59  25
QSO: 14295 PH 2017-10-29 0855 VK2BV         59  30     B7K           59  24
QSO:  7204 PH 2017-10-29 0858 VK2BV         59  30     ZL1RQ         59  32
QSO:  7213 PH 2017-10-29 0900 VK2BV         59  30     WW4LL         59  05
QSO: 14129 PH 2017-10-29 0903 VK2BV         59  30     EI6JK         59  14
QSO: 14146 PH 2017-10-29 0908 VK2BV         59  30     M6T           59  14
QSO: 14201 PH 2017-10-29 0912 VK2BV         59  30     CN2AA         59  33
QSO: 14230 PH 2017-10-29 0914 VK2BV         59  30     KH2L          59  27
QSO: 14233 PH 2017-10-29 0918 VK2BV         59  30     KH6J          59  31
QSO: 14295 PH 2017-10-29 0924 VK2BV         59  30     DK3EE         59  14
QSO:  7145 PH 2017-10-29 0925 VK2BV         59  30     HK4CMB        59  09
QSO: 14189 PH 2017-10-29 0954 VK2BV         59  30     BA8CY         59  24
QSO: 14210 PH 2017-10-29 0957 VK2BV         59  30     EF8R          59  33
QSO:  7159 PH 2017-10-29 1005 VK2BV         59  30     K8AZ          59  04
QSO:  7192 PH 2017-10-29 1016 VK2BV         59  30     W1NA          59  05
QSO:  7210 PH 2017-10-29 1028 VK2BV         59  30     W0AIH         59  04
QSO: 14324 PH 2017-10-29 1206 VK2BV         59  30     LY2W          59  15
QSO:  7135 PH 2017-10-29 1206 VK2BV         59  30     JA7ZFN        59  25
QSO: 14341 PH 2017-10-29 1208 VK2BV         59  30     BU2BE         59  24
QSO:  7149 PH 2017-10-29 1221 VK2BV         59  30     VK3IO         59  30
QSO: 14252 PH 2017-10-29 1233 VK2BV         59  30     RM1Q          59  16
QSO:  7193 PH 2017-10-29 1246 VK2BV         59  30     KH7M          59  31
QSO: 14326 PH 2017-10-29 1536 VK2BV         59  30     AH0BT         59  27
QSO:  7133 PH 2017-10-29 1613 VK2BV         59  30     RT0C          59  19
QSO: 14211 PH 2017-10-29 2151 VK2BV         59  30     ZL1RQ         59  32
QSO: 14250 PH 2017-10-29 2158 VK2BV         59  30     N6AR          59  05
END-OF-LOG:
