START-OF-LOG: 3.0
CALLSIGN: KB8ZGL
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 248430
NAME: Mike Wolthuis
LOCATION: MI
OPERATORS: KB8ZGL, KD8GGA
CLUB: Michigan State University ARC
CERTIFICATE: YES
CREATED-BY: N3FJP's CQ WW DX Contest Log 5.5
SOAPBOX: First return to CQWW not since 2012, had a great year!
QSO:  7000 PH 2017-10-28 0119 KB8ZGL        59  04     CN3A          59  33     0
QSO:  7000 PH 2017-10-28 0128 KB8ZGL        59  04     6Y1LZ         59  08     0
QSO:  7000 PH 2017-10-28 0129 KB8ZGL        59  04     PJ2T          59  09     0
QSO:  7000 PH 2017-10-28 0133 KB8ZGL        59  04     YV4RDC        59  09     0
QSO:  7000 PH 2017-10-28 0133 KB8ZGL        59  04     PJ4K          59  09     0
QSO:  7000 PH 2017-10-28 0135 KB8ZGL        59  04     VP5W          59  08     0
QSO:  7000 PH 2017-10-28 0137 KB8ZGL        59  04     VE7RAC        59  03     0
QSO:  7000 PH 2017-10-28 0140 KB8ZGL        59  04     OT5A          59  14     0
QSO:  7000 PH 2017-10-28 0141 KB8ZGL        59  04     PJ4G          59  09     0
QSO:  7000 PH 2017-10-28 0148 KB8ZGL        59  04     CU4DX         59  14     0
QSO:  7000 PH 2017-10-28 0155 KB8ZGL        59  04     CG6AO         59  04     0
QSO:  7000 PH 2017-10-28 0156 KB8ZGL        59  04     HI3T          59  08     0
QSO:  7000 PH 2017-10-28 0158 KB8ZGL        59  04     8P5A          59  08     0
QSO:  7000 PH 2017-10-28 0208 KB8ZGL        59  04     LX7I          59  14     0
QSO:  7000 PH 2017-10-28 0214 KB8ZGL        59  04     FY5KE         59  09     0
QSO:  7000 PH 2017-10-28 0216 KB8ZGL        59  04     ZX5J          59  11     0
QSO:  7000 PH 2017-10-28 0235 KB8ZGL        59  04     VP9/K3SW      59  05     0
QSO:  7000 PH 2017-10-28 0235 KB8ZGL        59  04     VE6FI         59  04     0
QSO:  7000 PH 2017-10-28 0237 KB8ZGL        59  04     KH6SH         59  31     0
QSO:  7000 PH 2017-10-28 0239 KB8ZGL        59  04     J42T          59  20     0
QSO:  7000 PH 2017-10-28 0240 KB8ZGL        59  04     DJ5MW         59  14     0
QSO:  7000 PH 2017-10-28 0245 KB8ZGL        59  04     V31VP         59  07     0
QSO:  7000 PH 2017-10-28 0246 KB8ZGL        59  04     CE3CT         59  12     0
QSO:  7000 PH 2017-10-28 0248 KB8ZGL        59  04     IR4M          59  15     0
QSO:  7000 PH 2017-10-28 0249 KB8ZGL        59  04     NP4AW         59  08     0
QSO:  7000 PH 2017-10-28 0255 KB8ZGL        59  04     UA7K          59  16     0
QSO:  7000 PH 2017-10-28 0256 KB8ZGL        59  04     VE6SV         59  04     0
QSO: 14000 PH 2017-10-28 1242 KB8ZGL        59  04     D4C           59  35     0
QSO: 14000 PH 2017-10-28 1244 KB8ZGL        59  04     MI0M          59  14     0
QSO: 14000 PH 2017-10-28 1245 KB8ZGL        59  04     OF6MW         59  15     0
QSO: 14000 PH 2017-10-28 1246 KB8ZGL        59  04     EE2K          59  14     0
QSO: 14000 PH 2017-10-28 1246 KB8ZGL        59  04     9A7A          59  15     0
QSO: 14000 PH 2017-10-28 1247 KB8ZGL        59  04     EA8JR         59  33     0
QSO: 14000 PH 2017-10-28 1248 KB8ZGL        59  04     OF1F          59  15     0
QSO: 14000 PH 2017-10-28 1249 KB8ZGL        59  04     E7PD          59  15     0
QSO: 14000 PH 2017-10-28 1250 KB8ZGL        59  04     UZ5ZU         59  16     0
QSO: 14000 PH 2017-10-28 1252 KB8ZGL        59  04     HG3DX         59  15     0
QSO: 14000 PH 2017-10-28 1254 KB8ZGL        59  04     IK2YCW        59  15     0
QSO: 14000 PH 2017-10-28 1254 KB8ZGL        59  04     DL2ARD        59  14     0
QSO: 14000 PH 2017-10-28 1255 KB8ZGL        59  04     CR6P          59  14     0
QSO: 14000 PH 2017-10-28 1255 KB8ZGL        59  04     LY7Z          59  15     0
QSO: 14000 PH 2017-10-28 1256 KB8ZGL        59  04     S57S          59  15     0
QSO: 14000 PH 2017-10-28 1258 KB8ZGL        59  04     F6DZU         59  14     0
QSO: 14000 PH 2017-10-28 1259 KB8ZGL        59  04     9A3W          59  15     0
QSO: 14000 PH 2017-10-28 1300 KB8ZGL        59  04     LB6KC         59  14     0
QSO: 14000 PH 2017-10-28 1300 KB8ZGL        59  04     OK2BXU        59  15     0
QSO: 14000 PH 2017-10-28 1301 KB8ZGL        59  04     IR4M          59  15     0
QSO: 21000 PH 2017-10-28 1302 KB8ZGL        59  04     IO5O          59  15     0
QSO: 21000 PH 2017-10-28 1304 KB8ZGL        59  04     PA1CC         59  14     0
QSO: 21000 PH 2017-10-28 1305 KB8ZGL        59  04     LX7I          59  14     0
QSO: 21000 PH 2017-10-28 1307 KB8ZGL        59  04     HB0A          59  14     0
QSO: 21000 PH 2017-10-28 1309 KB8ZGL        59  04     9A9A          59  15     0
QSO: 21000 PH 2017-10-28 1310 KB8ZGL        59  04     IR4X          59  15     0
QSO: 21000 PH 2017-10-28 1312 KB8ZGL        59  04     T77CX         59  15     0
QSO: 21000 PH 2017-10-28 1313 KB8ZGL        59  04     HG5A          59  15     0
QSO: 21000 PH 2017-10-28 1337 KB8ZGL        59  04     GJ2A          59  14     0
QSO: 21000 PH 2017-10-28 1338 KB8ZGL        59  04     SV8DTD        59  20     0
QSO: 21000 PH 2017-10-28 1339 KB8ZGL        59  04     EW6W          59  16     0
QSO: 21000 PH 2017-10-28 1340 KB8ZGL        59  04     CN3A          59  33     0
QSO: 21000 PH 2017-10-28 1341 KB8ZGL        59  04     OQ5M          59  14     0
QSO: 21000 PH 2017-10-28 1348 KB8ZGL        59  04     OM3BH         59  15     0
QSO: 21000 PH 2017-10-28 1348 KB8ZGL        59  04     DJ0A          59  14     0
QSO: 21000 PH 2017-10-28 1349 KB8ZGL        59  04     S52ZW         59  15     0
QSO: 21000 PH 2017-10-28 1350 KB8ZGL        59  04     IO9A          59  15     0
QSO: 14000 PH 2017-10-28 1355 KB8ZGL        59  04     TG9ANF        59  07     0
QSO: 14000 PH 2017-10-28 1358 KB8ZGL        59  04     V26B          59  08     0
QSO: 14000 PH 2017-10-28 1359 KB8ZGL        59  04     K5TR          59  04     0
QSO: 14000 PH 2017-10-28 1401 KB8ZGL        59  04     VE2IDX        59  02     0
QSO: 14000 PH 2017-10-28 1408 KB8ZGL        59  04     CU4DX         59  14     0
QSO: 14000 PH 2017-10-28 1410 KB8ZGL        59  04     HB0/DD5ZZ     59  14     0
QSO: 14000 PH 2017-10-28 1411 KB8ZGL        59  04     OK7W          59  15     0
QSO: 21000 PH 2017-10-28 1414 KB8ZGL        59  04     EE7P          59  14     0
QSO: 21000 PH 2017-10-28 1419 KB8ZGL        59  04     P40T          59  09     0
QSO:  7000 PH 2017-10-28 1424 KB8ZGL        59  04     KH6J          59  31     0
QSO: 21000 PH 2017-10-28 1431 KB8ZGL        59  04     HA3NU         59  15     0
QSO: 21000 PH 2017-10-28 1432 KB8ZGL        59  04     AE1DR         59  14     0
QSO: 21000 PH 2017-10-28 1435 KB8ZGL        59  04     7Z1SJ         59  21     0
QSO: 21000 PH 2017-10-28 1437 KB8ZGL        59  04     UA2FZ         59  15     0
QSO: 21000 PH 2017-10-28 1437 KB8ZGL        59  04     SN7H          59  15     0
QSO: 21000 PH 2017-10-28 1441 KB8ZGL        59  04     TI2CC         59  07     0
QSO: 21000 PH 2017-10-28 1442 KB8ZGL        59  04     V31VP         59  07     0
QSO: 21000 PH 2017-10-28 1443 KB8ZGL        59  04     M4A           59  14     0
QSO: 21000 PH 2017-10-28 1444 KB8ZGL        59  04     IK1TAZ        59  15     0
QSO: 21000 PH 2017-10-28 1445 KB8ZGL        59  04     ZF2AH         59  08     0
QSO: 21000 PH 2017-10-28 1446 KB8ZGL        59  04     OM7M          59  15     0
QSO: 21000 PH 2017-10-28 1448 KB8ZGL        59  04     CV7S          59  13     0
QSO: 21000 PH 2017-10-28 1448 KB8ZGL        59  04     T42A          59  08     0
QSO: 21000 PH 2017-10-28 1451 KB8ZGL        59  04     EA9KB         59  33     0
QSO: 21000 PH 2017-10-28 1455 KB8ZGL        59  04     SK3W          59  14     0
QSO: 21000 PH 2017-10-28 1456 KB8ZGL        59  04     CN2R          59  33     0
QSO: 21000 PH 2017-10-28 1457 KB8ZGL        59  04     CR6K          59  14     0
QSO: 21000 PH 2017-10-28 1457 KB8ZGL        59  04     CR3A          59  33     0
QSO: 21000 PH 2017-10-28 1506 KB8ZGL        59  04     SQ9V          59  15     0
QSO: 21000 PH 2017-10-28 1507 KB8ZGL        59  04     NP2N          59  08     0
QSO: 21000 PH 2017-10-28 1508 KB8ZGL        59  04     EF3T          59  14     0
QSO: 21000 PH 2017-10-28 1509 KB8ZGL        59  04     PJ2T          59  09     0
QSO: 21000 PH 2017-10-28 1510 KB8ZGL        59  04     V26B          59  08     0
QSO: 21000 PH 2017-10-28 1512 KB8ZGL        59  04     EF8R          59  33     0
QSO: 14000 PH 2017-10-28 1521 KB8ZGL        59  04     A73A          59  21     0
QSO: 14000 PH 2017-10-28 1524 KB8ZGL        59  04     G6T           59  14     0
QSO: 14000 PH 2017-10-28 1539 KB8ZGL        59  04     S5ZK          59  15     0
QSO: 14000 PH 2017-10-28 1542 KB8ZGL        59  04     S58Y          59  15     0
QSO: 14000 PH 2017-10-28 1545 KB8ZGL        59  04     OH8WR         59  15     0
QSO: 14000 PH 2017-10-28 1547 KB8ZGL        59  04     C4A           59  20     0
QSO: 14000 PH 2017-10-28 1549 KB8ZGL        59  04     F8DVD         59  14     0
QSO: 14000 PH 2017-10-28 1550 KB8ZGL        59  04     IZ5CMI        59  15     0
QSO: 14000 PH 2017-10-28 1553 KB8ZGL        59  04     IB4A          59  15     0
QSO: 14000 PH 2017-10-28 1554 KB8ZGL        59  04     DK3BK         59  14     0
QSO: 14000 PH 2017-10-28 1556 KB8ZGL        59  04     HB9PUE        59  14     0
QSO: 14000 PH 2017-10-28 1557 KB8ZGL        59  04     F6GWV         59  14     0
QSO: 14000 PH 2017-10-28 1559 KB8ZGL        59  04     LY5Y          59  15     0
QSO: 14000 PH 2017-10-28 1600 KB8ZGL        59  04     YT1X          59  15     0
QSO: 14000 PH 2017-10-28 1601 KB8ZGL        59  04     G5O           59  14     0
QSO: 14000 PH 2017-10-28 1602 KB8ZGL        59  04     SK3W          59  14     0
QSO: 14000 PH 2017-10-28 1603 KB8ZGL        59  04     DP6T          59  14     0
QSO: 14000 PH 2017-10-28 1604 KB8ZGL        59  04     G2F           59  14     0
QSO: 14000 PH 2017-10-28 1607 KB8ZGL        59  04     IK7YTT        59  15     0
QSO: 14000 PH 2017-10-28 1608 KB8ZGL        59  04     LA4C          59  14     0
QSO: 14000 PH 2017-10-28 1611 KB8ZGL        59  04     SZ5RDS        59  20     0
QSO: 14000 PH 2017-10-28 1614 KB8ZGL        59  04     OT5A          59  14     0
QSO: 14000 PH 2017-10-28 1616 KB8ZGL        59  04     IF9A          59  15     0
QSO: 14000 PH 2017-10-28 1617 KB8ZGL        59  04     DJ7UC         59  14     0
QSO: 14000 PH 2017-10-28 1618 KB8ZGL        59  04     LZ9W          59  20     0
QSO: 14000 PH 2017-10-28 1618 KB8ZGL        59  04     SN7D          59  15     0
QSO: 14000 PH 2017-10-28 1623 KB8ZGL        59  04     CQ6M          59  14     0
QSO: 14000 PH 2017-10-28 1625 KB8ZGL        59  04     OP4K          59  14     0
QSO: 14000 PH 2017-10-28 1626 KB8ZGL        59  04     HB9DUR        59  14     0
QSO: 14000 PH 2017-10-28 1627 KB8ZGL        59  04     F8ARK         59  14     0
QSO: 14000 PH 2017-10-28 1630 KB8ZGL        59  04     F4ENK         59  14     0
QSO: 14000 PH 2017-10-28 1632 KB8ZGL        59  04     F8KCF         59  14     0
QSO: 14000 PH 2017-10-28 1634 KB8ZGL        59  04     EI7M          59  14     0
QSO: 21000 PH 2017-10-28 1639 KB8ZGL        59  04     ZF2ZE         59  08     0
QSO: 21000 PH 2017-10-28 1641 KB8ZGL        59  04     PP7LP         59  11     0
QSO: 21000 PH 2017-10-28 1644 KB8ZGL        59  04     EF1W          59  14     0
QSO: 21000 PH 2017-10-28 1645 KB8ZGL        59  04     CQ3W          59  33     0
QSO: 21000 PH 2017-10-28 1646 KB8ZGL        59  04     NH6V          59  31     0
QSO: 21000 PH 2017-10-28 1649 KB8ZGL        59  04     EE2K          59  14     0
QSO: 21000 PH 2017-10-28 1651 KB8ZGL        59  04     EF6T          59  14     0
QSO: 21000 PH 2017-10-28 1652 KB8ZGL        59  04     M6T           59  14     0
QSO: 21000 PH 2017-10-28 1658 KB8ZGL        59  04     D4Z           59  35     0
QSO: 21000 PH 2017-10-28 1700 KB8ZGL        59  04     IS0HQJ        59  15     0
QSO: 21000 PH 2017-10-28 1702 KB8ZGL        59  04     FR4NT         59  39     0
QSO: 21000 PH 2017-10-28 1707 KB8ZGL        59  04     EA8CMX        59  33     0
QSO: 21000 PH 2017-10-28 1709 KB8ZGL        59  04     9A7A          59  15     0
QSO: 21000 PH 2017-10-28 1710 KB8ZGL        59  04     EA2RCP        59  14     0
QSO: 21000 PH 2017-10-28 1712 KB8ZGL        59  04     CO8ZV         59  08     0
QSO: 21000 PH 2017-10-28 1716 KB8ZGL        59  04     PZ5K          59  09     0
QSO: 21000 PH 2017-10-28 1716 KB8ZGL        59  04     CR6T          59  14     0
QSO: 21000 PH 2017-10-28 1719 KB8ZGL        59  04     HK3C          59  09     0
QSO: 21000 PH 2017-10-28 1720 KB8ZGL        59  04     9Y4D          59  09     0
QSO: 21000 PH 2017-10-28 1723 KB8ZGL        59  04     TG9IIN        59  07     0
QSO: 21000 PH 2017-10-28 1724 KB8ZGL        59  04     ZF9CW         59  08     0
QSO: 21000 PH 2017-10-28 1726 KB8ZGL        59  04     EA8AM         59  33     0
QSO: 21000 PH 2017-10-28 1728 KB8ZGL        59  04     E43T          59  14     0
QSO: 21000 PH 2017-10-28 1730 KB8ZGL        59  04     PT7ZT         59  11     0
QSO: 21000 PH 2017-10-28 1731 KB8ZGL        59  04     P49Y          59  09     0
QSO: 21000 PH 2017-10-28 1735 KB8ZGL        59  04     ZM4T          59  32     0
QSO: 21000 PH 2017-10-28 1736 KB8ZGL        59  04     CF7FC         59  03     0
QSO: 21000 PH 2017-10-28 1743 KB8ZGL        59  04     6Y1LZ         59  08     0
QSO: 21000 PH 2017-10-28 1805 KB8ZGL        59  04     HC2E          59  10     0
QSO: 21000 PH 2017-10-28 1807 KB8ZGL        59  04     HI3T          59  08     0
QSO: 21000 PH 2017-10-28 1808 KB8ZGL        59  04     CB1H          59  12     0
QSO: 21000 PH 2017-10-28 1811 KB8ZGL        59  04     PX2A          59  11     0
QSO: 21000 PH 2017-10-28 1815 KB8ZGL        59  04     PY2COY        59  11     0
QSO: 21000 PH 2017-10-28 1817 KB8ZGL        59  04     CO2VDD        59  08     0
QSO: 21000 PH 2017-10-28 1818 KB8ZGL        59  04     EA8ZT         59  33     0
QSO: 14000 PH 2017-10-28 1913 KB8ZGL        59  04     NR3X          59  05     0
QSO: 14000 PH 2017-10-28 1915 KB8ZGL        59  04     S57DX         59  15     0
QSO: 14000 PH 2017-10-28 1916 KB8ZGL        59  04     LZ3ZZ         59  20     0
QSO: 14000 PH 2017-10-28 1918 KB8ZGL        59  04     6Y4T          59  08     0
QSO: 14000 PH 2017-10-28 1919 KB8ZGL        59  04     VP5W          59  08     0
QSO: 14000 PH 2017-10-28 1920 KB8ZGL        59  04     EA8NF         59  33     0
QSO: 14000 PH 2017-10-28 1921 KB8ZGL        59  04     S52OT         59  15     0
QSO: 14000 PH 2017-10-28 1925 KB8ZGL        59  04     ED8H          59  33     0
QSO: 14000 PH 2017-10-28 1926 KB8ZGL        59  04     C6ARW         59  08     0
QSO: 14000 PH 2017-10-28 1930 KB8ZGL        59  04     T42A          59  08     0
QSO: 14000 PH 2017-10-28 1932 KB8ZGL        59  04     KH7XS         59  31     0
QSO: 14000 PH 2017-10-28 1934 KB8ZGL        59  04     KH6J          59  31     0
QSO: 14000 PH 2017-10-28 1940 KB8ZGL        59  04     CR6K          59  14     0
QSO: 14000 PH 2017-10-28 1942 KB8ZGL        59  04     CF7RR         59  03     0
QSO: 14000 PH 2017-10-28 1944 KB8ZGL        59  04     YM72A         59  20     0
QSO: 14000 PH 2017-10-28 1945 KB8ZGL        59  04     IN3FOX        59  15     0
QSO: 14000 PH 2017-10-28 1946 KB8ZGL        59  04     YU1JW         59  15     0
QSO: 14000 PH 2017-10-28 1947 KB8ZGL        59  04     S57AL         59  15     0
QSO: 14000 PH 2017-10-28 1948 KB8ZGL        59  04     TM6M          59  14     0
QSO: 14000 PH 2017-10-28 1949 KB8ZGL        59  04     IR4X          59  15     0
QSO: 14000 PH 2017-10-28 1950 KB8ZGL        59  04     II9P          59  15     0
QSO: 14000 PH 2017-10-28 1952 KB8ZGL        59  04     PJ2T          59  09     0
QSO: 14000 PH 2017-10-28 1953 KB8ZGL        59  04     9A2U          59  15     0
QSO: 14000 PH 2017-10-28 1954 KB8ZGL        59  04     S51A          59  15     0
QSO: 14000 PH 2017-10-28 1955 KB8ZGL        59  04     EF1W          59  14     0
QSO: 14000 PH 2017-10-28 1956 KB8ZGL        59  04     CR3A          59  33     0
QSO: 14000 PH 2017-10-28 2002 KB8ZGL        59  04     SV9CVY        59  20     0
QSO: 14000 PH 2017-10-28 2009 KB8ZGL        59  04     VP2MDG        59  08     0
QSO: 14000 PH 2017-10-28 2010 KB8ZGL        59  04     YU1EW         59  15     0
QSO: 14000 PH 2017-10-28 2012 KB8ZGL        59  04     P40T          59  09     0
QSO: 14000 PH 2017-10-28 2013 KB8ZGL        59  04     TG9ADQ        59  07     0
QSO: 14000 PH 2017-10-28 2020 KB8ZGL        59  04     TI5W          59  07     0
QSO: 14000 PH 2017-10-28 2023 KB8ZGL        59  04     W4FFW         59  05     0
QSO: 14000 PH 2017-10-28 2025 KB8ZGL        59  04     KM4KFG        59  05     0
QSO: 14000 PH 2017-10-28 2032 KB8ZGL        59  04     IO5O          59  15     0
QSO: 14000 PH 2017-10-28 2034 KB8ZGL        59  04     PY2GTA        59  11     0
QSO: 14000 PH 2017-10-28 2035 KB8ZGL        59  04     W4LWZ         59  05     0
QSO: 14000 PH 2017-10-28 2038 KB8ZGL        59  04     EG2DX         59  14     0
QSO:  7000 PH 2017-10-28 2041 KB8ZGL        59  04     VA3MW         59  04     0
QSO:  7000 PH 2017-10-28 2047 KB8ZGL        59  04     WA9FXA        59  04     0
QSO:  7000 PH 2017-10-28 2054 KB8ZGL        59  04     K1RM          59  05     0
QSO:  7000 PH 2017-10-28 2054 KB8ZGL        59  04     KB2MMI        59  05     0
QSO:  7000 PH 2017-10-28 2055 KB8ZGL        59  04     N4P           59  05     0
QSO:  7000 PH 2017-10-28 2056 KB8ZGL        59  04     W2GS          59  05     0
QSO: 28000 PH 2017-10-28 2106 KB8ZGL        59  04     LT7F          59  13     0
QSO: 28000 PH 2017-10-28 2106 KB8ZGL        59  04     PJ2T          59  09     0
QSO: 28000 PH 2017-10-28 2109 KB8ZGL        59  04     ZX5J          59  11     0
QSO: 28000 PH 2017-10-28 2114 KB8ZGL        59  04     PX2A          59  11     0
QSO: 28000 PH 2017-10-28 2115 KB8ZGL        59  04     PY2ZEA        59  11     0
QSO: 28000 PH 2017-10-28 2117 KB8ZGL        59  04     PW5T          59  11     0
QSO: 14000 PH 2017-10-28 2124 KB8ZGL        59  04     P40W          59  09     0
QSO: 14000 PH 2017-10-28 2125 KB8ZGL        59  04     HK3C          59  09     0
QSO: 14000 PH 2017-10-28 2130 KB8ZGL        59  04     FM5BH         59  08     0
QSO: 14000 PH 2017-10-28 2137 KB8ZGL        59  04     ZV5O          59  11     0
QSO: 14000 PH 2017-10-28 2141 KB8ZGL        59  04     VA7ST         59  03     0
QSO: 14000 PH 2017-10-28 2142 KB8ZGL        59  04     CO0CB         59  08     0
QSO: 14000 PH 2017-10-28 2147 KB8ZGL        59  04     PQ5B          59  11     0
QSO: 14000 PH 2017-10-28 2152 KB8ZGL        59  04     PJ2DD         59  09     0
QSO: 14000 PH 2017-10-28 2153 KB8ZGL        59  04     HI3T          59  08     0
QSO: 14000 PH 2017-10-28 2155 KB8ZGL        59  04     PJ4Q          59  09     0
QSO: 14000 PH 2017-10-28 2156 KB8ZGL        59  04     8P5A          59  08     0
QSO: 14000 PH 2017-10-28 2158 KB8ZGL        59  04     PJ4T          59  09     0
QSO: 14000 PH 2017-10-28 2209 KB8ZGL        59  04     KL7IEH        59  01     0
QSO: 14000 PH 2017-10-28 2235 KB8ZGL        59  04     ZP6CGL        59  11     0
QSO: 14000 PH 2017-10-28 2241 KB8ZGL        59  04     ZF2AH         59  08     0
QSO: 14000 PH 2017-10-28 2242 KB8ZGL        59  04     HR2DMR        59  07     0
QSO: 14000 PH 2017-10-28 2246 KB8ZGL        59  04     CX5UA         59  13     0
QSO: 14000 PH 2017-10-28 2248 KB8ZGL        59  04     RT0F          59  19     0
QSO: 14000 PH 2017-10-28 2252 KB8ZGL        59  04     3G3M          59  12     0
QSO: 14000 PH 2017-10-28 2253 KB8ZGL        59  04     VE6SV         59  04     0
QSO: 14000 PH 2017-10-28 2254 KB8ZGL        59  04     HK1X          59  09     0
QSO: 14000 PH 2017-10-28 2300 KB8ZGL        59  04     OA4SS         59  10     0
QSO: 14000 PH 2017-10-28 2302 KB8ZGL        59  04     LU3CW         59  13     0
QSO: 14000 PH 2017-10-28 2304 KB8ZGL        59  04     3G3PR         59  12     0
QSO: 14000 PH 2017-10-28 2306 KB8ZGL        59  04     KL7RA         59  01     0
QSO: 14000 PH 2017-10-28 2308 KB8ZGL        59  04     HK6J          59  09     0
QSO: 14000 PH 2017-10-28 2310 KB8ZGL        59  04     LU1VM         59  13     0
QSO: 14000 PH 2017-10-28 2312 KB8ZGL        59  04     LU8DLL        59  13     0
QSO: 14000 PH 2017-10-28 2313 KB8ZGL        59  04     LU8YE         59  13     0
QSO: 14000 PH 2017-10-28 2315 KB8ZGL        59  04     CE7VPQ        59  12     0
QSO: 14000 PH 2017-10-28 2315 KB8ZGL        59  04     PJ4K          59  09     0
QSO: 14000 PH 2017-10-28 2316 KB8ZGL        59  04     PY2NA         59  11     0
QSO: 14000 PH 2017-10-28 2317 KB8ZGL        59  04     HK4CMB        59  09     0
QSO: 14000 PH 2017-10-28 2318 KB8ZGL        59  04     CE6PGO        59  12     0
QSO: 14000 PH 2017-10-28 2319 KB8ZGL        59  04     CE3DNP        59  12     0
QSO: 14000 PH 2017-10-28 2320 KB8ZGL        59  04     LU3MCJ        59  13     0
QSO: 14000 PH 2017-10-28 2321 KB8ZGL        59  04     TI2OY         59  07     0
QSO: 14000 PH 2017-10-28 2324 KB8ZGL        59  04     TI5M          59  07     0
QSO: 14000 PH 2017-10-28 2325 KB8ZGL        59  04     6Y1LZ         59  08     0
QSO: 14000 PH 2017-10-28 2329 KB8ZGL        59  04     V31VP         59  07     0
QSO: 14000 PH 2017-10-28 2331 KB8ZGL        59  04     VE6WZL        59  04     0
QSO: 14000 PH 2017-10-28 2332 KB8ZGL        59  04     LU2WA         59  13     0
QSO: 14000 PH 2017-10-28 2337 KB8ZGL        59  04     FY5KE         59  09     0
QSO: 14000 PH 2017-10-28 2338 KB8ZGL        59  04     6Y1Z          59  08     0
QSO: 14000 PH 2017-10-28 2340 KB8ZGL        59  04     VE6FI         59  04     0
QSO: 14000 PH 2017-10-28 2341 KB8ZGL        59  04     3G1D          59  12     0
QSO: 14000 PH 2017-10-28 2343 KB8ZGL        59  04     P49Y          59  09     0
QSO: 14000 PH 2017-10-28 2347 KB8ZGL        59  04     LO7H          59  13     0
QSO: 14000 PH 2017-10-28 2354 KB8ZGL        59  04     ZZ2T          59  11     0
QSO: 14000 PH 2017-10-28 2358 KB8ZGL        59  04     CE2WNW        59  12     0
QSO: 14000 PH 2017-10-29 1459 KB8ZGL        59  04     CQ8M          59  14     0
QSO: 14000 PH 2017-10-29 1501 KB8ZGL        59  04     OK1C          59  15     0
QSO: 21000 PH 2017-10-29 1502 KB8ZGL        59  04     HG3DX         59  15     0
QSO: 21000 PH 2017-10-29 1502 KB8ZGL        59  04     GM2T          59  14     0
QSO: 21000 PH 2017-10-29 1505 KB8ZGL        59  04     VP5W          59  08     0
QSO: 21000 PH 2017-10-29 1515 KB8ZGL        59  04     EI1A          59  14     0
QSO: 21000 PH 2017-10-29 1515 KB8ZGL        59  04     S51A          59  15     0
QSO: 21000 PH 2017-10-29 1520 KB8ZGL        59  04     F6DZU         59  14     0
QSO: 21000 PH 2017-10-29 1523 KB8ZGL        59  04     MM2R          59  14     0
QSO: 21000 PH 2017-10-29 1524 KB8ZGL        59  04     C4A           59  20     0
QSO: 21000 PH 2017-10-29 1525 KB8ZGL        59  04     MI4I          59  14     0
