START-OF-LOG: 3.0
CALLSIGN: G8ZRE
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 69108
NAME: Dave Hewitt
LOCATION: DX
OPERATORS: G8ZRE
CLUB: BOLTON WIRELESS CLUB
CERTIFICATE: YES
CREATED-BY: SD by EI5DI
SOAPBOX: Search n pounce
SOAPBOX: Good contest higher number of QSOs from last year
QSO:  7000 PH 2017-10-28 0725 G8ZRE         59  14     TF3CW         59  40
QSO:  7000 PH 2017-10-28 0729 G8ZRE         59  14     OT5A          59  14
QSO:  7000 PH 2017-10-28 0731 G8ZRE         59  14     CR6K          59  14
QSO:  7000 PH 2017-10-28 0735 G8ZRE         59  14     HB2U          59  14
QSO:  7000 PH 2017-10-28 0737 G8ZRE         59  14     IK3ZAQ        59  15
QSO:  7000 PH 2017-10-28 0739 G8ZRE         59  14     PI4M          59  14
QSO:  7000 PH 2017-10-28 0902 G8ZRE         59  14     F4GBW         59  14
QSO:  7000 PH 2017-10-28 0908 G8ZRE         59  14     OR1Z          59  14
QSO:  7000 PH 2017-10-28 0911 G8ZRE         59  14     5P2C          59  14
QSO:  7000 PH 2017-10-28 0911 G8ZRE         59  14     OT5X          59  14
QSO:  7000 PH 2017-10-28 0914 G8ZRE         59  14     M0MCV         59  14
QSO:  7000 PH 2017-10-28 0916 G8ZRE         59  14     PI4CC         59  14
QSO:  7000 PH 2017-10-28 0920 G8ZRE         59  14     PA6AA         59  14
QSO:  7000 PH 2017-10-28 0924 G8ZRE         59  14     F4DVX         59  14
QSO:  7000 PH 2017-10-28 0925 G8ZRE         59  14     F4FLF         59  14
QSO:  7000 PH 2017-10-28 0930 G8ZRE         59  14     F1AEY         59  14
QSO:  7000 PH 2017-10-28 0931 G8ZRE         59  14     EI9HX         59  14
QSO: 14000 PH 2017-10-28 0940 G8ZRE         59  14     CR6K          59  14
QSO: 14000 PH 2017-10-28 0941 G8ZRE         59  14     EA2DNR        59  14
QSO: 14000 PH 2017-10-28 0945 G8ZRE         59  14     OK7W          59  15
QSO: 14000 PH 2017-10-28 0951 G8ZRE         59  14     S54I          59  15
QSO: 14000 PH 2017-10-28 0953 G8ZRE         59  14     IO5O          59  15
QSO: 14000 PH 2017-10-28 1000 G8ZRE         59  14     OK5W          59  15
QSO: 14000 PH 2017-10-28 1003 G8ZRE         59  14     S50G          59  15
QSO: 14000 PH 2017-10-28 1006 G8ZRE         59  14     UA7K          59  16
QSO: 14000 PH 2017-10-28 1006 G8ZRE         59  14     ED3T          59  14
QSO: 14000 PH 2017-10-28 1010 G8ZRE         59  14     EC5AN         59  14
QSO: 14000 PH 2017-10-28 1011 G8ZRE         59  14     LY2W          59  15
QSO: 14000 PH 2017-10-28 1012 G8ZRE         59  14     CR6P          59  14
QSO: 14000 PH 2017-10-28 1013 G8ZRE         59  14     IR4M          59  15
QSO: 14000 PH 2017-10-28 1014 G8ZRE         59  14     S50K          59  15
QSO: 14000 PH 2017-10-28 1015 G8ZRE         59  14     YT1A          59  15
QSO: 14000 PH 2017-10-28 1018 G8ZRE         59  14     CT1FHL        59  14
QSO: 14000 PH 2017-10-28 1019 G8ZRE         59  14     EA1BP         59  14
QSO: 14000 PH 2017-10-28 1020 G8ZRE         59  14     S58Y          59  15
QSO: 14000 PH 2017-10-28 1029 G8ZRE         59  14     OH0V          59  15
QSO: 14000 PH 2017-10-28 1030 G8ZRE         59  14     S53EO         59  15
QSO: 14000 PH 2017-10-28 1032 G8ZRE         59  14     IU3BTY        59  15
QSO: 14000 PH 2017-10-28 1033 G8ZRE         59  14     S57DX         59  15
QSO: 14000 PH 2017-10-28 1034 G8ZRE         59  14     OM7M          59  15
QSO: 14000 PH 2017-10-28 1035 G8ZRE         59  14     HB9H          59  14
QSO: 14000 PH 2017-10-28 1036 G8ZRE         59  14     S59N          59  15
QSO: 14000 PH 2017-10-28 1040 G8ZRE         59  14     LZ5R          59  20
QSO: 14000 PH 2017-10-28 1041 G8ZRE         59  14     IO2R          59  15
QSO: 14000 PH 2017-10-28 1042 G8ZRE         59  14     F8ARK         59  14
QSO: 14000 PH 2017-10-28 1043 G8ZRE         59  14     HG5A          59  15
QSO: 14000 PH 2017-10-28 1045 G8ZRE         59  14     IR2L          59  15
QSO: 14000 PH 2017-10-28 1046 G8ZRE         59  14     EA3IN         59  14
QSO: 14000 PH 2017-10-28 1047 G8ZRE         59  14     IR3Z          59  15
QSO: 14000 PH 2017-10-28 1057 G8ZRE         59  14     IT9STX        59  15
QSO: 14000 PH 2017-10-28 1058 G8ZRE         59  14     IB4K          59  15
QSO: 14000 PH 2017-10-28 1059 G8ZRE         59  14     DM0Y          59  14
QSO: 14000 PH 2017-10-28 1102 G8ZRE         59  14     IB2T          59  15
QSO: 14000 PH 2017-10-28 1103 G8ZRE         59  14     W3LPL         59  05
QSO: 14000 PH 2017-10-28 1107 G8ZRE         59  14     N1UR          59  05
QSO: 14000 PH 2017-10-28 1108 G8ZRE         59  14     OE2LCM        59  15
QSO: 14000 PH 2017-10-28 1109 G8ZRE         59  14     HG3DX         59  15
QSO: 14000 PH 2017-10-28 1110 G8ZRE         59  14     S54K          59  15
QSO: 14000 PH 2017-10-28 1113 G8ZRE         59  14     DL7CX         59  14
QSO: 14000 PH 2017-10-28 1114 G8ZRE         59  14     LN8W          59  14
QSO: 14000 PH 2017-10-28 1115 G8ZRE         59  14     ED5T          59  14
QSO: 14000 PH 2017-10-28 1116 G8ZRE         59  14     OK1NP         59  15
QSO: 14000 PH 2017-10-28 1118 G8ZRE         59  14     IB4A          59  15
QSO: 14000 PH 2017-10-28 1121 G8ZRE         59  14     4U1ITU        59  14
QSO: 14000 PH 2017-10-28 1121 G8ZRE         59  14     OH8X          59  15
QSO: 14000 PH 2017-10-28 1123 G8ZRE         59  14     SN8B          59  15
QSO: 14000 PH 2017-10-28 1124 G8ZRE         59  14     EB5KT         59  14
QSO: 14000 PH 2017-10-28 1126 G8ZRE         59  14     HB9PUE        59  14
QSO: 14000 PH 2017-10-28 1129 G8ZRE         59  14     EF3T          59  14
QSO: 14000 PH 2017-10-28 1131 G8ZRE         59  14     HB0/DD5ZZ     59  14
QSO: 14000 PH 2017-10-28 1134 G8ZRE         59  14     UX1UX         59  16
QSO: 14000 PH 2017-10-28 1138 G8ZRE         59  14     HG6N          59  15
QSO: 14000 PH 2017-10-28 1139 G8ZRE         59  14     XL3T          59  04
QSO: 14000 PH 2017-10-28 1141 G8ZRE         59  14     SQ7N          59  15
QSO: 14000 PH 2017-10-28 1319 G8ZRE         59  14     I0LYO         59  15
QSO: 14000 PH 2017-10-28 1321 G8ZRE         59  14     OF2IPA        59  15
QSO: 14000 PH 2017-10-28 1321 G8ZRE         59  14     IO1C          59  15
QSO: 21000 PH 2017-10-28 1330 G8ZRE         59  14     J42T          59  20
QSO: 21000 PH 2017-10-28 1331 G8ZRE         59  14     IR9W          59  15
QSO: 21000 PH 2017-10-28 1333 G8ZRE         59  14     PX2A          59  11
QSO: 21000 PH 2017-10-28 1338 G8ZRE         59  14     LZ5R          59  20
QSO: 21000 PH 2017-10-28 1341 G8ZRE         59  14     YO7SR         59  20
QSO: 21000 PH 2017-10-28 1342 G8ZRE         59  14     IK7YTT        59  15
QSO: 21000 PH 2017-10-28 1343 G8ZRE         59  14     SN8B          59  15
QSO: 21000 PH 2017-10-28 1344 G8ZRE         59  14     IO7T          59  15
QSO: 21000 PH 2017-10-28 1349 G8ZRE         59  14     UT7CR         59  16
QSO: 21000 PH 2017-10-28 1349 G8ZRE         59  14     SQ8N          59  15
QSO: 21000 PH 2017-10-28 1351 G8ZRE         59  14     IB9T          59  15
QSO: 21000 PH 2017-10-28 1355 G8ZRE         59  14     YT0Z          59  15
QSO: 21000 PH 2017-10-28 1357 G8ZRE         59  14     IO9A          59  15
QSO: 21000 PH 2017-10-28 1358 G8ZRE         59  14     YP3A          59  20
QSO: 21000 PH 2017-10-28 1359 G8ZRE         59  14     YU5R          59  15
QSO: 21000 PH 2017-10-28 1411 G8ZRE         59  14     IW7EFJ        59  15
QSO: 21000 PH 2017-10-28 1413 G8ZRE         59  14     IZ8DSX        59  15
QSO: 21000 PH 2017-10-28 1421 G8ZRE         59  14     LZ9W          59  20
QSO: 21000 PH 2017-10-28 1424 G8ZRE         59  14     YT5A          59  15
QSO: 21000 PH 2017-10-28 1428 G8ZRE         59  14     CN3A          59  33
QSO: 14000 PH 2017-10-28 1444 G8ZRE         59  14     LY2OU         59  15
QSO: 14000 PH 2017-10-28 1446 G8ZRE         59  14     YT6W          59  15
QSO: 14000 PH 2017-10-28 1447 G8ZRE         59  14     EW2W          59  16
QSO: 14000 PH 2017-10-28 1452 G8ZRE         59  14     IK5ZWU        59  15
QSO: 14000 PH 2017-10-28 1454 G8ZRE         59  14     YT5A          59  15
QSO: 14000 PH 2017-10-28 1456 G8ZRE         59  14     YO3RU         59  20
QSO: 14000 PH 2017-10-28 1457 G8ZRE         59  14     S52OT         59  15
QSO: 14000 PH 2017-10-28 1501 G8ZRE         59  14     EV1R          59  16
QSO: 14000 PH 2017-10-28 1503 G8ZRE         59  14     ED2C          59  14
QSO: 14000 PH 2017-10-28 1504 G8ZRE         59  14     RY6Y          59  16
QSO: 14000 PH 2017-10-28 1505 G8ZRE         59  14     IF9A          59  15
QSO: 28000 PH 2017-10-28 1506 G8ZRE         59  14     SV9GPV        59  20
QSO: 21000 PH 2017-10-28 1511 G8ZRE         59  14     LZ1ND         59  20
QSO: 21000 PH 2017-10-28 1513 G8ZRE         59  14     EA9KB         59  33
QSO: 21000 PH 2017-10-28 1519 G8ZRE         59  14     UT3C          59  16
QSO: 21000 PH 2017-10-28 1520 G8ZRE         59  14     RT9T/3        59  16
QSO: 21000 PH 2017-10-28 1524 G8ZRE         59  14     LZ1YE         59  20
QSO: 21000 PH 2017-10-28 1527 G8ZRE         59  14     IS0HQJ        59  15
QSO: 21000 PH 2017-10-28 1528 G8ZRE         59  14     NR3X          59  05
QSO: 21000 PH 2017-10-28 1530 G8ZRE         59  14     US5D          59  16
QSO: 21000 PH 2017-10-28 1533 G8ZRE         59  14     EF5T          59  14
QSO: 28000 PH 2017-10-28 1544 G8ZRE         59  14     EA8KC         59  33
QSO: 21000 PH 2017-10-28 1553 G8ZRE         59  14     LZ9V          59  20
QSO: 21000 PH 2017-10-28 1555 G8ZRE         59  14     IO9R          59  15
QSO: 21000 PH 2017-10-28 1557 G8ZRE         59  14     EA7RU         59  14
QSO: 21000 PH 2017-10-28 1558 G8ZRE         59  14     K1DG          59  05
QSO: 21000 PH 2017-10-28 1600 G8ZRE         59  14     K1RX          59  05
QSO: 21000 PH 2017-10-28 1603 G8ZRE         59  14     CN2AA         59  33
QSO: 21000 PH 2017-10-28 1604 G8ZRE         59  14     IT9XTP        59  15
QSO: 21000 PH 2017-10-28 1608 G8ZRE         59  14     IT9DVZ        59  15
QSO: 21000 PH 2017-10-28 1609 G8ZRE         59  14     KC1XX         59  05
QSO: 21000 PH 2017-10-28 1611 G8ZRE         59  14     II9P          59  15
QSO: 14000 PH 2017-10-28 1613 G8ZRE         59  14     IW1CHX        59  15
QSO: 14000 PH 2017-10-28 1616 G8ZRE         59  14     RT9T/3        59  16
QSO: 14000 PH 2017-10-28 1617 G8ZRE         59  14     HG7T          59  15
QSO: 14000 PH 2017-10-28 1618 G8ZRE         59  14     II2S          59  15
QSO: 14000 PH 2017-10-28 1619 G8ZRE         59  14     RT5K          59  16
QSO: 14000 PH 2017-10-28 1621 G8ZRE         59  14     OM1DK         59  15
QSO: 14000 PH 2017-10-28 1622 G8ZRE         59  14     IK2YCW        59  15
QSO: 14000 PH 2017-10-28 1623 G8ZRE         59  14     9A7A          59  15
QSO: 14000 PH 2017-10-28 1624 G8ZRE         59  14     9A8A          59  15
QSO: 14000 PH 2017-10-28 1625 G8ZRE         59  14     OM3RM         59  15
QSO: 14000 PH 2017-10-28 1626 G8ZRE         59  14     EA3HJO        59  14
QSO: 14000 PH 2017-10-28 1627 G8ZRE         59  14     IU4HMP        59  15
QSO: 14000 PH 2017-10-28 1629 G8ZRE         59  14     9A3W          59  15
QSO: 14000 PH 2017-10-28 1825 G8ZRE         59  14     SX2X          59  20
QSO:  7000 PH 2017-10-28 1828 G8ZRE         59  14     EU1WW         59  16
QSO:  7000 PH 2017-10-28 2313 G8ZRE         59  14     CN2AA         59  33
QSO:  7000 PH 2017-10-28 2315 G8ZRE         59  14     J42T          59  20
QSO:  7000 PH 2017-10-28 2316 G8ZRE         59  14     YP0C          59  20
QSO:  7000 PH 2017-10-28 2318 G8ZRE         59  14     IR4M          59  15
QSO:  3500 PH 2017-10-28 2331 G8ZRE         59  14     UA2FZ         59  15
QSO:  3500 PH 2017-10-28 2332 G8ZRE         59  14     EU1WW         59  16
QSO:  3500 PH 2017-10-28 2335 G8ZRE         59  14     IK2YCW        59  15
QSO:  3500 PH 2017-10-28 2337 G8ZRE         59  14     LY3X          59  15
QSO:  3500 PH 2017-10-28 2338 G8ZRE         59  14     DP7D          59  14
QSO:  3500 PH 2017-10-28 2340 G8ZRE         59  14     LY2FN         59  15
QSO:  3500 PH 2017-10-28 2342 G8ZRE         59  14     HB9DUR        59  14
QSO:  3500 PH 2017-10-28 2344 G8ZRE         59  14     E70T          59  15
QSO:  3500 PH 2017-10-29 0641 G8ZRE         59  14     IR2L          59  15
QSO:  3500 PH 2017-10-29 0642 G8ZRE         59  14     M6T           59  14
QSO:  3500 PH 2017-10-29 0643 G8ZRE         59  14     DR5N          59  14
QSO:  3500 PH 2017-10-29 0645 G8ZRE         59  14     CN2R          59  33
QSO:  3500 PH 2017-10-29 0647 G8ZRE         59  14     F2YT          59  14
QSO:  3500 PH 2017-10-29 0649 G8ZRE         59  14     EA2KB         59  14
QSO:  3500 PH 2017-10-29 0651 G8ZRE         59  14     M0NKR         59  14
QSO:  3500 PH 2017-10-29 0653 G8ZRE         59  14     VY2ZM         59  05
QSO:  3500 PH 2017-10-29 0654 G8ZRE         59  14     PI4CC         59  14
QSO:  3500 PH 2017-10-29 0655 G8ZRE         59  14     OP4K          59  14
QSO:  3500 PH 2017-10-29 0657 G8ZRE         59  14     VE3JM         59  04
QSO:  3500 PH 2017-10-29 0659 G8ZRE         59  14     ON4MCL        59  14
QSO:  7000 PH 2017-10-29 0710 G8ZRE         59  14     EA3QP         59  14
QSO:  7000 PH 2017-10-29 0712 G8ZRE         59  14     EF7T          59  14
QSO:  7000 PH 2017-10-29 0713 G8ZRE         59  14     F6GWV         59  14
QSO:  7000 PH 2017-10-29 0720 G8ZRE         59  14     K3LR          59  05
QSO:  7000 PH 2017-10-29 0724 G8ZRE         59  14     PI4COM        59  14
QSO:  7000 PH 2017-10-29 0729 G8ZRE         59  14     OG7O          59  15
QSO:  7000 PH 2017-10-29 0732 G8ZRE         59  14     DL0ESA        59  14
QSO:  7000 PH 2017-10-29 0734 G8ZRE         59  14     F2YT          59  14
QSO:  7000 PH 2017-10-29 0735 G8ZRE         59  14     F4HHL         59  14
QSO:  7000 PH 2017-10-29 0737 G8ZRE         59  14     EE5T          59  14
QSO:  7000 PH 2017-10-29 0740 G8ZRE         59  14     OP2A          59  14
QSO:  7000 PH 2017-10-29 0742 G8ZRE         59  14     OL9R          59  15
QSO:  7000 PH 2017-10-29 0746 G8ZRE         59  14     LX7I          59  14
QSO:  7000 PH 2017-10-29 0747 G8ZRE         59  14     4U1ITU        59  14
QSO:  7000 PH 2017-10-29 0749 G8ZRE         59  14     TM3Z          59  14
QSO:  7000 PH 2017-10-29 0753 G8ZRE         59  14     IO1C          59  15
QSO: 14000 PH 2017-10-29 0806 G8ZRE         59  14     DJ5MW         59  14
QSO: 14000 PH 2017-10-29 0809 G8ZRE         59  14     OK1C          59  15
QSO: 14000 PH 2017-10-29 0810 G8ZRE         59  14     YP7P          59  20
QSO: 14000 PH 2017-10-29 0817 G8ZRE         59  14     IZ6BXV        59  15
QSO: 14000 PH 2017-10-29 0943 G8ZRE         59  14     SQ9MUO        59  15
QSO: 14000 PH 2017-10-29 0945 G8ZRE         59  14     IK1TTD        59  15
QSO: 14000 PH 2017-10-29 0947 G8ZRE         59  14     CN2AA         59  33
QSO: 14000 PH 2017-10-29 0951 G8ZRE         59  14     EE5T          59  14
QSO: 14000 PH 2017-10-29 0953 G8ZRE         59  14     CR3W          59  33
QSO: 14000 PH 2017-10-29 0956 G8ZRE         59  14     EA1DR         59  14
QSO: 14000 PH 2017-10-29 0959 G8ZRE         59  14     IR1Y          59  15
QSO: 14000 PH 2017-10-29 1001 G8ZRE         59  14     ED2R          59  14
QSO: 14000 PH 2017-10-29 1002 G8ZRE         59  14     EC2DX         59  14
QSO: 14000 PH 2017-10-29 1003 G8ZRE         59  14     IR4X          59  15
QSO: 14000 PH 2017-10-29 1020 G8ZRE         59  14     II0I          59  15
QSO: 14000 PH 2017-10-29 1022 G8ZRE         59  14     RU3Q          59  16
QSO: 14000 PH 2017-10-29 1026 G8ZRE         59  14     OF5Z          59  15
QSO: 14000 PH 2017-10-29 1035 G8ZRE         59  14     IT9ESW        59  15
QSO: 14000 PH 2017-10-29 1043 G8ZRE         59  14     ED1T          59  14
QSO: 21000 PH 2017-10-29 1045 G8ZRE         59  14     UW1M          59  16
QSO: 21000 PH 2017-10-29 1047 G8ZRE         59  14     RM3A          59  16
QSO: 21000 PH 2017-10-29 1052 G8ZRE         59  14     EW2W          59  16
QSO: 21000 PH 2017-10-29 1053 G8ZRE         59  14     ER4A          59  16
QSO: 21000 PH 2017-10-29 1057 G8ZRE         59  14     RM1Q          59  16
QSO: 21000 PH 2017-10-29 1058 G8ZRE         59  14     TC0F          59  20
QSO: 21000 PH 2017-10-29 1059 G8ZRE         59  14     LZ1D          59  20
QSO: 21000 PH 2017-10-29 1101 G8ZRE         59  14     OH8WW         59  15
QSO: 21000 PH 2017-10-29 1114 G8ZRE         59  14     SV9RGI        59  20
QSO: 21000 PH 2017-10-29 1115 G8ZRE         59  14     UC5G          59  16
QSO: 21000 PH 2017-10-29 1117 G8ZRE         59  14     CR6T          59  14
QSO: 21000 PH 2017-10-29 1119 G8ZRE         59  14     E74E          59  15
QSO: 21000 PH 2017-10-29 1125 G8ZRE         59  14     YP0C          59  20
QSO: 21000 PH 2017-10-29 1126 G8ZRE         59  14     RW3DU         59  16
QSO: 28000 PH 2017-10-29 1128 G8ZRE         59  14     EA8DED        59  33
QSO: 21000 PH 2017-10-29 1133 G8ZRE         59  14     OH6K          59  15
QSO: 21000 PH 2017-10-29 1136 G8ZRE         59  14     9A9A          59  15
QSO: 21000 PH 2017-10-29 1138 G8ZRE         59  14     Z61DX         59  15
QSO: 21000 PH 2017-10-29 1139 G8ZRE         59  14     UY1HY         59  16
QSO: 21000 PH 2017-10-29 1141 G8ZRE         59  14     EF8R          59  33
QSO: 21000 PH 2017-10-29 1142 G8ZRE         59  14     P33W          59  20
QSO: 21000 PH 2017-10-29 1143 G8ZRE         59  14     UW5ZM         59  16
QSO: 21000 PH 2017-10-29 1156 G8ZRE         59  14     VE9CB         59  05
QSO: 21000 PH 2017-10-29 1157 G8ZRE         59  14     YL2BJ         59  15
QSO: 21000 PH 2017-10-29 1203 G8ZRE         59  14     RT5Z          59  16
QSO: 21000 PH 2017-10-29 1204 G8ZRE         59  14     SX2X          59  20
QSO: 21000 PH 2017-10-29 1205 G8ZRE         59  14     R2AD          59  16
QSO: 21000 PH 2017-10-29 1209 G8ZRE         59  14     IK2TCW        59  15
QSO: 21000 PH 2017-10-29 1211 G8ZRE         59  14     CN2R          59  33
QSO: 21000 PH 2017-10-29 1212 G8ZRE         59  14     IR4X          59  15
QSO: 21000 PH 2017-10-29 1214 G8ZRE         59  14     K1TTT         59  05
QSO: 21000 PH 2017-10-29 1215 G8ZRE         59  14     IK1RGK        59  15
QSO: 21000 PH 2017-10-29 1216 G8ZRE         59  14     CR3A          59  33
QSO: 21000 PH 2017-10-29 1217 G8ZRE         59  14     D4Z           59  35
QSO: 21000 PH 2017-10-29 1219 G8ZRE         59  14     CQ3W          59  33
QSO: 21000 PH 2017-10-29 1243 G8ZRE         59  14     IU4AZC        59  15
QSO: 21000 PH 2017-10-29 1245 G8ZRE         59  14     A73A          59  21
QSO: 21000 PH 2017-10-29 1249 G8ZRE         59  14     IU4CHE        59  15
QSO: 21000 PH 2017-10-29 1255 G8ZRE         59  14     RM2U          59  16
QSO: 21000 PH 2017-10-29 1257 G8ZRE         59  14     9K2HN         59  21
QSO: 21000 PH 2017-10-29 1259 G8ZRE         59  14     IQ8CS         59  15
QSO: 28000 PH 2017-10-29 1349 G8ZRE         59  14     TK9R          59  15
QSO: 21000 PH 2017-10-29 1352 G8ZRE         59  14     UA7K          59  16
QSO: 21000 PH 2017-10-29 1359 G8ZRE         59  14     K3PP          59  05
QSO: 21000 PH 2017-10-29 1400 G8ZRE         59  14     YO9AYN        59  20
QSO: 21000 PH 2017-10-29 1404 G8ZRE         59  14     CT3HF         59  33
QSO: 21000 PH 2017-10-29 1405 G8ZRE         59  14     RM3F          59  16
QSO: 21000 PH 2017-10-29 1406 G8ZRE         59  14     3V8SS         59  33
QSO: 21000 PH 2017-10-29 1408 G8ZRE         59  14     VE3EJ         59  04
QSO: 21000 PH 2017-10-29 1409 G8ZRE         59  14     K3LR          59  05
QSO: 21000 PH 2017-10-29 1410 G8ZRE         59  14     KQ2M          59  05
QSO: 21000 PH 2017-10-29 1431 G8ZRE         59  14     YO3APJ        59  20
QSO: 21000 PH 2017-10-29 1439 G8ZRE         59  14     N5DX          59  04
QSO: 21000 PH 2017-10-29 1440 G8ZRE         59  14     IT9FRX        59  15
QSO: 21000 PH 2017-10-29 1443 G8ZRE         59  14     LZ2YO         59  20
QSO: 21000 PH 2017-10-29 1513 G8ZRE         59  14     XL3T          59  04
QSO: 21000 PH 2017-10-29 1519 G8ZRE         59  14     ZB2TT         59  14
QSO: 14000 PH 2017-10-29 1524 G8ZRE         59  14     SP1JQJ        59  15
QSO: 14000 PH 2017-10-29 1525 G8ZRE         59  14     IW1FRU        59  15
QSO: 14000 PH 2017-10-29 1527 G8ZRE         59  14     OG5T          59  15
QSO: 14000 PH 2017-10-29 1528 G8ZRE         59  14     SX1Z          59  20
QSO: 14000 PH 2017-10-29 1529 G8ZRE         59  14     9A7R          59  15
QSO: 14000 PH 2017-10-29 1533 G8ZRE         59  14     SP9W          59  15
QSO: 14000 PH 2017-10-29 1534 G8ZRE         59  14     UT4U          59  16
QSO: 14000 PH 2017-10-29 1539 G8ZRE         59  14     OE3A          59  15
QSO: 14000 PH 2017-10-29 1541 G8ZRE         59  14     SO4B          59  15
QSO: 14000 PH 2017-10-29 1547 G8ZRE         59  14     SN7D          59  15
QSO: 14000 PH 2017-10-29 1550 G8ZRE         59  14     IB2A          59  15
QSO: 14000 PH 2017-10-29 1552 G8ZRE         59  14     IZ8TDP        59  15
QSO: 14000 PH 2017-10-29 1555 G8ZRE         59  14     OM3GI         59  15
QSO: 14000 PH 2017-10-29 1556 G8ZRE         59  14     S52NR         59  15
QSO: 14000 PH 2017-10-29 1629 G8ZRE         59  14     IT9RBW        59  15
QSO: 14000 PH 2017-10-29 1640 G8ZRE         59  14     ED3D          59  14
QSO: 14000 PH 2017-10-29 1643 G8ZRE         59  14     IK7YTT        59  15
QSO: 14000 PH 2017-10-29 1654 G8ZRE         59  14     K1TTT         59  05
QSO: 14000 PH 2017-10-29 1659 G8ZRE         59  14     9H6A          59  15
QSO: 21000 PH 2017-10-29 1704 G8ZRE         59  14     KU2M          59  05
QSO: 21000 PH 2017-10-29 1708 G8ZRE         59  14     AA1K          59  05
QSO: 21000 PH 2017-10-29 1723 G8ZRE         59  14     P40T          59  09
QSO: 21000 PH 2017-10-29 1726 G8ZRE         59  14     K3UL          59  05
QSO: 21000 PH 2017-10-29 1728 G8ZRE         59  14     K3WW          59  05
QSO: 21000 PH 2017-10-29 1730 G8ZRE         59  14     K3MP          59  05
QSO: 14000 PH 2017-10-29 1739 G8ZRE         59  14     CN2R          59  33
QSO:  7000 PH 2017-10-29 1746 G8ZRE         59  14     E78T          59  15
