START-OF-LOG: 3.0
CALLSIGN: W6KA
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 74160
NAME: John Minger
LOCATION: LAX
OPERATORS: WA6DZS WB6YJJ W6ELI AA6QI KM6EDI N1BN N6ZKQ AC6VV AF6QR W6MES W2BAY
QSO: 14255 PH 2017-10-28 2139 W6KA          59  03     VE3KZ         59  04     0
QSO: 14259 PH 2017-10-28 2150 W6KA          59  03     PZ5K          59  09     0
QSO: 14275 PH 2017-10-28 2203 W6KA          59  03     VE6FI         59  04     0
QSO: 14278 PH 2017-10-28 2209 W6KA          59  03     VE7NY         59  03     0
QSO: 14220 PH 2017-10-28 2222 W6KA          59  03     PJ4G          59  09     0
QSO: 14333 PH 2017-10-28 2231 W6KA          59  03     VA7ST         59  03     0
QSO: 14341 PH 2017-10-28 2233 W6KA          59  03     8P5A          59  08     0
QSO: 14348 PH 2017-10-28 2253 W6KA          59  03     JH4UYB        59  25     0
QSO: 14331 PH 2017-10-28 2301 W6KA          59  03     JH8YOH        59  25     0
QSO: 14331 PH 2017-10-28 2306 W6KA          59  03     TI5W          59  07     0
QSO: 14329 PH 2017-10-28 2310 W6KA          59  03     LU7DH         59  13     0
QSO: 14319 PH 2017-10-28 2326 W6KA          59  03     LU3DX         59  13     0
QSO: 14289 PH 2017-10-28 2347 W6KA          59  03     CX1EV         59  13     0
QSO: 14298 PH 2017-10-29 0008 W6KA          59  03     CB3R          59  12     0
QSO: 14307 PH 2017-10-29 0012 W6KA          59  03     LU8YE         59  13     0
QSO: 14311 PH 2017-10-29 0015 W6KA          59  03     CE2WNW        59  12     0
QSO: 14325 PH 2017-10-29 0018 W6KA          59  03     VE7WO         59  03     0
QSO: 14335 PH 2017-10-29 0031 W6KA          59  03     PY9GC         59  11     0
QSO: 14181 PH 2017-10-29 0037 W6KA          59  03     JA7YRR        59  25     0
QSO: 14200 PH 2017-10-29 0040 W6KA          59  03     W0EWD         59  04     0
QSO: 14217 PH 2017-10-29 0047 W6KA          59  03     AL1G          59  01     0
QSO: 14219 PH 2017-10-29 0048 W6KA          59  03     RT0C          59  19     0
QSO: 14246 PH 2017-10-29 0055 W6KA          59  03     B7K           59  24     0
QSO: 14250 PH 2017-10-29 0056 W6KA          59  03     KH6J          59  31     0
QSO: 14257 PH 2017-10-29 0057 W6KA          59  03     CE3DNP        59  12     0
QSO: 14259 PH 2017-10-29 0059 W6KA          59  03     VE6SV         59  04     0
QSO: 14264 PH 2017-10-29 0109 W6KA          59  03     JR1GSE        59  25     0
QSO: 14271 PH 2017-10-29 0111 W6KA          59  03     JR3NZC        59  25     0
QSO: 14279 PH 2017-10-29 0118 W6KA          59  03     NH6JC         59  31     0
QSO: 14269 PH 2017-10-29 0120 W6KA          59  03     LO7H          59  13     0
QSO: 14238 PH 2017-10-29 0124 W6KA          59  03     CB1H          59  12     0
QSO: 14206 PH 2017-10-29 0127 W6KA          59  03     CE3NR         59  12     0
QSO: 14172 PH 2017-10-29 0134 W6KA          59  03     PQ5B          59  11     0
QSO: 14188 PH 2017-10-29 0137 W6KA          59  03     RW0A          59  18     0
QSO:  7142 PH 2017-10-29 0153 W6KA          59  03     CN3A          59  33     0
QSO:  7210 PH 2017-10-29 0200 W6KA          59  03     6Y4T          59  08     0
QSO: 14252 PH 2017-10-29 0223 W6KA          59  03     LU2WA         59  13     0
QSO:  7208 PH 2017-10-29 0240 W6KA          59  03     VE7SCC        59  03     0
QSO:  7132 PH 2017-10-29 0335 W6KA          59  03     US1I          59  16     0
QSO:  7175 PH 2017-10-29 0340 W6KA          59  03     HC0E          59  10     0
QSO:  7146 PH 2017-10-29 0406 W6KA          59  03     CN2AA         59  33     0
QSO:  7143 PH 2017-10-29 0421 W6KA          59  03     PJ4Q          59  09     0
QSO:  7168 PH 2017-10-29 0433 W6KA          59  03     EF8R          59  33     0
QSO:  7147 PH 2017-10-29 0505 W6KA          59  03     PQ5B          59  11     0
QSO:  3778 PH 2017-10-29 0522 W6KA          59  03     W7UA          59  03     0
QSO:  7183 PH 2017-10-29 0553 W6KA          59  03     ZV5O          59  11     0
QSO:  7229 PH 2017-10-29 0621 W6KA          59  03     LU2WA         59  13     0
QSO: 21224 PH 2017-10-29 1501 W6KA          59  03     HK3C          59  09     0
QSO: 21260 PH 2017-10-29 1503 W6KA          59  03     CE1TT         59  12     0
QSO: 21265 PH 2017-10-29 1506 W6KA          59  03     NV9L          59  04     0
QSO: 21276 PH 2017-10-29 1509 W6KA          59  03     ZF2AH         59  08     0
QSO: 21306 PH 2017-10-29 1512 W6KA          59  03     WW4LL         59  05     0
QSO: 21318 PH 2017-10-29 1517 W6KA          59  03     TI2CC         59  07     0
QSO: 14154 PH 2017-10-29 1536 W6KA          59  03     KC1XX         59  05     0
QSO: 14168 PH 2017-10-29 1539 W6KA          59  03     KH7M          59  31     0
QSO: 14181 PH 2017-10-29 1542 W6KA          59  03     VA3TPS        59  04     0
QSO: 14190 PH 2017-10-29 1546 W6KA          59  03     HI3K          59  08     0
QSO: 14280 PH 2017-10-29 1606 W6KA          59  03     VE7SCC        59  03     0
QSO: 14280 PH 2017-10-29 1612 W6KA          59  03     EW6W          59  16     0
QSO: 14288 PH 2017-10-29 1615 W6KA          59  03     ES9C          59  15     0
QSO: 21310 PH 2017-10-29 1654 W6KA          59  03     HK6J          59  09     0
QSO: 21286 PH 2017-10-29 1657 W6KA          59  03     OA4SS         59  10     0
QSO: 21256 PH 2017-10-29 1702 W6KA          59  03     G9KV          59  14     0
QSO: 21239 PH 2017-10-29 1714 W6KA          59  03     VE6WZL        59  04     0
QSO: 21229 PH 2017-10-29 1716 W6KA          59  03     HI3T          59  08     0
QSO: 21219 PH 2017-10-29 1730 W6KA          59  03     V26B          59  08     0
QSO: 21243 PH 2017-10-29 1735 W6KA          59  03     VE4VT         59  04     0
QSO: 21284 PH 2017-10-29 1801 W6KA          59  03     VA6CV         59  04     0
QSO: 21290 PH 2017-10-29 1804 W6KA          59  03     LQ0D          59  13     0
QSO: 21319 PH 2017-10-29 1811 W6KA          59  03     CE2NW         59  12     0
QSO: 21360 PH 2017-10-29 1823 W6KA          59  03     CR6K          59  14     0
QSO: 21386 PH 2017-10-29 1830 W6KA          59  03     CO2RQ         59  08     0
QSO: 21428 PH 2017-10-29 1845 W6KA          59  03     NP2N          59  08     0
QSO: 21440 PH 2017-10-29 1849 W6KA          59  03     PY2KJ         59  11     0
QSO: 14226 PH 2017-10-29 1911 W6KA          59  03     TM6M          59  14     0
QSO: 14247 PH 2017-10-29 1923 W6KA          59  03     IZ8TDP        59  15     0
QSO: 21433 PH 2017-10-29 1950 W6KA          59  03     HR2DMR        59  07     0
QSO: 21423 PH 2017-10-29 1955 W6KA          59  03     J68GD         59  08     0
QSO: 21412 PH 2017-10-29 1957 W6KA          59  03     CA6HLP        59  12     0
QSO: 21403 PH 2017-10-29 1957 W6KA          59  03     6Y4T          59  08     0
QSO: 21390 PH 2017-10-29 1959 W6KA          59  03     D4Z           59  35     0
QSO: 21370 PH 2017-10-29 2004 W6KA          59  03     LU2WA         59  13     0
QSO: 21363 PH 2017-10-29 2009 W6KA          59  03     CE8AIO        59  12     0
QSO: 21341 PH 2017-10-29 2011 W6KA          59  03     KL7RA         59  01     0
QSO: 21302 PH 2017-10-29 2021 W6KA          59  03     PJ4G          59  09     0
QSO: 21300 PH 2017-10-29 2023 W6KA          59  03     A31MM         59  32     0
QSO: 21285 PH 2017-10-29 2024 W6KA          59  03     KH6J          59  31     0
QSO: 21282 PH 2017-10-29 2031 W6KA          59  03     LU4DLL        59  13     0
QSO: 21266 PH 2017-10-29 2036 W6KA          59  03     VK4TL         59  30     0
QSO: 21235 PH 2017-10-29 2040 W6KA          59  03     ZM4T          59  32     0
QSO: 21215 PH 2017-10-29 2044 W6KA          59  03     HI3K          59  08     0
QSO: 21372 PH 2017-10-29 2100 W6KA          59  03     FY5KE         59  09     0
END-OF-LOG:
