START-OF-LOG: 3.0
CALLSIGN: ON4APU
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 15M
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 164175
NAME: NOEL POTTIER
LOCATION: DX
OPERATORS: ON4APU
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6858.0
SOAPBOX: great prop on 15m like in the old days!
QSO: 21183 PH 2017-10-28 0842 ON4APU        59  14     RM3DA         59  16
QSO: 21167 PH 2017-10-28 0845 ON4APU        59  14     CQ3W          59  33
QSO: 21160 PH 2017-10-28 0847 ON4APU        59  14     RM3F          59  16
QSO: 21420 PH 2017-10-28 0851 ON4APU        59  14     RC6U          59  16
QSO: 21387 PH 2017-10-28 0900 ON4APU        59  14     D4Z           59  35
QSO: 21377 PH 2017-10-28 0900 ON4APU        59  14     CN2AA         59  33
QSO: 21180 PH 2017-10-28 0906 ON4APU        59  14     US7IA         59  16
QSO: 21192 PH 2017-10-28 0907 ON4APU        59  14     R9PA          59  18
QSO: 21158 PH 2017-10-28 0910 ON4APU        59  14     RT9L          59  17
QSO: 21161 PH 2017-10-28 0912 ON4APU        59  14     HS0ZCW        59  26
QSO: 21163 PH 2017-10-28 0912 ON4APU        59  14     H2T           59  20
QSO: 21407 PH 2017-10-28 0940 ON4APU        59  14     UX3HA         59  16
QSO: 21402 PH 2017-10-28 0942 ON4APU        59  14     RA1QD         59  16
QSO: 21399 PH 2017-10-28 0942 ON4APU        59  14     R7MM          59  16
QSO: 21380 PH 2017-10-28 0947 ON4APU        59  14     ER4A          59  16
QSO: 21360 PH 2017-10-28 0949 ON4APU        59  14     UA9XF         59  17
QSO: 21339 PH 2017-10-28 0952 ON4APU        59  14     UT3C          59  16
QSO: 21304 PH 2017-10-28 0959 ON4APU        59  14     UA3R          59  16
QSO: 21277 PH 2017-10-28 1004 ON4APU        59  14     9A9A          59  15
QSO: 21274 PH 2017-10-28 1005 ON4APU        59  14     PP5JN         59  11
QSO: 21273 PH 2017-10-28 1006 ON4APU        59  14     A73A          59  21
QSO: 21271 PH 2017-10-28 1006 ON4APU        59  14     EF8R          59  33
QSO: 21266 PH 2017-10-28 1007 ON4APU        59  14     TC0F          59  20
QSO: 21250 PH 2017-10-28 1009 ON4APU        59  14     A44A          59  21
QSO: 21251 PH 2017-10-28 1009 ON4APU        59  14     UY7MM         59  16
QSO: 21242 PH 2017-10-28 1010 ON4APU        59  14     YP7P          59  20
QSO: 21221 PH 2017-10-28 1013 ON4APU        59  14     R0AA          59  18
QSO: 21220 PH 2017-10-28 1016 ON4APU        59  14     A61FK         59  21
QSO: 21218 PH 2017-10-28 1017 ON4APU        59  14     LZ5R          59  20
QSO: 21201 PH 2017-10-28 1019 ON4APU        59  14     RM1Q          59  16
QSO: 21180 PH 2017-10-28 1021 ON4APU        59  14     IW7EFJ        59  15
QSO: 21172 PH 2017-10-28 1023 ON4APU        59  14     UA4S          59  16
QSO: 21171 PH 2017-10-28 1023 ON4APU        59  14     RT9S          59  16
QSO: 21169 PH 2017-10-28 1024 ON4APU        59  14     B9K           59  23
QSO: 21164 PH 2017-10-28 1026 ON4APU        59  14     RA3RBL        59  16
QSO: 21151 PH 2017-10-28 1026 ON4APU        59  14     LZ9V          59  20
QSO: 21146 PH 2017-10-28 1027 ON4APU        59  14     9K2HN         59  21
QSO: 21139 PH 2017-10-28 1027 ON4APU        59  14     CT3HF         59  33
QSO: 21203 PH 2017-10-28 1033 ON4APU        59  14     UT0MJ         59  16
QSO: 21234 PH 2017-10-28 1038 ON4APU        59  14     ZX5J          59  11
QSO: 21241 PH 2017-10-28 1039 ON4APU        59  14     LZ7A          59  20
QSO: 21254 PH 2017-10-28 1040 ON4APU        59  14     ER1OO         59  16
QSO: 21269 PH 2017-10-28 1044 ON4APU        59  14     CU4DX         59  14
QSO: 21291 PH 2017-10-28 1047 ON4APU        59  14     CR3A          59  33
QSO: 21296 PH 2017-10-28 1047 ON4APU        59  14     IO9A          59  15
QSO: 21299 PH 2017-10-28 1048 ON4APU        59  14     PQ5B          59  11
QSO: 21309 PH 2017-10-28 1049 ON4APU        59  14     CN3A          59  33
QSO: 21335 PH 2017-10-28 1053 ON4APU        59  14     PY5WW         59  11
QSO: 21359 PH 2017-10-28 1057 ON4APU        59  14     CR6T          59  14
QSO: 21365 PH 2017-10-28 1059 ON4APU        59  14     EA8CMX        59  33
QSO: 21383 PH 2017-10-28 1100 ON4APU        59  14     PY2KJ         59  11
QSO: 21392 PH 2017-10-28 1101 ON4APU        59  14     IT9XTP        59  15
QSO: 21395 PH 2017-10-28 1103 ON4APU        59  14     IO9Z          59  15
QSO: 21405 PH 2017-10-28 1105 ON4APU        59  14     CX2DK         59  13
QSO: 21410 PH 2017-10-28 1106 ON4APU        59  14     UZ4E          59  16
QSO: 21400 PH 2017-10-28 1115 ON4APU        59  14     CN2R          59  33
QSO: 21406 PH 2017-10-28 1118 ON4APU        59  14     LT1F          59  13
QSO: 21423 PH 2017-10-28 1119 ON4APU        59  14     ZV5O          59  11
QSO: 21442 PH 2017-10-28 1121 ON4APU        59  14     YU5R          59  15
QSO: 21156 PH 2017-10-28 1122 ON4APU        59  14     9H6A          59  15
QSO: 21142 PH 2017-10-28 1123 ON4APU        59  14     OH6K          59  15
QSO: 21415 PH 2017-10-28 1125 ON4APU        59  14     SK3W          59  14
QSO: 21164 PH 2017-10-28 1126 ON4APU        59  14     RA3W          59  16
QSO: 21180 PH 2017-10-28 1128 ON4APU        59  14     EW2W          59  16
QSO: 21182 PH 2017-10-28 1128 ON4APU        59  14     UT7E          59  16
QSO: 21185 PH 2017-10-28 1129 ON4APU        59  14     UX0RR         59  16
QSO: 21429 PH 2017-10-28 1130 ON4APU        59  14     RW3DU         59  16
QSO: 21412 PH 2017-10-28 1130 ON4APU        59  14     YO7SR         59  20
QSO: 21418 PH 2017-10-28 1131 ON4APU        59  14     SP5AUY        59  15
QSO: 21192 PH 2017-10-28 1132 ON4APU        59  14     RA9CCK        59  17
QSO: 21370 PH 2017-10-28 1133 ON4APU        59  14     EA7RU         59  14
QSO: 21347 PH 2017-10-28 1135 ON4APU        59  14     EA9KB         59  33
QSO: 21323 PH 2017-10-28 1136 ON4APU        59  14     PV1C          59  11
QSO: 21269 PH 2017-10-28 1138 ON4APU        59  14     PJ2T          59  09
QSO: 21202 PH 2017-10-28 1141 ON4APU        59  14     W2RE          59  05
QSO: 21127 PH 2017-10-28 1143 ON4APU        59  14     8P5A          59  08
QSO: 21130 PH 2017-10-28 1144 ON4APU        59  14     LY2BIS        59  15
QSO: 21136 PH 2017-10-28 1147 ON4APU        59  14     FR4QT         59  39
QSO: 21146 PH 2017-10-28 1148 ON4APU        59  14     VE9CB         59  05
QSO: 21157 PH 2017-10-28 1150 ON4APU        59  14     LQ0D          59  13
QSO: 21160 PH 2017-10-28 1152 ON4APU        59  14     HI3K          59  08
QSO: 21140 PH 2017-10-28 1153 ON4APU        59  14     UZ5ZU         59  16
QSO: 21166 PH 2017-10-28 1155 ON4APU        59  14     PY2UD         59  11
QSO: 21167 PH 2017-10-28 1155 ON4APU        59  14     OH8WR         59  15
QSO: 21251 PH 2017-10-28 1156 ON4APU        59  14     FY5KE         59  09
QSO: 21172 PH 2017-10-28 1156 ON4APU        59  14     IR9W          59  15
QSO: 21190 PH 2017-10-28 1200 ON4APU        59  14     P49Y          59  09
QSO: 21204 PH 2017-10-28 1203 ON4APU        59  14     W3LPL         59  05
QSO: 21211 PH 2017-10-28 1205 ON4APU        59  14     C37RC         59  14
QSO: 21223 PH 2017-10-28 1207 ON4APU        59  14     K1RX          59  05
QSO: 21261 PH 2017-10-28 1208 ON4APU        59  14     K3WW          59  05
QSO: 21287 PH 2017-10-28 1208 ON4APU        59  14     W1NA          59  05
QSO: 21331 PH 2017-10-28 1211 ON4APU        59  14     YV4YC         59  09
QSO: 21439 PH 2017-10-28 1214 ON4APU        59  14     YP0C          59  20
QSO: 21434 PH 2017-10-28 1214 ON4APU        59  14     AA3B          59  05
QSO: 21430 PH 2017-10-28 1215 ON4APU        59  14     ZB2TT         59  14
QSO: 21427 PH 2017-10-28 1215 ON4APU        59  14     W1CSM         59  05
QSO: 21230 PH 2017-10-28 1220 ON4APU        59  14     LZ9W          59  20
QSO: 21235 PH 2017-10-28 1222 ON4APU        59  14     K1DG          59  05
QSO: 21237 PH 2017-10-28 1222 ON4APU        59  14     KQ2M          59  05
QSO: 21411 PH 2017-10-28 1223 ON4APU        59  14     NR3X          59  05
QSO: 21385 PH 2017-10-28 1224 ON4APU        59  14     N5DX          59  05
QSO: 21381 PH 2017-10-28 1225 ON4APU        59  14     V26B          59  08
QSO: 21370 PH 2017-10-28 1227 ON4APU        59  14     HK3TK         59  09
QSO: 21366 PH 2017-10-28 1229 ON4APU        59  14     AA1ON         59  05
QSO: 21372 PH 2017-10-28 1229 ON4APU        59  14     N3RS          59  05
QSO: 21271 PH 2017-10-28 1233 ON4APU        59  14     VE2IDX        59  02
QSO: 21286 PH 2017-10-28 1236 ON4APU        59  14     9Y4D          59  09
QSO: 21289 PH 2017-10-28 1238 ON4APU        59  14     VP2MDG        59  08
QSO: 21174 PH 2017-10-28 1241 ON4APU        59  14     PJ4K          59  09
QSO: 21163 PH 2017-10-28 1243 ON4APU        59  14     VE3JM         59  04
QSO: 21139 PH 2017-10-28 1247 ON4APU        59  14     VK9CZ         59  29
QSO: 21391 PH 2017-10-28 1257 ON4APU        59  14     TM1T          59  14
QSO: 21354 PH 2017-10-28 1258 ON4APU        59  14     OH0Z          59  15
QSO: 21343 PH 2017-10-28 1302 ON4APU        59  14     DP7D          59  14
QSO: 21336 PH 2017-10-28 1305 ON4APU        59  14     CE5JZO        59  12
QSO: 21327 PH 2017-10-28 1307 ON4APU        59  14     CO6HLP        59  08
QSO: 21329 PH 2017-10-28 1308 ON4APU        59  14     HI8JSG        59  08
QSO: 21329 PH 2017-10-28 1309 ON4APU        59  14     NP4AW         59  08
QSO: 21172 PH 2017-10-28 1315 ON4APU        59  14     VE3EJ         59  04
QSO: 21250 PH 2017-10-28 1320 ON4APU        59  14     K5ZD          59  05
QSO: 21446 PH 2017-10-28 1323 ON4APU        59  14     NV9L          59  04
QSO: 21442 PH 2017-10-28 1328 ON4APU        59  14     IS0BSR        59  15
QSO: 21446 PH 2017-10-28 1333 ON4APU        59  14     N3AD          59  05
QSO: 21429 PH 2017-10-28 1337 ON4APU        59  14     PZ5K          59  09
QSO: 21428 PH 2017-10-28 1338 ON4APU        59  14     K0EJ          59  04
QSO: 21428 PH 2017-10-28 1339 ON4APU        59  14     N8II          59  05
QSO: 21400 PH 2017-10-28 1341 ON4APU        59  14     K3PP          59  05
QSO: 21210 PH 2017-10-28 1342 ON4APU        59  14     N1UR          59  05
QSO: 21212 PH 2017-10-28 1342 ON4APU        59  14     N2SR          59  05
QSO: 21214 PH 2017-10-28 1343 ON4APU        59  14     KC1XX         59  05
QSO: 21233 PH 2017-10-28 1344 ON4APU        59  14     WA2OAX        59  05
QSO: 21229 PH 2017-10-28 1345 ON4APU        59  14     W3UA          59  05
QSO: 21388 PH 2017-10-28 1355 ON4APU        59  14     AB3CX         59  05
QSO: 21398 PH 2017-10-28 1355 ON4APU        59  14     K1TTT         59  05
QSO: 21126 PH 2017-10-28 1358 ON4APU        59  14     ZF9CW         59  08
QSO: 21120 PH 2017-10-28 1400 ON4APU        59  14     LZ1D          59  20
QSO: 21144 PH 2017-10-28 1403 ON4APU        59  14     VE3UTT        59  04
QSO: 21180 PH 2017-10-28 1408 ON4APU        59  14     VY2ZM         59  05
QSO: 21205 PH 2017-10-28 1409 ON4APU        59  14     K1XM          59  05
QSO: 21222 PH 2017-10-28 1412 ON4APU        59  14     K1KI          59  05
QSO: 21222 PH 2017-10-28 1413 ON4APU        59  14     K2LE          59  05
QSO: 21224 PH 2017-10-28 1414 ON4APU        59  14     W3EP          59  05
QSO: 21245 PH 2017-10-28 1419 ON4APU        59  14     N9NC          59  05
QSO: 21247 PH 2017-10-28 1421 ON4APU        59  14     K8AZ          59  04
QSO: 21436 PH 2017-10-28 1435 ON4APU        59  14     OQ4Q          59  14
QSO: 21141 PH 2017-10-28 1447 ON4APU        59  14     VE3KZ         59  04
QSO: 21149 PH 2017-10-28 1449 ON4APU        59  14     HV0A          59  15
QSO: 21147 PH 2017-10-28 1515 ON4APU        59  14     FM5BH         59  08
QSO: 21181 PH 2017-10-28 1519 ON4APU        59  14     PJ2DD         59  09
QSO: 21249 PH 2017-10-28 1532 ON4APU        59  14     KU2M          59  05
QSO: 21254 PH 2017-10-28 1534 ON4APU        59  14     PX2A          59  11
QSO: 21279 PH 2017-10-28 1543 ON4APU        59  14     TI5M          59  07
QSO: 21277 PH 2017-10-28 1546 ON4APU        59  14     6Y1LZ         59  08
QSO: 21211 PH 2017-10-28 1549 ON4APU        59  14     KD2RD         59  05
QSO: 21193 PH 2017-10-28 1550 ON4APU        59  14     P40T          59  09
QSO: 21172 PH 2017-10-28 1550 ON4APU        59  14     P40W          59  09
QSO: 21180 PH 2017-10-28 1551 ON4APU        59  14     VO2RAC        59  02
QSO: 21160 PH 2017-10-28 1553 ON4APU        59  14     7X2JV         59  33
QSO: 21230 PH 2017-10-28 1554 ON4APU        59  14     EA6/DK5IR     59  14
QSO: 21349 PH 2017-10-28 1610 ON4APU        59  14     N2IC          59  04
QSO: 21350 PH 2017-10-28 1611 ON4APU        59  14     AA9A          59  04
QSO: 21413 PH 2017-10-28 1614 ON4APU        59  14     WA7NB         59  03
QSO: 21433 PH 2017-10-28 1617 ON4APU        59  14     N7AT          59  03
QSO: 21440 PH 2017-10-28 1617 ON4APU        59  14     WB2ZAB        59  05
QSO: 21165 PH 2017-10-28 1620 ON4APU        59  14     ZS9Z          59  38
QSO: 21120 PH 2017-10-28 1621 ON4APU        59  14     XL3T          59  04
QSO: 21201 PH 2017-10-28 1622 ON4APU        59  14     K3LR          59  05
QSO: 21217 PH 2017-10-28 1623 ON4APU        59  14     PJ4Q          59  09
QSO: 21278 PH 2017-10-28 1634 ON4APU        59  14     KZ2I          59  05
QSO: 21264 PH 2017-10-28 1636 ON4APU        59  14     N2RJ          59  05
QSO: 21266 PH 2017-10-28 1637 ON4APU        59  14     KY7M          59  03
QSO: 21445 PH 2017-10-28 1640 ON4APU        59  14     LX7I          59  14
QSO: 21391 PH 2017-10-28 1646 ON4APU        59  14     TK9R          59  15
QSO: 21251 PH 2017-10-28 1722 ON4APU        59  14     W3LL          59  05
QSO:  1830 PH 2017-10-28 1945 ON4APU        59  14     OH0Z          59  15
QSO:  1855 PH 2017-10-28 1948 ON4APU        59  14     LA9TY         59  14
QSO:  1838 PH 2017-10-28 1951 ON4APU        59  14     SN0R          59  15
QSO:  1881 PH 2017-10-28 1957 ON4APU        59  14     SN8B          59  15
QSO:  1836 PH 2017-10-28 2001 ON4APU        59  14     TK9R          59  15
QSO:  1833 PH 2017-10-28 2002 ON4APU        59  14     IK5ZWU        59  15
QSO:  1866 PH 2017-10-28 2008 ON4APU        59  14     DP6T          59  14
QSO:  1904 PH 2017-10-28 2010 ON4APU        59  14     GM2T          59  14
QSO:  1910 PH 2017-10-28 2016 ON4APU        59  14     EI5GUB        59  14
QSO: 14181 PH 2017-10-28 2028 ON4APU        59  14     YT1A          59  15
QSO: 14166 PH 2017-10-28 2029 ON4APU        59  14     KQ2M          59  05
QSO: 14120 PH 2017-10-28 2030 ON4APU        59  14     VA2WA         59  05
QSO: 14151 PH 2017-10-28 2031 ON4APU        59  14     K3LR          59  05
QSO: 14155 PH 2017-10-28 2032 ON4APU        59  14     KC1XX         59  05
QSO: 14159 PH 2017-10-28 2033 ON4APU        59  14     NN3W          59  05
QSO: 14160 PH 2017-10-28 2033 ON4APU        59  14     K1XM          59  05
QSO: 14164 PH 2017-10-28 2034 ON4APU        59  14     N2RJ          59  05
QSO: 14178 PH 2017-10-28 2035 ON4APU        59  14     AA3B          59  05
QSO: 14174 PH 2017-10-28 2036 ON4APU        59  14     K1TTT         59  05
QSO: 14199 PH 2017-10-28 2038 ON4APU        59  14     VE3VEE        59  04
QSO: 14269 PH 2017-10-28 2042 ON4APU        59  14     N5DX          59  05
QSO: 14333 PH 2017-10-28 2043 ON4APU        59  14     K1KI          59  05
QSO: 14323 PH 2017-10-28 2044 ON4APU        59  14     W3LPL         59  05
QSO: 14281 PH 2017-10-28 2046 ON4APU        59  14     K2AX          59  05
QSO: 14256 PH 2017-10-28 2047 ON4APU        59  14     K8AZ          59  04
QSO: 14235 PH 2017-10-28 2048 ON4APU        59  14     W5MX          59  04
QSO:  1879 PH 2017-10-28 2101 ON4APU        59  14     HB9DUR        59  14
QSO:  1855 PH 2017-10-28 2103 ON4APU        59  14     LY7Z          59  15
QSO:  1873 PH 2017-10-28 2104 ON4APU        59  14     PI4M          59  14
QSO:  1920 PH 2017-10-28 2106 ON4APU        59  14     5P2C          59  14
QSO:  1883 PH 2017-10-28 2111 ON4APU        59  14     LA5YJ         59  14
QSO:  1840 PH 2017-10-28 2115 ON4APU        59  14     UR5AS         59  16
QSO:  3740 PH 2017-10-28 2120 ON4APU        59  14     SO40SONDA     59  15
QSO:  3782 PH 2017-10-28 2122 ON4APU        59  14     EF9R          59  33
QSO:  3629 PH 2017-10-28 2124 ON4APU        59  14     GW9J          59  14
QSO:  3652 PH 2017-10-28 2125 ON4APU        59  14     DM4X          59  14
QSO:  3707 PH 2017-10-28 2128 ON4APU        59  14     OZ6OM         59  14
QSO:  3732 PH 2017-10-28 2129 ON4APU        59  14     HB9FPS        59  14
QSO:  3755 PH 2017-10-28 2130 ON4APU        59  14     F8KCF         59  14
QSO:  3799 PH 2017-10-28 2131 ON4APU        59  14     DF0HQ         59  14
QSO:  3635 PH 2017-10-28 2133 ON4APU        59  14     SK7K          59  14
QSO:  3611 PH 2017-10-28 2133 ON4APU        59  14     OH5BM         59  15
QSO:  3657 PH 2017-10-28 2135 ON4APU        59  14     MI0SLE        59  14
QSO:  3796 PH 2017-10-28 2135 ON4APU        59  14     EW6W          59  16
QSO:  3647 PH 2017-10-28 2144 ON4APU        59  14     DF0SAX        59  14
QSO:  3608 PH 2017-10-28 2145 ON4APU        59  14     OH8WW         59  15
QSO:  3620 PH 2017-10-28 2146 ON4APU        59  14     TF3T          59  40
QSO:  3626 PH 2017-10-28 2148 ON4APU        59  14     OK2KOJ        59  15
QSO:  3642 PH 2017-10-28 2151 ON4APU        59  14     TM0R          59  14
QSO:  1874 PH 2017-10-28 2154 ON4APU        59  14     PI4COM        59  14
QSO:  1877 PH 2017-10-28 2157 ON4APU        59  14     DA0WRTC       59  14
QSO:  1859 PH 2017-10-28 2205 ON4APU        59  14     EW6W          59  16
QSO: 21423 PH 2017-10-29 0838 ON4APU        59  14     AH0K          59  27
QSO: 21393 PH 2017-10-29 0839 ON4APU        59  14     JF8OPL        59  25
QSO: 21155 PH 2017-10-29 0903 ON4APU        59  14     UA0SE         59  18
QSO: 21208 PH 2017-10-29 0913 ON4APU        59  14     7Z1SJ         59  21
QSO: 21215 PH 2017-10-29 0915 ON4APU        59  14     A61HA         59  21
QSO: 21219 PH 2017-10-29 0915 ON4APU        59  14     UA7K          59  16
QSO: 14131 PH 2017-10-29 0925 ON4APU        59  14     ON4TO         59  14
QSO: 21257 PH 2017-10-29 0931 ON4APU        59  14     SV8DTD        59  20
QSO: 21264 PH 2017-10-29 0933 ON4APU        59  14     RM4HZ         59  16
QSO: 14275 PH 2017-10-29 0941 ON4APU        59  14     SZ5RDS        59  20
QSO: 21256 PH 2017-10-29 0943 ON4APU        59  14     TF3CW         59  40
QSO: 21150 PH 2017-10-29 0951 ON4APU        59  14     RA3Y          59  16
QSO: 21157 PH 2017-10-29 0952 ON4APU        59  14     EA7ZY         59  14
QSO: 21162 PH 2017-10-29 0952 ON4APU        59  14     EA4SV         59  14
QSO: 21174 PH 2017-10-29 0954 ON4APU        59  14     RC3W          59  16
QSO: 21172 PH 2017-10-29 0955 ON4APU        59  14     ED9E          59  33
QSO: 21207 PH 2017-10-29 0956 ON4APU        59  14     RW1CW         59  16
QSO: 21211 PH 2017-10-29 0956 ON4APU        59  14     UW1M          59  16
QSO: 21218 PH 2017-10-29 0958 ON4APU        59  14     RM3A          59  16
QSO: 21220 PH 2017-10-29 0958 ON4APU        59  14     UR7R          59  16
QSO: 21211 PH 2017-10-29 0959 ON4APU        59  14     R2VA          59  16
QSO: 21231 PH 2017-10-29 1000 ON4APU        59  14     UA3VFS        59  16
QSO: 21236 PH 2017-10-29 1001 ON4APU        59  14     RT4D          59  16
QSO: 21255 PH 2017-10-29 1004 ON4APU        59  14     YP3A          59  20
QSO: 21377 PH 2017-10-29 1028 ON4APU        59  14     AH2R          59  27
QSO: 21389 PH 2017-10-29 1034 ON4APU        59  14     VU2RCT        59  22
QSO: 21183 PH 2017-10-29 1049 ON4APU        59  14     A61EK         59  21
QSO: 21137 PH 2017-10-29 1051 ON4APU        59  14     YO4NF         59  20
QSO: 21134 PH 2017-10-29 1053 ON4APU        59  14     LZ4AW         59  20
QSO: 21140 PH 2017-10-29 1055 ON4APU        59  14     F2YT          59  14
QSO: 21153 PH 2017-10-29 1056 ON4APU        59  14     R8WF          59  16
QSO: 21161 PH 2017-10-29 1057 ON4APU        59  14     UY2UQ         59  16
QSO: 21170 PH 2017-10-29 1058 ON4APU        59  14     RA6CA         59  16
QSO: 21180 PH 2017-10-29 1101 ON4APU        59  14     HS5SRH        59  26
QSO: 21192 PH 2017-10-29 1102 ON4APU        59  14     EE7P          59  14
QSO: 21205 PH 2017-10-29 1104 ON4APU        59  14     RU3C          59  16
QSO: 21232 PH 2017-10-29 1106 ON4APU        59  14     RK8I          59  18
QSO: 21238 PH 2017-10-29 1107 ON4APU        59  14     R2AD          59  16
QSO: 21333 PH 2017-10-29 1113 ON4APU        59  14     RK3DT         59  16
QSO: 21345 PH 2017-10-29 1115 ON4APU        59  14     UY1HY         59  16
QSO: 21343 PH 2017-10-29 1115 ON4APU        59  14     RN4ACX        59  16
QSO: 21350 PH 2017-10-29 1116 ON4APU        59  14     UC5G          59  16
QSO: 21321 PH 2017-10-29 1126 ON4APU        59  14     Z61DX         59  15
QSO: 21327 PH 2017-10-29 1129 ON4APU        59  14     6W1SU         59  35
