START-OF-LOG: 3.0
CREATED-BY: DXLog.net v2.6.25
CONTEST: EUDXC
CALLSIGN: OK1DOL
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-POWER:
CATEGORY-BAND: 80M
CATEGORY-MODE: MIXED
CLAIMED-SCORE: 1303456
NAME: Libor Kule
CERTIFICATE: YES
SOAPBOX: FT1000MP MarkV, PA Acom 1500 - 1kW, dipol, beverages
QSO:  3756 PH 2026-02-07 1657 OK1DOL        59  CZ10   DL4SKH        59  DE14   
QSO:  3756 PH 2026-02-07 1658 OK1DOL        59  CZ10   SN6U          59  PL05   
QSO:  3756 PH 2026-02-07 1659 OK1DOL        59  CZ10   DL6KWN        59  DE09   
QSO:  3756 PH 2026-02-07 1700 OK1DOL        59  CZ10   DO3TX         59  DE14   
QSO:  3758 PH 2026-02-07 1702 OK1DOL        59  CZ10   OM6TX         59  SK05   
QSO:  3758 PH 2026-02-07 1704 OK1DOL        59  CZ10   IZ2FOS        59  IT11   
QSO:  3758 PH 2026-02-07 1704 OK1DOL        59  CZ10   DL3KF         59  DE08   
QSO:  3758 PH 2026-02-07 1705 OK1DOL        59  CZ10   DO3LZ         59  DE11   
QSO:  3758 PH 2026-02-07 1706 OK1DOL        59  CZ10   DO5MST        59  DE15   
QSO:  3758 PH 2026-02-07 1707 OK1DOL        59  CZ10   SE4E          59  SE16   
QSO:  3758 PH 2026-02-07 1708 OK1DOL        59  CZ10   SQ3M          59  PL01   
QSO:  3758 PH 2026-02-07 1708 OK1DOL        59  CZ10   DO3SMR        59  DE01   
QSO:  3758 PH 2026-02-07 1709 OK1DOL        59  CZ10   HG1W          59  HU06   
QSO:  3758 PH 2026-02-07 1709 OK1DOL        59  CZ10   OZ1KVM        59  DK05   
QSO:  3758 PH 2026-02-07 1710 OK1DOL        59  CZ10   HB9GPG        59  28     
QSO:  3758 PH 2026-02-07 1711 OK1DOL        59  CZ10   S51YI         59  SI02   
QSO:  3758 PH 2026-02-07 1712 OK1DOL        59  CZ10   DA6KK         59  DE10   
QSO:  3758 PH 2026-02-07 1712 OK1DOL        59  CZ10   IQ3ME         59  IT21   
QSO:  3758 PH 2026-02-07 1713 OK1DOL        59  CZ10   SP7OGI        59  PL04   
QSO:  3758 PH 2026-02-07 1715 OK1DOL        59  CZ10   IK8RIH        59  IT05   
QSO:  3758 PH 2026-02-07 1715 OK1DOL        59  CZ10   IQ3RP         59  IT21   
QSO:  3758 PH 2026-02-07 1716 OK1DOL        59  CZ10   DO2RG         59  DE14   
QSO:  3758 PH 2026-02-07 1716 OK1DOL        59  CZ10   8S0C          59  SE01   
QSO:  3758 PH 2026-02-07 1717 OK1DOL        59  CZ10   OE4AWJ        59  AT04   
QSO:  3758 PH 2026-02-07 1717 OK1DOL        59  CZ10   DK9BM         59  DE10   
QSO:  3758 PH 2026-02-07 1718 OK1DOL        59  CZ10   HA5VA         59  HU02   
QSO:  3758 PH 2026-02-07 1718 OK1DOL        59  CZ10   IZ1GQI        59  IT14   
QSO:  3758 PH 2026-02-07 1719 OK1DOL        59  CZ10   F4LQA         59  FR08   
QSO:  3758 PH 2026-02-07 1719 OK1DOL        59  CZ10   DK9BTX        59  DE05   
QSO:  3758 PH 2026-02-07 1719 OK1DOL        59  CZ10   IU8RIA        59  IT05   
QSO:  3758 PH 2026-02-07 1719 OK1DOL        59  CZ10   DL9HCO        59  DE15   
QSO:  3758 PH 2026-02-07 1720 OK1DOL        59  CZ10   GM4B          59  27     
QSO:  3758 PH 2026-02-07 1721 OK1DOL        59  CZ10   SQ9XPM        59  PL12   
QSO:  3758 PH 2026-02-07 1723 OK1DOL        59  CZ10   DA6YMB        59  DE07   
QSO:  3758 PH 2026-02-07 1723 OK1DOL        59  CZ10   DG7N          59  DE10   
QSO:  3758 PH 2026-02-07 1724 OK1DOL        59  CZ10   F5MNC         59  FR04   
QSO:  3758 PH 2026-02-07 1724 OK1DOL        59  CZ10   SP4AWE        59  PL10   
QSO:  3758 PH 2026-02-07 1725 OK1DOL        59  CZ10   IQ1RF         59  IT14   
QSO:  3758 PH 2026-02-07 1726 OK1DOL        59  CZ10   HB9OAU        59  28     
QSO:  3758 PH 2026-02-07 1727 OK1DOL        59  CZ10   LZ2OG         59  BG01   
QSO:  3758 PH 2026-02-07 1727 OK1DOL        59  CZ10   DD0VE         59  DE13   
QSO:  3758 PH 2026-02-07 1729 OK1DOL        59  CZ10   OK1TAZ        59  CZ11   
QSO:  3758 PH 2026-02-07 1730 OK1DOL        59  CZ10   5P5H          59  DK01   
QSO:  3758 PH 2026-02-07 1731 OK1DOL        59  CZ10   F4CHC         59  FR07   
QSO:  3758 PH 2026-02-07 1732 OK1DOL        59  CZ10   SP9MAI        59  PL12   
QSO:  3758 PH 2026-02-07 1734 OK1DOL        59  CZ10   OT1X          59  BE05   
QSO:  3758 PH 2026-02-07 1734 OK1DOL        59  CZ10   DL6MRM        59  DE14   
QSO:  3758 PH 2026-02-07 1735 OK1DOL        59  CZ10   S57JHH        59  SI04   
QSO:  3758 PH 2026-02-07 1736 OK1DOL        59  CZ10   SP9RQH        59  PL03   
QSO:  3758 PH 2026-02-07 1736 OK1DOL        59  CZ10   HB9SHI        59  28     
QSO:  3758 PH 2026-02-07 1736 OK1DOL        59  CZ10   DG0OCY        59  DE16   
QSO:  3758 PH 2026-02-07 1737 OK1DOL        59  CZ10   OZ1KKH        59  DK02   
QSO:  3758 PH 2026-02-07 1737 OK1DOL        59  CZ10   DF8TT         59  DE02   
QSO:  3758 PH 2026-02-07 1738 OK1DOL        59  CZ10   HB9TXN        59  28     
QSO:  3758 PH 2026-02-07 1739 OK1DOL        59  CZ10   SP7OQI        59  PL04   
QSO:  3758 PH 2026-02-07 1740 OK1DOL        59  CZ10   G4XCV         59  27     
QSO:  3519 CW 2026-02-07 1752 OK1DOL        599 CZ10   ON/DL4JU      599 BE06   
QSO:  3519 CW 2026-02-07 1752 OK1DOL        599 CZ10   DM2DZM        599 DE13   
QSO:  3519 CW 2026-02-07 1753 OK1DOL        599 CZ10   HA3GO         599 HU06   
QSO:  3519 CW 2026-02-07 1753 OK1DOL        599 CZ10   DK7TY         599 DE03   
QSO:  3519 CW 2026-02-07 1753 OK1DOL        599 CZ10   OL4W          599 CZ06   
QSO:  3519 CW 2026-02-07 1754 OK1DOL        599 CZ10   HG8W          599 HU03   
QSO:  3519 CW 2026-02-07 1754 OK1DOL        599 CZ10   OK8SMS        599 CZ01   
QSO:  3519 CW 2026-02-07 1754 OK1DOL        599 CZ10   OM4WM         599 SK03   
QSO:  3519 CW 2026-02-07 1755 OK1DOL        599 CZ10   OK5SA         599 CZ03   
QSO:  3519 CW 2026-02-07 1755 OK1DOL        599 CZ10   DK8ZB         599 DE07   
QSO:  3519 CW 2026-02-07 1756 OK1DOL        599 CZ10   HA7WP         599 HU04   
QSO:  3519 CW 2026-02-07 1756 OK1DOL        599 CZ10   HA5OKU        599 HU04   
QSO:  3519 CW 2026-02-07 1757 OK1DOL        599 CZ10   HA6NL         599 HU01   
QSO:  3519 CW 2026-02-07 1757 OK1DOL        599 CZ10   HA9A          599 HU01   
QSO:  3519 CW 2026-02-07 1757 OK1DOL        599 CZ10   F6HBR         599 FR13   
QSO:  3519 CW 2026-02-07 1758 OK1DOL        599 CZ10   E7CW          599 28     
QSO:  3519 CW 2026-02-07 1758 OK1DOL        599 CZ10   SP4TKR        599 PL15   
QSO:  3519 CW 2026-02-07 1759 OK1DOL        599 CZ10   DM4KM         599 DE14   
QSO:  3519 CW 2026-02-07 1759 OK1DOL        599 CZ10   YO4BEX        599 RO02   
QSO:  3519 CW 2026-02-07 1800 OK1DOL        599 CZ10   YO2CJX        599 RO05   
QSO:  3519 CW 2026-02-07 1801 OK1DOL        599 CZ10   LZ8E          599 BG03   
QSO:  3519 CW 2026-02-07 1802 OK1DOL        599 CZ10   PA7BM         599 NL04   
QSO:  3519 CW 2026-02-07 1802 OK1DOL        599 CZ10   LY9A          599 LT01   
QSO:  3519 CW 2026-02-07 1803 OK1DOL        599 CZ10   SP2QG         599 PL02   
QSO:  3519 CW 2026-02-07 1804 OK1DOL        599 CZ10   OK8IF         599 CZ03   
QSO:  3519 CW 2026-02-07 1804 OK1DOL        599 CZ10   DK3GI         599 DE02   
QSO:  3528 CW 2026-02-07 1805 OK1DOL        599 CZ10   OL5Y          599 CZ11   
QSO:  3519 CW 2026-02-07 1805 OK1DOL        599 CZ10   SF6J          599 SE12   
QSO:  3522 CW 2026-02-07 1806 OK1DOL        599 CZ10   ON5WL         599 BE04   
QSO:  3519 CW 2026-02-07 1807 OK1DOL        599 CZ10   SP9XCN        599 PL12   
QSO:  3519 CW 2026-02-07 1807 OK1DOL        599 CZ10   YU0X          599 28     
QSO:  3519 CW 2026-02-07 1809 OK1DOL        599 CZ10   HA7RJA        599 HU04   
QSO:  3519 CW 2026-02-07 1809 OK1DOL        599 CZ10   EW2ES         599 29     
QSO:  3519 CW 2026-02-07 1810 OK1DOL        599 CZ10   ON5JT         599 BE08   
QSO:  3519 CW 2026-02-07 1810 OK1DOL        599 CZ10   DA0BCC        599 DE02   
QSO:  3519 CW 2026-02-07 1811 OK1DOL        599 CZ10   YU5T          599 28     
QSO:  3525 CW 2026-02-07 1812 OK1DOL        599 CZ10   YO7CW         599 RO03   
QSO:  3519 CW 2026-02-07 1813 OK1DOL        599 CZ10   YR8R          599 RO01   
QSO:  3519 CW 2026-02-07 1813 OK1DOL        599 CZ10   DA3M          599 DE09   
QSO:  3519 CW 2026-02-07 1814 OK1DOL        599 CZ10   S53F          599 SI02   
QSO:  3519 CW 2026-02-07 1814 OK1DOL        599 CZ10   OL8M          599 CZ10   
QSO:  3519 CW 2026-02-07 1814 OK1DOL        599 CZ10   IN3OWY        599 IT18   
QSO:  3519 CW 2026-02-07 1815 OK1DOL        599 CZ10   DL5MY         599 DE04   
QSO:  3519 CW 2026-02-07 1815 OK1DOL        599 CZ10   EA3C          599 ES02   
QSO:  3519 CW 2026-02-07 1816 OK1DOL        599 CZ10   LY3NX         599 LT02   
QSO:  3502 CW 2026-02-07 1818 OK1DOL        599 CZ10   P3X           599 CY05   
QSO:  3519 CW 2026-02-07 1818 OK1DOL        599 CZ10   HA7UI         599 HU04   
QSO:  3519 CW 2026-02-07 1818 OK1DOL        599 CZ10   SK5A          599 SE15   
QSO:  3519 CW 2026-02-07 1819 OK1DOL        599 CZ10   LY5G          599 LT04   
QSO:  3519 CW 2026-02-07 1819 OK1DOL        599 CZ10   DL4DTL        599 DE01   
QSO:  3519 CW 2026-02-07 1821 OK1DOL        599 CZ10   DL1JDQ        599 DE13   
QSO:  3535 CW 2026-02-07 1821 OK1DOL        599 CZ10   9A7V          599 HR05   
QSO:  3519 CW 2026-02-07 1822 OK1DOL        599 CZ10   YR8R          599 RO01   
QSO:  3519 CW 2026-02-07 1822 OK1DOL        599 CZ10   R7MM          599 29     
QSO:  3519 CW 2026-02-07 1823 OK1DOL        599 CZ10   GM2S          599 27     
QSO:  3519 CW 2026-02-07 1824 OK1DOL        599 CZ10   EA5OH         599 ES04   
QSO:  3519 CW 2026-02-07 1824 OK1DOL        599 CZ10   LZ5R          599 BG06   
QSO:  3519 CW 2026-02-07 1825 OK1DOL        599 CZ10   UA9CTT        599 30     
QSO:  3519 CW 2026-02-07 1825 OK1DOL        599 CZ10   DL1EKO        599 DE09   
QSO:  3519 CW 2026-02-07 1826 OK1DOL        599 CZ10   SQ6MIH        599 PL05   
QSO:  3524 CW 2026-02-07 1828 OK1DOL        599 CZ10   OK2IW         599 CZ08   
QSO:  3520 CW 2026-02-07 1829 OK1DOL        599 CZ10   IT9/DK6XZ     599 IT16   
QSO:  3519 CW 2026-02-07 1829 OK1DOL        599 CZ10   UR2Y          599 29     
QSO:  3519 CW 2026-02-07 1830 OK1DOL        599 CZ10   DK5WO         599 DE10   
QSO:  3519 CW 2026-02-07 1830 OK1DOL        599 CZ10   R7TD          599 29     
QSO:  3519 CW 2026-02-07 1831 OK1DOL        599 CZ10   IU8RQW        599 IT05   
QSO:  3519 CW 2026-02-07 1831 OK1DOL        599 CZ10   RG9A          599 30     
QSO:  3519 CW 2026-02-07 1832 OK1DOL        599 CZ10   F5SGI         599 FR03   
QSO:  3519 CW 2026-02-07 1832 OK1DOL        599 CZ10   RA7R          599 29     
QSO:  3519 CW 2026-02-07 1833 OK1DOL        599 CZ10   HA5BA         599 HU04   
QSO:  3519 CW 2026-02-07 1833 OK1DOL        599 CZ10   E77F          599 28     
QSO:  3519 CW 2026-02-07 1834 OK1DOL        599 CZ10   DK1FY         599 DE08   
QSO:  3519 CW 2026-02-07 1835 OK1DOL        599 CZ10   IU0DHV/6      599 IT01   
QSO:  3519 CW 2026-02-07 1835 OK1DOL        599 CZ10   PA6AA         599 NL01   
QSO:  3519 CW 2026-02-07 1836 OK1DOL        599 CZ10   SM5CSS        599 SE02   
QSO:  3519 CW 2026-02-07 1839 OK1DOL        599 CZ10   EA5ITT        599 ES04   
QSO:  3526 CW 2026-02-07 1840 OK1DOL        599 CZ10   PA4O          599 NL05   
QSO:  3519 CW 2026-02-07 1840 OK1DOL        599 CZ10   E7Y           599 28     
QSO:  3519 CW 2026-02-07 1841 OK1DOL        599 CZ10   LY6A          599 LT03   
QSO:  3519 CW 2026-02-07 1841 OK1DOL        599 CZ10   S52P          599 SI04   
QSO:  3511 CW 2026-02-07 1842 OK1DOL        599 CZ10   4U1A          599 AT01   
QSO:  3519 CW 2026-02-07 1842 OK1DOL        599 CZ10   DL4ME         599 DE16   
QSO:  3519 CW 2026-02-07 1843 OK1DOL        599 CZ10   DL2LQC        599 DE14   
QSO:  3519 CW 2026-02-07 1844 OK1DOL        599 CZ10   PA0RDT        599 NL12   
QSO:  3529 CW 2026-02-07 1844 OK1DOL        599 CZ10   HA2VH         599 HU05   
QSO:  3519 CW 2026-02-07 1845 OK1DOL        599 CZ10   IQ3RK         599 IT21   
QSO:  3519 CW 2026-02-07 1846 OK1DOL        599 CZ10   MM9I          599 27     
QSO:  3519 CW 2026-02-07 1846 OK1DOL        599 CZ10   OK1KKI        599 CZ02   
QSO:  3519 CW 2026-02-07 1846 OK1DOL        599 CZ10   R6BC          599 29     
QSO:  3519 CW 2026-02-07 1847 OK1DOL        599 CZ10   R2FG          599 29     
QSO:  3519 CW 2026-02-07 1847 OK1DOL        599 CZ10   OE5CYL        599 AT05   
QSO:  3519 CW 2026-02-07 1849 OK1DOL        599 CZ10   F6AUS         599 FR10   
QSO:  3519 CW 2026-02-07 1849 OK1DOL        599 CZ10   SP4JFR        599 PL15   
QSO:  3519 CW 2026-02-07 1849 OK1DOL        599 CZ10   M1X           599 27     
QSO:  3519 CW 2026-02-07 1849 OK1DOL        599 CZ10   SP8CGU        599 PL13   
QSO:  3519 CW 2026-02-07 1850 OK1DOL        599 CZ10   DK1IZ         599 DE15   
QSO:  3519 CW 2026-02-07 1850 OK1DOL        599 CZ10   LB1UK         599 18     
QSO:  3519 CW 2026-02-07 1851 OK1DOL        599 CZ10   RV3X/P        599 29     
QSO:  3519 CW 2026-02-07 1851 OK1DOL        599 CZ10   HG7B          599 HU04   
QSO:  3519 CW 2026-02-07 1853 OK1DOL        599 CZ10   SN9S          599 PL12   
QSO:  3519 CW 2026-02-07 1853 OK1DOL        599 CZ10   OK2BLD        599 CZ07   
QSO:  3519 CW 2026-02-07 1854 OK1DOL        599 CZ10   DD5KG         599 DE02   
QSO:  3522 CW 2026-02-07 1854 OK1DOL        599 CZ10   EA1X          599 ES05   
QSO:  3519 CW 2026-02-07 1855 OK1DOL        599 CZ10   SV9DJO        599 GR04   
QSO:  3519 CW 2026-02-07 1855 OK1DOL        599 CZ10   HB9BXE        599 28     
QSO:  3519 CW 2026-02-07 1856 OK1DOL        599 CZ10   OK1DEZ        599 CZ09   
QSO:  3519 CW 2026-02-07 1856 OK1DOL        599 CZ10   YO3GEK        599 RO02   
QSO:  3519 CW 2026-02-07 1857 OK1DOL        599 CZ10   DL8QS         599 DE05   
QSO:  3519 CW 2026-02-07 1858 OK1DOL        599 CZ10   UA1CUR        599 29     
QSO:  3519 CW 2026-02-07 1858 OK1DOL        599 CZ10   EW8DX         599 29     
QSO:  3519 CW 2026-02-07 1859 OK1DOL        599 CZ10   DL1MGB        599 DE02   
QSO:  3519 CW 2026-02-07 1900 OK1DOL        599 CZ10   YO6WAC        599 RO07   
QSO:  3519 CW 2026-02-07 1901 OK1DOL        599 CZ10   RM5F          599 29     
QSO:  3519 CW 2026-02-07 1901 OK1DOL        599 CZ10   YO4GO         599 RO02   
QSO:  3519 CW 2026-02-07 1901 OK1DOL        599 CZ10   9A2NB         599 HR04   
QSO:  3519 CW 2026-02-07 1902 OK1DOL        599 CZ10   OE3GAS        599 AT03   
QSO:  3519 CW 2026-02-07 1903 OK1DOL        599 CZ10   HA3GC         599 HU07   
QSO:  3519 CW 2026-02-07 1904 OK1DOL        599 CZ10   IK7MIY        599 IT03   
QSO:  3519 CW 2026-02-07 1905 OK1DOL        599 CZ10   UR7MZ         599 29     
QSO:  3528 CW 2026-02-07 1907 OK1DOL        599 CZ10   PA3DBS        599 NL07   
QSO:  3524 CW 2026-02-07 1907 OK1DOL        599 CZ10   OK2BFN        599 CZ13   
QSO:  3759 PH 2026-02-07 1910 OK1DOL        59  CZ10   DL4LT         59  DE07   
QSO:  3759 PH 2026-02-07 1910 OK1DOL        59  CZ10   SP4CUF        59  PL15   
QSO:  3759 PH 2026-02-07 1910 OK1DOL        59  CZ10   SP9RZ         59  PL03   
QSO:  3759 PH 2026-02-07 1912 OK1DOL        59  CZ10   SO7E          59  PL04   
QSO:  3759 PH 2026-02-07 1912 OK1DOL        59  CZ10   OH8JIX        59  FI08   
QSO:  3759 PH 2026-02-07 1914 OK1DOL        59  CZ10   OM1BC         59  SK01   
QSO:  3759 PH 2026-02-07 1914 OK1DOL        59  CZ10   E70T          59  28     
QSO:  3759 PH 2026-02-07 1915 OK1DOL        59  CZ10   IU0DHV/6      59  IT01   
QSO:  3759 PH 2026-02-07 1915 OK1DOL        59  CZ10   SV2SIB        59  GR03   
QSO:  3759 PH 2026-02-07 1915 OK1DOL        59  CZ10   DK9MAT        59  DE01   
QSO:  3759 PH 2026-02-07 1916 OK1DOL        59  CZ10   DL8LSK        59  DE16   
QSO:  3759 PH 2026-02-07 1916 OK1DOL        59  CZ10   SE2P          59  SE20   
QSO:  3759 PH 2026-02-07 1917 OK1DOL        59  CZ10   DB5SM         59  DE02   
QSO:  3759 PH 2026-02-07 1917 OK1DOL        59  CZ10   YT2PIA        59  28     
QSO:  3759 PH 2026-02-07 1917 OK1DOL        59  CZ10   IZ3LEY        59  IT21   
QSO:  3759 PH 2026-02-07 1917 OK1DOL        59  CZ10   SQ9CXC        59  PL12   
QSO:  3759 PH 2026-02-07 1918 OK1DOL        59  CZ10   RA9AU         59  30     
QSO:  3759 PH 2026-02-07 1918 OK1DOL        59  CZ10   DN1NE         59  DE02   
QSO:  3759 PH 2026-02-07 1918 OK1DOL        59  CZ10   IU5VMC        59  IT19   
QSO:  3759 PH 2026-02-07 1919 OK1DOL        59  CZ10   IK3OYY        59  IT21   
QSO:  3759 PH 2026-02-07 1919 OK1DOL        59  CZ10   SP2AWJ        59  PL02   
QSO:  3759 PH 2026-02-07 1920 OK1DOL        59  CZ10   DO5STS        59  DE08   
QSO:  3759 PH 2026-02-07 1920 OK1DOL        59  CZ10   DH6MB         59  DE10   
QSO:  3759 PH 2026-02-07 1921 OK1DOL        59  CZ10   OM1BAT        59  SK01   
QSO:  3759 PH 2026-02-07 1921 OK1DOL        59  CZ10   DO2CE         59  DE14   
QSO:  3759 PH 2026-02-07 1921 OK1DOL        59  CZ10   SK5A          59  SE15   
QSO:  3759 PH 2026-02-07 1922 OK1DOL        59  CZ10   IU1TLD        59  IT14   
QSO:  3759 PH 2026-02-07 1923 OK1DOL        59  CZ10   YT1WA         59  28     
QSO:  3759 PH 2026-02-07 1926 OK1DOL        59  CZ10   SM5JVF        59  SE15   
QSO:  3759 PH 2026-02-07 1927 OK1DOL        59  CZ10   3V8LL         59  37     
QSO:  3759 PH 2026-02-07 1927 OK1DOL        59  CZ10   OK1JAH        59  CZ14   
QSO:  3759 PH 2026-02-07 1927 OK1DOL        59  CZ10   9A2NB         59  HR04   
QSO:  3759 PH 2026-02-07 1928 OK1DOL        59  CZ10   ES3YJ         59  EE03   
QSO:  3759 PH 2026-02-07 1929 OK1DOL        59  CZ10   HA5NX         59  HU04   
QSO:  3759 PH 2026-02-07 1929 OK1DOL        59  CZ10   EW8TIC        59  29     
QSO:  3759 PH 2026-02-07 1930 OK1DOL        59  CZ10   RZ9WU         59  30     
QSO:  3519 CW 2026-02-07 1933 OK1DOL        599 CZ10   YO4SLL        599 RO02   
QSO:  3519 CW 2026-02-07 1933 OK1DOL        599 CZ10   R3ST          599 29     
QSO:  3519 CW 2026-02-07 1934 OK1DOL        599 CZ10   OK1FKD        599 CZ12   
QSO:  3519 CW 2026-02-07 1935 OK1DOL        599 CZ10   DA2K          599 DE02   
QSO:  3519 CW 2026-02-07 1935 OK1DOL        599 CZ10   LY3CY         599 LT02   
QSO:  3519 CW 2026-02-07 1936 OK1DOL        599 CZ10   HA7MF         599 HU02   
QSO:  3519 CW 2026-02-07 1936 OK1DOL        599 CZ10   DK3PM         599 DE09   
QSO:  3519 CW 2026-02-07 1937 OK1DOL        599 CZ10   DL5MFW        599 DE02   
QSO:  3519 CW 2026-02-07 1937 OK1DOL        599 CZ10   RK3DK         599 29     
QSO:  3519 CW 2026-02-07 1937 OK1DOL        599 CZ10   PA3EWG        599 NL07   
QSO:  3519 CW 2026-02-07 1938 OK1DOL        599 CZ10   SN9A          599 PL12   
QSO:  3519 CW 2026-02-07 1938 OK1DOL        599 CZ10   YO4AAC        599 RO02   
QSO:  3519 CW 2026-02-07 1939 OK1DOL        599 CZ10   HA5AZC        599 HU04   
QSO:  3519 CW 2026-02-07 1939 OK1DOL        599 CZ10   DG1NPM        599 DE10   
QSO:  3519 CW 2026-02-07 1939 OK1DOL        599 CZ10   F5JU          599 FR03   
QSO:  3519 CW 2026-02-07 1940 OK1DOL        599 CZ10   HA5LA         599 HU04   
QSO:  3519 CW 2026-02-07 1940 OK1DOL        599 CZ10   PE2V          599 NL09   
QSO:  3519 CW 2026-02-07 1942 OK1DOL        599 CZ10   RK7X          599 29     
QSO:  3519 CW 2026-02-07 1942 OK1DOL        599 CZ10   RN5A          599 29     
QSO:  3519 CW 2026-02-07 1943 OK1DOL        599 CZ10   UW2U          599 29     
QSO:  3519 CW 2026-02-07 1944 OK1DOL        599 CZ10   S52AU         599 SI02   
QSO:  3519 CW 2026-02-07 1944 OK1DOL        599 CZ10   RK6O          599 29     
QSO:  3519 CW 2026-02-07 1945 OK1DOL        599 CZ10   DJ2TG         599 DE10   
QSO:  3519 CW 2026-02-07 1946 OK1DOL        599 CZ10   RL2Y          599 29     
QSO:  3519 CW 2026-02-07 1946 OK1DOL        599 CZ10   SD3A          599 SE18   
QSO:  3519 CW 2026-02-07 1947 OK1DOL        599 CZ10   OG7F          599 FI07   
QSO:  3519 CW 2026-02-07 1949 OK1DOL        599 CZ10   EA3O          599 ES02   
QSO:  3519 CW 2026-02-07 1949 OK1DOL        599 CZ10   IZ3XEF        599 IT21   
