START-OF-LOG: 3.0
CONTEST: CQ-WPX-RTTY
CALLSIGN: DL4ZA
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 357178
NAME: Wilhelm Ziesak
LOCATION: DX
OPERATORS: DL4ZA
CLUB: Bavarian Contest Club
CREATED-BY: RCKLog V3.27
SOAPBOX: Yaesu FTdx3000 - Icom IC2KL - stepp IR - Loop
QSO:  3583 RY 2020-02-08 0338 DL4ZA         599 027    UZ2HZ         599 159    0
QSO:  3583 RY 2020-02-08 0340 DL4ZA         599 028    UR3PA         599 056    0
QSO:  3583 RY 2020-02-08 0345 DL4ZA         599 029    HA1TIB        599 002    0
QSO:  3583 RY 2020-02-08 0347 DL4ZA         599 030    YL10VWO       599 146    0
QSO:  3583 RY 2020-02-08 0349 DL4ZA         599 031    DL3DW         599 086    0
QSO:  3583 RY 2020-02-08 0350 DL4ZA         599 032    ES9C          599 193    0
QSO:  3583 RY 2020-02-08 0355 DL4ZA         599 033    K3AJ          599 225    0
QSO:  3583 RY 2020-02-08 0356 DL4ZA         599 034    SQ2NNN        599 132    0
QSO:  3583 RY 2020-02-08 0358 DL4ZA         599 035    K2XR          599 160    0
QSO:  3583 RY 2020-02-08 0358 DL4ZA         599 036    LY7W          599 102    0
QSO:  3583 RY 2020-02-08 0359 DL4ZA         599 037    F1AKK         599 153    0
QSO:  3578 RY 2020-02-08 0412 DL4ZA         599 038    UA4M          599 325    0
QSO:  3578 RY 2020-02-08 0414 DL4ZA         599 039    YO4NF         599 184    0
QSO:  3578 RY 2020-02-08 0416 DL4ZA         599 040    ES2DJ         599 102    0
QSO:  7055 RY 2020-02-08 0425 DL4ZA         599 041    EB8AH         599 388    0
QSO:  7058 RY 2020-02-08 1113 DL4ZA         599 042    IW1PNJ        599 251    0
QSO:  7058 RY 2020-02-08 1113 DL4ZA         599 043    IU5ICR        599 183    0
QSO:  7058 RY 2020-02-08 1115 DL4ZA         599 044    G4ZOB         599 090    0
QSO:  7058 RY 2020-02-08 1116 DL4ZA         599 045    G3TXF         599 120    0
QSO:  7058 RY 2020-02-08 1117 DL4ZA         599 046    IZ4GOL        599 016    0
QSO:  7058 RY 2020-02-08 1117 DL4ZA         599 047    IT9VCE        599 080    0
QSO:  7058 RY 2020-02-08 1118 DL4ZA         599 048    DL3SYA        599 305    0
QSO:  7058 RY 2020-02-08 1119 DL4ZA         599 049    G3WYW         599 027    0
QSO:  7058 RY 2020-02-08 1119 DL4ZA         599 050    G4ZVB         599 041    0
QSO:  7058 RY 2020-02-08 1121 DL4ZA         599 051    9A3ZI         599 255    0
QSO:  7058 RY 2020-02-08 1123 DL4ZA         599 052    OH5UQ         599 143    0
QSO:  7058 RY 2020-02-08 1126 DL4ZA         599 053    IZ5EME        599 022    0
QSO:  7058 RY 2020-02-08 1130 DL4ZA         599 054    G4CXQ         599 004    0
QSO: 14079 RY 2020-02-08 1142 DL4ZA         599 055    RU4LM         599 227    0
QSO: 14080 RY 2020-02-08 1144 DL4ZA         599 056    RA3Y          599 415    0
QSO: 14081 RY 2020-02-08 1147 DL4ZA         599 057    ER5LL         599 082    0
QSO: 14082 RY 2020-02-08 1149 DL4ZA         599 058    RK3PWR        599 314    0
QSO: 14083 RY 2020-02-08 1150 DL4ZA         599 059    RT3P          599 445    0
QSO: 14085 RY 2020-02-08 1152 DL4ZA         599 060    EW7BA         599 350    0
QSO: 14084 RY 2020-02-08 1158 DL4ZA         599 061    SV1JFL        599 088    0
QSO: 14083 RY 2020-02-08 1201 DL4ZA         599 062    RA1QFU        599 151    0
QSO: 14083 RY 2020-02-08 1201 DL4ZA         599 063    EN5V          599 219    0
QSO: 14083 RY 2020-02-08 1202 DL4ZA         599 064    RW3LB         599 086    0
QSO: 14083 RY 2020-02-08 1203 DL4ZA         599 065    R7KO          599 215    0
QSO: 14083 RY 2020-02-08 1204 DL4ZA         599 066    OH9GIT        599 088    0
QSO: 14083 RY 2020-02-08 1206 DL4ZA         599 067    RG3T          599 058    0
QSO: 14084 RY 2020-02-08 1208 DL4ZA         599 068    UR5CN         599 254    0
QSO: 14085 RY 2020-02-08 1210 DL4ZA         599 069    YO3RU         599 219    0
QSO: 14085 RY 2020-02-08 1212 DL4ZA         599 070    I0WBX         599 361    0
QSO: 14086 RY 2020-02-08 1214 DL4ZA         599 071    YO3HOT        599 203    0
QSO: 14087 RY 2020-02-08 1219 DL4ZA         599 072    UW1M          599 877    0
QSO: 14087 RY 2020-02-08 1223 DL4ZA         599 073    UY5TE         599 114    0
QSO: 14090 RY 2020-02-08 1227 DL4ZA         599 074    IT9ZMX        599 426    0
QSO: 14093 RY 2020-02-08 1229 DL4ZA         599 075    R5AJ          599 349    0
QSO: 14095 RY 2020-02-08 1230 DL4ZA         599 076    RW3QM         599 019    0
QSO: 14095 RY 2020-02-08 1231 DL4ZA         599 077    UZ2I          599 874    0
QSO: 14097 RY 2020-02-08 1237 DL4ZA         599 078    UR5LY         599 082    0
QSO: 14097 RY 2020-02-08 1238 DL4ZA         599 079    UA4SJO        599 117    0
QSO: 14099 RY 2020-02-08 1243 DL4ZA         599 080    EU6O          599 151    0
QSO: 14107 RY 2020-02-08 1245 DL4ZA         599 081    UA4M          599 806    0
QSO: 14108 RY 2020-02-08 1246 DL4ZA         599 082    RK3DXW        599 146    0
QSO: 14109 RY 2020-02-08 1247 DL4ZA         599 083    UT5EPP        599 418    0
QSO: 14109 RY 2020-02-08 1249 DL4ZA         599 084    UT8IM         599 344    0
QSO: 14109 RY 2020-02-08 1256 DL4ZA         599 085    YB0NDT        599 482    0
QSO: 14115 RY 2020-02-08 1257 DL4ZA         599 086    UY5ZZ         599 153    0
QSO: 14119 RY 2020-02-08 1321 DL4ZA         599 087    UT2EF         599 152    0
QSO: 14117 RY 2020-02-08 1331 DL4ZA         599 088    GM9A          599 149    0
QSO: 14118 RY 2020-02-08 1342 DL4ZA         599 089    EA7Z          599 073    0
QSO: 14116 RY 2020-02-08 1346 DL4ZA         599 090    AA3B          599 848    0
QSO: 14115 RY 2020-02-08 1352 DL4ZA         599 091    OA5D          599 449    0
QSO: 14114 RY 2020-02-08 1356 DL4ZA         599 092    9A1A          599 367    0
QSO: 14113 RY 2020-02-08 1359 DL4ZA         599 093    UT4LW         599 620    0
QSO: 14113 RY 2020-02-08 1402 DL4ZA         599 094    W1ARY         599 106    0
QSO: 14108 RY 2020-02-08 1413 DL4ZA         599 095    NG1R          599 205    0
QSO: 14108 RY 2020-02-08 1415 DL4ZA         599 096    K3ABE         599 573    0
QSO: 14108 RY 2020-02-08 1417 DL4ZA         599 097    VE3DZ         599 211    0
QSO: 14107 RY 2020-02-08 1420 DL4ZA         599 098    SV1JG         599 183    0
QSO: 14100 RY 2020-02-08 1422 DL4ZA         599 099    IP9IPY        599 250    0
QSO: 14099 RY 2020-02-08 1425 DL4ZA         599 100    K2ADA         599 097    0
QSO: 14098 RY 2020-02-08 1426 DL4ZA         599 101    NX5O          599 297    0
QSO: 14098 RY 2020-02-08 1428 DL4ZA         599 102    DP7D          599 336    0
QSO: 14096 RY 2020-02-08 1450 DL4ZA         599 103    OH3OJ         599 603    0
QSO: 14096 RY 2020-02-08 1459 DL4ZA         599 104    IQ1RY         599 556    0
QSO: 14097 RY 2020-02-08 1501 DL4ZA         599 105    TA4RC         599 076    0
QSO: 14095 RY 2020-02-08 1503 DL4ZA         599 106    EM2G          599 305    0
QSO: 14094 RY 2020-02-08 1506 DL4ZA         599 107    R3WA          599 146    0
QSO: 14094 RY 2020-02-08 1511 DL4ZA         599 108    NS2N          599 142    0
QSO: 14094 RY 2020-02-08 1512 DL4ZA         599 109    AC3BU         599 138    0
QSO: 14094 RY 2020-02-08 1512 DL4ZA         599 110    UR4EI         599 158    0
QSO: 14091 RY 2020-02-08 1529 DL4ZA         599 111    AA2MF         599 584    0
QSO: 14090 RY 2020-02-08 1535 DL4ZA         599 112    AC4CA         599 589    0
QSO: 14110 RY 2020-02-08 1546 DL4ZA         599 113    N5KWN         599 146    0
QSO: 14110 RY 2020-02-08 1548 DL4ZA         599 114    KE1S          599 261    0
QSO: 14110 RY 2020-02-08 1549 DL4ZA         599 115    W6NWS         599 149    0
QSO: 14110 RY 2020-02-08 1552 DL4ZA         599 116    K8AJS         599 065    0
QSO: 14110 RY 2020-02-08 1556 DL4ZA         599 117    N5HC          599 467    0
QSO: 14110 RY 2020-02-08 1557 DL4ZA         599 118    K2XR          599 342    0
QSO: 14110 RY 2020-02-08 1558 DL4ZA         599 119    WB4YDY        599 239    0
QSO: 14110 RY 2020-02-08 1728 DL4ZA         599 120    W4GKM         599 675    0
QSO: 14110 RY 2020-02-08 1730 DL4ZA         599 121    WV1K          599 347    0
QSO: 14108 RY 2020-02-08 1734 DL4ZA         599 122    W9ILY         599 217    0
QSO: 14094 RY 2020-02-08 1739 DL4ZA         599 123    K2LNS         599 193    0
QSO:  3577 RY 2020-02-08 1748 DL4ZA         599 124    SD5X          599 113    0
QSO:  3578 RY 2020-02-08 1752 DL4ZA         599 125    ER1OO         599 213    0
QSO:  3580 RY 2020-02-08 1755 DL4ZA         599 126    LZ33E         599 258    0
QSO:  3583 RY 2020-02-08 1757 DL4ZA         599 127    SP2KJH        599 049    0
QSO:  3585 RY 2020-02-08 1802 DL4ZA         599 128    SP95IARU      599 104    0
QSO:  3585 RY 2020-02-08 1809 DL4ZA         599 129    HG8R          599 815    0
QSO:  3586 RY 2020-02-08 1811 DL4ZA         599 130    DQ6Q          599 071    0
QSO:  3587 RY 2020-02-08 1818 DL4ZA         599 131    UW3G          599 332    0
QSO:  3588 RY 2020-02-08 1823 DL4ZA         599 132    LZ7A          599 827    0
QSO:  3590 RY 2020-02-08 1825 DL4ZA         599 133    IZ0KBR        599 439    0
QSO:  3591 RY 2020-02-08 1826 DL4ZA         599 134    OM0M          599 414    0
QSO:  3592 RY 2020-02-08 1828 DL4ZA         599 135    DL3BQA        599 382    0
QSO:  3592 RY 2020-02-08 1830 DL4ZA         599 136    UZ2I          599 1206   0
QSO:  3593 RY 2020-02-08 1833 DL4ZA         599 137    9A5AAX        599 611    0
QSO:  3594 RY 2020-02-08 1835 DL4ZA         599 138    I4AVG         599 496    0
QSO:  3595 RY 2020-02-08 1842 DL4ZA         599 139    SV1ABB        599 117    0
QSO:  3596 RY 2020-02-08 1843 DL4ZA         599 140    IK3SSJ        599 188    0
QSO:  3598 RY 2020-02-08 1850 DL4ZA         599 141    UV5U          599 578    0
QSO:  3598 RY 2020-02-08 1852 DL4ZA         599 142    S57X          599 039    0
QSO:  3600 RY 2020-02-08 1858 DL4ZA         599 143    UT4RZ         599 467    0
QSO:  3601 RY 2020-02-08 1900 DL4ZA         599 144    HF95IARU      599 152    0
QSO:  3602 RY 2020-02-08 1901 DL4ZA         599 145    S55BA         599 257    0
QSO:  3602 RY 2020-02-08 1911 DL4ZA         599 146    IU1JCZ        599 295    0
QSO:  3603 RY 2020-02-08 1912 DL4ZA         599 147    OL4C          599 534    0
QSO:  3606 RY 2020-02-08 1918 DL4ZA         599 148    E77EA         599 139    0
QSO:  3606 RY 2020-02-08 1919 DL4ZA         599 149    OM3RM         599 546    0
QSO:  3606 RY 2020-02-08 1923 DL4ZA         599 150    SQ5NAE        599 238    0
QSO:  3610 RY 2020-02-08 1925 DL4ZA         599 151    I2WIJ         599 509    0
QSO:  3611 RY 2020-02-08 1928 DL4ZA         599 152    9A7T          599 717    0
QSO:  3612 RY 2020-02-08 1931 DL4ZA         599 153    OZ11A         599 622    0
QSO:  3613 RY 2020-02-08 1936 DL4ZA         599 154    EA5HYJ        599 156    0
QSO:  3614 RY 2020-02-08 1941 DL4ZA         599 155    SE4E          599 496    0
QSO:  3616 RY 2020-02-08 1942 DL4ZA         599 156    SM5ILE        599 424    0
QSO:  3618 RY 2020-02-08 1945 DL4ZA         599 157    I1WXY         599 305    0
QSO:  3619 RY 2020-02-08 1951 DL4ZA         599 158    E79D          599 263    0
QSO:  3619 RY 2020-02-08 1953 DL4ZA         599 159    EW4R          599 075    0
QSO:  7056 RY 2020-02-08 2004 DL4ZA         599 160    EC5V          599 1221   0
QSO:  7056 RY 2020-02-08 2007 DL4ZA         599 161    EB5A          599 157    0
QSO:  7047 RY 2020-02-08 2021 DL4ZA         599 162    RW0A          599 614    0
QSO:  3617 RY 2020-02-08 2028 DL4ZA         599 163    LY7T          599 114    0
QSO:  3613 RY 2020-02-08 2032 DL4ZA         599 164    SP4W          599 265    0
QSO:  3612 RY 2020-02-08 2034 DL4ZA         599 165    EA4AOC        599 157    0
QSO:  3610 RY 2020-02-08 2038 DL4ZA         599 166    OK2EA         599 248    0
QSO:  3610 RY 2020-02-08 2040 DL4ZA         599 167    YL9T          599 152    0
QSO:  3605 RY 2020-02-08 2045 DL4ZA         599 168    OZ1DAE        599 355    0
QSO:  3605 RY 2020-02-08 2047 DL4ZA         599 169    CR3DX         599 556    0
QSO:  3604 RY 2020-02-08 2048 DL4ZA         599 170    S51A          599 418    0
QSO:  3603 RY 2020-02-08 2049 DL4ZA         599 171    SP90PZK       599 035    0
QSO:  3602 RY 2020-02-08 2050 DL4ZA         599 172    HG8C          599 297    0
QSO:  3602 RY 2020-02-08 2053 DL4ZA         599 173    SN7Q          599 1313   0
QSO:  3601 RY 2020-02-08 2056 DL4ZA         599 174    OL9A          599 691    0
QSO:  3598 RY 2020-02-08 2103 DL4ZA         599 175    OK6T          599 435    0
QSO:  3597 RY 2020-02-08 2108 DL4ZA         599 176    HG5D          599 570    0
QSO:  3595 RY 2020-02-08 2112 DL4ZA         599 177    DP7D          599 501    0
QSO:  3594 RY 2020-02-08 2115 DL4ZA         599 178    LA3BO         599 207    0
QSO:  3593 RY 2020-02-08 2126 DL4ZA         599 179    YL2KO         599 096    0
QSO:  3592 RY 2020-02-08 2128 DL4ZA         599 180    UY5VA         599 703    0
QSO:  3590 RY 2020-02-08 2135 DL4ZA         599 181    LZ6Y          599 788    0
QSO:  3585 RY 2020-02-08 2137 DL4ZA         599 182    RT3P          599 625    0
QSO:  3584 RY 2020-02-08 2139 DL4ZA         599 183    DQ1P          599 691    0
QSO:  3583 RY 2020-02-08 2141 DL4ZA         599 184    PA2IP         599 075    0
QSO:  3583 RY 2020-02-08 2144 DL4ZA         599 185    OK2CLW        599 139    0
QSO:  3580 RY 2020-02-08 2148 DL4ZA         599 186    9A1CBM        599 348    0
QSO:  3578 RY 2020-02-08 2151 DL4ZA         599 187    UZ1WW         599 368    0
QSO:  3586 RY 2020-02-08 2155 DL4ZA         599 188    IK4DCX        599 201    0
QSO:  3602 RY 2020-02-08 2202 DL4ZA         599 189    DL0CS         599 623    0
QSO:  3603 RY 2020-02-09 0157 DL4ZA         599 190    I1NVU         599 530    0
QSO:  3604 RY 2020-02-09 0159 DL4ZA         599 191    OM3ZWA        599 159    0
QSO:  3606 RY 2020-02-09 0202 DL4ZA         599 192    S57ZT         599 375    0
QSO:  3608 RY 2020-02-09 0205 DL4ZA         599 193    EW7BA         599 567    0
QSO:  3608 RY 2020-02-09 0206 DL4ZA         599 194    YU1LM/QRP     599 289    0
QSO:  3613 RY 2020-02-09 0211 DL4ZA         599 195    IT9RGY/4      599 783    0
QSO:  3606 RY 2020-02-09 0214 DL4ZA         599 196    UA5F          599 210    0
QSO:  3605 RY 2020-02-09 0216 DL4ZA         599 197    SM5IMO        599 195    0
QSO:  3604 RY 2020-02-09 0219 DL4ZA         599 198    OH2T          599 666    0
QSO:  3601 RY 2020-02-09 0221 DL4ZA         599 199    HG1S          599 492    0
QSO:  3600 RY 2020-02-09 0223 DL4ZA         599 200    EA4GOY        599 699    0
QSO:  3598 RY 2020-02-09 0227 DL4ZA         599 201    RK3PWR        599 636    0
QSO:  3597 RY 2020-02-09 0228 DL4ZA         599 202    SX2I          599 1313   0
QSO:  3595 RY 2020-02-09 0231 DL4ZA         599 203    RA3E          599 127    0
QSO:  3594 RY 2020-02-09 0233 DL4ZA         599 204    OK2D          599 1229   0
QSO:  3591 RY 2020-02-09 0236 DL4ZA         599 205    LY2W          599 665    0
QSO:  3590 RY 2020-02-09 0239 DL4ZA         599 206    RA6C          599 302    0
QSO:  3585 RY 2020-02-09 0245 DL4ZA         599 207    OL725PLZ      599 714    0
QSO:  3584 RY 2020-02-09 0246 DL4ZA         599 208    WK1Q          599 492    0
QSO:  3578 RY 2020-02-09 0253 DL4ZA         599 209    EC5V          599 1478   0
QSO:  3576 RY 2020-02-09 0301 DL4ZA         599 210    AC0C          599 1388   0
QSO:  3579 RY 2020-02-09 0307 DL4ZA         599 211    LZ2ZG         599 113    0
QSO:  3579 RY 2020-02-09 0307 DL4ZA         599 212    IU4FKR        599 033    0
QSO:  3579 RY 2020-02-09 0313 DL4ZA         599 213    EW8DX         599 720    0
QSO:  3579 RY 2020-02-09 0314 DL4ZA         599 214    F5BEG         599 511    0
QSO:  3579 RY 2020-02-09 0315 DL4ZA         599 215    UT4LW         599 876    0
QSO:  7080 RY 2020-02-09 0323 DL4ZA         599 216    IK6VXO        599 1110   0
QSO:  3584 RY 2020-02-09 0342 DL4ZA         599 217    F5OAM         599 541    0
QSO:  3585 RY 2020-02-09 0350 DL4ZA         599 218    UT1AM         599 132    0
QSO:  3590 RY 2020-02-09 0356 DL4ZA         599 219    UR1MN         599 214    0
QSO:  3596 RY 2020-02-09 0403 DL4ZA         599 220    UT3N          599 255    0
QSO:  3601 RY 2020-02-09 0409 DL4ZA         599 221    LZ1QZ         599 156    0
QSO:  3602 RY 2020-02-09 0412 DL4ZA         599 222    EF1L          599 229    0
QSO:  3603 RY 2020-02-09 0418 DL4ZA         599 223    UX3I          599 198    0
QSO:  3603 RY 2020-02-09 0629 DL4ZA         599 224    E72U          599 006    0
QSO:  3604 RY 2020-02-09 0631 DL4ZA         599 225    IW4ECF        599 133    0
QSO:  3604 RY 2020-02-09 0640 DL4ZA         599 226    SP3OL         599 172    0
QSO:  3603 RY 2020-02-09 0655 DL4ZA         599 227    DR5N          599 1395   0
QSO:  3604 RY 2020-02-09 0656 DL4ZA         599 228    DK7HA         599 559    0
QSO:  3605 RY 2020-02-09 0700 DL4ZA         599 229    DF4ZL         599 109    0
QSO:  3597 RY 2020-02-09 0707 DL4ZA         599 230    F5BEG         599 535    0
QSO:  3592 RY 2020-02-09 0710 DL4ZA         599 231    OH7KBF        599 183    0
QSO:  3591 RY 2020-02-09 0711 DL4ZA         599 232    LX20I         599 679    0
QSO:  3590 RY 2020-02-09 0713 DL4ZA         599 233    MW6M          599 244    0
QSO:  3588 RY 2020-02-09 0715 DL4ZA         599 234    OE9R          599 776    0
QSO:  3587 RY 2020-02-09 0716 DL4ZA         599 235    F1IWH         599 197    0
QSO:  3585 RY 2020-02-09 0719 DL4ZA         599 236    F5POJ         599 175    0
QSO:  3584 RY 2020-02-09 0720 DL4ZA         599 237    DF8XC         599 903    0
QSO:  3582 RY 2020-02-09 0723 DL4ZA         599 238    LX1HD         599 289    0
QSO:  3581 RY 2020-02-09 0725 DL4ZA         599 239    PF6X          599 307    0
QSO:  3579 RY 2020-02-09 0730 DL4ZA         599 240    KF3P          599 1144   0
QSO:  3577 RY 2020-02-09 0734 DL4ZA         599 241    DO4OD         599 168    0
QSO:  3584 RY 2020-02-09 0745 DL4ZA         599 242    IK2YCW        599 007    0
QSO:  3585 RY 2020-02-09 0748 DL4ZA         599 243    DL5RK         599 211    0
QSO:  3586 RY 2020-02-09 0749 DL4ZA         599 244    S53X          599 1015   0
QSO:  3587 RY 2020-02-09 0751 DL4ZA         599 245    DF70DARC      599 573    0
QSO:  3589 RY 2020-02-09 0753 DL4ZA         599 246    ON4CT         599 263    0
QSO:  3589 RY 2020-02-09 0755 DL4ZA         599 247    DQ4W          599 561    0
QSO:  3589 RY 2020-02-09 0756 DL4ZA         599 248    DL5ST         599 172    0
QSO:  3589 RY 2020-02-09 0758 DL4ZA         599 249    DL5PW         599 057    0
QSO:  3589 RY 2020-02-09 0800 DL4ZA         599 250    DK9IP         599 568    0
QSO:  3589 RY 2020-02-09 0802 DL4ZA         599 251    DF3EH         599 067    0
QSO:  3589 RY 2020-02-09 0803 DL4ZA         599 252    F6GCI         599 263    0
QSO:  3589 RY 2020-02-09 0803 DL4ZA         599 253    DK4VW         599 113    0
QSO:  3589 RY 2020-02-09 0804 DL4ZA         599 254    DJ9MH         599 293    0
QSO:  3589 RY 2020-02-09 0805 DL4ZA         599 255    IW2HUS        599 237    0
QSO:  3589 RY 2020-02-09 0806 DL4ZA         599 256    DL1ZBO        599 279    0
QSO:  3589 RY 2020-02-09 0807 DL4ZA         599 257    IK2IKW        599 048    0
QSO:  3589 RY 2020-02-09 0809 DL4ZA         599 258    DJ7TW         599 041    0
QSO:  3589 RY 2020-02-09 0810 DL4ZA         599 259    OK1PX         599 216    0
QSO:  3589 RY 2020-02-09 0812 DL4ZA         599 260    HA1WD         599 039    0
QSO:  3589 RY 2020-02-09 0813 DL4ZA         599 261    DK2NPM        599 048    0
QSO:  3589 RY 2020-02-09 0814 DL4ZA         599 262    SP1NY         599 063    0
QSO:  7072 RY 2020-02-09 0821 DL4ZA         599 263    LY2TS         599 214    0
QSO:  7071 RY 2020-02-09 0822 DL4ZA         599 264    HA9MDN        599 203    0
QSO:  7070 RY 2020-02-09 0824 DL4ZA         599 265    LY5W          599 1012   0
QSO:  7070 RY 2020-02-09 0825 DL4ZA         599 266    G8X           599 503    0
QSO:  7068 RY 2020-02-09 0827 DL4ZA         599 267    HG1S          599 1064   0
QSO:  7067 RY 2020-02-09 0829 DL4ZA         599 268    SP2KPD        599 115    0
QSO:  7065 RY 2020-02-09 0831 DL4ZA         599 269    HA2NP         599 246    0
QSO:  7064 RY 2020-02-09 0833 DL4ZA         599 270    CR3DX         599 1219   0
QSO:  7063 RY 2020-02-09 0834 DL4ZA         599 271    F6CXJ         599 263    0
QSO:  7062 RY 2020-02-09 0836 DL4ZA         599 272    S51A          599 1002   0
QSO:  7060 RY 2020-02-09 0838 DL4ZA         599 273    LY2W          599 918    0
QSO:  7060 RY 2020-02-09 0841 DL4ZA         599 274    OH8EJW        599 330    0
QSO:  7060 RY 2020-02-09 0842 DL4ZA         599 275    UR5CN         599 548    0
QSO:  7059 RY 2020-02-09 0846 DL4ZA         599 276    OE9R          599 852    0
QSO:  7057 RY 2020-02-09 0848 DL4ZA         599 277    IK5UA         599 202    0
QSO:  7056 RY 2020-02-09 0849 DL4ZA         599 278    UR5R          599 530    0
QSO:  7056 RY 2020-02-09 0852 DL4ZA         599 279    YT2U          599 376    0
QSO:  7056 RY 2020-02-09 0853 DL4ZA         599 280    IZ4NIC        599 978    0
QSO:  7056 RY 2020-02-09 0854 DL4ZA         599 281    SP6JZP        599 179    0
QSO:  7056 RY 2020-02-09 0855 DL4ZA         599 282    EW6DM         599 370    0
QSO:  7056 RY 2020-02-09 0857 DL4ZA         599 283    IW0GYC        599 407    0
QSO:  7056 RY 2020-02-09 0901 DL4ZA         599 284    OK2EA         599 451    0
QSO:  7056 RY 2020-02-09 0903 DL4ZA         599 285    EA5IQO        599 163    0
QSO:  7056 RY 2020-02-09 0904 DL4ZA         599 286    SE4E          599 655    0
QSO:  7056 RY 2020-02-09 0905 DL4ZA         599 287    S57YK         599 210    0
QSO:  7056 RY 2020-02-09 0907 DL4ZA         599 288    OK2VIR        599 155    0
QSO:  7056 RY 2020-02-09 0913 DL4ZA         599 289    F6EKX         599 127    0
QSO:  7057 RY 2020-02-09 0914 DL4ZA         599 290    I2WIJ         599 1075   0
QSO: 14078 RY 2020-02-09 1227 DL4ZA         599 291    LA9RY         599 186    0
QSO: 14092 RY 2020-02-09 1229 DL4ZA         599 292    OG73X         599 1686   0
QSO:  7044 RY 2020-02-09 1252 DL4ZA         599 293    OT7D          599 1156   0
QSO:  7049 RY 2020-02-09 1256 DL4ZA         599 294    F4HJQ         599 616    0
QSO:  7047 RY 2020-02-09 1257 DL4ZA         599 295    9A1A          599 1317   0
QSO:  7046 RY 2020-02-09 1258 DL4ZA         599 296    HB2K          599 339    0
QSO:  7041 RY 2020-02-09 1305 DL4ZA         599 297    SP5UUD        599 402    0
QSO:  7045 RY 2020-02-09 1308 DL4ZA         599 298    S51CK         599 812    0
QSO:  7054 RY 2020-02-09 1337 DL4ZA         599 299    IN3EYI        599 292    0
QSO:  7058 RY 2020-02-09 1338 DL4ZA         599 300    IW3FVZ        599 628    0
QSO:  7062 RY 2020-02-09 1547 DL4ZA         599 301    UR5SD         599 582    0
QSO:  7063 RY 2020-02-09 1551 DL4ZA         599 302    SN7Q          599 2103   0
QSO:  7064 RY 2020-02-09 1552 DL4ZA         599 303    SQ2A          599 848    0
