START-OF-LOG: 3.0
REF-SECTION: DX
CALLSIGN: OK4DZ
CLUB:  
CONTEST: REF-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 36792
OPERATORS: OK4DZ
SOAPBOX: TS 850,3 el. Yagi, dipole, GP ant. Entertainment, training. Thanks!
QSO:  7020 CW 2019-01-26 1449 OK4DZ         599 0046   F5UQE         599 59       
QSO:  7021 CW 2019-01-26 1452 OK4DZ         599 0047   F6GCT         599 77       
QSO:  7023 CW 2019-01-26 1455 OK4DZ         599 0048   F5ICC         599 24       
QSO:  7025 CW 2019-01-26 1506 OK4DZ         599 0049   F6KEH         599 34       
QSO:  7026 CW 2019-01-26 1508 OK4DZ         599 0050   F8DHE         599 42       
QSO:  7026 CW 2019-01-26 1509 OK4DZ         599 0051   F5PLC         599 90       
QSO:  7027 CW 2019-01-26 1517 OK4DZ         599 0052   F5KMB         599 60       
QSO:  7029 CW 2019-01-26 1519 OK4DZ         599 0053   F5JKK         599 84       
QSO:  7031 CW 2019-01-26 1523 OK4DZ         599 0054   F6EZF         599 71       
QSO:  7034 CW 2019-01-26 1524 OK4DZ         599 0055   F2JD          599 73       
QSO:  7037 CW 2019-01-26 1527 OK4DZ         599 0056   F5LKK         599 62       
QSO:  7038 CW 2019-01-26 1533 OK4DZ         599 0057   F6IPQ         599 47       
QSO:  7038 CW 2019-01-26 1641 OK4DZ         599 0058   F5MFI         599 45       
QSO:  7005 CW 2019-01-26 1651 OK4DZ         599 0059   F6KJJ         599 38       
QSO:  7008 CW 2019-01-26 1657 OK4DZ         599 0060   F6EJN         599 81       
QSO:  7013 CW 2019-01-26 1722 OK4DZ         599 0061   F4CWN         599 32       
QSO:  7014 CW 2019-01-26 1725 OK4DZ         599 0062   F5JYC         599 65       
QSO:  7015 CW 2019-01-26 1727 OK4DZ         599 0063   TM5CQ         599 35       
QSO:  7020 CW 2019-01-26 1730 OK4DZ         599 0064   TM5G          599 44       
QSO:  7022 CW 2019-01-26 1731 OK4DZ         599 0065   F6DEV         599 09       
QSO:  7031 CW 2019-01-26 1733 OK4DZ         599 0066   F5OYM/P       599 81       
QSO:  3510 CW 2019-01-26 1744 OK4DZ         599 0067   TK8QD         599 2A       
QSO:  3511 CW 2019-01-26 1747 OK4DZ         599 0068   F6GCT         599 77       
QSO:  3512 CW 2019-01-26 1807 OK4DZ         599 0069   F5IN          599 45       
QSO:  3512 CW 2019-01-26 1808 OK4DZ         599 0070   F8AAN         599 33       
QSO:  3513 CW 2019-01-26 1810 OK4DZ         599 0071   F5UQE         599 59       
QSO:  3515 CW 2019-01-26 1830 OK4DZ         599 0072   F8KKH         599 59       
QSO:  3516 CW 2019-01-26 1839 OK4DZ         599 0073   F5MXQ         599 81       
QSO:  3517 CW 2019-01-26 1839 OK4DZ         599 0074   F5MDB         599 70       
QSO:  3517 CW 2019-01-26 1842 OK4DZ         599 0075   F8KCF         599 74       
QSO:  3519 CW 2019-01-26 1843 OK4DZ         599 0076   F6DYX         599 49       
QSO:  3520 CW 2019-01-26 1845 OK4DZ         599 0077   F6KFH         599 57       
QSO:  3525 CW 2019-01-26 1855 OK4DZ         599 0078   F5SKW         599 68       
QSO:  3527 CW 2019-01-26 1857 OK4DZ         599 0079   F5NBX         599 87       
QSO:  3530 CW 2019-01-26 1904 OK4DZ         599 0080   F6GHG         599 52       
QSO:  3532 CW 2019-01-26 1906 OK4DZ         599 0081   F6DEV         599 09       
QSO:  3532 CW 2019-01-26 1925 OK4DZ         599 0082   F4CWN         599 32       
QSO:  3533 CW 2019-01-26 1926 OK4DZ         599 0083   F6KNB         599 33       
QSO:  3534 CW 2019-01-26 1926 OK4DZ         599 0084   F6KHM         599 29       
QSO:  3535 CW 2019-01-26 1928 OK4DZ         599 0085   F6KED         599 13       
QSO:  3536 CW 2019-01-26 1929 OK4DZ         599 0086   F8EMH         599 54       
QSO:  3537 CW 2019-01-26 1933 OK4DZ         599 0087   TM5CQ         599 35       
QSO:  3538 CW 2019-01-26 1935 OK4DZ         599 0088   F8DHE         599 42       
QSO:  3541 CW 2019-01-26 1937 OK4DZ         599 0089   F6KBF         599 78       
QSO:  3542 CW 2019-01-26 1938 OK4DZ         599 0090   F5VLY         599 47       
QSO:  3543 CW 2019-01-26 1939 OK4DZ         599 0091   F6JOE         599 01       
QSO:  3545 CW 2019-01-26 1941 OK4DZ         599 0092   F6REF         599 00       
QSO:  3546 CW 2019-01-26 1943 OK4DZ         599 0093   F5KEQ         599 44       
QSO:  3561 CW 2019-01-26 1945 OK4DZ         599 0094   F6ARL         599 06       
QSO:  3511 CW 2019-01-26 2002 OK4DZ         599 0095   F6KRK/P       599 61       
QSO:  3512 CW 2019-01-26 2003 OK4DZ         599 0096   TM7A          599 21       
QSO:  3514 CW 2019-01-26 2004 OK4DZ         599 0097   F8ATS/P       599 85       
QSO:  3517 CW 2019-01-26 2016 OK4DZ         599 0098   F5ICC         599 24       
QSO:  3520 CW 2019-01-26 2017 OK4DZ         599 0099   F6KJS         599 71       
QSO:  3532 CW 2019-01-26 2019 OK4DZ         599 0100   F5PLC         599 90       
QSO:  3543 CW 2019-01-26 2021 OK4DZ         599 0101   F5LKK         599 62       
QSO:  3515 CW 2019-01-26 2023 OK4DZ         599 0102   F4KKZ         599 12       
QSO:  3528 CW 2019-01-26 2027 OK4DZ         599 0103   F5KMB         599 60       
QSO:  3528 CW 2019-01-26 2028 OK4DZ         599 0104   F5EXV         599 33       
QSO:  3530 CW 2019-01-26 2029 OK4DZ         599 0105   F6ENO         599 51       
QSO:  3534 CW 2019-01-26 2032 OK4DZ         599 0106   F6KUF         599 85       
QSO:  3537 CW 2019-01-26 2036 OK4DZ         599 0107   F5JFU         599 58       
QSO:  3540 CW 2019-01-26 2038 OK4DZ         599 0108   F8KIH         599 62       
QSO:  3541 CW 2019-01-26 2041 OK4DZ         599 0109   F6AWU         599 44       
QSO:  3560 CW 2019-01-26 2044 OK4DZ         599 0110   F6KOP         599 77       
QSO:  3548 CW 2019-01-26 2047 OK4DZ         599 0111   F6FWQ         599 86       
QSO:  3507 CW 2019-01-26 2135 OK4DZ         599 0112   F8KGZ         599 54       
QSO:  3508 CW 2019-01-26 2137 OK4DZ         599 0113   F5LEN         599 54       
QSO:  3516 CW 2019-01-26 2203 OK4DZ         599 0114   F5JYC         599 65       
QSO:  3518 CW 2019-01-26 2205 OK4DZ         599 0115   TM2T          599 38       
QSO:  3520 CW 2019-01-26 2209 OK4DZ         599 0116   F6KDL         599 68       
QSO:  3524 CW 2019-01-26 2216 OK4DZ         599 0117   F6BGH         599 57       
QSO:  3537 CW 2019-01-26 2234 OK4DZ         599 0118   F6KCS         599 41       
QSO:  3536 CW 2019-01-26 2236 OK4DZ         599 0119   F6DCQ         599 74       
QSO:  3528 CW 2019-01-26 2238 OK4DZ         599 0120   F5XX          599 81       
QSO:  3523 CW 2019-01-26 2240 OK4DZ         599 0121   F5IAE         599 18       
QSO:  3511 CW 2019-01-26 2244 OK4DZ         599 0122   F6KQL         599 21       
QSO:  3509 CW 2019-01-26 2312 OK4DZ         599 0123   F4HXJ         599 29       
QSO:  3508 CW 2019-01-26 2318 OK4DZ         599 0124   F6KEH         599 34       
QSO:  7020 CW 2019-01-26 2332 OK4DZ         599 0125   F6KRK/P       599 61       
QSO:  7014 CW 2019-01-26 2333 OK4DZ         599 0126   F6BYJ         599 16       
QSO:  7015 CW 2019-01-26 2335 OK4DZ         599 0127   F5MVB         599 36       
QSO:  7025 CW 2019-01-26 2340 OK4DZ         599 0128   F5JFU         599 58       
QSO:  7033 CW 2019-01-26 2343 OK4DZ         599 0129   F6GPT         599 33       
QSO:  7033 CW 2019-01-26 2344 OK4DZ         599 0130   TM2T          599 38       
QSO:  7034 CW 2019-01-26 2345 OK4DZ         599 0131   F5VLY         599 47       
QSO:  7036 CW 2019-01-26 2346 OK4DZ         599 0132   F8DRE         599 28       
QSO:  3508 CW 2019-01-27 0632 OK4DZ         599 0133   F6KTW         599 87       
QSO:  3509 CW 2019-01-27 0635 OK4DZ         599 0134   F5MUX         599 29       
QSO:  3514 CW 2019-01-27 0639 OK4DZ         599 0135   F6FTB         599 21       
QSO:  3515 CW 2019-01-27 0641 OK4DZ         599 0136   F6KJX         599 41       
QSO:  3515 CW 2019-01-27 0643 OK4DZ         599 0137   F5LLN         599 59       
QSO:  3520 CW 2019-01-27 0646 OK4DZ         599 0138   F6KJJ         599 38       
QSO:  3522 CW 2019-01-27 0647 OK4DZ         599 0139   F5OWL         599 83       
QSO:  3525 CW 2019-01-27 0649 OK4DZ         599 0140   F5MXH         599 45       
QSO:  3526 CW 2019-01-27 0650 OK4DZ         599 0141   F5UOW         599 14       
QSO:  3530 CW 2019-01-27 0653 OK4DZ         599 0142   F6EXV         599 33       
QSO:  3538 CW 2019-01-27 0659 OK4DZ         599 0143   F6GUF         599 37       
QSO:  3539 CW 2019-01-27 0700 OK4DZ         599 0144   F6KMB         599 59       
QSO:  3551 CW 2019-01-27 0724 OK4DZ         599 0145   F5VV          599 01       
QSO:  7013 CW 2019-01-27 0727 OK4DZ         599 0146   F6KJX         599 41       
QSO:  7014 CW 2019-01-27 0728 OK4DZ         599 0147   F5POJ         599 02       
QSO:  7018 CW 2019-01-27 0729 OK4DZ         599 0148   F5MXQ         599 81       
QSO:  7018 CW 2019-01-27 0730 OK4DZ         599 0149   F6REF         599 00       
QSO:  7023 CW 2019-01-27 0731 OK4DZ         599 0150   F6KCS         599 41       
QSO:  7026 CW 2019-01-27 0732 OK4DZ         599 0151   F6AUS         599 79       
QSO:  7027 CW 2019-01-27 0735 OK4DZ         599 0152   F5OHM         599 36       
QSO:  7029 CW 2019-01-27 0736 OK4DZ         599 0153   F6FET         599 53       
QSO:  7036 CW 2019-01-27 0739 OK4DZ         599 0154   F6AWU         599 44       
QSO:  7006 CW 2019-01-27 0745 OK4DZ         599 0155   F5RFS         599 85       
QSO:  7011 CW 2019-01-27 0748 OK4DZ         599 0156   F6FTB         599 21       
QSO:  7018 CW 2019-01-27 0750 OK4DZ         599 0157   F5OWL         599 83       
QSO:  7018 CW 2019-01-27 0751 OK4DZ         599 0158   F4EFB         599 13       
QSO:  7020 CW 2019-01-27 0753 OK4DZ         599 0159   F5KDK/P       599 24       
QSO:  7021 CW 2019-01-27 0753 OK4DZ         599 0160   F5MDB         599 70       
QSO:  7022 CW 2019-01-27 0755 OK4DZ         599 0161   F4HXJ         599 29       
QSO:  7023 CW 2019-01-27 0755 OK4DZ         599 0162   F6DYX         599 49       
QSO:  7024 CW 2019-01-27 0757 OK4DZ         599 0163   F5IRQ         599 85       
QSO:  7026 CW 2019-01-27 0801 OK4DZ         599 0164   F5TGR         599 95       
QSO:  7031 CW 2019-01-27 0803 OK4DZ         599 0165   F5NWG         599 11       
QSO:  7032 CW 2019-01-27 0804 OK4DZ         599 0166   FY5KE         599 FY       
QSO:  7033 CW 2019-01-27 0809 OK4DZ         599 0167   F6CXJ         599 47       
QSO:  7033 CW 2019-01-27 0811 OK4DZ         599 0168   F5KSE         599 31       
QSO:  7017 CW 2019-01-27 0816 OK4DZ         599 0169   F6HHR         599 62       
QSO:  7024 CW 2019-01-27 0829 OK4DZ         599 0170   F6DCQ         599 74       
QSO:  7011 CW 2019-01-27 0833 OK4DZ         599 0171   F8ATS/P       599 85       
QSO:  7023 CW 2019-01-27 0844 OK4DZ         599 0172   F6KUF         599 85       
QSO:  7024 CW 2019-01-27 0847 OK4DZ         599 0173   F6BGH         599 57       
QSO:  7024 CW 2019-01-27 0849 OK4DZ         599 0174   F6ENO         599 51       
QSO:  7026 CW 2019-01-27 0856 OK4DZ         599 0175   F6KUQ         599 33       
QSO:  7029 CW 2019-01-27 0858 OK4DZ         599 0176   F5KDC         599 63       
QSO:  7029 CW 2019-01-27 0901 OK4DZ         599 0177   F5KEQ         599 44       
QSO:  7034 CW 2019-01-27 0903 OK4DZ         599 0178   F8EMH         599 54       
QSO:  7035 CW 2019-01-27 0906 OK4DZ         599 0179   F6KQL         599 21       
QSO:  7038 CW 2019-01-27 0912 OK4DZ         599 0180   F5OZC/P       599 49       
QSO: 14009 CW 2019-01-27 0916 OK4DZ         599 0181   TM2T          599 38       
QSO: 14022 CW 2019-01-27 0918 OK4DZ         599 0182   F8KCF         599 74       
QSO:  7002 CW 2019-01-27 0931 OK4DZ         599 0183   F5LQE         599 78       
QSO:  7002 CW 2019-01-27 0939 OK4DZ         599 0184   F5KOU         599 80       
QSO:  7009 CW 2019-01-27 0955 OK4DZ         599 0185   TK8QD         599 2A       
QSO:  7020 CW 2019-01-27 1011 OK4DZ         599 0186   F5JSQ         599 51       
QSO:  7021 CW 2019-01-27 1013 OK4DZ         599 0187   F5OGL         599 53       
QSO:  7021 CW 2019-01-27 1014 OK4DZ         599 0188   F4KKZ         599 12       
QSO:  7027 CW 2019-01-27 1018 OK4DZ         599 0189   F6KFH         599 57       
QSO:  7028 CW 2019-01-27 1024 OK4DZ         599 0190   F8EBY         599 54       
QSO:  7033 CW 2019-01-27 1028 OK4DZ         599 0191   F6HQP         599 73       
QSO:  7007 CW 2019-01-27 1035 OK4DZ         599 0192   F5NBX         599 87       
QSO:  7013 CW 2019-01-27 1043 OK4DZ         599 0193   F5JNE         599 56       
QSO:  7019 CW 2019-01-27 1046 OK4DZ         599 0194   F6KHT         599 47       
QSO:  7024 CW 2019-01-27 1049 OK4DZ         599 0195   F5JU          599 35       
QSO:  7036 CW 2019-01-27 1052 OK4DZ         599 0196   F5SGI         599 94       
QSO:  7038 CW 2019-01-27 1053 OK4DZ         599 0197   F8KKH         599 59       
QSO: 14015 CW 2019-01-27 1116 OK4DZ         599 0198   F6EJN         599 81       
QSO: 14017 CW 2019-01-27 1117 OK4DZ         599 0199   F5MXQ         599 81       
QSO: 14020 CW 2019-01-27 1119 OK4DZ         599 0200   F6KSO         599 49       
QSO: 14024 CW 2019-01-27 1125 OK4DZ         599 0201   F6GOE         599 19       
QSO: 14031 CW 2019-01-27 1127 OK4DZ         599 0202   F5KSE         599 31       
QSO: 14031 CW 2019-01-27 1129 OK4DZ         599 0203   F6AUS         599 79       
QSO: 14033 CW 2019-01-27 1130 OK4DZ         599 0204   F6KJX         599 41       
QSO: 14039 CW 2019-01-27 1132 OK4DZ         599 0205   F6KED         599 13       
QSO: 14042 CW 2019-01-27 1134 OK4DZ         599 0206   F6KUF         599 85       
QSO: 14013 CW 2019-01-27 1142 OK4DZ         599 0207   F4VSQ         599 13       
QSO: 14015 CW 2019-01-27 1145 OK4DZ         599 0208   F6KEH         599 34       
QSO: 14018 CW 2019-01-27 1220 OK4DZ         599 0209   FG/F5HRY      599 FG       
QSO: 14004 CW 2019-01-27 1343 OK4DZ         599 0210   F5KHP         599 32       
QSO: 14019 CW 2019-01-27 1345 OK4DZ         599 0211   F6HKS         599 81       
QSO:  7002 CW 2019-01-27 1411 OK4DZ         599 0212   F4HHL         599 95       
QSO:  7004 CW 2019-01-27 1412 OK4DZ         599 0213   F5PCV         599 62       
QSO:  7008 CW 2019-01-27 1414 OK4DZ         599 0214   F6KDL         599 68       
QSO:  7016 CW 2019-01-27 1417 OK4DZ         599 0215   F5KGA         599 38       
QSO:  7017 CW 2019-01-27 1419 OK4DZ         599 0216   F6FWQ         599 86       
QSO:  7031 CW 2019-01-27 1427 OK4DZ         599 0217   F5AUZ         599 87       
QSO:  7036 CW 2019-01-27 1438 OK4DZ         599 0218   F4GXX         599 35       
QSO:  7037 CW 2019-01-27 1439 OK4DZ         599 0219   F6KMB         599 59       
QSO:  7009 CW 2019-01-27 1446 OK4DZ         599 0220   F4HNP         599 14       
QSO:  7013 CW 2019-01-27 1447 OK4DZ         599 0221   F5VV          599 01       
QSO:  7016 CW 2019-01-27 1449 OK4DZ         599 0222   F5IAE         599 18       
QSO:  7031 CW 2019-01-27 1610 OK4DZ         599 0223   F8PDR         599 50       
QSO:  7010 CW 2019-01-27 1648 OK4DZ         599 0224   F6GOE         599 19       
QSO:  7013 CW 2019-01-27 1649 OK4DZ         599 0225   F2YT          599 62       
QSO:  7036 CW 2019-01-27 1655 OK4DZ         599 0226   F1IWH         599 22       
QSO:  7018 CW 2019-01-27 1703 OK4DZ         599 0227   F8OOI         599 82       
QSO:  7021 CW 2019-01-27 1706 OK4DZ         599 0228   F5LMJ         599 94       
QSO:  7032 CW 2019-01-27 1709 OK4DZ         599 0229   F5THW         599 76       
QSO:  3501 CW 2019-01-27 1717 OK4DZ         599 0230   F8CED         599 44       
QSO:  3509 CW 2019-01-27 1721 OK4DZ         599 0231   F6EJN         599 81       
QSO:  3510 CW 2019-01-27 1722 OK4DZ         599 0232   F8BUO         599 68       
QSO:  3512 CW 2019-01-27 1727 OK4DZ         599 0233   F8BPN         599 19       
QSO:  3514 CW 2019-01-27 1729 OK4DZ         599 0234   F6KPQ         599 56       
QSO:  3515 CW 2019-01-27 1731 OK4DZ         599 0235   F5OHM         599 36       
QSO:  3516 CW 2019-01-27 1732 OK4DZ         599 0236   F5POJ         599 02       
QSO:  3519 CW 2019-01-27 1734 OK4DZ         599 0237   F6KLO         599 19       
QSO:  3522 CW 2019-01-27 1736 OK4DZ         599 0238   F6IPQ         599 47       
QSO:  3523 CW 2019-01-27 1737 OK4DZ         599 0239   F6AUS         599 79       
QSO:  3538 CW 2019-01-27 1739 OK4DZ         599 0240   TM4K          599 03       
QSO:  3511 CW 2019-01-27 1743 OK4DZ         599 0241   F8DGY         599 77       
QSO:  3518 CW 2019-01-27 1746 OK4DZ         599 0242   F4GXX         599 35       
QSO:  3521 CW 2019-01-27 1752 OK4DZ         599 0243   F6ARC         599 28       
QSO:  3530 CW 2019-01-27 1757 OK4DZ         599 0244   F5NHJ         599 23       
END-OF-LOG:
