START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: WAG
CALLSIGN: K3MD
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: K3MD
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for WAG DARC/WAG/2021.
QSO: 14019 CW 2021-10-16 1700 K3MD          599 DK5XG         599 E22
QSO: 14028 CW 2021-10-16 1803 K3MD          599 64 DF2CH         599 O04
QSO: 14025 CW 2021-10-16 1805 K3MD          599 66 DK9PY         599 K04
QSO: 14036 CW 2021-10-16 1805 K3MD          599 66 DL6DH         599 I09
QSO: 14053 CW 2021-10-16 1805 K3MD          599 068 DF1DX         599 O16
QSO: 14000 CW 2021-10-16 1807 K3MD          599 070 DL1VDL        599 S06
QSO: 14025 CW 2021-10-16 1807 K3MD          599 72 DK9PY         599 K04
QSO: 14030 CW 2021-10-16 1807 K3MD          599 071 DM4MN         599 R03
QSO: 14018 CW 2021-10-16 1808 K3MD          599 073 DM3W          599 Y24
QSO: 14218 PH 2021-10-16 1812 K3MD          59 074 DK0FR         59 A05
QSO:  7000 CW 2021-10-16 2258 K3MD          599 75 DK1WI         599 O16
QSO:  7012 CW 2021-10-16 2259 K3MD          599 077 DM3W          599 Y24
QSO:  7028 CW 2021-10-16 2259 K3MD          599 76 DA0T          599 E38
QSO:  7032 CW 2021-10-16 2300 K3MD          599 78 DP7D          599 N16
QSO:  7012 CW 2021-10-16 2301 K3MD          599 79 DK9PY         599 K04
QSO:  7023 CW 2021-10-16 2302 K3MD          599 80 DD2AW         599 R01
QSO:  7027 CW 2021-10-16 2303 K3MD          599 081 DL0XM         599 S41
QSO:  7005 CW 2021-10-16 2304 K3MD          599 82 DL6JZ         599 S07
QSO:  7037 CW 2021-10-16 2304 K3MD          599 003 DK2OY         599 M15
QSO:  7020 CW 2021-10-16 2305 K3MD          599 84 DL1WA         599 X28
QSO:  7011 CW 2021-10-16 2306 K3MD          599 86 DF0JR         599 JR
QSO:  7000 CW 2021-10-16 2307 K3MD          599 85 DF0BW         599 V19
QSO:  7000 CW 2021-10-16 2308 K3MD          599 088 DL7ZZ         599 H32
QSO:  7000 CW 2021-10-16 2308 K3MD          599 89 DL9SCO        599 T18
QSO:  7000 CW 2021-10-16 2309 K3MD          599 090 DL1BUG        599 Y15
QSO:  7012 CW 2021-10-16 2310 K3MD          599 92 DL6KVA        599 V01
QSO:  7014 CW 2021-10-16 2310 K3MD          599 91 DL5JQ         599 R25
QSO:  7005 CW 2021-10-16 2311 K3MD          599 93 DL3DTH        599 S07
QSO:  7000 CW 2021-10-16 2312 K3MD          599 095 DL1VDL        599 S06
QSO:  7000 CW 2021-10-16 2312 K3MD          599 94 DL7A          599 E33
QSO:  7014 CW 2021-10-16 2313 K3MD          599 96 DP4E          599 N62
QSO:  7022 CW 2021-10-16 2314 K3MD          599 98 DR7T          599 O47
QSO:  7032 CW 2021-10-16 2314 K3MD          599 97 DK5KK         599 L05
QSO:  7023 CW 2021-10-16 2315 K3MD          599 099 DJ2BC         599 V22
QSO:  7033 CW 2021-10-16 2316 K3MD          599 100 DF3VM         599 Q05
QSO:  7013 CW 2021-10-16 2320 K3MD          599 101 DM7AA         599 S55
QSO:  7035 CW 2021-10-16 2322 K3MD          599 102 DL2NBU        599 C12
QSO:  7030 CW 2021-10-16 2323 K3MD          599 103 DL1DAW        599 O47
QSO:  7000 CW 2021-10-16 2324 K3MD          599 104 DL1DTL        599 S01
QSO:  7021 CW 2021-10-16 2325 K3MD          599 106 DF9LJ         599 M15
END-OF-LOG:
