START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: WAG
CALLSIGN: S53V
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: S53V
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for WAG DARC/WAG/2021.
QSO: 14015 CW 2021-10-16 1501 S53V          599 DK9PY         599 K04
QSO:  7016 CW 2021-10-17 1342 S53V          599 189 DL4HRM        599 W35
QSO:  7018 CW 2021-10-17 1342 S53V          599 188 DL3DQL        599 S02
QSO:  7000 CW 2021-10-17 1343 S53V          599 190 DL2LRT        599 S36
QSO:  7000 CW 2021-10-17 1344 S53V          599 192 DF7JC         599 R02
QSO:  7000 CW 2021-10-17 1344 S53V          599 191 DL7VHP        599 Y34
QSO:  7020 CW 2021-10-17 1346 S53V          599 193 DF2CH         599 O04
QSO:  7031 CW 2021-10-17 1347 S53V          599 194 DL7ANR        599 D06
QSO:  7039 CW 2021-10-17 1347 S53V          599 196 DL5AZZ        599 X33
QSO:  7000 CW 2021-10-17 1349 S53V          599 196 DJ3XA         599 V01
QSO:  7025 CW 2021-10-17 1349 S53V          599 197 DM7AA         599 S55
QSO:  7025 CW 2021-10-17 1351 S53V          599 198 DL2NFC        599 B09
QSO:  7025 CW 2021-10-17 1353 S53V          599 199 DK3DUA        599 S07
QSO: 14000 CW 2021-10-17 1357 S53V          599 200 DL3RHN        599 V22
QSO: 14000 CW 2021-10-17 1359 S53V          599 201 DL5WW         599 V22
END-OF-LOG:
