START-OF-LOG: 3.0
CALLSIGN: KO7I
CONTEST: CQ-WPX-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 58644
NAME: Don Jones
LOCATION: WWA
OPERATORS: KO7I
CLUB:
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.7177.0
SOAPBOX: My 1st RTTY Contest. It was a lot of fun.
QSO: 14126 RY 2019-02-10 1917 KO7I          599 0094   XE2Z          599 0129
QSO: 14126 RY 2019-02-10 1917 KO7I          599 0095   N7AME         599 0127
QSO: 14126 RY 2019-02-10 1918 KO7I          599 0096   K0VG          599 0085
QSO: 14126 RY 2019-02-10 1918 KO7I          599 0097   K2LNS         599 0959
QSO: 14126 RY 2019-02-10 1919 KO7I          599 0098   VE2DSB        599 0337
QSO: 14126 RY 2019-02-10 1919 KO7I          599 0099   W4LC          599 0666
QSO: 14126 RY 2019-02-10 1920 KO7I          599 0100   CO6RD         599 0657
QSO: 14126 RY 2019-02-10 1923 KO7I          599 0101   WA2PCN        599 0067
QSO: 14126 RY 2019-02-10 1924 KO7I          599 0102   VA3IK         599 0092
QSO: 14125 RY 2019-02-10 1925 KO7I          599 0103   KN4DXT        599 0135
QSO: 14125 RY 2019-02-10 1926 KO7I          599 0104   AC5AA         599 0280
QSO: 14125 RY 2019-02-10 1927 KO7I          599 0105   K9CW          599 0453
QSO: 14125 RY 2019-02-10 1927 KO7I          599 0106   K4FX          599 0857
QSO: 14125 RY 2019-02-10 1928 KO7I          599 0107   KF2O          599 0659
QSO: 14126 RY 2019-02-10 1929 KO7I          599 0108   WE4M          599 0368
QSO: 14126 RY 2019-02-10 1931 KO7I          599 0109   WS3C          599 0052
QSO: 14126 RY 2019-02-10 1932 KO7I          599 0110   WA2QAU        599 0284
QSO: 14125 RY 2019-02-10 1944 KO7I          599 0111   K3UK          599 0129
QSO: 14124 RY 2019-02-10 1945 KO7I          599 0112   KA3GIK        599 1222
QSO: 14122 RY 2019-02-10 1947 KO7I          599 0113   KE3Z          599 0288
QSO: 14122 RY 2019-02-10 1948 KO7I          599 0114   K3RWN         599 0712
QSO: 14122 RY 2019-02-10 1950 KO7I          599 0115   N9CIQ         599 0170
QSO: 14122 RY 2019-02-10 1951 KO7I          599 0116   VE3LVW        599 0339
QSO: 14122 RY 2019-02-10 1952 KO7I          599 0117   K5OA          599 0405
QSO: 14122 RY 2019-02-10 1953 KO7I          599 0118   N5XJ          599 0421
QSO: 14122 RY 2019-02-10 1953 KO7I          599 0119   W9YK          599 0124
QSO: 14122 RY 2019-02-10 1954 KO7I          599 0120   NO0L          599 0305
QSO: 14122 RY 2019-02-10 1955 KO7I          599 0121   KC5WX         599 0435
QSO: 14122 RY 2019-02-10 1956 KO7I          599 0122   N2BJ          599 1084
QSO: 14122 RY 2019-02-10 1957 KO7I          599 0123   KG9Z          599 0045
QSO: 14122 RY 2019-02-10 1958 KO7I          599 0124   VE3PJ         599 0532
QSO: 14122 RY 2019-02-10 1958 KO7I          599 0125   W2MKW         599 0082
QSO: 14122 RY 2019-02-10 2000 KO7I          599 0126   KE0YI         599 0203
QSO: 14122 RY 2019-02-10 2000 KO7I          599 0127   W3YY          599 0287
QSO: 14122 RY 2019-02-10 2001 KO7I          599 0128   W5LA          599 0297
QSO: 14122 RY 2019-02-10 2002 KO7I          599 0129   KI9S          599 0186
QSO: 14122 RY 2019-02-10 2006 KO7I          599 0130   KU1CW         599 0782
QSO: 14116 RY 2019-02-10 2016 KO7I          599 0131   W4DAN         599 0138
QSO: 14116 RY 2019-02-10 2017 KO7I          599 0132   AA3LX         599 0347
QSO: 14116 RY 2019-02-10 2018 KO7I          599 0133   K5VIP         599 0358
QSO: 14116 RY 2019-02-10 2018 KO7I          599 0134   AC0E          599 0132
QSO: 14116 RY 2019-02-10 2019 KO7I          599 0135   WE8R          599 0137
QSO: 14116 RY 2019-02-10 2021 KO7I          599 0136   WA1FXK        599 0314
QSO: 14116 RY 2019-02-10 2021 KO7I          599 0137   AI4IC         599 0023
QSO: 14116 RY 2019-02-10 2022 KO7I          599 0138   KA8G          599 0310
QSO: 14116 RY 2019-02-10 2023 KO7I          599 0139   K7MKL         599 0446
QSO: 14116 RY 2019-02-10 2029 KO7I          599 0140   KQ9H          599 0054
QSO: 14116 RY 2019-02-10 2031 KO7I          599 0141   N7WY          599 1254
QSO: 14116 RY 2019-02-10 2032 KO7I          599 0142   WB2NVR        599 0206
QSO: 14116 RY 2019-02-10 2033 KO7I          599 0143   VE3CV         599 0410
QSO: 14116 RY 2019-02-10 2034 KO7I          599 0144   KI6DY         599 1130
QSO: 14116 RY 2019-02-10 2034 KO7I          599 0145   K9IG          599 0353
QSO: 14116 RY 2019-02-10 2035 KO7I          599 0146   K2WK          599 0475
QSO: 14116 RY 2019-02-10 2035 KO7I          599 0147   WQ6K          599 1444
QSO: 14116 RY 2019-02-10 2036 KO7I          599 0148   KM6Z          599 0590
QSO: 14116 RY 2019-02-10 2038 KO7I          599 0149   KE6SHL        599 0227
QSO: 14116 RY 2019-02-10 2039 KO7I          599 0150   N6AR          599 1092
QSO: 14116 RY 2019-02-10 2041 KO7I          599 0151   K9JWI         599 0252
QSO: 14116 RY 2019-02-10 2043 KO7I          599 0152   NF0N          599 0238
QSO: 14116 RY 2019-02-10 2043 KO7I          599 0153   KZ0US         599 1592
QSO: 14116 RY 2019-02-10 2044 KO7I          599 0154   KB1EFS        599 0669
QSO: 14116 RY 2019-02-10 2044 KO7I          599 0155   N6GR          599 0252
QSO: 14116 RY 2019-02-10 2045 KO7I          599 0156   K2AL          599 0404
QSO: 14116 RY 2019-02-10 2046 KO7I          599 0157   N8VV          599 0293
QSO: 14116 RY 2019-02-10 2046 KO7I          599 0158   K2TE          599 0142
QSO: 14116 RY 2019-02-10 2050 KO7I          599 0159   KW3A          599 0366
QSO: 14116 RY 2019-02-10 2053 KO7I          599 0160   K2YG          599 0455
QSO: 14116 RY 2019-02-10 2053 KO7I          599 0161   KX7L          599 0193
QSO: 14116 RY 2019-02-10 2054 KO7I          599 0162   W6OQI         599 0264
QSO: 14116 RY 2019-02-10 2056 KO7I          599 0163   K3ATO         599 0225
QSO: 14116 RY 2019-02-10 2057 KO7I          599 0164   KA2AEY        599 0139
QSO: 14116 RY 2019-02-10 2059 KO7I          599 0165   WX0Z          599 0271
QSO: 14116 RY 2019-02-10 2100 KO7I          599 0166   KC9NBV        599 0069
QSO: 14116 RY 2019-02-10 2101 KO7I          599 0167   KI6QDH        599 0143
QSO: 14116 RY 2019-02-10 2102 KO7I          599 0168   N6GP          599 0133
QSO: 14116 RY 2019-02-10 2102 KO7I          599 0169   KD5R          599 0098
QSO: 14116 RY 2019-02-10 2103 KO7I          599 0170   K0JP          599 0025
QSO: 14116 RY 2019-02-10 2104 KO7I          599 0171   N9SJ          599 0342
QSO: 14116 RY 2019-02-10 2109 KO7I          599 0172   WA8KAN        599 0241
QSO: 14116 RY 2019-02-10 2110 KO7I          599 0173   WB2COY        599 0399
QSO: 14086 RY 2019-02-10 2137 KO7I          599 0174   JA1AYO        599 0435
QSO: 14086 RY 2019-02-10 2137 KO7I          599 0175   JA1QOW        599 0218
QSO: 14086 RY 2019-02-10 2138 KO7I          599 0176   JA7IC         599 0556
QSO: 14086 RY 2019-02-10 2140 KO7I          599 0177   K0TLG         599 0351
QSO: 14086 RY 2019-02-10 2141 KO7I          599 0178   W6DPM         599 0039
QSO: 14086 RY 2019-02-10 2141 KO7I          599 0179   AG6AY         599 0115
QSO: 14086 RY 2019-02-10 2142 KO7I          599 0180   NU0W          599 0315
QSO: 14086 RY 2019-02-10 2144 KO7I          599 0181   JH1OAI        599 0187
QSO: 14086 RY 2019-02-10 2145 KO7I          599 0182   AB3XJ         599 0166
QSO: 14086 RY 2019-02-10 2147 KO7I          599 0183   PS7KC         599 0321
QSO: 14086 RY 2019-02-10 2148 KO7I          599 0184   WA1N          599 0021
QSO: 14086 RY 2019-02-10 2149 KO7I          599 0185   W3IQ          599 0188
QSO: 14086 RY 2019-02-10 2150 KO7I          599 0186   JA0GCY        599 0157
QSO: 14086 RY 2019-02-10 2151 KO7I          599 0187   W4PJW         599 0636
QSO: 14086 RY 2019-02-10 2151 KO7I          599 0188   N9JF          599 0050
QSO: 14086 RY 2019-02-10 2152 KO7I          599 0189   JA9BFN        599 0007
QSO: 14086 RY 2019-02-10 2152 KO7I          599 0190   AI6O          599 0284
QSO: 14086 RY 2019-02-10 2152 KO7I          599 0191   W6NWS         599 0254
QSO: 14086 RY 2019-02-10 2153 KO7I          599 0192   JA2HYD        599 0332
QSO: 14086 RY 2019-02-10 2153 KO7I          599 0193   JH1RFM        599 0029
QSO: 14086 RY 2019-02-10 2155 KO7I          599 0194   VE2RYY        599 0857
QSO: 14086 RY 2019-02-10 2155 KO7I          599 0195   NE6I          599 0181
QSO: 14086 RY 2019-02-10 2159 KO7I          599 0196   W4PFM         599 0086
QSO: 14086 RY 2019-02-10 2159 KO7I          599 0197   K3JT          599 0602
QSO: 14086 RY 2019-02-10 2201 KO7I          599 0198   W1DYJ         599 0264
QSO: 14086 RY 2019-02-10 2203 KO7I          599 0199   KU4UK         599 0095
QSO: 14086 RY 2019-02-10 2203 KO7I          599 0200   N5KXI         599 0115
QSO: 14086 RY 2019-02-10 2204 KO7I          599 0201   XE2AU         599 0158
QSO: 14086 RY 2019-02-10 2205 KO7I          599 0202   AA8OY         599 0264
QSO: 14086 RY 2019-02-10 2205 KO7I          599 0203   WA6URY        599 0081
QSO: 14086 RY 2019-02-10 2205 KO7I          599 0204   N4ACW         599 0061
QSO: 14086 RY 2019-02-10 2206 KO7I          599 0205   NX0I          599 1312
QSO: 14086 RY 2019-02-10 2207 KO7I          599 0206   WB9B          599 0075
QSO: 14086 RY 2019-02-10 2208 KO7I          599 0207   JH8JYV        599 0027
QSO: 14086 RY 2019-02-10 2210 KO7I          599 0208   KZ9DX         599 0425
QSO: 14086 RY 2019-02-10 2210 KO7I          599 0209   N6WT          599 0238
QSO: 14086 RY 2019-02-10 2212 KO7I          599 0210   JA6GCE        599 0774
QSO: 14086 RY 2019-02-10 2214 KO7I          599 0211   NA4MM         599 0028
QSO: 14086 RY 2019-02-10 2215 KO7I          599 0212   JA7ACM        599 0542
QSO: 14086 RY 2019-02-10 2215 KO7I          599 0213   KB9S          599 0087
QSO: 14086 RY 2019-02-10 2217 KO7I          599 0214   N3VN          599 0113
QSO: 14086 RY 2019-02-10 2218 KO7I          599 0215   K0XB/6        599 0161
QSO: 14086 RY 2019-02-10 2219 KO7I          599 0216   WA1FCC        599 0182
QSO: 14086 RY 2019-02-10 2219 KO7I          599 0217   JA8TR         599 0358
QSO: 14086 RY 2019-02-10 2221 KO7I          599 0218   VE2NCG        599 0159
QSO: 14086 RY 2019-02-10 2223 KO7I          599 0219   N5YT          599 0175
QSO: 14086 RY 2019-02-10 2223 KO7I          599 0220   N5MEG         599 0177
QSO: 14086 RY 2019-02-10 2223 KO7I          599 0221   JI3BFC        599 0212
QSO: 14086 RY 2019-02-10 2224 KO7I          599 0222   CR3DX         599 1856
QSO: 14086 RY 2019-02-10 2226 KO7I          599 0223   K0FX          599 0620
QSO: 14086 RY 2019-02-10 2227 KO7I          599 0224   KN4BIT        599 0122
QSO: 14086 RY 2019-02-10 2228 KO7I          599 0225   JN1THL        599 0515
QSO: 14086 RY 2019-02-10 2230 KO7I          599 0226   JA0EME        599 0242
QSO: 14086 RY 2019-02-10 2230 KO7I          599 0227   W0KIT         599 0127
QSO: 14086 RY 2019-02-10 2232 KO7I          599 0228   N4UEZ         599 0138
QSO: 14086 RY 2019-02-10 2235 KO7I          599 0229   N9KJU         599 0188
QSO: 14086 RY 2019-02-10 2236 KO7I          599 0230   WB0KGN        599 0070
QSO: 14086 RY 2019-02-10 2237 KO7I          599 0231   K8RGI/4       599 0507
QSO: 14086 RY 2019-02-10 2238 KO7I          599 0232   JR2PAU        599 0009
QSO: 14086 RY 2019-02-10 2239 KO7I          599 0233   UA0ZC         599 0111
QSO: 14086 RY 2019-02-10 2240 KO7I          599 0234   JH3WKE        599 0247
QSO: 14086 RY 2019-02-10 2241 KO7I          599 0235   K4WQ          599 0201
QSO: 14086 RY 2019-02-10 2243 KO7I          599 0236   N1UK          599 0194
QSO: 14086 RY 2019-02-10 2244 KO7I          599 0237   K4MI          599 0209
QSO: 14086 RY 2019-02-10 2245 KO7I          599 0238   JA1XPQ        599 0081
QSO: 14086 RY 2019-02-10 2245 KO7I          599 0239   FM5AN         599 0051
QSO: 14086 RY 2019-02-10 2246 KO7I          599 0240   KC9WIB        599 0206
QSO: 14086 RY 2019-02-10 2247 KO7I          599 0241   KB9DVC        599 0188
QSO: 14086 RY 2019-02-10 2251 KO7I          599 0242   KE0PX         599 0183
QSO: 14086 RY 2019-02-10 2252 KO7I          599 0243   WS0I          599 0177
QSO: 14086 RY 2019-02-10 2253 KO7I          599 0244   AK9D          599 0939
QSO: 14086 RY 2019-02-10 2254 KO7I          599 0245   N7UJJ         599 0099
QSO: 14086 RY 2019-02-10 2255 KO7I          599 0246   KA1JY         599 0057
QSO: 14086 RY 2019-02-10 2256 KO7I          599 0247   JK1HIY        599 0062
QSO: 14086 RY 2019-02-10 2258 KO7I          599 0248   JH7RTQ        599 0197
QSO: 14086 RY 2019-02-10 2300 KO7I          599 0249   JA2XYO        599 0616
QSO: 14086 RY 2019-02-10 2302 KO7I          599 0250   JH3QFY        599 0108
QSO: 14086 RY 2019-02-10 2302 KO7I          599 0251   WB5TUF        599 0621
QSO: 14086 RY 2019-02-10 2303 KO7I          599 0252   N2FF          599 0189
QSO: 14086 RY 2019-02-10 2303 KO7I          599 0253   JA2FSM        599 0426
QSO: 14086 RY 2019-02-10 2304 KO7I          599 0254   NJ4F          599 0092
QSO: 14086 RY 2019-02-10 2304 KO7I          599 0255   N0CDA         599 0423
QSO: 14086 RY 2019-02-10 2304 KO7I          599 0256   NN3RP         599 0235
QSO: 14086 RY 2019-02-10 2305 KO7I          599 0257   AK2S          599 0038
QSO: 14086 RY 2019-02-10 2306 KO7I          599 0258   AA7V          599 0425
QSO: 14086 RY 2019-02-10 2306 KO7I          599 0259   JG4AKL        599 0550
QSO: 14086 RY 2019-02-10 2306 KO7I          599 0260   N3JIX         599 0022
QSO: 14086 RY 2019-02-10 2307 KO7I          599 0261   JH4UTP        599 1099
QSO: 14086 RY 2019-02-10 2312 KO7I          599 0262   WA7AN         599 1286
QSO: 14086 RY 2019-02-10 2313 KO7I          599 0263   JH0EPI        599 0247
QSO: 14095 RY 2019-02-10 2321 KO7I          599 0264   NX6T          599 0605
QSO: 14096 RY 2019-02-10 2322 KO7I          599 0265   KL2R          599 0165
END-OF-LOG:
