START-OF-LOG: 3.0
CALLSIGN: AE6JV
CONTEST: CQ-WPX-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 117640
NAME: Bill Frantz
LOCATION: CA
OPERATORS: AE6JV
CLUB: Northern California Contest Club
CERTIFICATE: YES
CREATED-BY: RUMlogNG (4.1) by DL2RUM
SOAPBOX: Band conditions made it seem like running QRP on Saturday
QSO:  7082 RY 2019-02-09 0131 AE6JV         599 032    KE1S          599 52     0
QSO:  7085 RY 2019-02-09 0136 AE6JV         599 033    WV6I          599 15     0
QSO:  7089 RY 2019-02-09 0142 AE6JV         599 034    N3QE          599 106    0
QSO:  7089 RY 2019-02-09 0142 AE6JV         599 035    WS7V          599 56     0
QSO:  7096 RY 2019-02-09 0148 AE6JV         599 036    VE6BBP        599 57     0
QSO:  7096 RY 2019-02-09 0149 AE6JV         599 037    WV1K          599 87     0
QSO:  7098 RY 2019-02-09 0150 AE6JV         599 038    NY4I          599 63     0
QSO:  7098 RY 2019-02-09 0153 AE6JV         599 039    NU4E          599 73     0
QSO: 14112 RY 2019-02-09 0157 AE6JV         599 040    NB6U          599 131    0
QSO: 14103 RY 2019-02-09 0202 AE6JV         599 041    JE1LFX        599 69     0
QSO:  7093 RY 2019-02-09 0221 AE6JV         599 042    KI6QDH        599 72     0
QSO:  7093 RY 2019-02-09 0222 AE6JV         599 043    NG7M          599 32     0
QSO:  7090 RY 2019-02-09 0227 AE6JV         599 044    WK1Q          599 143    0
QSO:  7085 RY 2019-02-09 0235 AE6JV         599 045    KZ5AM         599 55     0
QSO:  3590 RY 2019-02-09 0257 AE6JV         599 046    KZ0US         599 180    0
QSO:  3589 RY 2019-02-09 0300 AE6JV         599 047    WG7X          599 34     0
QSO:  3584 RY 2019-02-09 0300 AE6JV         599 048    W0IZ          599 126    0
QSO:  7080 RY 2019-02-09 0311 AE6JV         599 049    KR0P          599 227    0
QSO:  7087 RY 2019-02-09 0316 AE6JV         599 050    K4NV          599 167    0
QSO:  7096 RY 2019-02-09 0321 AE6JV         599 051    WB0TEV        599 72     0
QSO:  3577 RY 2019-02-09 0409 AE6JV         599 052    K9NR          599 206    0
QSO:  3580 RY 2019-02-09 0413 AE6JV         599 053    W7VXS         599 62     0
QSO:  3585 RY 2019-02-09 0421 AE6JV         599 054    KI0F          599 184    0
QSO:  3592 RY 2019-02-09 0426 AE6JV         599 055    WN6K          599 121    0
QSO:  3594 RY 2019-02-09 0428 AE6JV         599 056    KB8O          599 158    0
QSO:  7094 RY 2019-02-09 0433 AE6JV         599 057    NW6P          599 250    0
QSO:  7090 RY 2019-02-09 0438 AE6JV         599 058    NX5O          599 103    0
QSO:  7087 RY 2019-02-09 0439 AE6JV         599 059    KC5WX         599 48     0
QSO:  7086 RY 2019-02-09 0440 AE6JV         599 060    K6TD          599 161    0
QSO:  7082 RY 2019-02-09 0442 AE6JV         599 061    VE5MX         599 447    0
QSO:  3596 RY 2019-02-09 0450 AE6JV         599 062    K7TQ          599 49     0
QSO:  3582 RY 2019-02-09 0513 AE6JV         599 063    WI7N          599 83     0
QSO:  3580 RY 2019-02-09 0516 AE6JV         599 064    KW7MM         599 100    0
QSO:  3579 RY 2019-02-09 0517 AE6JV         599 065    N9NA          599 37     0
QSO:  3568 RY 2019-02-09 0524 AE6JV         599 066    VE5MX         599 516    0
QSO:  3567 RY 2019-02-09 0525 AE6JV         599 067    W7VO          599 124    0
QSO:  3566 RY 2019-02-09 0526 AE6JV         599 068    KT7E          599 107    0
QSO:  3564 RY 2019-02-09 0527 AE6JV         599 069    KZ7X          599 379    0
QSO:  3562 RY 2019-02-09 0531 AE6JV         599 070    KU1CW         599 100    0
QSO:  3563 RY 2019-02-09 0533 AE6JV         599 071    K9YC          599 293    0
QSO:  3560 RY 2019-02-09 0534 AE6JV         599 072    WK7S          599 446    0
QSO:  3560 RY 2019-02-09 0535 AE6JV         599 073    KZ1W          599 189    0
QSO:  7039 RY 2019-02-09 0541 AE6JV         599 074    PJ2T          599 471    0
QSO:  7040 RY 2019-02-09 0542 AE6JV         599 075    KH6TU         599 346    0
QSO:  7050 RY 2019-02-09 0547 AE6JV         599 076    KH6ZM         599 437    0
QSO:  7051 RY 2019-02-09 0548 AE6JV         599 077    WQ5OO         599 413    0
QSO:  7053 RY 2019-02-09 0549 AE6JV         599 078    W5PF          599 130    0
QSO:  7054 RY 2019-02-09 0551 AE6JV         599 079    K9OM          599 468    0
QSO:  7059 RY 2019-02-09 0556 AE6JV         599 080    XE2OK         599 39     0
QSO:  7068 RY 2019-02-09 0600 AE6JV         599 081    KK9A          599 514    0
QSO:  7079 RY 2019-02-09 0606 AE6JV         599 082    K9YC          599 329    0
QSO:  7082 RY 2019-02-09 0611 AE6JV         599 083    K4FX          599 192    0
QSO:  7083 RY 2019-02-09 0612 AE6JV         599 084    K4WW          599 154    0
QSO:  7085 RY 2019-02-09 0615 AE6JV         599 085    KM6I          599 56     0
QSO:  7089 RY 2019-02-09 0617 AE6JV         599 086    WU6TT         599 64     0
QSO:  7088 RY 2019-02-09 0618 AE6JV         599 087    NR4O          599 361    0
QSO:  3556 RY 2019-02-09 0620 AE6JV         599 088    VE7CC         599 151    0
QSO:  3566 RY 2019-02-09 0627 AE6JV         599 089    KT7E          599 142    0
QSO:  3566 RY 2019-02-09 0628 AE6JV         599 090    KE6GLA        599 122    0
QSO:  3567 RY 2019-02-09 0630 AE6JV         599 091    VA7FC         599 38     0
QSO:  3583 RY 2019-02-09 0639 AE6JV         599 092    WV6I          599 134    0
QSO:  3584 RY 2019-02-09 0640 AE6JV         599 093    W6SX          599 246    0
QSO:  3592 RY 2019-02-09 0647 AE6JV         599 094    NX6T          599 43     0
QSO:  7084 RY 2019-02-09 0653 AE6JV         599 095    KT4Q          599 101    0
QSO:  7081 RY 2019-02-09 0654 AE6JV         599 096    WX5S          599 541    0
QSO:  7064 RY 2019-02-09 0659 AE6JV         599 097    NA5NN         599 318    0
QSO:  7060 RY 2019-02-09 0702 AE6JV         599 098    AA3B          599 632    0
QSO:  7057 RY 2019-02-09 0703 AE6JV         599 099    KB3VQC        599 234    0
QSO:  7056 RY 2019-02-09 0705 AE6JV         599 100    CR3DX         599 554    0
QSO:  7035 RY 2019-02-09 0720 AE6JV         599 101    AA5AU         599 369    0
QSO:  7034 RY 2019-02-09 0721 AE6JV         599 102    XQ1KZ         599 141    0
QSO:  3596 RY 2019-02-09 0723 AE6JV         599 103    K6MI          599 118    0
QSO:  3595 RY 2019-02-09 0724 AE6JV         599 104    K6TD          599 281    0
QSO:  3584 RY 2019-02-09 0731 AE6JV         599 105    NN6XX         599 65     0
QSO:  3582 RY 2019-02-09 0732 AE6JV         599 106    W7YAQ         599 201    0
QSO:  3568 RY 2019-02-09 0740 AE6JV         599 107    NV9L          599 478    0
QSO:  3571 RY 2019-02-09 0750 AE6JV         599 108    NC0DX         599 614    0
QSO:  3581 RY 2019-02-09 0754 AE6JV         599 109    KZ5AM         599 157    0
QSO:  3583 RY 2019-02-09 0757 AE6JV         599 110    N6SS          599 157    0
QSO:  3586 RY 2019-02-09 0759 AE6JV         599 111    K9CT          599 302    0
QSO:  3590 RY 2019-02-09 0803 AE6JV         599 112    AB0LR         599 253    0
QSO:  3592 RY 2019-02-09 0805 AE6JV         599 113    KU7T          599 56     0
QSO:  7031 RY 2019-02-09 0813 AE6JV         599 114    JN4MMO        599 235    0
QSO:  7036 RY 2019-02-09 0814 AE6JV         599 115    K5RZA         599 441    0
QSO:  7038 RY 2019-02-09 0815 AE6JV         599 116    P49X          599 937    0
QSO:  7039 RY 2019-02-09 0818 AE6JV         599 117    WQ6K          599 372    0
QSO:  7042 RY 2019-02-09 0819 AE6JV         599 118    JA2XYO        599 150    0
QSO:  7044 RY 2019-02-09 0821 AE6JV         599 119    KZ7X          599 521    0
QSO:  7046 RY 2019-02-09 0822 AE6JV         599 120    NR4M          599 377    0
QSO:  7047 RY 2019-02-09 0822 AE6JV         599 121    AK6M          599 112    0
QSO:  7061 RY 2019-02-09 0829 AE6JV         599 122    VA5AA         599 19     0
QSO:  3590 RY 2019-02-09 0833 AE6JV         599 123    NW6P          599 341    0
QSO:  3564 RY 2019-02-09 0844 AE6JV         599 124    W6SR          599 34     0
QSO:  3564 RY 2019-02-09 0846 AE6JV         599 125    AK6M          599 121    0
QSO:  7065 RY 2019-02-09 0853 AE6JV         599 126    N9VPV         599 41     0
QSO: 14113 RY 2019-02-09 1549 AE6JV         599 127    KI0F          599 310    0
QSO: 14117 RY 2019-02-09 1554 AE6JV         599 128    N0XR          599 127    0
QSO: 14095 RY 2019-02-09 1604 AE6JV         599 129    W4MLB         599 356    0
QSO: 14080 RY 2019-02-09 1608 AE6JV         599 130    K0TLG         599 51     0
QSO: 14079 RY 2019-02-09 1609 AE6JV         599 131    NX0I          599 538    0
QSO: 14079 RY 2019-02-09 1611 AE6JV         599 132    AC0C          599 1070   0
QSO: 14072 RY 2019-02-09 1612 AE6JV         599 133    N0AT          599 250    0
QSO:  7068 RY 2019-02-09 1619 AE6JV         599 134    VE5MX         599 849    0
QSO:  7056 RY 2019-02-09 1621 AE6JV         599 135    AC0C          599 1091   0
QSO:  7042 RY 2019-02-09 1627 AE6JV         599 136    VA7FC         599 71     0
QSO: 14080 RY 2019-02-09 1635 AE6JV         599 137    VA5AA         599 48     0
QSO: 14102 RY 2019-02-09 1649 AE6JV         599 138    VE6BBP        599 175    0
QSO: 14111 RY 2019-02-09 1654 AE6JV         599 139    K6EU          599 162    0
QSO: 14117 RY 2019-02-09 1655 AE6JV         599 140    K0WA          599 181    0
QSO: 14126 RY 2019-02-09 1657 AE6JV         599 141    AC4CA         599 69     0
QSO: 21081 RY 2019-02-09 1823 AE6JV         599 142    P49X          599 1532   0
QSO: 21085 RY 2019-02-09 1826 AE6JV         599 143    NW6P          599 633    0
QSO: 21086 RY 2019-02-09 1830 AE6JV         599 144    PJ2T          599 740    0
QSO: 21095 RY 2019-02-09 1834 AE6JV         599 145    K9YC          599 615    0
QSO: 21087 RY 2019-02-09 1849 AE6JV         599 146    KH6ZM         599 757    0
QSO: 14125 RY 2019-02-09 1902 AE6JV         599 147    K2NV          599 441    0
QSO: 14123 RY 2019-02-09 1904 AE6JV         599 148    K3RWN         599 413    0
QSO: 14121 RY 2019-02-09 1905 AE6JV         599 149    NC0DX         599 1171   0
QSO: 14119 RY 2019-02-09 1907 AE6JV         599 150    N2HMM         599 208    0
QSO: 14118 RY 2019-02-09 1908 AE6JV         599 151    K3MD          599 421    0
QSO: 14107 RY 2019-02-09 1916 AE6JV         599 152    K9CT          599 559    0
QSO: 14105 RY 2019-02-09 1917 AE6JV         599 153    NV9L          599 1124   0
QSO: 14102 RY 2019-02-09 1923 AE6JV         599 154    WB5TUF        599 131    0
QSO: 14101 RY 2019-02-09 1924 AE6JV         599 155    WA7AN         599 600    0
QSO: 14099 RY 2019-02-09 1925 AE6JV         599 156    KY4NA         599 099    0
QSO: 14100 RY 2019-02-09 1927 AE6JV         599 157    K2LNS         599 437    0
QSO: 14095 RY 2019-02-09 1931 AE6JV         599 158    P49X          599 1741   0
QSO: 14092 RY 2019-02-09 1936 AE6JV         599 159    K2RET         599 050    0
QSO: 14090 RY 2019-02-09 1939 AE6JV         599 160    AE0XI         599 102    0
QSO: 14090 RY 2019-02-09 1939 AE6JV         599 161    AK6M          599 237    0
QSO: 14083 RY 2019-02-09 1946 AE6JV         599 162    CR3DX         599 960    0
QSO: 14082 RY 2019-02-09 1949 AE6JV         599 163    WA2MCR        599 207    0
QSO: 14079 RY 2019-02-09 1958 AE6JV         599 164    AA5AU         599 521    0
QSO: 21103 RY 2019-02-09 2001 AE6JV         599 165    W4PJW         599 282    0
QSO: 21100 RY 2019-02-09 2002 AE6JV         599 166    AA4DD         599 430    0
QSO: 21096 RY 2019-02-09 2009 AE6JV         599 167    KB8O          599 043    0
QSO: 21089 RY 2019-02-09 2013 AE6JV         599 168    K9CT          599 111    0
QSO: 21087 RY 2019-02-09 2013 AE6JV         599 169    WU6TT         599 138    0
QSO: 21082 RY 2019-02-09 2015 AE6JV         599 170    W4GKM         599 397    0
QSO: 21080 RY 2019-02-09 2016 AE6JV         599 171    K3JT          599 286    0
QSO: 14079 RY 2019-02-09 2021 AE6JV         599 172    K6TD          599 456    0
QSO: 14081 RY 2019-02-09 2024 AE6JV         599 173    VE3FJ         599 147    0
QSO: 14083 RY 2019-02-09 2027 AE6JV         599 174    WW5M          599 189    0
QSO: 14084 RY 2019-02-09 2031 AE6JV         599 175    KD6TR         599 105    0
QSO: 14085 RY 2019-02-09 2032 AE6JV         599 176    N1MD          599 204    0
QSO: 14088 RY 2019-02-09 2034 AE6JV         599 177    N7WY          599 671    0
QSO: 14089 RY 2019-02-09 2035 AE6JV         599 178    K8RGI/4       599 227    0
QSO: 14092 RY 2019-02-09 2039 AE6JV         599 179    AK9D          599 472    0
QSO: 14093 RY 2019-02-09 2041 AE6JV         599 180    VE2RYY        599 339    0
QSO: 14092 RY 2019-02-09 2117 AE6JV         599 181    K0AD          599 04     0
QSO: 14095 RY 2019-02-09 2119 AE6JV         599 182    K5EK          599 484    0
QSO: 14097 RY 2019-02-09 2119 AE6JV         599 183    VA7RN         599 103    0
QSO: 14097 RY 2019-02-09 2121 AE6JV         599 184    K5WW          599 076    0
QSO: 14103 RY 2019-02-09 2125 AE6JV         599 185    N9VV          599 140    0
QSO: 14104 RY 2019-02-09 2126 AE6JV         599 186    AA2MF         599 542    0
QSO: 14104 RY 2019-02-09 2128 AE6JV         599 187    NS4X          599 198    0
QSO: 14105 RY 2019-02-09 2129 AE6JV         599 188    W4UK          599 222    0
QSO: 14111 RY 2019-02-09 2134 AE6JV         599 189    AA3B          599 1384   0
QSO: 14110 RY 2019-02-09 2135 AE6JV         599 190    PJ4Z          599 1291   0
QSO: 14112 RY 2019-02-09 2139 AE6JV         599 191    VE7BC         599 030    0
QSO: 14113 RY 2019-02-09 2140 AE6JV         599 192    K8LS          599 334    0
QSO: 14115 RY 2019-02-09 2145 AE6JV         599 193    NN6XX         599 177    0
QSO: 14117 RY 2019-02-09 2146 AE6JV         599 194    AK1W          599 961    0
QSO: 14120 RY 2019-02-09 2148 AE6JV         599 195    AD4EB         599 302    0
QSO: 14120 RY 2019-02-09 2149 AE6JV         599 196    AB0RX         599 833    0
QSO: 14123 RY 2019-02-09 2150 AE6JV         599 197    KB3VQC        599 382    0
QSO: 14124 RY 2019-02-09 2151 AE6JV         599 198    NA5NN         599 466    0
QSO: 14129 RY 2019-02-09 2153 AE6JV         599 199    NG7Z          599 144    0
QSO: 14130 RY 2019-02-10 0013 AE6JV         599 200    ZZ2T          599 757    0
QSO: 14129 RY 2019-02-10 0018 AE6JV         599 201    LO7H          599 063    0
QSO: 14126 RY 2019-02-10 0020 AE6JV         599 202    PR2E          599 369    0
QSO: 14116 RY 2019-02-10 0023 AE6JV         599 203    PY2NY         599 234    0
QSO: 14112 RY 2019-02-10 0024 AE6JV         599 204    PJ2T          599 1087   0
QSO: 14107 RY 2019-02-10 0026 AE6JV         599 205    K5MXG         599 202    0
QSO: 14107 RY 2019-02-10 0028 AE6JV         599 206    N5XJ          599 216    0
QSO: 14106 RY 2019-02-10 0029 AE6JV         599 207    W6IA          599 198    0
QSO: 14097 RY 2019-02-10 0031 AE6JV         599 208    JP7DKQ        599 025    0
QSO: 14104 RY 2019-02-10 0032 AE6JV         599 209    JA6ZPR        599 437    0
QSO: 14093 RY 2019-02-10 0037 AE6JV         599 210    KZ0US         599 1030   0
QSO: 14078 RY 2019-02-10 0046 AE6JV         599 211    N5HC          599 720    0
QSO: 14122 RY 2019-02-10 0048 AE6JV         599 212    AA7V          599 264    0
QSO:  7104 RY 2019-02-10 0111 AE6JV         599 213    K6JO          599 114    0
QSO:  7100 RY 2019-02-10 0115 AE6JV         599 214    N7NTQ         599 76     0
QSO:  7092 RY 2019-02-10 0122 AE6JV         599 215    K9CT          599 859    0
QSO:  7087 RY 2019-02-10 0128 AE6JV         599 216    N2BJ          599 709    0
QSO:  7085 RY 2019-02-10 0129 AE6JV         599 217    K8IA          599 659    0
QSO:  7082 RY 2019-02-10 0130 AE6JV         599 218    WW5M          599 315    0
QSO:  7073 RY 2019-02-10 0132 AE6JV         599 219    NS4X          599 345    0
QSO:  7071 RY 2019-02-10 0133 AE6JV         599 220    KU1CW         599 419    0
QSO:  7068 RY 2019-02-10 0139 AE6JV         599 221    KC7EFP        599 079    0
QSO:  7068 RY 2019-02-10 0139 AE6JV         599 222    VA7ST         599 610    0
QSO:  7065 RY 2019-02-10 0143 AE6JV         599 223    AK9D          599 609    0
QSO:  7062 RY 2019-02-10 0148 AE6JV         599 224    K9NR          599 722    0
QSO:  7061 RY 2019-02-10 0154 AE6JV         599 225    KL7SB         599 381    0
QSO:  7057 RY 2019-02-10 0214 AE6JV         599 226    N0XR          599 534    0
QSO:  7056 RY 2019-02-10 0218 AE6JV         599 227    K5DU          599 1154   0
QSO:  7049 RY 2019-02-10 0228 AE6JV         599 228    WA2MCR        599 264    0
QSO:  7031 RY 2019-02-10 0239 AE6JV         599 229    KB7EEG        599 186    0
QSO:  3594 RY 2019-02-10 0308 AE6JV         599 230    N0XR          599 579    0
QSO:  3609 RY 2019-02-10 0313 AE6JV         599 231    VA5AA         599 40     0
QSO:  7036 RY 2019-02-10 0315 AE6JV         599 232    WA7AN         599 834    0
QSO:  7038 RY 2019-02-10 0317 AE6JV         599 233    W8WOM         599 449
QSO:  7039 RY 2019-02-10 0319 AE6JV         599 234    WA6I          599 246    0
QSO:  7044 RY 2019-02-10 0323 AE6JV         599 235    AG6AY         599 54     0
QSO:  7054 RY 2019-02-10 0330 AE6JV         599 236    KA6BIM        599 352    0
QSO:  7065 RY 2019-02-10 0336 AE6JV         599 237    W5AP          599 334    0
QSO:  7071 RY 2019-02-10 0340 AE6JV         599 238    KZ0US         599 1174   0
QSO:  7065 RY 2019-02-10 0443 AE6JV         599 239    N7XCZ         599 135    0
QSO:  7058 RY 2019-02-10 0447 AE6JV         599 240    WU6W          599 413    0
QSO:  7055 RY 2019-02-10 0448 AE6JV         599 241    W2YK          599 244    0
QSO:  7048 RY 2019-02-10 0454 AE6JV         599 242    W0MB          599 538    0
QSO:  7046 RY 2019-02-10 0500 AE6JV         599 243    KP4/K6DTT     599 272    0
QSO:  7042 RY 2019-02-10 0501 AE6JV         599 244    W7YAQ         599 708    0
QSO:  7042 RY 2019-02-10 0502 AE6JV         599 245    K4GMH         599 926    0
QSO:  3600 RY 2019-02-10 0508 AE6JV         599 246    WE6Z          599 563    0
QSO:  3598 RY 2019-02-10 0511 AE6JV         599 247    K6ELE         599 201    0
QSO:  3594 RY 2019-02-10 0517 AE6JV         599 248    WQ3U          599 049    0
QSO:  3593 RY 2019-02-10 0517 AE6JV         599 249    K7BVT         599 184    0
QSO:  3588 RY 2019-02-10 0521 AE6JV         599 250    K6OK          599 388    0
QSO:  7045 RY 2019-02-10 0546 AE6JV         599 251    N5KWN         599 364    0
QSO:  7050 RY 2019-02-10 0548 AE6JV         599 252    WQ5L          599 243    0
QSO:  7071 RY 2019-02-10 0558 AE6JV         599 253    NV9L          599 1575   0
QSO:  7082 RY 2019-02-10 0602 AE6JV         599 254    KH6CJJ        599 527    0
QSO:  7087 RY 2019-02-10 0604 AE6JV         599 255    KO7I          599 3      0
QSO:  3567 RY 2019-02-10 0606 AE6JV         599 256    KT7E          599 192    0
QSO:  3583 RY 2019-02-10 0616 AE6JV         599 257    WB6JJJ        599 478    0
QSO:  3589 RY 2019-02-10 0621 AE6JV         599 258    NB6U          599 711    0
QSO:  3593 RY 2019-02-10 0623 AE6JV         599 259    KD7RUS        599 125    0
QSO:  7088 RY 2019-02-10 0628 AE6JV         599 260    KT7E          599 482    0
QSO:  7087 RY 2019-02-10 0629 AE6JV         599 261    WN6K          599 536    0
QSO:  7084 RY 2019-02-10 0630 AE6JV         599 262    XE1HG         599 298    0
QSO:  7054 RY 2019-02-10 0637 AE6JV         599 263    K2UF          599 209    0
QSO:  7047 RY 2019-02-10 0639 AE6JV         599 264    NX6T          599 406    0
QSO:  7045 RY 2019-02-10 0640 AE6JV         599 265    JM7OLW        599 126    0
QSO:  3581 RY 2019-02-10 0709 AE6JV         599 266    N3RC          599 608    0
QSO:  7038 RY 2019-02-10 0720 AE6JV         599 267    JA6ZPR        599 208    0
QSO:  7042 RY 2019-02-10 0722 AE6JV         599 268    KZ5AM         599 346    0
QSO:  7050 RY 2019-02-10 0726 AE6JV         599 269    KN7K          599 188    0
QSO:  7052 RY 2019-02-10 0731 AE6JV         599 270    KA1AF         599 316    0
QSO:  7054 RY 2019-02-10 0734 AE6JV         599 271    AK1W          599 1298   0
QSO:  7060 RY 2019-02-10 0740 AE6JV         599 272    KM4DR         599 465    0
QSO:  7082 RY 2019-02-10 1502 AE6JV         599 273    W7CD          599 232    0
QSO:  7064 RY 2019-02-10 1507 AE6JV         599 274    DU1R          599 155    0
QSO:  7063 RY 2019-02-10 1508 AE6JV         599 275    JG7PSJ        599 112    0
QSO:  7059 RY 2019-02-10 1510 AE6JV         599 276    WV6I          599 746    0
QSO:  7059 RY 2019-02-10 1513 AE6JV         599 277    JH0ILL        599 189    0
QSO:  7057 RY 2019-02-10 1518 AE6JV         599 278    K7SCX         599 268    0
QSO:  7053 RY 2019-02-10 1521 AE6JV         599 279    K7GS          599 275    0
QSO:  7045 RY 2019-02-10 1527 AE6JV         599 280    WX6V          599 293    0
QSO:  7044 RY 2019-02-10 1527 AE6JV         599 281    N6HE          599 309    0
QSO:  7039 RY 2019-02-10 1532 AE6JV         599 282    N7UVH         599 460    0
QSO:  7052 RY 2019-02-10 1544 AE6JV         599 283    K7JQ          599 267    0
QSO:  7049 RY 2019-02-10 1546 AE6JV         599 284    VE7SZ         599 246    0
QSO:  7046 RY 2019-02-10 1548 AE6JV         599 285    K9DX          599 334    0
QSO: 14128 RY 2019-02-10 1700 AE6JV         599 286    KI6DY         599 1027   0
QSO: 14120 RY 2019-02-10 1703 AE6JV         599 287    VE3NNT        599 350    0
QSO: 14090 RY 2019-02-10 1709 AE6JV         599 288    WS9M          599 553    0
QSO: 21092 RY 2019-02-10 1718 AE6JV         599 289    N0CDA         599 244    0
QSO: 14084 RY 2019-02-10 1840 AE6JV         599 290    KM4OQO        599 412    0
QSO: 14094 RY 2019-02-10 1849 AE6JV         599 291    WS6X          599 890    0
QSO: 14099 RY 2019-02-10 1850 AE6JV         599 292    VA2RN         599 221    0
QSO: 14108 RY 2019-02-10 1858 AE6JV         599 293    4U1WB         599 296    0
QSO: 14111 RY 2019-02-10 1900 AE6JV         599 294    KI6QDH        599 437    0
QSO: 14123 RY 2019-02-10 1905 AE6JV         599 295    NR4O          599 1090   0
QSO: 14124 RY 2019-02-10 1907 AE6JV         599 296    NK9I          599 220    0
QSO: 14128 RY 2019-02-10 1908 AE6JV         599 297    N9NA          599 746    0
QSO: 14129 RY 2019-02-10 1909 AE6JV         599 298    KB8O          599 641    0
QSO: 14131 RY 2019-02-10 1911 AE6JV         599 299    K9NR          599 1063   0
QSO: 14135 RY 2019-02-10 1912 AE6JV         599 300    NG1R          599 675    0
QSO: 14139 RY 2019-02-10 1914 AE6JV         599 301    W1HBR         599 315    0
QSO: 21105 RY 2019-02-10 1917 AE6JV         599 302    PJ4Z          599 2411   0
QSO: 21096 RY 2019-02-10 1922 AE6JV         599 303    VE3DZ         599 689    0
QSO: 21092 RY 2019-02-10 1924 AE6JV         599 304    KT4Q          599 760    0
QSO: 21092 RY 2019-02-10 1926 AE6JV         599 305    AA2MF         599 1015   0
QSO: 21090 RY 2019-02-10 1929 AE6JV         599 306    W4MLB         599 1170   0
QSO: 21088 RY 2019-02-10 1930 AE6JV         599 307    KL7SB         599 591    0
QSO: 21084 RY 2019-02-10 1932 AE6JV         599 308    KE1S          599 086    0
QSO: 21081 RY 2019-02-10 1933 AE6JV         599 309    AA5AU         599 154    0
QSO: 21081 RY 2019-02-10 1934 AE6JV         599 310    NR4M          599 184    0
QSO: 14127 RY 2019-02-10 1944 AE6JV         599 311    AD1C          599 193    0
QSO: 14124 RY 2019-02-10 1946 AE6JV         599 312    K3UK          599 131    0
