START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: SP9KJU
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-POWER: LOW
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-STATION: FIXED
CATEGORY-TIME: 6-HOURS
LOCATION: DX
CATEGORY-OVERLAY: CLASSIC
CLUB: SP CONTEST CLUB
CLAIMED-SCORE:
OPERATORS: sp9mdy 
NAME: RADIOCLUB SP9KJU
CREATED-BY: DQR_Log v. 3.2.5 - (c) SP7DQR
SOAPBOX: RIG IC730 100W, ANT 1 EL DELTA 42m 10UP
QSO: 14000 CW 2014-11-29 1947 SP9KJU        599          15 CR3A            599          33
QSO: 14000 CW 2014-11-29 1947 SP9KJU        599          15 SO9Q            599          15
QSO: 14000 CW 2014-11-29 1948 SP9KJU        599          15 P33W            599          20
QSO: 28000 CW 2014-11-29 1950 SP9KJU        599          15 OL2N            599          15
QSO: 21000 CW 2014-11-29 1952 SP9KJU        599          15 IB9T            599          15
QSO:  7000 CW 2014-11-29 1956 SP9KJU        599          15 RG3P            599          16
QSO:  7000 CW 2014-11-29 1957 SP9KJU        599          15 5B/RN3QO        599          20
QSO:  7000 CW 2014-11-29 1958 SP9KJU        599          15 US4IRT          599          16
QSO:  7000 CW 2014-11-29 1958 SP9KJU        599          15 HB9RB           599          14
QSO:  7000 CW 2014-11-29 2005 SP9KJU        599          15 RA9Y            599          18
QSO:  7000 CW 2014-11-29 2006 SP9KJU        599          15 I1NVU           599          15
QSO:  7000 CW 2014-11-29 2011 SP9KJU        599          15 UF5D            599          16
QSO:  7000 CW 2014-11-29 2012 SP9KJU        599          15 JH3UYB          599          25
QSO:  7000 CW 2014-11-29 2014 SP9KJU        599          15 YU1UN           599          15
QSO:  7000 CW 2014-11-29 2015 SP9KJU        599          15 IH9R            599          33
QSO:  7000 CW 2014-11-29 2016 SP9KJU        599          15 GM4ZUK          599          14
QSO:  7000 CW 2014-11-29 2017 SP9KJU        599          15 R8CT            599          17
QSO:  7000 CW 2014-11-29 2018 SP9KJU        599          15 TM1A            599          14
QSO:  7000 CW 2014-11-29 2019 SP9KJU        599          15 R6CC            599          16
QSO:  7000 CW 2014-11-29 2020 SP9KJU        599          15 R7KU            599          16
QSO:  7000 CW 2014-11-29 2025 SP9KJU        599          15 RW0A            599          18
QSO:  7000 CW 2014-11-29 2029 SP9KJU        599          15 TK4LS           599          15
QSO:  7000 CW 2014-11-29 2033 SP9KJU        599          15 4X0W            599          20
QSO:  7000 CW 2014-11-29 2035 SP9KJU        599          15 P3F             599          20
QSO:  7000 CW 2014-11-29 2039 SP9KJU        599          15 KB1H            599          05
QSO:  7000 CW 2014-11-29 2045 SP9KJU        599          15 RM1Q            599          16
QSO:  7000 CW 2014-11-29 2057 SP9KJU        599          15 UA9MA           599          17
QSO:  7000 CW 2014-11-29 2102 SP9KJU        599          15 TC7S            599          20
QSO:  7000 CW 2014-11-29 2103 SP9KJU        599          15 RQ4D            599          16
QSO:  7000 CW 2014-11-29 2105 SP9KJU        599          15 UT4LW           599          16
QSO:  7000 CW 2014-11-29 2105 SP9KJU        599          15 R3PA            599          16
QSO:  7000 CW 2014-11-29 2106 SP9KJU        599          15 CN2AA           599          33
QSO:  7000 CW 2014-11-29 2114 SP9KJU        599          15 CR6K            599          14
QSO:  7000 CW 2014-11-29 2115 SP9KJU        599          15 PJ2T            599          09
QSO:  7000 CW 2014-11-29 2119 SP9KJU        599          15 RT7M            599          16
QSO:  7000 CW 2014-11-29 2120 SP9KJU        599          15 RT3F            599          16
QSO:  7000 CW 2014-11-29 2120 SP9KJU        599          15 RL3A            599          16
QSO:  7000 CW 2014-11-29 2122 SP9KJU        599          15 R4SA            599          16
QSO:  7000 CW 2014-11-29 2123 SP9KJU        599          15 K3CR            599          05
QSO:  7000 CW 2014-11-29 2123 SP9KJU        599          15 K9GS            599          04
QSO:  7000 CW 2014-11-29 2124 SP9KJU        599          15 VE3AAQ          599          04
QSO:  7000 CW 2014-11-29 2130 SP9KJU        599          15 W2FU            599          05
QSO:  7000 CW 2014-11-29 2132 SP9KJU        599          15 RM4I            599          16
QSO:  7000 CW 2014-11-29 2133 SP9KJU        599          15 UN9L            599          17
QSO:  7000 CW 2014-11-29 2135 SP9KJU        599          15 RA0R            599          18
QSO:  7000 CW 2014-11-29 2136 SP9KJU        599          15 EA5KA           599          14
QSO:  7000 CW 2014-11-29 2138 SP9KJU        599          15 RC4HAA          599          16
QSO:  7000 CW 2014-11-29 2138 SP9KJU        599          15 EA4KD           599          14
QSO:  7000 CW 2014-11-29 2140 SP9KJU        599          15 K1DG            599          05
QSO:  7000 CW 2014-11-29 2141 SP9KJU        599          15 R8TR            599          16
QSO:  7000 CW 2014-11-29 2142 SP9KJU        599          15 UW3E            599          16
QSO:  7000 CW 2014-11-29 2145 SP9KJU        599          15 RX7M            599          16
QSO:  7000 CW 2014-11-29 2146 SP9KJU        599          15 F5OWL           599          14
QSO:  7000 CW 2014-11-29 2148 SP9KJU        599          15 G5W             599          14
QSO:  7000 CW 2014-11-29 2151 SP9KJU        599          15 LZ5R            599          20
QSO:  7000 CW 2014-11-29 2154 SP9KJU        599          15 K1GQ            599          05
QSO:  7000 CW 2014-11-29 2155 SP9KJU        599          15 UA3R            599          16
QSO:  7000 CW 2014-11-29 2200 SP9KJU        599          15 K3LR            599          05
QSO:  7000 CW 2014-11-29 2200 SP9KJU        599          15 K5ZD            599          05
QSO:  7000 CW 2014-11-29 2201 SP9KJU        599          15 K1TO            599          05
QSO:  7000 CW 2014-11-29 2204 SP9KJU        599          15 K3WW            599          05
QSO:  7000 CW 2014-11-29 2207 SP9KJU        599          15 NR4M            599          05
QSO:  7000 CW 2014-11-29 2208 SP9KJU        599          15 R3ZW            599          16
QSO:  7000 CW 2014-11-29 2210 SP9KJU        599          15 UP2L            599          17
QSO:  7000 CW 2014-11-29 2211 SP9KJU        599          15 LZ1EV           599          20
QSO:  7000 CW 2014-11-29 2212 SP9KJU        599          15 UA5B            599          16
QSO:  7000 CW 2014-11-29 2214 SP9KJU        599          15 WK1Q            599          05
QSO:  7000 CW 2014-11-29 2215 SP9KJU        599          15 EA8BQM          599          33
QSO:  7000 CW 2014-11-29 2216 SP9KJU        599          15 UA3DJY          599          16
QSO:  7000 CW 2014-11-29 2218 SP9KJU        599          15 W2XL            599          05
QSO:  7000 CW 2014-11-29 2218 SP9KJU        599          15 WO1N            599          05
QSO:  7000 CW 2014-11-29 2226 SP9KJU        599          15 8P5A            599          08
QSO:  7000 CW 2014-11-29 2232 SP9KJU        599          15 IB9T            599          15
QSO:  7000 CW 2014-11-29 2235 SP9KJU        599          15 K1KI            599          05
QSO:  7000 CW 2014-11-29 2241 SP9KJU        599          15 W1QK            599          05
QSO:  7000 CW 2014-11-29 2244 SP9KJU        599          15 NP2P            599          08
QSO:  7000 CW 2014-11-29 2249 SP9KJU        599          15 SZ1A            599          20
QSO:  7000 CW 2014-11-29 2250 SP9KJU        599          15 9K2HN           599          21
QSO:  7000 CW 2014-11-29 2253 SP9KJU        599          15 W2YC            599          05
QSO:  7000 CW 2014-11-29 2255 SP9KJU        599          15 N2MM            599          05
QSO:  7000 CW 2014-11-29 2256 SP9KJU        599          15 NP4Z            599          08
QSO:  7000 CW 2014-11-29 2302 SP9KJU        599          15 K1TR            599          05
QSO:  7000 CW 2014-11-29 2305 SP9KJU        599          15 UW2M            599          16
QSO:  7000 CW 2014-11-29 2306 SP9KJU        599          15 RX1A            599          16
QSO:  7000 CW 2014-11-29 2307 SP9KJU        599          15 WA1Z            599          05
QSO:  7000 CW 2014-11-29 2309 SP9KJU        599          15 K9NR            599          04
QSO:  7000 CW 2014-11-29 2309 SP9KJU        599          15 N4WW            599          05
QSO: 28000 CW 2014-11-30 0709 SP9KJU        599          15 JH4UYB          599          25
QSO: 28000 CW 2014-11-30 0715 SP9KJU        599          15 RD4F            599          16
QSO: 28000 CW 2014-11-30 0715 SP9KJU        599          15 RW9OW           599          18
QSO: 28000 CW 2014-11-30 0716 SP9KJU        599          15 RM7C            599          16
QSO: 28000 CW 2014-11-30 0719 SP9KJU        599          15 JR3RWB          599          25
QSO: 28000 CW 2014-11-30 0723 SP9KJU        599          15 9M2TO           599          28
QSO: 28000 CW 2014-11-30 0731 SP9KJU        599          15 4L5P            599          21
QSO: 28000 CW 2014-11-30 0732 SP9KJU        599          15 RT9S            599          16
QSO: 28000 CW 2014-11-30 0733 SP9KJU        599          15 UN6G            599          17
QSO: 28000 CW 2014-11-30 0737 SP9KJU        599          15 JA7ZFN          599          25
QSO: 28000 CW 2014-11-30 0738 SP9KJU        599          15 RW4O            599          16
QSO: 28000 CW 2014-11-30 0743 SP9KJU        599          15 RC6U            599          16
QSO: 28000 CW 2014-11-30 0744 SP9KJU        599          15 RT7T            599          16
QSO: 28000 CW 2014-11-30 0747 SP9KJU        599          15 JF2QNM          599          25
QSO: 28000 CW 2014-11-30 0750 SP9KJU        599          15 8J2VE           599          25
QSO: 28000 CW 2014-11-30 0813 SP9KJU        599          15 UA9SR           599          18
QSO: 28000 CW 2014-11-30 0817 SP9KJU        599          15 CT3KN           599          33
QSO: 28000 CW 2014-11-30 0819 SP9KJU        599          15 JE5JHZ          599          25
QSO: 28000 CW 2014-11-30 0823 SP9KJU        599          15 JA1BPA          599          25
QSO: 28000 CW 2014-11-30 0830 SP9KJU        599          15 4K0CW           599          21
QSO: 28000 CW 2014-11-30 0831 SP9KJU        599          15 EY8MM           599          17
QSO: 28000 CW 2014-11-30 0832 SP9KJU        599          15 7Z1HL           599          21
QSO: 28000 CW 2014-11-30 0835 SP9KJU        599          15 B4W             599          24
QSO: 28000 CW 2014-11-30 0838 SP9KJU        599          15 4Z0DX           599          20
QSO: 28000 CW 2014-11-30 0853 SP9KJU        599          15 RC4W            599          16
QSO: 28000 CW 2014-11-30 0854 SP9KJU        599          15 UN6LN           599          17
QSO: 28000 CW 2014-11-30 0855 SP9KJU        599          15 TC7S            599          20
QSO: 28000 CW 2014-11-30 0858 SP9KJU        599          15 UA8WAA          599          16
QSO: 28000 CW 2014-11-30 0859 SP9KJU        599          15 RW0BG           599          18
QSO: 28000 CW 2014-11-30 0901 SP9KJU        599          15 RA9MX           599          17
QSO: 28000 CW 2014-11-30 0906 SP9KJU        599          15 6W1SR           599          35
QSO: 28000 CW 2014-11-30 0914 SP9KJU        599          15 5H3EE           599          37
QSO: 28000 CW 2014-11-30 0916 SP9KJU        599          15 UP0L            599          17
QSO: 28000 CW 2014-11-30 0930 SP9KJU        599          15 AH0K            599          27
QSO: 28000 CW 2014-11-30 1215 SP9KJU        599          15 R7MT            599          16
QSO: 28000 CW 2014-11-30 1216 SP9KJU        599          15 RY7G            599          16
QSO: 28000 CW 2014-11-30 1217 SP9KJU        599          15 MA0XAU          599          14
QSO: 28000 CW 2014-11-30 1218 SP9KJU        599          15 ZS2NF           599          38
QSO: 28000 CW 2014-11-30 1220 SP9KJU        599          15 PP5KR           599          11
QSO: 28000 CW 2014-11-30 1221 SP9KJU        599          15 KU2C            599          05
QSO: 28000 CW 2014-11-30 1223 SP9KJU        599          15 5B/RN3QO        599          20
QSO: 28000 CW 2014-11-30 1223 SP9KJU        599          15 GM4O            599          14
QSO: 28000 CW 2014-11-30 1227 SP9KJU        599          15 VE2BWL          599          05
QSO: 28000 CW 2014-11-30 1228 SP9KJU        599          15 K2ZJ            599          05
QSO: 28000 CW 2014-11-30 1229 SP9KJU        599          15 CR6A            599          14
QSO: 28000 CW 2014-11-30 1231 SP9KJU        599          15 CX2BR           599          13
QSO: 28000 CW 2014-11-30 1235 SP9KJU        599          15 D2QV            599          36
QSO: 28000 CW 2014-11-30 1244 SP9KJU        599          15 ZW8T            599          11
QSO: 28000 CW 2014-11-30 1540 SP9KJU        599          15 AA4CF           599          05
QSO: 28000 CW 2014-11-30 1541 SP9KJU        599          15 WK1Q            599          05
QSO: 28000 CW 2014-11-30 1542 SP9KJU        599          15 ZD8O            599          36
QSO: 28000 CW 2014-11-30 1548 SP9KJU        599          15 WB4TDH          599          05
QSO: 28000 CW 2014-11-30 1549 SP9KJU        599          15 KB1H            599          05
QSO: 28000 CW 2014-11-30 1549 SP9KJU        599          15 N5AW            599          04
QSO: 28000 CW 2014-11-30 1551 SP9KJU        599          15 K5YAA           599          04
QSO: 28000 CW 2014-11-30 1553 SP9KJU        599          15 K9RS            599          05
QSO: 28000 CW 2014-11-30 1600 SP9KJU        599          15 WE9V            599          04
QSO: 28000 CW 2014-11-30 1604 SP9KJU        599          15 N1EU            599          05
QSO: 21000 CW 2014-11-30 1614 SP9KJU        599          15 VE3OI           599          04
QSO: 21000 CW 2014-11-30 1615 SP9KJU        599          15 K3WW            599          05
QSO: 21000 CW 2014-11-30 1616 SP9KJU        599          15 EA8/RA1A        599          33
QSO: 21000 CW 2014-11-30 1617 SP9KJU        599          15 K4OAQ           599          05
QSO: 21000 CW 2014-11-30 1622 SP9KJU        599          15 VE4EA           599          04
QSO: 21000 CW 2014-11-30 1623 SP9KJU        599          15 9K2RA           599          21
QSO: 21000 CW 2014-11-30 1624 SP9KJU        599          15 W2EN            599          05
QSO: 21000 CW 2014-11-30 1627 SP9KJU        599          15 W6PH            599          03
QSO: 21000 CW 2014-11-30 1632 SP9KJU        599          15 W1WEF           599          05
QSO: 14000 CW 2014-11-30 1637 SP9KJU        599          15 SV1ENG          599          20
QSO: 14000 CW 2014-11-30 1638 SP9KJU        599          15 K8AJS           599          04
QSO: 14000 CW 2014-11-30 1647 SP9KJU        599          15 3B8MU           599          39
QSO: 14000 CW 2014-11-30 1649 SP9KJU        599          15 N5CR            599          03
QSO: 14000 CW 2014-11-30 1651 SP9KJU        599          15 VC7M            599          03
QSO: 14000 CW 2014-11-30 1655 SP9KJU        599          15 CF3CCO          599          04
QSO: 14000 CW 2014-11-30 1657 SP9KJU        599          15 K1KP            599          05
QSO: 14000 CW 2014-11-30 1658 SP9KJU        599          15 OH0X            599          15
QSO: 14000 CW 2014-11-30 1701 SP9KJU        599          15 EA8AH           599          33
QSO: 14000 CW 2014-11-30 1703 SP9KJU        599          15 WX0B            599          04
QSO: 14000 CW 2014-11-30 1704 SP9KJU        599          15 W1EBI           599          05
QSO: 14000 CW 2014-11-30 1706 SP9KJU        599          15 KB1H            599          05
QSO: 14000 CW 2014-11-30 1709 SP9KJU        599          15 CS2C            599          14
QSO: 14000 CW 2014-11-30 1916 SP9KJU        599          15 N4WW            599          05
QSO: 14000 CW 2014-11-30 1917 SP9KJU        599          15 K2LE            599          05
QSO: 14000 CW 2014-11-30 1918 SP9KJU        599          15 W1WEF           599          05
QSO: 14000 CW 2014-11-30 1924 SP9KJU        599          15 K3ATO           599          05
QSO: 14000 CW 2014-11-30 1925 SP9KJU        599          15 KB1W            599          05
QSO: 14000 CW 2014-11-30 1926 SP9KJU        599          15 W2JU            599          05
QSO: 14000 CW 2014-11-30 1927 SP9KJU        599          15 K1BG            599          05
QSO: 14000 CW 2014-11-30 1935 SP9KJU        599          15 VP2MDX          599          08
QSO: 14000 CW 2014-11-30 1939 SP9KJU        599          15 VY2TT           599          05
QSO: 14000 CW 2014-11-30 1940 SP9KJU        599          15 WX4G            599          05
QSO: 14000 CW 2014-11-30 1943 SP9KJU        599          15 K4IKM           599          05
QSO: 14000 CW 2014-11-30 1944 SP9KJU        599          15 W1CU            599          05
QSO: 14000 CW 2014-11-30 1945 SP9KJU        599          15 NE3F            599          05
QSO: 14000 CW 2014-11-30 1953 SP9KJU        599          15 W1QK            599          05
QSO:  7000 CW 2014-11-30 2030 SP9KJU        599          15 UY7LM           599          16
QSO:  7000 CW 2014-11-30 2032 SP9KJU        599          15 RT9S            599          16
QSO:  7000 CW 2014-11-30 2036 SP9KJU        599          15 KB1W            599          05
QSO:  7000 CW 2014-11-30 2038 SP9KJU        599          15 EA3PP           599          14
QSO:  7000 CW 2014-11-30 2040 SP9KJU        599          15 KP4EE           599          08
QSO:  7000 CW 2014-11-30 2051 SP9KJU        599          15 W1KM            599          05
QSO:  7000 CW 2014-11-30 2051 SP9KJU        599          15 W1KM            599          05
QSO:  7000 CW 2014-11-30 2051 SP9KJU        599          15 W1KM            599          05
QSO:  7000 CW 2014-11-30 2053 SP9KJU        599          15 JA3YBK          599          25
QSO:  7000 CW 2014-11-30 2059 SP9KJU        599          15 K1AR            599          05
QSO:  7000 CW 2014-11-30 2111 SP9KJU        599          15 UA4W            599          16
QSO:  7000 CW 2014-11-30 2112 SP9KJU        599          15 KM3T            599          05
QSO:  7000 CW 2014-11-30 2117 SP9KJU        599          15 AB3CX           599          05
QSO:  7000 CW 2014-11-30 2118 SP9KJU        599          15 RT6A            599          16
QSO:  7000 CW 2014-11-30 2119 SP9KJU        599          15 K1IR            599          05
QSO:  7000 CW 2014-11-30 2120 SP9KJU        599          15 EI1Y            599          14
QSO:  7000 CW 2014-11-30 2123 SP9KJU        599          15 UN1Z            599          17
QSO:  7000 CW 2014-11-30 2125 SP9KJU        599          15 R4YY            599          16
QSO:  7000 CW 2014-11-30 2133 SP9KJU        599          15 9H3TX           599          15
QSO:  7000 CW 2014-11-30 2137 SP9KJU        599          15 F6HKA           599          14
QSO:  7000 CW 2014-11-30 2141 SP9KJU        599          15 K1KP            599          05
QSO:  7000 CW 2014-11-30 2141 SP9KJU        599          15 N2LBR           599          05
QSO:  7000 CW 2014-11-30 2143 SP9KJU        599          15 NE3F            599          05
QSO:  7000 CW 2014-11-30 2151 SP9KJU        599          15 VE2IM           599          02
QSO:  7000 CW 2014-11-30 2154 SP9KJU        599          15 FY5FY           599          09
QSO:  7000 CW 2014-11-30 2157 SP9KJU        599          15 EA5RS           599          14
QSO:  7000 CW 2014-11-30 2159 SP9KJU        599          15 K8MFO           599          04
QSO:  7000 CW 2014-11-30 2306 SP9KJU        599          15 WD4AHZ          599          05
QSO:  7000 CW 2014-11-30 2308 SP9KJU        599          15 9H1CG           599          15
QSO:  7000 CW 2014-11-30 2309 SP9KJU        599          15 N4YDU           599          05
QSO:  7000 CW 2014-11-30 2310 SP9KJU        599          15 NW3Y            599          05
QSO:  7000 CW 2014-11-30 2311 SP9KJU        599          15 K3IPK           599          05
QSO:  7000 CW 2014-11-30 2313 SP9KJU        599          15 P33W            599          20
QSO:  7000 CW 2014-11-30 2313 SP9KJU        599          15 GD6IA           599          14
QSO:  7000 CW 2014-11-30 2315 SP9KJU        599          15 M2X             599          14
QSO:  7000 CW 2014-11-30 2316 SP9KJU        599          15 M3C             599          14
QSO:  7000 CW 2014-11-30 2318 SP9KJU        599          15 K2NV            599          05
QSO:  7000 CW 2014-11-30 2319 SP9KJU        599          15 HK1NA           599          09
QSO:  7000 CW 2014-11-30 2321 SP9KJU        599          15 W1GD            599          05
QSO:  7000 CW 2014-11-30 2326 SP9KJU        599          15 W3LPL           599          05
QSO:  7000 CW 2014-11-30 2327 SP9KJU        599          15 RT5G            599          16
QSO:  7000 CW 2014-11-30 2328 SP9KJU        599          15 UA9KAA          599          17
QSO:  7000 CW 2014-11-30 2334 SP9KJU        599          15 4K0CW           599          21
QSO:  7000 CW 2014-11-30 2338 SP9KJU        599          15 N3RS            599          05
QSO:  7000 CW 2014-11-30 2339 SP9KJU        599          15 CR3L            599          33
QSO:  7000 CW 2014-11-30 2340 SP9KJU        599          15 TM6M            599          14
QSO:  7000 CW 2014-11-30 2341 SP9KJU        599          15 K2LE            599          05
QSO:  7000 CW 2014-11-30 2342 SP9KJU        599          15 NB1N            599          05
QSO:  7000 CW 2014-11-30 2348 SP9KJU        599          15 G3PHO           599          14
QSO:  3500 CW 2014-11-30 2349 SP9KJU        599          15 OK2SGY          599          15
QSO:  3500 CW 2014-11-30 2350 SP9KJU        599          15 GJ2A            599          14
QSO:  3500 CW 2014-11-30 2351 SP9KJU        599          15 LY1CT           599          15
QSO:  3500 CW 2014-11-30 2352 SP9KJU        599          15 YO7LCB          599          20
QSO:  3500 CW 2014-11-30 2353 SP9KJU        599          15 ZA/YU7CM        599          15
QSO:  3500 CW 2014-11-30 2356 SP9KJU        599          15 OK1WWJ          599          15
QSO:  3500 CW 2014-11-30 2357 SP9KJU        599          15 SV1EGN          599          20
QSO:  3500 CW 2014-11-30 2358 SP9KJU        599          15 TC7S            599          20
QSO:  3500 CW 2014-11-30 2359 SP9KJU        599          15 G3VDB           599          14
QSO:  3500 CW 2014-11-30 2359 SP9KJU        599          15 OK7AW           599          15
QSO:  3500 CW 2014-11-30 2359 SP9KJU        599          15 OH5Z            599          15
END-OF-LOG:
