START-OF-LOG: 2.0
CREATED-BY: QARTest 2.8.7
CONTEST: REF-CW
REF-SECTION: DX
CALLSIGN: IK7FMQ
CATEGORY: SINGLE-OP ALL HIGH
CLAIMED-SCORE: 3705
NAME: GABRIELE ALBANESE
SOAPBOX: TRX YAESU FT950 + YAESU FL2100B + ANT. WINDOM HOME MADE.
SOAPBOX: BELLA GARA, RINGRAZIAMENTI AGLI OM FRANCESI. PROPAGAZIONE CATTIVA. 10 METRI 
QSO: 14000 CW 2013-01-26 1554 IK7FMQ        599 022    F6KNB         599 33     
QSO: 14000 CW 2013-01-26 1558 IK7FMQ        599 023    F5PAL         599 63     
QSO: 14000 CW 2013-01-26 1603 IK7FMQ        599 024    F2GL          599 89     
QSO: 14000 CW 2013-01-26 1605 IK7FMQ        599 025    F8UFT         599 77     
QSO: 14000 CW 2013-01-26 1606 IK7FMQ        599 026    F8ATS         599 92     
QSO: 14000 CW 2013-01-26 1609 IK7FMQ        599 027    F5TGR         599 95     
QSO: 14000 CW 2013-01-26 1613 IK7FMQ        599 028    F6DEV         599 09     
QSO: 14000 CW 2013-01-26 1615 IK7FMQ        599 029    F2NZ/P        599 44     
QSO:  7000 CW 2013-01-26 2006 IK7FMQ        599 030    F6HJO/P       599 21     
QSO:  7000 CW 2013-01-26 2011 IK7FMQ        599 031    F6HLC         599 71     
QSO:  7000 CW 2013-01-26 2016 IK7FMQ        599 032    F6GPT         599 35     
QSO:  7000 CW 2013-01-26 2021 IK7FMQ        599 033    F5KMB/P       599 60     
QSO:  7000 CW 2013-01-26 2022 IK7FMQ        599 034    F5XX          599 81     
QSO:  7000 CW 2013-01-26 2027 IK7FMQ        599 035    F8EZX         599 31     
QSO:  7000 CW 2013-01-26 2030 IK7FMQ        599 036    F5JVP         599 51     
QSO:  7000 CW 2013-01-26 2032 IK7FMQ        599 037    F6UIG         599 57     
QSO:  7000 CW 2013-01-26 2038 IK7FMQ        599 038    F8BPN         599 19     
QSO:  7000 CW 2013-01-26 2046 IK7FMQ        599 039    F5PYJ         599 44     
QSO:  3500 CW 2013-01-26 2155 IK7FMQ        599 040    F6HLC         599 71     
QSO:  3500 CW 2013-01-26 2202 IK7FMQ        599 041    F6KEH         599 34     
QSO:  7000 CW 2013-01-26 2208 IK7FMQ        599 042    F5KEQ         599 44     
QSO: 21000 CW 2013-01-27 1002 IK7FMQ        599 043    F8EMH         599 54     
QSO: 21000 CW 2013-01-27 1008 IK7FMQ        599 044    F6IIT         599 86     
QSO: 21000 CW 2013-01-27 1011 IK7FMQ        599 045    F5VHY         599 47     
QSO: 21000 CW 2013-01-27 1030 IK7FMQ        599 046    F8OOI         599 82     
QSO: 21000 CW 2013-01-27 1050 IK7FMQ        599 047    F6GB          599 47     
QSO: 21000 CW 2013-01-27 1056 IK7FMQ        599 048    F5JFU         599 58     
QSO: 21000 CW 2013-01-27 1106 IK7FMQ        599 049    F5KED         599 36     
QSO: 21000 CW 2013-01-27 1109 IK7FMQ        599 050    F5DE/P        599 19     
QSO: 14000 CW 2013-01-27 1115 IK7FMQ        599 051    F8KGH         599 83     
QSO: 14000 CW 2013-01-27 1122 IK7FMQ        599 052    TK5EP         599 2A     
QSO: 14000 CW 2013-01-27 1135 IK7FMQ        599 053    F8BXI         599 01     
QSO: 14000 CW 2013-01-27 1139 IK7FMQ        599 054    F6FTB         599 21     
QSO: 14000 CW 2013-01-27 1143 IK7FMQ        599 055    F6CZQ         599 73     
QSO: 14000 CW 2013-01-27 1149 IK7FMQ        599 056    F5KHP         599 32     
QSO:  7000 CW 2013-01-27 1623 IK7FMQ        599 057    FF6AUS        599 95     
QSO:  7000 CW 2013-01-27 1624 IK7FMQ        599 058    F6AUS         599 79     
QSO: 14000 CW 2013-01-27 1637 IK7FMQ        599 059    F8DRE         599 27     
QSO: 14000 CW 2013-01-27 1639 IK7FMQ        599 060    F5VHY         599 47     
QSO: 14000 CW 2013-01-27 1640 IK7FMQ        599 061    F6KLO         599 19     
QSO: 14000 CW 2013-01-27 1643 IK7FMQ        599 062    F5NKX         599 50     
QSO:  7000 CW 2013-01-27 1646 IK7FMQ        599 063    F4EUN         599 83     
END-OF-LOG:
