START-OF-LOG: 2.0
REF-SECTION: DX
CONTEST: REF-CW
CALLSIGN: PA5GU
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 9265
OPERATORS: PA5GU
NAME: JAAP ZUIDWEG
SOAPBOX:                          
QSO: 14000 CW 2013-01-26 0915 PA5GU	    599 001    TK5EP	     599 2A
QSO:  3500 CW 2013-01-26 1841 PA5GU	    599 106    F6KLO	     599 19
QSO:  3500 CW 2013-01-26 1844 PA5GU	    599 107    F8KHP	     599 88
QSO:  3500 CW 2013-01-26 1845 PA5GU	    599 108    F5JVP	     599 51
QSO:  3500 CW 2013-01-26 1849 PA5GU	    599 109    TM2T	     599 13
QSO:  3500 CW 2013-01-26 1851 PA5GU	    599 110    F6KEH	     599 34
QSO:  3500 CW 2013-01-26 1853 PA5GU	    599 111    F8GGD	     599 16
QSO:  3500 CW 2013-01-26 1903 PA5GU	    599 112    F5DMD/P	     599 58
QSO:  3500 CW 2013-01-26 1904 PA5GU	    599 113    F8EMH	     599 54
QSO:  3500 CW 2013-01-26 1907 PA5GU	    599 114    F8BUO	     599 68
END-OF-LOG:
