START-OF-LOG: 2.0
REF-SECTION: DX
CONTEST: REF-CW
CALLSIGN: DL5OAB
CATEGORY: SINGLE-OP ALL LOW CW
CLAIMED-SCORE: 14157
CREATED-BY: UcxLog 7.18
OPERATORS: D L 5 O A B
NAME: Bernd Willeke
CLUB: DARC
SOAPBOX: C'etais tres, tres merveilleux encore une fois. A l'annee prochaine.
QSO:  7000 CW 2013-01-26 1003 DL5OAB        599 025    F6FTB         599 21
QSO:  7000 CW 2013-01-26 1005 DL5OAB        599 026    F5KEQ         599 44
QSO:  7000 CW 2013-01-26 1007 DL5OAB        599 027    F6HKA         599 87
QSO:  7000 CW 2013-01-26 1011 DL5OAB        599 028    F6KBF         599 78
QSO:  7000 CW 2013-01-26 1012 DL5OAB        599 029    F5NKX         599 50
QSO:  7000 CW 2013-01-26 1013 DL5OAB        599 030    F8KGW         599 35
QSO:  7000 CW 2013-01-26 1027 DL5OAB        599 031    F6ICG         599 89
QSO:  7000 CW 2013-01-26 1029 DL5OAB        599 032    F6KLO         599 19
QSO:  7000 CW 2013-01-26 1031 DL5OAB        599 033    F6DYX         599 49
QSO:  7000 CW 2013-01-26 1034 DL5OAB        599 034    F5PTI         599 16
QSO:  7000 CW 2013-01-26 1038 DL5OAB        599 035    F8KHP         599 88
QSO:  7000 CW 2013-01-26 1039 DL5OAB        599 036    F6EVG         599 08
QSO:  7000 CW 2013-01-26 1040 DL5OAB        599 037    F8GGZ         599 39
QSO:  7000 CW 2013-01-26 1049 DL5OAB        599 038    F8KGZ         599 54
QSO:  7000 CW 2013-01-26 1051 DL5OAB        599 039    F6HDI         599 57
QSO:  7000 CW 2013-01-26 1057 DL5OAB        599 040    F5KOJ         599 52
QSO:  7000 CW 2013-01-26 1059 DL5OAB        599 041    F6GPT         599 33
QSO:  7000 CW 2013-01-26 1104 DL5OAB        599 042    F6BKD         599 47
QSO:  7000 CW 2013-01-26 1110 DL5OAB        599 043    F6EZF         599 71
QSO:  7000 CW 2013-01-26 1113 DL5OAB        599 044    F5PVK         599 80
QSO:  7000 CW 2013-01-26 1117 DL5OAB        599 045    F5PYJ         599 44
QSO:  7000 CW 2013-01-26 1119 DL5OAB        599 046    F5JNF         599 58
QSO:  7000 CW 2013-01-26 1119 DL5OAB        599 047    F8KHO         599 51
QSO:  7000 CW 2013-01-26 1121 DL5OAB        599 048    F6DEO         599 95
QSO: 14000 CW 2013-01-26 1126 DL5OAB        599 049    TK5EP         599 2A
QSO: 14000 CW 2013-01-26 1129 DL5OAB        599 050    F6HJO/P       599 21
QSO: 14000 CW 2013-01-26 1131 DL5OAB        599 051    F6KNB         599 33
QSO: 14000 CW 2013-01-26 1134 DL5OAB        599 052    F4EUN         599 83
QSO: 14000 CW 2013-01-26 1145 DL5OAB        599 053    F6CXJ         599 47
QSO: 14000 CW 2013-01-26 1150 DL5OAB        599 054    F6HLC         599 71
QSO: 14000 CW 2013-01-26 1156 DL5OAB        599 055    F6ICX         599 77
QSO: 28000 CW 2013-01-26 1205 DL5OAB        599 056    F8EMH         599 54
QSO: 28000 CW 2013-01-26 1207 DL5OAB        599 057    FM5WD         599 FM
QSO:  7000 CW 2013-01-26 1213 DL5OAB        599 058    F5RKL         599 54
QSO:  7000 CW 2013-01-26 1218 DL5OAB        599 059    F5TVG         599 94
QSO:  7000 CW 2013-01-26 1223 DL5OAB        599 060    F5KLP         599 49
QSO:  7000 CW 2013-01-26 1342 DL5OAB        599 061    F5LPM         599 88
QSO:  7000 CW 2013-01-26 1344 DL5OAB        599 062    F1IWH         599 33
QSO:  7000 CW 2013-01-26 1344 DL5OAB        599 063    F6EBA         599 48
QSO:  7000 CW 2013-01-26 1347 DL5OAB        599 064    F4GBW         599 59
QSO:  7000 CW 2013-01-26 1349 DL5OAB        599 065    F8EEQ         599 59
QSO:  7000 CW 2013-01-26 1350 DL5OAB        599 066    F8CIL         599 03
QSO:  7000 CW 2013-01-26 1351 DL5OAB        599 067    F5IAE         599 18
QSO:  7000 CW 2013-01-26 1355 DL5OAB        599 068    F8FLN         599 52
QSO:  7000 CW 2013-01-26 1358 DL5OAB        599 069    F6CZQ         599 73
QSO:  7000 CW 2013-01-26 1403 DL5OAB        599 070    F6CXJ         599 47
QSO:  7000 CW 2013-01-26 1404 DL5OAB        599 071    F5PZL         599 77
QSO:  7000 CW 2013-01-26 1407 DL5OAB        599 072    F8GGD         599 16
QSO:  7000 CW 2013-01-26 1411 DL5OAB        599 073    F6APE         599 49
QSO: 14000 CW 2013-01-26 1415 DL5OAB        599 074    F6IPQ         599 47
QSO: 14000 CW 2013-01-26 1419 DL5OAB        599 075    F5XX          599 81
QSO: 14000 CW 2013-01-26 1424 DL5OAB        599 076    F6KEH         599 34
QSO: 14000 CW 2013-01-26 1430 DL5OAB        599 077    F5ROX         599 41
QSO: 21000 CW 2013-01-26 1437 DL5OAB        599 078    F8KGH         599 83
QSO: 21000 CW 2013-01-26 1445 DL5OAB        599 079    F8KHO         599 51
QSO: 21000 CW 2013-01-26 1451 DL5OAB        599 080    F2GL          599 89
QSO: 21000 CW 2013-01-26 1459 DL5OAB        599 081    F8ATS         599 91
QSO: 21000 CW 2013-01-26 1502 DL5OAB        599 082    F6HLC         599 71
QSO: 21000 CW 2013-01-26 1504 DL5OAB        599 083    F5JVP         599 51
QSO: 21000 CW 2013-01-26 1505 DL5OAB        599 084    F8DGY         599 77
QSO: 21000 CW 2013-01-26 1508 DL5OAB        599 085    F8GGV         599 93
QSO: 21000 CW 2013-01-26 1514 DL5OAB        599 086    F6KNB         599 33
QSO:  7000 CW 2013-01-26 1649 DL5OAB        599 087    F5OHM         599 36
QSO:  7000 CW 2013-01-26 1656 DL5OAB        599 088    TM55M         599 55
QSO:  7000 CW 2013-01-26 1702 DL5OAB        599 089    F5PCV         599 62
QSO:  7000 CW 2013-01-26 1704 DL5OAB        599 090    F4GGQ         599 29
QSO:  7000 CW 2013-01-26 1712 DL5OAB        599 091    F5GFA         599 47
QSO:  7000 CW 2013-01-26 1715 DL5OAB        599 092    F8EMH         599 54
QSO:  7000 CW 2013-01-26 1719 DL5OAB        599 093    TM38O         599 31
QSO:  7000 CW 2013-01-26 1723 DL5OAB        599 094    F5UPO         599 76
QSO:  7000 CW 2013-01-26 1726 DL5OAB        599 095    F6KMB         599 59
QSO:  7000 CW 2013-01-26 1728 DL5OAB        599 096    F6KHM         599 29
QSO:  7000 CW 2013-01-26 1737 DL5OAB        599 097    TK4LS         599 2B
QSO:  7000 CW 2013-01-26 1739 DL5OAB        599 098    F6FDR         599 84
QSO: 14000 CW 2013-01-26 1746 DL5OAB        599 099    F8UFT         599 77
QSO: 14000 CW 2013-01-26 1747 DL5OAB        599 100    F2GL          599 89
QSO: 14000 CW 2013-01-26 1750 DL5OAB        599 101    F5KHP         599 32
QSO: 14000 CW 2013-01-26 1757 DL5OAB        599 102    F6EPQ         599 70
QSO:  7000 CW 2013-01-26 2052 DL5OAB        599 103    F5OWL         599 83
QSO:  7000 CW 2013-01-27 0731 DL5OAB        599 104    F5HB          599 33
QSO:  7000 CW 2013-01-27 0734 DL5OAB        599 105    F5CWU         599 37
QSO:  7000 CW 2013-01-27 0736 DL5OAB        599 106    F8KGH         599 83
QSO:  7000 CW 2013-01-27 0741 DL5OAB        599 107    F5PAL         599 63
QSO:  7000 CW 2013-01-27 0743 DL5OAB        599 108    F6DEV         599 09
QSO: 14000 CW 2013-01-27 0751 DL5OAB        599 109    F5KMB/P       599 60
QSO: 21000 CW 2013-01-27 1029 DL5OAB        599 110    F5KMB/P       599 60
QSO: 28000 CW 2013-01-27 1041 DL5OAB        599 111    F6EYB         599 40
QSO: 28000 CW 2013-01-27 1042 DL5OAB        599 112    F8UFT         599 77
QSO: 28000 CW 2013-01-27 1045 DL5OAB        599 113    F5VHY         599 47
QSO: 28000 CW 2013-01-27 1052 DL5OAB        599 114    F6HLC         599 71
QSO: 28000 CW 2013-01-27 1125 DL5OAB        599 115    F5JFU         599 58
QSO: 14000 CW 2013-01-27 1144 DL5OAB        599 116    F6KHM         599 29
QSO: 14000 CW 2013-01-27 1146 DL5OAB        599 117    F8KGH         599 83
QSO: 14000 CW 2013-01-27 1148 DL5OAB        599 118    F6FYA         599 37
QSO: 14000 CW 2013-01-27 1153 DL5OAB        599 119    F6FDR         599 84
QSO: 14000 CW 2013-01-27 1158 DL5OAB        599 120    F5JVP         599 51
QSO: 14000 CW 2013-01-27 1203 DL5OAB        599 121    TM2T          599 13
QSO: 14000 CW 2013-01-27 1216 DL5OAB        599 122    TM38O         599 31
QSO: 14000 CW 2013-01-27 1221 DL5OAB        599 123    F8EMH         599 54
QSO: 14000 CW 2013-01-27 1232 DL5OAB        599 124    F8DFP         599 63
QSO: 14000 CW 2013-01-27 1234 DL5OAB        599 125    TM3T          599 13
QSO: 14000 CW 2013-01-27 1336 DL5OAB        599 126    F5ICC         599 24
QSO: 14000 CW 2013-01-27 1346 DL5OAB        599 127    F6KDL         599 68
QSO: 14000 CW 2013-01-27 1413 DL5OAB        599 128    F6KBF         599 78
QSO:  7000 CW 2013-01-27 1428 DL5OAB        599 129    F6IPQ         599 47
QSO: 14000 CW 2013-01-27 1448 DL5OAB        599 130    F6DEV         599 09
QSO:  7000 CW 2013-01-27 1711 DL5OAB        599 131    F6AXN         599 28
QSO:  7000 CW 2013-01-27 1718 DL5OAB        599 132    TM6D          599 38
QSO:  7000 CW 2013-01-27 1722 DL5OAB        599 133    F5VHY         599 47
QSO:  7000 CW 2013-01-27 1724 DL5OAB        599 134    F8KCF         599 74
QSO:  7000 CW 2013-01-27 1724 DL5OAB        599 135    F5CQ          599 35
QSO:  7000 CW 2013-01-27 1726 DL5OAB        599 136    F5XX          599 81
QSO:  7000 CW 2013-01-27 1728 DL5OAB        599 137    F5TFU         599 50
QSO:  7000 CW 2013-01-27 1737 DL5OAB        599 138    F6KDL         599 68
QSO:  7000 CW 2013-01-27 1746 DL5OAB        599 139    TK5JJ         599 2A
QSO:  7000 CW 2013-01-27 1754 DL5OAB        599 140    F8ATS         599 91
QSO:  7000 CW 2013-01-27 1757 DL5OAB        599 141    F5PLR         599 64
END-OF-LOG:
