START-OF-LOG: 3.0
CONTEST: CQ-WPX-RTTY
CALLSIGN: DK4VY
CATEGORY-ASSISTED: NON-ASSISTED
CLAIMED-SCORE: 163170
CREATED-BY: RCKLog V3.25
OPERATORS: DK4VY
CLUB: RHEIN RUHR DX ASSOCIATION
NAME: Reiner Luedtke
SOAPBOX: Kenwood TS-870  CPA Eagle verical Dipol  FD4  LW  micro Keyer II
QSO: 14087 RY 2013-02-09 1130 DK4VY         599 049    US7IS         599 185    0
QSO: 14087 RY 2013-02-09 1131 DK4VY         599 050    UA9XL         599 265    0
QSO: 14088 RY 2013-02-09 1133 DK4VY         599 051    YU7AU         599 114    0
QSO: 14088 RY 2013-02-09 1154 DK4VY         599 052    RV9MN         599 295    0
QSO: 14090 RY 2013-02-09 1157 DK4VY         599 053    RM9I          599 643    0
QSO: 14092 RY 2013-02-09 1200 DK4VY         599 054    EC7ZK         599 139    0
QSO: 14093 RY 2013-02-09 1201 DK4VY         599 055    ED2C          599 430    0
QSO: 14093 RY 2013-02-09 1202 DK4VY         599 056    HG66MALEV     599 182    0
QSO: 14095 RY 2013-02-09 1204 DK4VY         599 057    YO5OHY        599 044    0
QSO: 14096 RY 2013-02-09 1207 DK4VY         599 058    OH2NT         599 150    0
QSO: 14097 RY 2013-02-09 1207 DK4VY         599 059    UR5WCQ        599 370    0
QSO: 14097 RY 2013-02-09 1208 DK4VY         599 060    RV3ZN         599 251    0
QSO: 14099 RY 2013-02-09 1210 DK4VY         599 061    OG8X          599 595    0
QSO: 14100 RY 2013-02-09 1212 DK4VY         599 062    OG30OJ        599 416    0
QSO: 14101 RY 2013-02-09 1214 DK4VY         599 063    9A1A          599 339    0
QSO: 14101 RY 2013-02-09 1215 DK4VY         599 064    JA6ZPR        599 226    0
QSO: 14102 RY 2013-02-09 1217 DK4VY         599 066    JR4OZR        599 458    0
QSO: 14105 RY 2013-02-09 1221 DK4VY         599 067    SZ1A          599 330    0
QSO: 14105 RY 2013-02-09 1221 DK4VY         599 068    OF3I          599 202    0
QSO: 14108 RY 2013-02-09 1224 DK4VY         599 069    EI7KD         599 361    0
QSO: 14110 RY 2013-02-09 1227 DK4VY         599 070    IW9FDD        599 238    0
QSO: 14111 RY 2013-02-09 1228 DK4VY         599 071    UT5EPP        599 489    0
QSO: 14112 RY 2013-02-09 1229 DK4VY         599 072    RW6CR         599 368    0
QSO: 14112 RY 2013-02-09 1232 DK4VY         599 073    C31CT         599 085    0
QSO: 14114 RY 2013-02-09 1232 DK4VY         599 074    YL9T          599 203    0
QSO: 14114 RY 2013-02-09 1234 DK4VY         599 075    YQ6A          599 343    0
QSO: 14115 RY 2013-02-09 1235 DK4VY         599 076    Z37M          599 721    0
QSO: 14117 RY 2013-02-09 1236 DK4VY         599 077    IW0GYC        599 214    0
QSO: 14121 RY 2013-02-09 1238 DK4VY         599 078    UT8EL         599 465    0
QSO: 14124 RY 2013-02-09 1240 DK4VY         599 079    K3WI          599 621    0
QSO: 14125 RY 2013-02-09 1241 DK4VY         599 080    OH3EX         599 156    0
QSO: 14126 RY 2013-02-09 1244 DK4VY         599 081    SV3DCX        599 020    0
QSO: 14127 RY 2013-02-09 1244 DK4VY         599 082    YT7AW         599 380    0
QSO: 14127 RY 2013-02-09 1245 DK4VY         599 083    IK3QAR        599 022    0
QSO: 14131 RY 2013-02-09 1248 DK4VY         599 084    RQ5D          599 017    0
QSO: 14137 RY 2013-02-09 1249 DK4VY         599 085    NV9L          599 659    0
QSO: 14137 RY 2013-02-09 1251 DK4VY         599 086    HK1T          599 278    0
QSO: 21081 RY 2013-02-09 1253 DK4VY         599 087    RK4S          599 259    0
QSO: 21088 RY 2013-02-09 1301 DK4VY         599 088    US2IR         599 077    0
QSO: 21090 RY 2013-02-09 1305 DK4VY         599 089    HZ1XB         599 165    0
QSO: 21092 RY 2013-02-09 1308 DK4VY         599 090    UW2M          599 1430   0
QSO: 21093 RY 2013-02-09 1309 DK4VY         599 091    EC7AMY        599 051    0
QSO: 21080 RY 2013-02-09 1447 DK4VY         599 092    P49X          599 1200   0
QSO: 21081 RY 2013-02-09 1448 DK4VY         599 093    RV3ZN         599 294    0
QSO: 21082 RY 2013-02-09 1451 DK4VY         599 094    K9CT          599 1410   0
QSO: 21086 RY 2013-02-09 1455 DK4VY         599 095    K4GMH         599 1292   0
QSO: 21095 RY 2013-02-09 1505 DK4VY         599 096    EA7HY         599 020    0
QSO: 21104 RY 2013-02-09 1512 DK4VY         599 097    N4ZZ          599 334    0
QSO: 14083 RY 2013-02-09 1522 DK4VY         599 098    RT3P          599 618    0
QSO: 14086 RY 2013-02-09 1524 DK4VY         599 099    RA5A          599 434    0
QSO: 14091 RY 2013-02-09 1529 DK4VY         599 100    EW8DX         599 338    0
QSO: 14094 RY 2013-02-09 1531 DK4VY         599 101    EW6EN         599 370    0
QSO: 14096 RY 2013-02-09 1532 DK4VY         599 102    EM0I          599 1144   0
QSO: 14097 RY 2013-02-09 1533 DK4VY         599 103    RC5Z          599 634    0
QSO: 14097 RY 2013-02-09 1533 DK4VY         599 104    OH8F          599 550    0
QSO: 14102 RY 2013-02-09 1535 DK4VY         599 105    YP8A          599 235    0
QSO: 14103 RY 2013-02-09 1536 DK4VY         599 106    UZ5U          599 321    0
QSO: 14108 RY 2013-02-09 1538 DK4VY         599 107    ES4RD         599 537    0
QSO: 14113 RY 2013-02-09 1544 DK4VY         599 108    CT3BD         599 152    0
QSO: 14114 RY 2013-02-09 1545 DK4VY         599 109    R7MM          599 619    0
QSO: 14115 RY 2013-02-09 1545 DK4VY         599 110    LZ2ZY         599 253    0
QSO: 14117 RY 2013-02-09 1548 DK4VY         599 111    EA5RS         599 1346   0
QSO: 14126 RY 2013-02-09 1553 DK4VY         599 112    UX1UF         599 207    0
QSO: 14130 RY 2013-02-09 1556 DK4VY         599 113    AD7JP         599 471    0
QSO: 14131 RY 2013-02-09 1558 DK4VY         599 114    RW7M          599 016    0
QSO: 14133 RY 2013-02-09 1600 DK4VY         599 115    R2AF          599 099    0
QSO: 14133 RY 2013-02-09 1604 DK4VY         599 116    RQ3M          599 374    0
QSO:  7040 RY 2013-02-09 1605 DK4VY         599 117    9A1A          599 777    0
QSO:  7041 RY 2013-02-09 1606 DK4VY         599 118    F8KKH         599 180    0
QSO:  7041 RY 2013-02-09 1608 DK4VY         599 119    YT5W          599 085    0
QSO:  7043 RY 2013-02-09 1610 DK4VY         599 120    UT8IT         599 247    0
QSO:  7044 RY 2013-02-09 1611 DK4VY         599 121    HB30OK        599 383    0
QSO:  7044 RY 2013-02-09 1612 DK4VY         599 122    EM0I          599 1184   0
QSO:  7047 RY 2013-02-09 1613 DK4VY         599 123    S5300TP       599 082    0
QSO:  7048 RY 2013-02-09 1614 DK4VY         599 124    IV3YER        599 153    0
QSO:  7048 RY 2013-02-09 1615 DK4VY         599 125    OH6R          599 324    0
QSO:  7052 RY 2013-02-09 1620 DK4VY         599 126    UN1L          599 365    0
QSO:  7054 RY 2013-02-09 1622 DK4VY         599 127    OK2SFP        599 368    0
QSO:  7055 RY 2013-02-09 1623 DK4VY         599 128    DM1A          599 897    0
QSO:  7058 RY 2013-02-09 1636 DK4VY         599 129    OH9R          599 111    0
QSO:  7060 RY 2013-02-09 1637 DK4VY         599 130    OK8DD         599 150    0
QSO:  7061 RY 2013-02-09 1639 DK4VY         599 131    IW1PNJ        599 430    0
QSO:  7062 RY 2013-02-09 1640 DK4VY         599 132    SM6BZV        599 376    0
QSO:  7063 RY 2013-02-09 1641 DK4VY         599 133    OH4A          599 808    0
QSO:  7066 RY 2013-02-09 1643 DK4VY         599 134    G8HBA         599 261    0
QSO:  7067 RY 2013-02-09 1644 DK4VY         599 135    SP5NVX        599 026    0
QSO:  7068 RY 2013-02-09 1645 DK4VY         599 136    UT1AA         599 002    0
QSO:  7036 RY 2013-02-09 1648 DK4VY         599 137    YT8A          599 582    0
QSO:  7043 RY 2013-02-09 1724 DK4VY         599 138    OE2013R       599 039    0
QSO:  7037 RY 2013-02-09 2211 DK4VY         599 139    HG7T          599 1280   0
QSO:  7038 RY 2013-02-09 2212 DK4VY         599 140    UW2M          599 1989   0
QSO:  7041 RY 2013-02-09 2215 DK4VY         599 141    IV3AZV        599 134    0
QSO:  7044 RY 2013-02-09 2217 DK4VY         599 142    SV2FLQ/A      599 227    0
QSO:  7051 RY 2013-02-09 2224 DK4VY         599 143    RC5Z          599 781    0
QSO:  7051 RY 2013-02-09 2225 DK4VY         599 144    IQ1RY         599 1442   0
QSO:  7054 RY 2013-02-09 2227 DK4VY         599 145    ED2Y          599 434    0
QSO:  7055 RY 2013-02-09 2228 DK4VY         599 146    EM2G          599 1087   0
QSO:  7056 RY 2013-02-09 2230 DK4VY         599 147    SV1JG         599 314    0
QSO:  7058 RY 2013-02-09 2232 DK4VY         599 148    S53M          599 914    0
QSO:  7059 RY 2013-02-09 2234 DK4VY         599 149    EE1Z          599 755    0
QSO:  7061 RY 2013-02-09 2235 DK4VY         599 150    EA5RS         599 1663   0
QSO:  7063 RY 2013-02-09 2237 DK4VY         599 151    RG9A          599 1802   0
QSO:  7064 RY 2013-02-09 2240 DK4VY         599 152    IV3WMS        599 066    0
QSO:  7065 RY 2013-02-09 2241 DK4VY         599 153    EA2SS         599 185    0
QSO:  7077 RY 2013-02-09 2248 DK4VY         599 154    UR0HQ         599 411    0
QSO:  7078 RY 2013-02-09 2248 DK4VY         599 155    UZ7HO         599 555    0
QSO:  7080 RY 2013-02-09 2251 DK4VY         599 156    VE3FJB        599 868    0
QSO:  3570 RY 2013-02-09 2255 DK4VY         599 157    OZ5BAL        599 493    0
QSO:  3572 RY 2013-02-09 2256 DK4VY         599 158    ED2C          599 779    0
QSO:  3580 RY 2013-02-09 2302 DK4VY         599 159    S50A          599 663    0
QSO:  7042 RY 2013-02-09 2304 DK4VY         599 160    YO3VU         599 558    0
QSO:  7064 RY 2013-02-09 2312 DK4VY         599 161    RW6CR         599 834    0
QSO: 28083 RY 2013-02-10 0938 DK4VY         599 162    UP6P          599 1110   0
QSO: 28084 RY 2013-02-10 0945 DK4VY         599 163    RW4W          599 1517   0
QSO: 28093 RY 2013-02-10 0947 DK4VY         599 164    UA4WAU        599 1257   0
QSO: 28096 RY 2013-02-10 0949 DK4VY         599 165    RG9A          599 2299   0
QSO: 28097 RY 2013-02-10 0953 DK4VY         599 166    EE8E          599 924    0
QSO: 28100 RY 2013-02-10 0956 DK4VY         599 167    UP4L          599 1101   0
QSO: 28106 RY 2013-02-10 1002 DK4VY         599 168    4Z4DX         599 463    0
QSO: 21083 RY 2013-02-10 1016 DK4VY         599 169    UR8RF         599 205    0
QSO: 21084 RY 2013-02-10 1018 DK4VY         599 170    YM7A          599 1116   0
QSO: 21089 RY 2013-02-10 1030 DK4VY         599 171    RZ6AUN        599 332    0
QSO: 21091 RY 2013-02-10 1033 DK4VY         599 172    EO3Q          599 1407   0
QSO: 21094 RY 2013-02-10 1036 DK4VY         599 173    ED7T          599 1684   0
QSO: 21099 RY 2013-02-10 1038 DK4VY         599 174    SV3EXU        599 206    0
QSO: 21099 RY 2013-02-10 1040 DK4VY         599 175    UR7CT         599 363    0
QSO: 21100 RY 2013-02-10 1041 DK4VY         599 176    UA9FGJ        599 512    0
QSO: 21101 RY 2013-02-10 1042 DK4VY         599 177    SV2BFN        599 740    0
QSO: 21103 RY 2013-02-10 1044 DK4VY         599 178    RM4I          599 1857   0
QSO: 21103 RY 2013-02-10 1046 DK4VY         599 179    RL9LR         599 198    0
QSO: 21105 RY 2013-02-10 1047 DK4VY         599 180    UX7QV         599 337    0
QSO: 21105 RY 2013-02-10 1048 DK4VY         599 181    RA3GZ         599 553    0
QSO: 21106 RY 2013-02-10 1049 DK4VY         599 182    UY7MM         599 843    0
QSO: 21110 RY 2013-02-10 1056 DK4VY         599 183    EM2G          599 1598   0
QSO: 21112 RY 2013-02-10 1059 DK4VY         599 184    PT2CM         599 762    0
QSO: 21113 RY 2013-02-10 1101 DK4VY         599 185    EA9CD         599 105    0
QSO: 21118 RY 2013-02-10 1108 DK4VY         599 186    RG9A          599 2418   0
QSO: 21120 RY 2013-02-10 1113 DK4VY         599 187    YO9HP         599 615    0
QSO: 21122 RY 2013-02-10 1114 DK4VY         599 188    UP4L          599 1165   0
QSO: 21123 RY 2013-02-10 1115 DK4VY         599 189    IT9ESW        599 234    0
QSO: 21126 RY 2013-02-10 1117 DK4VY         599 190    LZ13FDAY      599 1656   0
QSO: 21132 RY 2013-02-10 1120 DK4VY         599 191    SV9COL        599 221    0
QSO: 21134 RY 2013-02-10 1121 DK4VY         599 192    UA3QJJ        599 515    0
QSO: 21139 RY 2013-02-10 1122 DK4VY         599 193    ZZ2T          599 1318   0
QSO: 21143 RY 2013-02-10 1123 DK4VY         599 194    PU1MKZ        599 457    0
QSO: 21116 RY 2013-02-10 1125 DK4VY         599 195    US3IS         599 445    0
QSO: 21118 RY 2013-02-10 1126 DK4VY         599 196    UX3MZ         599 027    0
QSO: 14080 RY 2013-02-10 1128 DK4VY         599 197    IZ0FWD        599 263    0
QSO: 14080 RY 2013-02-10 1130 DK4VY         599 198    JH4UTP        599 924    0
QSO: 14082 RY 2013-02-10 1133 DK4VY         599 199    RW0A          599 884    0
QSO: 14083 RY 2013-02-10 1135 DK4VY         599 200    RU5TT         599 673    0
QSO: 14084 RY 2013-02-10 1136 DK4VY         599 201    ES2DJ         599 792    0
QSO: 14086 RY 2013-02-10 1140 DK4VY         599 202    LA5QIA        599 456    0
QSO: 14087 RY 2013-02-10 1141 DK4VY         599 203    NP3U          599 3079   0
QSO: 14087 RY 2013-02-10 1144 DK4VY         599 204    AA5AU         599 658    0
QSO: 14089 RY 2013-02-10 1146 DK4VY         599 205    EU1DX         599 104    0
QSO: 14090 RY 2013-02-10 1149 DK4VY         599 206    WW4LL         599 1989   0
QSO: 14095 RY 2013-02-10 1154 DK4VY         599 207    RU1AB         599 479    0
QSO: 14097 RY 2013-02-10 1155 DK4VY         599 208    IQ1RY         599 2071   0
QSO: 14097 RY 2013-02-10 1156 DK4VY         599 209    K1SFA         599 1915   0
QSO: 14103 RY 2013-02-10 1200 DK4VY         599 210    KK9A          599 1741   0
QSO: 14103 RY 2013-02-10 1201 DK4VY         599 211    UY5ZZ         599 135    0
QSO: 14105 RY 2013-02-10 1202 DK4VY         599 212    R7NK          599 192    0
QSO: 14106 RY 2013-02-10 1203 DK4VY         599 213    JS3CTQ        599 1312   0
QSO: 14106 RY 2013-02-10 1205 DK4VY         599 214    RT3I          599 127    0
QSO: 14109 RY 2013-02-10 1207 DK4VY         599 215    RV9CP         599 476    0
QSO: 14110 RY 2013-02-10 1210 DK4VY         599 216    UX4E          599 877    0
QSO: 14110 RY 2013-02-10 1211 DK4VY         599 217    NR4M          599 856    0
QSO: 14112 RY 2013-02-10 1306 DK4VY         599 218    OH8FQS        599 448    0
QSO: 14113 RY 2013-02-10 1307 DK4VY         599 219    UA9MA         599 1082   0
QSO: 14113 RY 2013-02-10 1308 DK4VY         599 220    OH4JT         599 847    0
QSO: 14114 RY 2013-02-10 1309 DK4VY         599 221    RG9A          599 2542   0
QSO: 14118 RY 2013-02-10 1313 DK4VY         599 222    UA4WAU        599 1507   0
QSO: 14118 RY 2013-02-10 1314 DK4VY         599 223    K3OQ          599 485    0
QSO: 14120 RY 2013-02-10 1317 DK4VY         599 224    RX4WX         599 580    0
QSO: 14121 RY 2013-02-10 1319 DK4VY         599 225    UN6LN         599 572    0
QSO: 14124 RY 2013-02-10 1321 DK4VY         599 226    OH9DV         599 373    0
QSO: 14130 RY 2013-02-10 1333 DK4VY         599 227    LZ5XQ         599 639    0
QSO: 14132 RY 2013-02-10 1334 DK4VY         599 228    EE5C          599 520    0
QSO: 14139 RY 2013-02-10 1338 DK4VY         599 229    AB4GG         599 1283   0
QSO: 21080 RY 2013-02-10 1340 DK4VY         599 230    RA6LIS        599 552    0
QSO: 21087 RY 2013-02-10 1347 DK4VY         599 231    SV1JG         599 438    0
QSO: 21088 RY 2013-02-10 1348 DK4VY         599 232    WW4LL         599 2121   0
QSO: 21098 RY 2013-02-10 1359 DK4VY         599 233    WU6CC         599 1359   0
QSO: 21101 RY 2013-02-10 1403 DK4VY         599 234    HZ1HN         599 684    0
QSO: 21105 RY 2013-02-10 1407 DK4VY         599 235    NP2/N5RT      599 881    0
QSO: 21107 RY 2013-02-10 1411 DK4VY         599 236    WE9V          599 654    0
QSO: 21109 RY 2013-02-10 1413 DK4VY         599 237    UA6LJB        599 557    0
QSO: 21110 RY 2013-02-10 1417 DK4VY         599 238    AA3B          599 2072   0
QSO: 21114 RY 2013-02-10 1419 DK4VY         599 239    K2ZC          599 493    0
QSO: 21129 RY 2013-02-10 1423 DK4VY         599 240    W3FV          599 1474   0
QSO: 14080 RY 2013-02-10 1609 DK4VY         599 241    IK8UND        599 645    0
QSO: 14080 RY 2013-02-10 1610 DK4VY         599 242    YM7KA         599 1390   0
QSO: 14082 RY 2013-02-10 1616 DK4VY         599 243    N1IW          599 827    0
QSO: 14086 RY 2013-02-10 1618 DK4VY         599 244    RU3VV         599 200    0
QSO: 14087 RY 2013-02-10 1622 DK4VY         599 245    RV5K          599 446    0
QSO: 14088 RY 2013-02-10 1623 DK4VY         599 246    EA8CNB        599 1222   0
QSO: 14091 RY 2013-02-10 1627 DK4VY         599 247    RA6LIS        599 579    0
QSO: 14096 RY 2013-02-10 1633 DK4VY         599 248    EB3TR         599 183    0
QSO: 14096 RY 2013-02-10 1634 DK4VY         599 249    RA4HL         599 1194   0
QSO: 14096 RY 2013-02-10 1635 DK4VY         599 250    EA3HKA        599 346    0
QSO: 14096 RY 2013-02-10 1641 DK4VY         599 251    US3IS         599 539    0
QSO: 14131 RY 2013-02-10 1652 DK4VY         599 252    A65BP         599 1658   0
QSO: 14131 RY 2013-02-10 1654 DK4VY         599 253    RU4SO         599 153    0
QSO: 14131 RY 2013-02-10 1656 DK4VY         599 254    RX3MX         599 168    0
QSO: 14131 RY 2013-02-10 1658 DK4VY         599 255    RV6LX         599 241    0
QSO:  7039 RY 2013-02-10 1703 DK4VY         599 256    ON4CT         599 049    0
QSO:  7040 RY 2013-02-10 1705 DK4VY         599 257    3Z2X          599 620    0
QSO:  7041 RY 2013-02-10 1708 DK4VY         599 258    IV3BCA        599 618    0
QSO:  7042 RY 2013-02-10 1709 DK4VY         599 259    YL3ID         599 429    0
QSO:  7042 RY 2013-02-10 1710 DK4VY         599 260    YL2TB         599 104    0
QSO:  7043 RY 2013-02-10 1711 DK4VY         599 261    ES1LS         599 732    0
QSO:  7043 RY 2013-02-10 1713 DK4VY         599 262    EU6AF         599 756    0
QSO:  7049 RY 2013-02-10 1717 DK4VY         599 263    YU1UN         599 909    0
QSO:  7050 RY 2013-02-10 1719 DK4VY         599 264    EO3Q          599 1774   0
QSO:  7051 RY 2013-02-10 1720 DK4VY         599 265    HB9ODP        599 354    0
QSO:  7052 RY 2013-02-10 1722 DK4VY         599 266    IW4EGX        599 656    0
QSO:  7053 RY 2013-02-10 1724 DK4VY         599 267    UT5EPP        599 1128   0
QSO:  7055 RY 2013-02-10 1726 DK4VY         599 268    G3TXF         599 208    0
QSO:  7056 RY 2013-02-10 1728 DK4VY         599 269    UX8IW         599 193    0
QSO:  7056 RY 2013-02-10 1728 DK4VY         599 270    EA7ISH        599 611    0
QSO:  7040 RY 2013-02-10 2258 DK4VY         599 271    UT7E          599 1897   0
QSO:  7045 RY 2013-02-10 2259 DK4VY         599 272    CT2IOV        599 316    0
QSO:  7052 RY 2013-02-10 2303 DK4VY         599 273    ED1R          599 2854   0
QSO:  7067 RY 2013-02-10 2306 DK4VY         599 274    EA8CNB        599 1548   0
QSO:  3573 RY 2013-02-10 2311 DK4VY         599 275    LZ13FDAY      599 2163   0
QSO:  3580 RY 2013-02-10 2313 DK4VY         599 276    DL4ME         599 707    0
QSO:  3581 RY 2013-02-10 2314 DK4VY         599 277    HA3LI         599 759    0
QSO:  3582 RY 2013-02-10 2315 DK4VY         599 278    DM7C          599 974    0
QSO:  3583 RY 2013-02-10 2316 DK4VY         599 279    9A1A          599 986    0
QSO:  3588 RY 2013-02-10 2317 DK4VY         599 280    OL9A          599 954    0
QSO:  3592 RY 2013-02-10 2319 DK4VY         599 281    DR7B          599 1446   0
QSO:  3593 RY 2013-02-10 2320 DK4VY         599 282    DM5EL         599 781    0
QSO:  3594 RY 2013-02-10 2322 DK4VY         599 283    LX7I          599 790    0
QSO:  3597 RY 2013-02-10 2323 DK4VY         599 284    DN2SAX        599 278    0
END-OF-LOG:
