START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: F4HPZ
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 19570
NAME: Vincent Lacour
CLUB:
CERTIFICATE: NO
CREATED-BY: LM Version 4.10 (c) 1992, 2013 by DL8WAA
SOAPBOX: Rig = horiz 4m whip on balcony, manual parallel-LC tuner, IC-706 @ 5W
SOAPBOX: Suitable 40 to 6 m bands, nothing heard on 10 m
QSO:  7000 CW 2018-11-25 0704 F4HPZ         599 14     IR6T          599 15     0
QSO:  7000 CW 2018-11-25 0709 F4HPZ         599 14     ED3O          599 14     0
QSO:  7000 CW 2018-11-25 0711 F4HPZ         599 14     ES9C          599 15     0
QSO:  7000 CW 2018-11-25 0727 F4HPZ         599 14     KP2M          599 8      0
QSO:  7000 CW 2018-11-25 0730 F4HPZ         599 14     ED7K          599 14     0
QSO:  7000 CW 2018-11-25 0732 F4HPZ         599 14     UW0K          599 16     0
QSO:  7000 CW 2018-11-25 0737 F4HPZ         599 14     LB4UH         599 14     0
QSO:  7000 CW 2018-11-25 0741 F4HPZ         599 14     OM4Q          599 15     0
QSO:  7000 CW 2018-11-25 0744 F4HPZ         599 14     SP1NY         599 15     0
QSO:  7000 CW 2018-11-25 0747 F4HPZ         599 14     DL1RG         599 14     0
QSO:  7000 CW 2018-11-25 0749 F4HPZ         599 14     DL4ME         599 14     0
QSO:  7000 CW 2018-11-25 0751 F4HPZ         599 14     ED5O          599 14     0
QSO:  7000 CW 2018-11-25 0756 F4HPZ         599 14     FY5KE         599 9      0
QSO:  7000 CW 2018-11-25 0808 F4HPZ         599 14     CN2CO         599 33     0
QSO: 14000 CW 2018-11-25 0816 F4HPZ         599 14     OH0T          599 15     0
QSO: 14000 CW 2018-11-25 0823 F4HPZ         599 14     E72U          599 15     0
QSO: 14000 CW 2018-11-25 0825 F4HPZ         599 14     UA0SR         599 18     0
QSO: 14000 CW 2018-11-25 0833 F4HPZ         599 14     D41CV         599 35     0
QSO: 14000 CW 2018-11-25 0844 F4HPZ         599 14     ER4A          599 16     0
QSO: 14000 CW 2018-11-25 0854 F4HPZ         599 14     RC1W          599 16     0
QSO: 14000 CW 2018-11-25 0855 F4HPZ         599 14     IR8P          599 15     0
QSO: 14000 CW 2018-11-25 0858 F4HPZ         599 14     CR3X          599 33     0
QSO: 14000 CW 2018-11-25 0900 F4HPZ         599 14     OH2BAH        599 15     0
QSO: 14000 CW 2018-11-25 0905 F4HPZ         599 14     EF8R          599 33     0
QSO: 14000 CW 2018-11-25 0916 F4HPZ         599 14     SP4JCQ        599 15     0
QSO: 14000 CW 2018-11-25 0937 F4HPZ         599 14     CR3DX         599 33     0
QSO: 21000 CW 2018-11-25 0944 F4HPZ         599 14     RT4F          599 16     0
QSO: 21000 CW 2018-11-25 0949 F4HPZ         599 14     UA3A          599 16     0
QSO: 21000 CW 2018-11-25 1003 F4HPZ         599 14     UC7A          599 16     0
QSO: 21000 CW 2018-11-25 1018 F4HPZ         599 14     RT4D          599 16     0
QSO: 21000 CW 2018-11-25 1019 F4HPZ         599 14     UA4M          599 16     0
QSO: 21000 CW 2018-11-25 1032 F4HPZ         599 14     P33W          599 20     0
QSO:  7000 CW 2018-11-25 1050 F4HPZ         599 14     LC1U          599 15     0
QSO:  7000 CW 2018-11-25 1054 F4HPZ         599 14     GM4X          599 14     0
QSO:  7000 CW 2018-11-25 1058 F4HPZ         599 14     PA3DJYK       599 14     0
QSO:  7000 CW 2018-11-25 1100 F4HPZ         599 14     SP2QG         599 15     0
QSO:  7000 CW 2018-11-25 1202 F4HPZ         599 14     ED7W          599 14     0
QSO: 21000 CW 2018-11-25 1214 F4HPZ         599 14     PS2T          599 11     0
QSO: 21000 CW 2018-11-25 1229 F4HPZ         599 14     CR3DX         599 33     0
QSO: 21000 CW 2018-11-25 1232 F4HPZ         599 14     CN3A          599 33     0
QSO: 14000 CW 2018-11-25 1240 F4HPZ         599 14     ES7XX         599 15     0
QSO: 14000 CW 2018-11-25 1246 F4HPZ         599 14     RW3RN         599 16     0
QSO: 14000 CW 2018-11-25 1253 F4HPZ         599 14     K3PH          599 5      0
QSO: 14000 CW 2018-11-25 1306 F4HPZ         599 14     YQ6A          599 20     0
QSO: 14000 CW 2018-11-25 1310 F4HPZ         599 14     LY4L          599 15     0
QSO: 14000 CW 2018-11-25 1315 F4HPZ         599 14     SM2T          599 14     0
QSO: 14000 CW 2018-11-25 1319 F4HPZ         599 14     EU1WW         599 16     0
QSO: 14000 CW 2018-11-25 1324 F4HPZ         599 14     OG1D          599 15     0
QSO: 14000 CW 2018-11-25 1326 F4HPZ         599 14     OH8X          599 15     0
QSO: 14000 CW 2018-11-25 1328 F4HPZ         599 14     N1MM          599 5      0
QSO: 14000 CW 2018-11-25 1343 F4HPZ         599 14     K3LR          599 5      0
QSO: 21000 CW 2018-11-25 1356 F4HPZ         599 14     PY2KJ         599 11     0
QSO: 21000 CW 2018-11-25 1416 F4HPZ         599 14     K1LZ          599 5      0
QSO: 21000 CW 2018-11-25 1431 F4HPZ         599 14     IR4X          599 15     0
QSO: 21000 CW 2018-11-25 1436 F4HPZ         599 14     IR6T          599 15     0
QSO: 14000 CW 2018-11-25 1439 F4HPZ         599 14     K2VV          599 4      0
QSO: 14000 CW 2018-11-25 1447 F4HPZ         599 14     PZ5T          599 9      0
QSO: 14000 CW 2018-11-25 1506 F4HPZ         599 14     N5DX          599 5      0
QSO: 14000 CW 2018-11-25 1518 F4HPZ         599 14     K9CT          599 4      0
QSO: 14000 CW 2018-11-25 1520 F4HPZ         599 14     SZ1A          599 20     0
QSO: 14000 CW 2018-11-25 1521 F4HPZ         599 14     K8CX          599 4      0
QSO: 14000 CW 2018-11-25 1523 F4HPZ         599 14     N1UR          599 5      0
QSO: 14000 CW 2018-11-25 1528 F4HPZ         599 14     W4FS          599 5      0
QSO: 14000 CW 2018-11-25 1536 F4HPZ         599 14     W3UA          599 5      0
QSO:  7000 CW 2018-11-25 1553 F4HPZ         599 14     E78IW         599 15     0
QSO:  7000 CW 2018-11-25 1710 F4HPZ         599 14     RM9A          599 17     0
QSO:  7000 CW 2018-11-25 1741 F4HPZ         599 14     S50A          599 15     0
QSO:  7000 CW 2018-11-25 1748 F4HPZ         599 14     UA2FZ         599 15     0
QSO:  7000 CW 2018-11-25 1750 F4HPZ         599 14     UA4W          599 16     0
QSO:  7000 CW 2018-11-25 1757 F4HPZ         599 14     DL0XM         599 14     0
QSO:  7000 CW 2018-11-25 1759 F4HPZ         599 14     YT0A          599 15     0
QSO:  7000 CW 2018-11-25 1812 F4HPZ         599 14     Z3B           599 15     0
QSO:  7000 CW 2018-11-25 1815 F4HPZ         599 14     S52W          599 15     0
QSO:  7000 CW 2018-11-25 1823 F4HPZ         599 14     UP0L          599 17     0
QSO:  7000 CW 2018-11-25 2109 F4HPZ         599 14     K3LR          599 5      0
END-OF-LOG:
