START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: M0CVO
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 27270
NAME: NIGEL BOOTH
OPERATORS: M0CVO
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.7300.0
SOAPBOX: some good openings with some interesting new Countries for me.
QSO: 14000 CW 2018-11-24 0817 M0CVO         599 14     ES9C          599 15
QSO: 14000 CW 2018-11-24 0817 M0CVO         599 14     R4RT          599 16
QSO: 14000 CW 2018-11-24 0818 M0CVO         599 14     9A1A          599 15
QSO: 14000 CW 2018-11-24 0821 M0CVO         599 14     R80M          599 19
QSO: 14000 CW 2018-11-24 0835 M0CVO         599 14     OH8L          599 15
QSO: 14000 CW 2018-11-24 0923 M0CVO         599 14     R2AA          599 16
QSO: 14000 CW 2018-11-24 0928 M0CVO         599 14     P33W          599 20
QSO: 14000 CW 2018-11-24 0932 M0CVO         599 14     UR5R          599 16
QSO: 14000 CW 2018-11-24 0933 M0CVO         599 14     YU5R          599 15
QSO: 14000 CW 2018-11-24 0934 M0CVO         599 14     RD8D          599 17
QSO: 14000 CW 2018-11-24 0937 M0CVO         599 14     S57DX         599 15
QSO: 14000 CW 2018-11-24 0938 M0CVO         599 14     YT4W          599 15
QSO: 14000 CW 2018-11-24 0939 M0CVO         599 14     YT8T          599 15
QSO: 14000 CW 2018-11-24 0939 M0CVO         599 14     SQ9HQ         599 15
QSO: 14000 CW 2018-11-24 0940 M0CVO         599 14     LY4A          599 15
QSO: 14000 CW 2018-11-24 0942 M0CVO         599 14     RM4F          599 16
QSO: 14000 CW 2018-11-24 0943 M0CVO         599 14     R5AJ          599 16
QSO: 14000 CW 2018-11-24 0946 M0CVO         599 14     IR4M          599 15
QSO: 14000 CW 2018-11-24 0946 M0CVO         599 14     OM0R          599 15
QSO: 14000 CW 2018-11-24 0952 M0CVO         599 14     RZ9SZ         599 16
QSO: 14000 CW 2018-11-24 0954 M0CVO         599 14     RM9A          599 17
QSO: 14000 CW 2018-11-24 0956 M0CVO         599 14     9A7A          599 15
QSO: 14000 CW 2018-11-24 0958 M0CVO         599 14     EA5KM         599 14
QSO: 14000 CW 2018-11-24 0959 M0CVO         599 14     YR3FT         599 20
QSO: 14000 CW 2018-11-24 1001 M0CVO         599 14     UR4EYN        599 16
QSO: 14000 CW 2018-11-24 1003 M0CVO         599 14     IK6QON        599 15
QSO: 14000 CW 2018-11-24 1005 M0CVO         599 14     4L2M          599 21
QSO: 14000 CW 2018-11-24 1005 M0CVO         599 14     RT6A          599 16
QSO: 14000 CW 2018-11-24 1006 M0CVO         599 14     CN8KD         599 33
QSO: 14000 CW 2018-11-24 1011 M0CVO         599 14     OM7M          599 15
QSO: 14000 CW 2018-11-24 1016 M0CVO         599 14     OH3FM         599 15
QSO: 14000 CW 2018-11-24 1018 M0CVO         599 14     TK0H          599 15
QSO: 14000 CW 2018-11-24 1019 M0CVO         599 14     YU5M          599 15
QSO: 14000 CW 2018-11-24 1020 M0CVO         599 14     OH8WW         599 15
QSO: 14000 CW 2018-11-24 1021 M0CVO         599 14     LY2XW         599 15
QSO: 14000 CW 2018-11-24 1023 M0CVO         599 14     UX7U          599 16
QSO: 14000 CW 2018-11-24 1026 M0CVO         599 14     RU6M          599 16
QSO: 14000 CW 2018-11-24 1029 M0CVO         599 14     LY2W          599 15
QSO: 14000 CW 2018-11-24 1032 M0CVO         599 14     OG6OF         599 15
QSO: 14000 CW 2018-11-24 1033 M0CVO         599 14     EA3FZT        599 14
QSO: 14000 CW 2018-11-24 1034 M0CVO         599 14     CR3DX         599 33
QSO: 14000 CW 2018-11-24 1035 M0CVO         599 14     ER4A          599 16
QSO: 14000 CW 2018-11-24 1044 M0CVO         599 14     A61QQ         599 21
QSO: 21000 CW 2018-11-24 1126 M0CVO         599 14     DZ9VT         599 27
QSO: 21000 CW 2018-11-24 1127 M0CVO         599 14     ER4A          599 16
QSO: 21000 CW 2018-11-24 1129 M0CVO         599 14     P33W          599 20
QSO: 21000 CW 2018-11-24 1131 M0CVO         599 14     UT0NT         599 16
QSO: 21000 CW 2018-11-24 1133 M0CVO         599 14     UZ2I          599 16
QSO: 21000 CW 2018-11-24 1136 M0CVO         599 14     RW4W          599 16
QSO: 21000 CW 2018-11-24 1141 M0CVO         599 14     YQ6A          599 20
QSO: 21000 CW 2018-11-24 1142 M0CVO         599 14     EB1RL         599 14
QSO: 21000 CW 2018-11-24 1143 M0CVO         599 14     Z37M          599 15
QSO: 21000 CW 2018-11-24 1144 M0CVO         599 14     YT9W          599 15
QSO: 21000 CW 2018-11-24 1146 M0CVO         599 14     LZ9W          599 20
QSO: 21000 CW 2018-11-24 1150 M0CVO         599 14     EF8R          599 33
QSO: 21000 CW 2018-11-24 1152 M0CVO         599 14     CR3DX         599 33
QSO: 21000 CW 2018-11-24 1153 M0CVO         599 14     G3RXP         599 14
QSO: 21000 CW 2018-11-24 1155 M0CVO         599 14     R2AA          599 16
QSO: 14000 CW 2018-11-24 1158 M0CVO         599 14     IO3T          599 15
QSO: 14000 CW 2018-11-24 1200 M0CVO         599 14     TK0C          599 15
QSO: 14000 CW 2018-11-24 1200 M0CVO         599 14     S51YI         599 15
QSO: 14000 CW 2018-11-24 1201 M0CVO         599 14     LY7Z          599 15
QSO: 14000 CW 2018-11-24 1203 M0CVO         599 14     OL6P          599 15
QSO: 14000 CW 2018-11-24 1205 M0CVO         599 14     AB3CX         599 05
QSO: 14000 CW 2018-11-24 1207 M0CVO         599 14     OM7JG         599 15
QSO: 14000 CW 2018-11-24 1208 M0CVO         599 14     LY2K          599 15
QSO: 14000 CW 2018-11-24 1221 M0CVO         599 14     TM6M          599 14
QSO: 14000 CW 2018-11-24 1223 M0CVO         599 14     R7LV          599 16
QSO: 14000 CW 2018-11-24 1226 M0CVO         599 14     N5DX          599 04
QSO: 14000 CW 2018-11-24 1228 M0CVO         599 14     EF8R          599 33
QSO: 14000 CW 2018-11-24 1230 M0CVO         599 14     TN7CW         599 36
QSO: 14000 CW 2018-11-24 1232 M0CVO         599 14     UW3E          599 16
QSO: 14000 CW 2018-11-24 1235 M0CVO         599 14     OK1XC         599 15
QSO: 14000 CW 2018-11-24 1244 M0CVO         599 14     NA8V          599 04
QSO: 14000 CW 2018-11-24 1311 M0CVO         599 14     KQ2M          599 05
QSO: 14000 CW 2018-11-24 1316 M0CVO         599 14     NR1TM         599 05
QSO: 14000 CW 2018-11-24 1318 M0CVO         599 14     UX3HA         599 16
QSO: 14000 CW 2018-11-24 1328 M0CVO         599 14     K3LR          599 05
QSO: 14000 CW 2018-11-24 1330 M0CVO         599 14     YT5A          599 15
QSO: 14000 CW 2018-11-24 1335 M0CVO         599 14     K5RM          599 04
QSO: 14000 CW 2018-11-24 1335 M0CVO         599 14     EW8W          599 16
QSO: 14000 CW 2018-11-24 1340 M0CVO         599 14     K5ZD          599 05
QSO:  7000 CW 2018-11-24 1343 M0CVO         599 14     LA2AB         599 14
QSO:  7000 CW 2018-11-24 1346 M0CVO         599 14     UN3M          599 17
QSO:  7000 CW 2018-11-24 1349 M0CVO         599 14     RF9C          599 17
QSO:  7000 CW 2018-11-24 1350 M0CVO         599 14     DL6RDE        599 14
QSO:  7000 CW 2018-11-24 1442 M0CVO         599 14     S58J          599 15
QSO:  7000 CW 2018-11-24 1444 M0CVO         599 14     RW1C          599 16
QSO:  7000 CW 2018-11-24 1445 M0CVO         599 14     LZ9W          599 20
QSO:  7000 CW 2018-11-24 1446 M0CVO         599 14     SP4F          599 15
QSO:  7000 CW 2018-11-24 1446 M0CVO         599 14     HA1YA         599 15
QSO: 14000 CW 2018-11-24 1539 M0CVO         599 14     K3ZO          599 05
QSO: 14000 CW 2018-11-24 1543 M0CVO         599 14     K1KI          599 05
QSO: 14000 CW 2018-11-24 1544 M0CVO         599 14     W3UA          599 05
QSO:  7000 CW 2018-11-24 1615 M0CVO         599 14     RX1A          599 16
QSO:  7000 CW 2018-11-24 1616 M0CVO         599 14     OM3TZZ        599 15
QSO:  7000 CW 2018-11-24 1617 M0CVO         599 14     HA1AD         599 15
QSO:  7000 CW 2018-11-24 1620 M0CVO         599 14     F5MUX         599 14
QSO:  7000 CW 2018-11-24 1622 M0CVO         599 14     EU1WW         599 16
QSO:  7000 CW 2018-11-24 1623 M0CVO         599 14     RT5G          599 16
QSO: 14000 CW 2018-11-24 1649 M0CVO         599 14     IR4X          599 15
QSO: 14000 CW 2018-11-24 1651 M0CVO         599 14     W9SN          599 04
QSO: 14000 CW 2018-11-24 1653 M0CVO         599 14     N3RS          599 05
QSO: 14000 CW 2018-11-24 1657 M0CVO         599 14     VE3EJ         599 04
QSO:  7000 CW 2018-11-25 0800 M0CVO         599 14     SJ0X          599 14
QSO:  7000 CW 2018-11-25 0801 M0CVO         599 14     YT1HA         599 15
QSO:  7000 CW 2018-11-25 0803 M0CVO         599 14     VE2BWL        599 05
QSO:  7000 CW 2018-11-25 0804 M0CVO         599 14     K2LE          599 05
QSO:  7000 CW 2018-11-25 0805 M0CVO         599 14     CN3A          599 33
QSO:  7000 CW 2018-11-25 0806 M0CVO         599 14     K5TR          599 04
QSO:  7000 CW 2018-11-25 0808 M0CVO         599 14     OL9Z          599 15
QSO:  7000 CW 2018-11-25 0809 M0CVO         599 14     9A1A          599 15
QSO:  7000 CW 2018-11-25 0810 M0CVO         599 14     US2IR         599 16
QSO:  7000 CW 2018-11-25 0812 M0CVO         599 14     HA5PP         599 15
QSO:  7000 CW 2018-11-25 0813 M0CVO         599 14     HA7A          599 15
QSO:  7000 CW 2018-11-25 0815 M0CVO         599 14     WX0B          599 04
QSO:  7000 CW 2018-11-25 0816 M0CVO         599 14     K1LZ          599 05
QSO:  7000 CW 2018-11-25 0818 M0CVO         599 14     RA1AL         599 16
QSO:  7000 CW 2018-11-25 0820 M0CVO         599 14     LZ1ND         599 20
QSO:  7000 CW 2018-11-25 0822 M0CVO         599 14     OR2M          599 14
QSO:  7000 CW 2018-11-25 0823 M0CVO         599 14     S58M          599 15
QSO:  7000 CW 2018-11-25 0825 M0CVO         599 14     PA3ARM        599 14
QSO:  7000 CW 2018-11-25 0826 M0CVO         599 14     EV1R          599 16
QSO:  7000 CW 2018-11-25 0827 M0CVO         599 14     YU7WW         599 15
QSO:  7000 CW 2018-11-25 0828 M0CVO         599 14     F6HKA         599 14
QSO:  7000 CW 2018-11-25 0829 M0CVO         599 14     OZ1IKY        599 14
QSO:  7000 CW 2018-11-25 0831 M0CVO         599 14     S56X          599 15
QSO:  7000 CW 2018-11-25 0832 M0CVO         599 14     ER4A          599 16
QSO:  7000 CW 2018-11-25 0834 M0CVO         599 14     UA5D          599 16
QSO:  7000 CW 2018-11-25 0834 M0CVO         599 14     UA4M          599 16
QSO:  7000 CW 2018-11-25 0835 M0CVO         599 14     DL5GAC        599 14
QSO:  7000 CW 2018-11-25 0836 M0CVO         599 14     UZ3U          599 16
QSO:  7000 CW 2018-11-25 0838 M0CVO         599 14     ED5O          599 14
QSO:  7000 CW 2018-11-25 0841 M0CVO         599 14     SM7ZDI        599 14
QSO:  7000 CW 2018-11-25 0842 M0CVO         599 14     N3EB          599 05
QSO:  7000 CW 2018-11-25 0843 M0CVO         599 14     DR3W          599 14
QSO:  7000 CW 2018-11-25 0844 M0CVO         599 14     DF8AE         599 14
QSO:  7000 CW 2018-11-25 0845 M0CVO         599 14     LB4UH         599 14
QSO:  7000 CW 2018-11-25 0848 M0CVO         599 14     K1J           599 05
QSO:  7000 CW 2018-11-25 0850 M0CVO         599 14     UW0K          599 16
QSO:  7000 CW 2018-11-25 0853 M0CVO         599 14     KG1KX         599 05
QSO:  7000 CW 2018-11-25 0854 M0CVO         599 14     KP2M          599 08
QSO:  7000 CW 2018-11-25 0856 M0CVO         599 14     LX2A          599 14
QSO:  7000 CW 2018-11-25 0858 M0CVO         599 14     OM7LM         599 15
QSO:  7000 CW 2018-11-25 0859 M0CVO         599 14     DL2F          599 14
QSO:  7000 CW 2018-11-25 0900 M0CVO         599 14     DL9USA        599 14
END-OF-LOG:
