START-OF-LOG: 3.0
CALLSIGN: G4EBK
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 81486
NAME: George J Smith
LOCATION: DX
OPERATORS: G4EBK
CLUB: Grimsby Amateur Radio Society
CERTIFICATE: NO
CREATED-BY: N1MM Logger V14.9.0
SOAPBOX: Slow going, waiting in line till the big stations stop shouting.
QSO:  7050 RY 2015-09-27 0748 G4EBK         599 14 DX  DL8OH         599 14 DX
QSO:  7050 RY 2015-09-27 0748 G4EBK         599 14 DX  DJ4WM         599 14 DX
QSO:  7050 RY 2015-09-27 0749 G4EBK         599 14 DX  G3SNU         599 14 DX
QSO:  7050 RY 2015-09-27 0750 G4EBK         599 14 DX  PA7PTT        599 14 DX
QSO:  7050 RY 2015-09-27 0754 G4EBK         599 14 DX  I3PXN         599 15 DX
QSO:  7050 RY 2015-09-27 0756 G4EBK         599 14 DX  F4HHL         599 14 DX
QSO:  7050 RY 2015-09-27 0756 G4EBK         599 14 DX  DL5ASK        599 14 DX
QSO:  7050 RY 2015-09-27 0757 G4EBK         599 14 DX  PA2CVD        599 14 DX
QSO:  7050 RY 2015-09-27 0800 G4EBK         599 14 DX  W9SN          599 04 TN
QSO:  7050 RY 2015-09-27 0801 G4EBK         599 14 DX  PA0FAW        599 14 DX
QSO:  7050 RY 2015-09-27 0801 G4EBK         599 14 DX  HB9ERU        599 14 DX
QSO:  7050 RY 2015-09-27 0911 G4EBK         599 14 DX  DC3RJ         599 14 DX
QSO:  7049 RY 2015-09-27 0912 G4EBK         599 14 DX  PA3ARM        599 14 DX
QSO:  7042 RY 2015-09-27 0916 G4EBK         599 14 DX  IK2TDM        599 15 DX
QSO:  7041 RY 2015-09-27 0917 G4EBK         599 14 DX  9A1A          599 15 DX
QSO:  7049 RY 2015-09-27 0919 G4EBK         599 14 DX  PI4COM        599 14 DX
QSO:  7049 RY 2015-09-27 0920 G4EBK         599 14 DX  DF5BX         599 14 DX
QSO:  7050 RY 2015-09-27 0923 G4EBK         599 14 DX  IQ2CU         599 15 DX
QSO:  7051 RY 2015-09-27 0924 G4EBK         599 14 DX  F4DSK         599 14 DX
QSO: 21082 RY 2015-09-27 0937 G4EBK         599 14 DX  IW9GTD/QRP    599 15 DX
QSO: 21083 RY 2015-09-27 0938 G4EBK         599 14 DX  RK3DXW        599 16 DX
QSO: 21086 RY 2015-09-27 0940 G4EBK         599 14 DX  RA4HL         599 16 DX
QSO: 21087 RY 2015-09-27 0941 G4EBK         599 14 DX  R0QA          599 19 DX
QSO: 21088 RY 2015-09-27 0946 G4EBK         599 14 DX  UP6P          599 17 DX
QSO: 21096 RY 2015-09-27 0948 G4EBK         599 14 DX  RM9I          599 18 DX
QSO: 21099 RY 2015-09-27 0952 G4EBK         599 14 DX  LZ7A          599 20 DX
QSO: 21101 RY 2015-09-27 0954 G4EBK         599 14 DX  Z36N          599 15 DX
QSO: 21121 RY 2015-09-27 1006 G4EBK         599 14 DX  YQ6A          599 20 DX
QSO: 21125 RY 2015-09-27 1007 G4EBK         599 14 DX  R5DV          599 16 DX
QSO: 21128 RY 2015-09-27 1008 G4EBK         599 14 DX  EE7Y          599 14 DX
QSO: 21130 RY 2015-09-27 1009 G4EBK         599 14 DX  YO4DW         599 20 DX
QSO: 21148 RY 2015-09-27 1023 G4EBK         599 14 DX  RM3F          599 16 DX
QSO: 21145 RY 2015-09-27 1025 G4EBK         599 14 DX  ZZ2T          599 11 DX
QSO: 21129 RY 2015-09-27 1027 G4EBK         599 14 DX  RW4S          599 16 DX
QSO: 21120 RY 2015-09-27 1038 G4EBK         599 14 DX  CT1BXT        599 14 DX
QSO: 21115 RY 2015-09-27 1040 G4EBK         599 14 DX  YO3RU         599 20 DX
QSO: 21085 RY 2015-09-27 1049 G4EBK         599 14 DX  RW0A          599 18 DX
QSO: 28096 RY 2015-09-27 1050 G4EBK         599 14 DX  CR3L          599 33 DX
QSO: 28097 RY 2015-09-27 1052 G4EBK         599 14 DX  EA8PT         599 33 DX
QSO: 28085 RY 2015-09-27 1103 G4EBK         599 14 DX  EF8U          599 33 DX
QSO: 14080 RY 2015-09-27 1105 G4EBK         599 14 DX  UR3GU         599 16 DX
QSO: 14080 RY 2015-09-27 1106 G4EBK         599 14 DX  S51AF         599 15 DX
QSO: 14081 RY 2015-09-27 1106 G4EBK         599 14 DX  SB0A          599 14 DX
QSO: 14082 RY 2015-09-27 1108 G4EBK         599 14 DX  SZ1A          599 20 DX
QSO: 14083 RY 2015-09-27 1110 G4EBK         599 14 DX  EA1AP         599 14 DX
QSO: 14084 RY 2015-09-27 1110 G4EBK         599 14 DX  RK3DXW        599 16 DX
QSO: 14085 RY 2015-09-27 1111 G4EBK         599 14 DX  IZ1PKV        599 15 DX
QSO: 14086 RY 2015-09-27 1113 G4EBK         599 14 DX  S50W          599 15 DX
QSO: 14087 RY 2015-09-27 1115 G4EBK         599 14 DX  W3LL          599 05 MD
QSO: 14088 RY 2015-09-27 1116 G4EBK         599 14 DX  LZ/OH6L       599 20 DX
QSO: 14090 RY 2015-09-27 1118 G4EBK         599 14 DX  S57AW         599 15 DX
QSO: 14092 RY 2015-09-27 1118 G4EBK         599 14 DX  UW1M          599 16 DX
QSO: 14093 RY 2015-09-27 1120 G4EBK         599 14 DX  ES9C          599 15 DX
QSO: 14094 RY 2015-09-27 1122 G4EBK         599 14 DX  OH2PM         599 15 DX
QSO: 14094 RY 2015-09-27 1123 G4EBK         599 14 DX  IS0BOY        599 15 DX
QSO: 14098 RY 2015-09-27 1131 G4EBK         599 14 DX  IS0/S50P      599 15 DX
QSO: 14098 RY 2015-09-27 1133 G4EBK         599 14 DX  UZ5U          599 16 DX
QSO: 14099 RY 2015-09-27 1133 G4EBK         599 14 DX  EA5RM         599 14 DX
QSO: 14101 RY 2015-09-27 1135 G4EBK         599 14 DX  IQ3RK         599 15 DX
QSO: 14105 RY 2015-09-27 1136 G4EBK         599 14 DX  RX1CQ         599 16 DX
QSO: 14108 RY 2015-09-27 1141 G4EBK         599 14 DX  OH6SWR        599 15 DX
QSO: 14109 RY 2015-09-27 1142 G4EBK         599 14 DX  UB0A          599 18 DX
QSO: 14109 RY 2015-09-27 1143 G4EBK         599 14 DX  LZ2JA         599 20 DX
QSO: 14111 RY 2015-09-27 1144 G4EBK         599 14 DX  SQ9UM         599 15 DX
QSO: 14112 RY 2015-09-27 1145 G4EBK         599 14 DX  HG7T          599 15 DX
QSO: 14113 RY 2015-09-27 1146 G4EBK         599 14 DX  SN7Q          599 15 DX
QSO: 14115 RY 2015-09-27 1148 G4EBK         599 14 DX  RJ4I          599 16 DX
QSO: 14119 RY 2015-09-27 1151 G4EBK         599 14 DX  OJ0DX         599 15 DX
QSO: 14122 RY 2015-09-27 1152 G4EBK         599 14 DX  OH8A          599 15 DX
QSO: 14125 RY 2015-09-27 1154 G4EBK         599 14 DX  OG6N          599 15 DX
QSO: 14129 RY 2015-09-27 1155 G4EBK         599 14 DX  HB0/DL5YM     599 14 DX
QSO: 14130 RY 2015-09-27 1156 G4EBK         599 14 DX  HA1TNX        599 15 DX
QSO: 14134 RY 2015-09-27 1158 G4EBK         599 14 DX  E77AW         599 15 DX
QSO: 14137 RY 2015-09-27 1159 G4EBK         599 14 DX  UA9UX         599 18 DX
QSO: 14138 RY 2015-09-27 1201 G4EBK         599 14 DX  UN6LN         599 17 DX
QSO: 14139 RY 2015-09-27 1203 G4EBK         599 14 DX  W9SN          599 04 TN
QSO: 21093 RY 2015-09-27 1416 G4EBK         599 14 DX  UW1M          599 16 DX
QSO: 21101 RY 2015-09-27 1425 G4EBK         599 14 DX  UR3GU         599 16 DX
QSO: 21106 RY 2015-09-27 1436 G4EBK         599 14 DX  YB0NDT        599 28 DX
QSO: 21108 RY 2015-09-27 1438 G4EBK         599 14 DX  W9SN          599 04 TN
QSO: 21119 RY 2015-09-27 1607 G4EBK         599 14 DX  K0CN          599 04 MN
QSO: 21107 RY 2015-09-27 1611 G4EBK         599 14 DX  IQ9UI         599 15 DX
QSO: 21104 RY 2015-09-27 1612 G4EBK         599 14 DX  RU3FM         599 16 DX
QSO: 21089 RY 2015-09-27 1618 G4EBK         599 14 DX  SV3GKU        599 20 DX
QSO: 21088 RY 2015-09-27 1628 G4EBK         599 14 DX  A71AE         599 21 DX
QSO: 21084 RY 2015-09-27 1630 G4EBK         599 14 DX  NR4M          599 05 VA
QSO: 21081 RY 2015-09-27 1631 G4EBK         599 14 DX  RN1ON         599 16 DX
QSO: 14143 RY 2015-09-27 1634 G4EBK         599 14 DX  OH5C          599 15 DX
QSO: 14142 RY 2015-09-27 1636 G4EBK         599 14 DX  CT2GQN        599 14 DX
QSO: 14133 RY 2015-09-27 1639 G4EBK         599 14 DX  OK2VWB        599 15 DX
QSO: 14133 RY 2015-09-27 1639 G4EBK         599 14 DX  LY8O          599 15 DX
QSO: 14130 RY 2015-09-27 1645 G4EBK         599 14 DX  TF3PPN        599 40 DX
QSO: 14116 RY 2015-09-27 1651 G4EBK         599 14 DX  ES1O          599 15 DX
QSO: 14111 RY 2015-09-27 1655 G4EBK         599 14 DX  ED1A          599 14 DX
QSO: 14105 RY 2015-09-27 1656 G4EBK         599 14 DX  LA6TPA        599 14 DX
QSO: 14102 RY 2015-09-27 1659 G4EBK         599 14 DX  RM9I          599 18 DX
QSO: 14101 RY 2015-09-27 1701 G4EBK         599 14 DX  IQ9UI         599 15 DX
QSO: 14098 RY 2015-09-27 1703 G4EBK         599 14 DX  IK4QJF        599 15 DX
QSO: 14096 RY 2015-09-27 1704 G4EBK         599 14 DX  S51CK         599 15 DX
QSO: 14092 RY 2015-09-27 1707 G4EBK         599 14 DX  S59N          599 15 DX
QSO: 14090 RY 2015-09-27 1710 G4EBK         599 14 DX  YB4IR         599 28 DX
QSO: 14088 RY 2015-09-27 1712 G4EBK         599 14 DX  9A1A          599 15 DX
QSO: 14084 RY 2015-09-27 1720 G4EBK         599 14 DX  CR3A          599 33 DX
QSO: 14083 RY 2015-09-27 1722 G4EBK         599 14 DX  RO9A          599 17 DX
QSO: 14081 RY 2015-09-27 1723 G4EBK         599 14 DX  EU1DX         599 16 DX
QSO:  7051 RY 2015-09-27 1732 G4EBK         599 14 DX  SM6BGG        599 14 DX
QSO:  7051 RY 2015-09-27 1733 G4EBK         599 14 DX  UR4MG         599 16 DX
QSO:  7050 RY 2015-09-27 1735 G4EBK         599 14 DX  SP7IIT        599 15 DX
QSO:  7045 RY 2015-09-27 1740 G4EBK         599 14 DX  EU6AF         599 16 DX
QSO:  7046 RY 2015-09-27 1741 G4EBK         599 14 DX  ES1O          599 15 DX
QSO:  3582 RY 2015-09-27 1957 G4EBK         599 14 DX  I1BEP         599 15 DX
QSO:  3583 RY 2015-09-27 1959 G4EBK         599 14 DX  DK0OG         599 14 DX
QSO:  3584 RY 2015-09-27 2000 G4EBK         599 14 DX  I4AVG         599 15 DX
QSO:  3585 RY 2015-09-27 2001 G4EBK         599 14 DX  DF8AA         599 14 DX
QSO:  3586 RY 2015-09-27 2005 G4EBK         599 14 DX  LZ7A          599 20 DX
QSO:  3587 RY 2015-09-27 2006 G4EBK         599 14 DX  SM7MX         599 14 DX
QSO:  3589 RY 2015-09-27 2009 G4EBK         599 14 DX  SQ9I          599 15 DX
QSO:  3590 RY 2015-09-27 2010 G4EBK         599 14 DX  DH8WR         599 14 DX
QSO:  3591 RY 2015-09-27 2011 G4EBK         599 14 DX  HB9DHG        599 14 DX
QSO:  3592 RY 2015-09-27 2012 G4EBK         599 14 DX  YL3FO         599 15 DX
QSO:  3593 RY 2015-09-27 2013 G4EBK         599 14 DX  DM5TI         599 14 DX
QSO:  3596 RY 2015-09-27 2014 G4EBK         599 14 DX  MJ5Z          599 14 DX
QSO:  3603 RY 2015-09-27 2033 G4EBK         599 14 DX  ON3DI         599 14 DX
QSO:  3592 RY 2015-09-27 2036 G4EBK         599 14 DX  HB9TOC        599 14 DX
QSO:  3590 RY 2015-09-27 2039 G4EBK         599 14 DX  9A1A          599 15 DX
QSO:  3590 RY 2015-09-27 2039 G4EBK         599 14 DX  IK6VXO        599 15 DX
QSO:  3590 RY 2015-09-27 2040 G4EBK         599 14 DX  LZ9R          599 20 DX
QSO:  3590 RY 2015-09-27 2043 G4EBK         599 14 DX  OK2EA         599 15 DX
QSO:  3590 RY 2015-09-27 2043 G4EBK         599 14 DX  DJ5TT         599 14 DX
QSO:  3590 RY 2015-09-27 2044 G4EBK         599 14 DX  SM5EPO        599 14 DX
QSO:  3590 RY 2015-09-27 2044 G4EBK         599 14 DX  LX1NO         599 14 DX
QSO:  3590 RY 2015-09-27 2045 G4EBK         599 14 DX  ON4APU        599 14 DX
QSO:  3590 RY 2015-09-27 2046 G4EBK         599 14 DX  SP7TF         599 15 DX
QSO:  3590 RY 2015-09-27 2046 G4EBK         599 14 DX  PA2W          599 14 DX
QSO:  3590 RY 2015-09-27 2047 G4EBK         599 14 DX  DL9FB         599 14 DX
QSO:  3590 RY 2015-09-27 2048 G4EBK         599 14 DX  G3SNU         599 14 DX
QSO:  3590 RY 2015-09-27 2048 G4EBK         599 14 DX  IK3SSJ        599 15 DX
QSO:  3590 RY 2015-09-27 2051 G4EBK         599 14 DX  OM3RM         599 15 DX
QSO:  3590 RY 2015-09-27 2051 G4EBK         599 14 DX  G8X           599 14 DX
QSO:  3590 RY 2015-09-27 2053 G4EBK         599 14 DX  S50B          599 15 DX
QSO:  3588 RY 2015-09-27 2058 G4EBK         599 14 DX  EB3CW         599 14 DX
QSO:  3586 RY 2015-09-27 2101 G4EBK         599 14 DX  RN1ON         599 16 DX
QSO:  3585 RY 2015-09-27 2103 G4EBK         599 14 DX  LY2BUU        599 15 DX
QSO:  3585 RY 2015-09-27 2104 G4EBK         599 14 DX  DH8BQA        599 14 DX
QSO:  3583 RY 2015-09-27 2106 G4EBK         599 14 DX  OM2015TITANIC 599 15 DX
QSO:  3580 RY 2015-09-27 2108 G4EBK         599 14 DX  IT9DSZ        599 15 DX
QSO:  7043 RY 2015-09-27 2109 G4EBK         599 14 DX  IV3ZXQ        599 15 DX
QSO:  7045 RY 2015-09-27 2111 G4EBK         599 14 DX  LZ1JZ         599 20 DX
QSO:  7046 RY 2015-09-27 2113 G4EBK         599 14 DX  EU8F          599 16 DX
QSO:  7047 RY 2015-09-27 2114 G4EBK         599 14 DX  SP2YWL        599 15 DX
QSO:  7049 RY 2015-09-27 2115 G4EBK         599 14 DX  IQ3RK         599 15 DX
QSO:  7049 RY 2015-09-27 2116 G4EBK         599 14 DX  RC9J          599 17 DX
QSO:  7050 RY 2015-09-27 2117 G4EBK         599 14 DX  IS0/S50P      599 15 DX
QSO:  7052 RY 2015-09-27 2118 G4EBK         599 14 DX  HB2T          599 14 DX
QSO:  7053 RY 2015-09-27 2119 G4EBK         599 14 DX  RW0A          599 18 DX
QSO:  7056 RY 2015-09-27 2121 G4EBK         599 14 DX  EC4KW         599 14 DX
QSO:  7056 RY 2015-09-27 2122 G4EBK         599 14 DX  OH1MA         599 15 DX
QSO:  7057 RY 2015-09-27 2123 G4EBK         599 14 DX  S50W          599 15 DX
QSO:  7059 RY 2015-09-27 2129 G4EBK         599 14 DX  OM8LA         599 15 DX
QSO:  7060 RY 2015-09-27 2131 G4EBK         599 14 DX  4O3A          599 15 DX
QSO:  7060 RY 2015-09-27 2132 G4EBK         599 14 DX  J42T          599 20 DX
QSO:  7062 RY 2015-09-27 2134 G4EBK         599 14 DX  LY2SA         599 15 DX
QSO:  7063 RY 2015-09-27 2135 G4EBK         599 14 DX  DL4MCF        599 14 DX
QSO:  7063 RY 2015-09-27 2137 G4EBK         599 14 DX  7Z1SJ         599 21 DX
QSO:  7064 RY 2015-09-27 2139 G4EBK         599 14 DX  UT7E          599 16 DX
QSO:  7065 RY 2015-09-27 2142 G4EBK         599 14 DX  CR3L          599 33 DX
QSO:  7072 RY 2015-09-27 2151 G4EBK         599 14 DX  EA5EJ         599 14 DX
QSO:  7062 RY 2015-09-27 2154 G4EBK         599 14 DX  OH6SWR        599 15 DX
QSO:  7057 RY 2015-09-27 2206 G4EBK         599 14 DX  HA1TNX        599 15 DX
QSO:  7055 RY 2015-09-27 2208 G4EBK         599 14 DX  DL1AIW        599 14 DX
QSO:  7055 RY 2015-09-27 2209 G4EBK         599 14 DX  US0LW         599 16 DX
QSO:  7055 RY 2015-09-27 2210 G4EBK         599 14 DX  RW3TT         599 16 DX
QSO:  7055 RY 2015-09-27 2211 G4EBK         599 14 DX  DL1YD         599 14 DX
QSO:  7055 RY 2015-09-27 2212 G4EBK         599 14 DX  3Z9K          599 15 DX
QSO:  7055 RY 2015-09-27 2214 G4EBK         599 14 DX  IW2MXY        599 15 DX
QSO:  7055 RY 2015-09-27 2215 G4EBK         599 14 DX  OH2ET         599 15 DX
QSO:  7055 RY 2015-09-27 2216 G4EBK         599 14 DX  SP3UIW        599 15 DX
QSO:  7043 RY 2015-09-27 2233 G4EBK         599 14 DX  UR3GU         599 16 DX
QSO:  7045 RY 2015-09-27 2235 G4EBK         599 14 DX  YL3CU         599 15 DX
QSO:  7049 RY 2015-09-27 2240 G4EBK         599 14 DX  DL0WRTC       599 14 DX
QSO:  7051 RY 2015-09-27 2242 G4EBK         599 14 DX  VA2UP         599 05 QC
QSO:  7057 RY 2015-09-27 2245 G4EBK         599 14 DX  F5VKT         599 14 DX
QSO:  7059 RY 2015-09-27 2246 G4EBK         599 14 DX  VA3XH         599 04 ON
QSO:  3590 RY 2015-09-27 2255 G4EBK         599 14 DX  LN7TTT        599 14 DX
QSO:  3592 RY 2015-09-27 2300 G4EBK         599 14 DX  DL0WRTC       599 14 DX
QSO:  3593 RY 2015-09-27 2302 G4EBK         599 14 DX  OK4K          599 15 DX
QSO:  3599 RY 2015-09-27 2311 G4EBK         599 14 DX  OK2SFP        599 15 DX
QSO:  3600 RY 2015-09-27 2313 G4EBK         599 14 DX  HB9OK         599 14 DX
QSO:  7061 RY 2015-09-27 2318 G4EBK         599 14 DX  SN7Q          599 15 DX
QSO:  7052 RY 2015-09-27 2321 G4EBK         599 14 DX  A61EK         599 21 DX
QSO:  7049 RY 2015-09-27 2325 G4EBK         599 14 DX  NE3H          599 05 PA
END-OF-LOG:
