START-OF-LOG: 3.0
CALLSIGN: DD0VS
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 77760
NAME: Harald Fritzsche
LOCATION: DX
OPERATORS: DD0VS
CLUB: BAVARIAN CONTEST CLUB
CERTIFICATE: YES
CREATED-BY: UcxLog 7.52
SOAPBOX: My best result ever, many tnx vy 73 de DD0VS Harald
QSO: 14128 RY 2015-09-26 1203 DD0VS         599 14 DX  EW8DZ         599 16 DX
QSO: 14129 RY 2015-09-26 1204 DD0VS         599 14 DX  ES5TF         599 15 DX
QSO: 14132 RY 2015-09-26 1205 DD0VS         599 14 DX  OH2ET         599 15 DX
QSO: 21079 RY 2015-09-26 1220 DD0VS         599 14 DX  CR3L          599 33 DX
QSO: 21080 RY 2015-09-26 1223 DD0VS         599 14 DX  RW0A          599 18 DX
QSO: 21083 RY 2015-09-26 1227 DD0VS         599 14 DX  EC7ZK         599 14 DX
QSO: 21090 RY 2015-09-26 1232 DD0VS         599 14 DX  VE3FJB        599 04 ON
QSO: 21115 RY 2015-09-26 1245 DD0VS         599 14 DX  K1SFA         599 05 MA
QSO: 28086 RY 2015-09-26 1258 DD0VS         599 14 DX  EA8DED        599 33 DX
QSO: 21121 RY 2015-09-26 1311 DD0VS         599 14 DX  A61ZX         599 21 DX
QSO: 21082 RY 2015-09-26 1358 DD0VS         599 14 DX  RW4CR         599 16 DX
QSO: 21083 RY 2015-09-26 1401 DD0VS         599 14 DX  RW4W          599 16 DX
QSO: 14138 RY 2015-09-26 1421 DD0VS         599 14 DX  UA5F          599 16 DX
QSO: 14141 RY 2015-09-26 1422 DD0VS         599 14 DX  OH5C          599 15 DX
QSO: 14142 RY 2015-09-26 1607 DD0VS         599 14 DX  EA5EJ         599 14 DX
QSO: 21130 RY 2015-09-26 1612 DD0VS         599 14 DX  N0AT          599 04 MN
QSO: 21135 RY 2015-09-26 1617 DD0VS         599 14 DX  VA2AM         599 05 QC
QSO: 21136 RY 2015-09-26 1618 DD0VS         599 14 DX  EA8PT         599 33 DX
QSO: 21081 RY 2015-09-26 1631 DD0VS         599 14 DX  EA7AZA        599 14 DX
QSO: 21088 RY 2015-09-26 1634 DD0VS         599 14 DX  CS5CRE        599 14 DX
QSO: 21091 RY 2015-09-26 1640 DD0VS         599 14 DX  5B4AIF        599 20 DX
QSO: 21094 RY 2015-09-26 1646 DD0VS         599 14 DX  EC7CW         599 14 DX
QSO: 21103 RY 2015-09-26 1656 DD0VS         599 14 DX  CR7AJL        599 14 DX
QSO: 21108 RY 2015-09-26 1659 DD0VS         599 14 DX  N0NI          599 04 IA
QSO: 21106 RY 2015-09-26 1702 DD0VS         599 14 DX  K0KX          599 04 MN
QSO: 14081 RY 2015-09-26 1808 DD0VS         599 14 DX  UW1M          599 16 DX
QSO: 14079 RY 2015-09-26 1810 DD0VS         599 14 DX  SV9COL        599 20 DX
QSO: 14084 RY 2015-09-26 1813 DD0VS         599 14 DX  OH8A          599 15 DX
QSO: 14087 RY 2015-09-26 1816 DD0VS         599 14 DX  RK3PWR        599 16 DX
QSO: 14111 RY 2015-09-26 1838 DD0VS         599 14 DX  RA6GW         599 16 DX
QSO: 14112 RY 2015-09-26 1839 DD0VS         599 14 DX  EA7KP         599 14 DX
QSO: 14122 RY 2015-09-26 1849 DD0VS         599 14 DX  IK2SND        599 15 DX
QSO: 14133 RY 2015-09-26 1854 DD0VS         599 14 DX  W2LE          599 05 NJ
QSO: 14138 RY 2015-09-26 1855 DD0VS         599 14 DX  HB9OK         599 14 DX
QSO: 14147 RY 2015-09-26 1858 DD0VS         599 14 DX  TA7I          599 20 DX
QSO:  3580 RY 2015-09-26 1907 DD0VS         599 14 DX  YT8A          599 15 DX
QSO:  3583 RY 2015-09-26 1910 DD0VS         599 14 DX  DL4CF         599 14 DX
QSO:  3586 RY 2015-09-26 1913 DD0VS         599 14 DX  9A1A          599 15 DX
QSO:  3588 RY 2015-09-26 1914 DD0VS         599 14 DX  I4AVG         599 15 DX
QSO:  3590 RY 2015-09-26 1916 DD0VS         599 14 DX  S58M          599 15 DX
QSO:  3589 RY 2015-09-26 1926 DD0VS         599 14 DX  OK4K          599 15 DX
QSO:  3590 RY 2015-09-26 1928 DD0VS         599 14 DX  PI4CG         599 14 DX
QSO:  3591 RY 2015-09-26 1929 DD0VS         599 14 DX  LX1NO         599 14 DX
QSO:  3592 RY 2015-09-26 1930 DD0VS         599 14 DX  OM7KW         599 15 DX
QSO:  3592 RY 2015-09-26 1931 DD0VS         599 14 DX  S57DX         599 15 DX
QSO:  3595 RY 2015-09-26 1933 DD0VS         599 14 DX  HA2NA         599 15 DX
QSO:  3597 RY 2015-09-26 1935 DD0VS         599 14 DX  DO2MRC        599 14 DX
QSO:  3596 RY 2015-09-26 1937 DD0VS         599 14 DX  LY2FN         599 15 DX
QSO:  3599 RY 2015-09-26 1940 DD0VS         599 14 DX  DL0WRTC       599 14 DX
QSO:  3598 RY 2015-09-26 1941 DD0VS         599 14 DX  IV3DSH        599 15 DX
QSO:  3602 RY 2015-09-26 1943 DD0VS         599 14 DX  OK2SAR        599 15 DX
QSO:  3580 RY 2015-09-26 1946 DD0VS         599 14 DX  DL6ZXG        599 14 DX
QSO:  7032 RY 2015-09-26 1949 DD0VS         599 14 DX  OZ1JTE        599 14 DX
QSO:  7032 RY 2015-09-26 1952 DD0VS         599 14 DX  OH5C          599 15 DX
QSO:  7033 RY 2015-09-26 1953 DD0VS         599 14 DX  OH2ET         599 15 DX
QSO:  7033 RY 2015-09-27 0613 DD0VS         599 14 DX  IK8NBE        599 15 DX
QSO:  7035 RY 2015-09-27 0614 DD0VS         599 14 DX  IK3TPP        599 15 DX
QSO:  7035 RY 2015-09-27 0615 DD0VS         599 14 DX  LZ2ZY         599 20 DX
QSO:  7036 RY 2015-09-27 0616 DD0VS         599 14 DX  IK2JUB        599 15 DX
QSO:  7037 RY 2015-09-27 0617 DD0VS         599 14 DX  4O3A          599 15 DX
QSO:  7039 RY 2015-09-27 0619 DD0VS         599 14 DX  SP2YWL        599 15 DX
QSO:  7041 RY 2015-09-27 0621 DD0VS         599 14 DX  IQ1RY         599 15 DX
QSO:  7041 RY 2015-09-27 0622 DD0VS         599 14 DX  HG1S          599 15 DX
QSO:  7042 RY 2015-09-27 0623 DD0VS         599 14 DX  IQ2CJ         599 15 DX
QSO:  7043 RY 2015-09-27 0624 DD0VS         599 14 DX  IQ3RK         599 15 DX
QSO:  7045 RY 2015-09-27 0625 DD0VS         599 14 DX  HG7T          599 15 DX
QSO:  7044 RY 2015-09-27 0627 DD0VS         599 14 DX  HB9CIC        599 14 DX
QSO:  7044 RY 2015-09-27 0628 DD0VS         599 14 DX  K1SFA         599 05 MA
QSO:  7048 RY 2015-09-27 0630 DD0VS         599 14 DX  EI5KF         599 14 DX
QSO:  7048 RY 2015-09-27 0635 DD0VS         599 14 DX  S56A          599 15 DX
QSO:  7050 RY 2015-09-27 0636 DD0VS         599 14 DX  YU1KT         599 15 DX
QSO:  7049 RY 2015-09-27 0638 DD0VS         599 14 DX  OZ1ADL        599 14 DX
QSO:  7050 RY 2015-09-27 0639 DD0VS         599 14 DX  IK2SND        599 15 DX
QSO:  7051 RY 2015-09-27 0643 DD0VS         599 14 DX  PI4AMF        599 14 DX
QSO:  7052 RY 2015-09-27 0646 DD0VS         599 14 DX  YO9HP         599 20 DX
QSO:  7051 RY 2015-09-27 0647 DD0VS         599 14 DX  DB4BJ         599 14 DX
QSO:  7057 RY 2015-09-27 0649 DD0VS         599 14 DX  LX7X          599 14 DX
QSO:  7057 RY 2015-09-27 0649 DD0VS         599 14 DX  IZ0PMV        599 15 DX
QSO:  7055 RY 2015-09-27 0650 DD0VS         599 14 DX  PD1RO         599 14 DX
QSO:  7059 RY 2015-09-27 0652 DD0VS         599 14 DX  IK0CHU        599 15 DX
QSO:  7058 RY 2015-09-27 0653 DD0VS         599 14 DX  HB9OK         599 14 DX
QSO:  7060 RY 2015-09-27 0654 DD0VS         599 14 DX  IZ3KUY        599 15 DX
QSO:  7061 RY 2015-09-27 0655 DD0VS         599 14 DX  DK4RL         599 14 DX
QSO:  7062 RY 2015-09-27 0739 DD0VS         599 14 DX  DL1IAO        599 14 DX
QSO:  7067 RY 2015-09-27 0744 DD0VS         599 14 DX  S58AA         599 15 DX
QSO: 21119 RY 2015-09-27 0751 DD0VS         599 14 DX  EA7ZY         599 14 DX
QSO: 21109 RY 2015-09-27 0759 DD0VS         599 14 DX  EA8MT         599 33 DX
QSO: 21105 RY 2015-09-27 0805 DD0VS         599 14 DX  UA6LJB        599 16 DX
QSO: 21103 RY 2015-09-27 0806 DD0VS         599 14 DX  OH8A          599 15 DX
QSO: 21087 RY 2015-09-27 0820 DD0VS         599 14 DX  RA4HL         599 16 DX
QSO: 21088 RY 2015-09-27 0821 DD0VS         599 14 DX  UA6CE         599 16 DX
QSO: 21087 RY 2015-09-27 0822 DD0VS         599 14 DX  UW1M          599 16 DX
QSO: 21086 RY 2015-09-27 0823 DD0VS         599 14 DX  RK2A          599 16 DX
QSO: 28095 RY 2015-09-27 0830 DD0VS         599 14 DX  RT9S          599 16 DX
QSO: 14082 RY 2015-09-27 0833 DD0VS         599 14 DX  UR3GU         599 16 DX
QSO: 14083 RY 2015-09-27 0841 DD0VS         599 14 DX  EA3NN         599 14 DX
QSO: 14086 RY 2015-09-27 0847 DD0VS         599 14 DX  SA3V          599 14 DX
QSO: 14086 RY 2015-09-27 1356 DD0VS         599 14 DX  ES1O          599 15 DX
QSO: 14080 RY 2015-09-27 1400 DD0VS         599 14 DX  OH3FM         599 15 DX
QSO: 14090 RY 2015-09-27 1412 DD0VS         599 14 DX  EW6EN         599 16 DX
QSO: 14097 RY 2015-09-27 1418 DD0VS         599 14 DX  RW0BT         599 18 DX
QSO: 14098 RY 2015-09-27 1419 DD0VS         599 14 DX  ES4RD         599 15 DX
QSO: 14100 RY 2015-09-27 1421 DD0VS         599 14 DX  RW6CR         599 16 DX
QSO: 21079 RY 2015-09-27 1424 DD0VS         599 14 DX  CR3A          599 33 DX
QSO:  7051 RY 2015-09-27 1442 DD0VS         599 14 DX  DM5HF         599 14 DX
QSO:  7050 RY 2015-09-27 1446 DD0VS         599 14 DX  IZ0KBR        599 15 DX
QSO:  7048 RY 2015-09-27 1449 DD0VS         599 14 DX  OM7PY         599 15 DX
QSO:  7050 RY 2015-09-27 1451 DD0VS         599 14 DX  S57OWA        599 15 DX
QSO:  7047 RY 2015-09-27 1453 DD0VS         599 14 DX  DH6BH         599 14 DX
QSO:  7046 RY 2015-09-27 1455 DD0VS         599 14 DX  DL5YAS        599 14 DX
QSO:  7045 RY 2015-09-27 1457 DD0VS         599 14 DX  OK1MSP        599 15 DX
QSO:  7045 RY 2015-09-27 1504 DD0VS         599 14 DX  9A8FCC        599 15 DX
QSO:  7042 RY 2015-09-27 1506 DD0VS         599 14 DX  DL8OH         599 14 DX
QSO:  7042 RY 2015-09-27 1507 DD0VS         599 14 DX  9A5M          599 15 DX
QSO:  7039 RY 2015-09-27 1509 DD0VS         599 14 DX  HA8BE         599 15 DX
QSO:  7040 RY 2015-09-27 1510 DD0VS         599 14 DX  YU5RY         599 15 DX
QSO:  7035 RY 2015-09-27 1512 DD0VS         599 14 DX  YU3AAA        599 15 DX
QSO:  7034 RY 2015-09-27 1513 DD0VS         599 14 DX  IZ5MOQ        599 15 DX
QSO:  7056 RY 2015-09-27 1516 DD0VS         599 14 DX  SP3UIW        599 15 DX
QSO:  7057 RY 2015-09-27 1517 DD0VS         599 14 DX  ON3DI         599 14 DX
QSO:  7053 RY 2015-09-27 1518 DD0VS         599 14 DX  IV3ZXQ        599 15 DX
QSO:  7054 RY 2015-09-27 1519 DD0VS         599 14 DX  DJ2RG         599 14 DX
QSO:  7054 RY 2015-09-27 1520 DD0VS         599 14 DX  G4DBW         599 14 DX
QSO:  7051 RY 2015-09-27 1522 DD0VS         599 14 DX  J42T          599 20 DX
QSO:  3584 RY 2015-09-27 1526 DD0VS         599 14 DX  DL5JAN        599 14 DX
QSO:  3588 RY 2015-09-27 1529 DD0VS         599 14 DX  IK6VXO        599 15 DX
QSO: 14083 RY 2015-09-27 1542 DD0VS         599 14 DX  EA7IQM        599 14 DX
QSO: 14091 RY 2015-09-27 1546 DD0VS         599 14 DX  EA5RCI        599 14 DX
QSO: 14092 RY 2015-09-27 1547 DD0VS         599 14 DX  SB0A          599 14 DX
QSO: 14095 RY 2015-09-27 1550 DD0VS         599 14 DX  UX7QV         599 16 DX
QSO: 14097 RY 2015-09-27 1554 DD0VS         599 14 DX  UR5ZSU        599 16 DX
QSO: 14098 RY 2015-09-27 1558 DD0VS         599 14 DX  OH9VD         599 15 DX
QSO: 14099 RY 2015-09-27 1558 DD0VS         599 14 DX  IS0BOY        599 15 DX
QSO: 14101 RY 2015-09-27 1600 DD0VS         599 14 DX  RK4FF         599 16 DX
QSO: 14106 RY 2015-09-27 1604 DD0VS         599 14 DX  RM3DA         599 16 DX
QSO: 14108 RY 2015-09-27 1613 DD0VS         599 14 DX  YO6HSU        599 20 DX
QSO: 14112 RY 2015-09-27 1614 DD0VS         599 14 DX  RA1ALC        599 16 DX
QSO: 14111 RY 2015-09-27 1615 DD0VS         599 14 DX  EI6FR         599 14 DX
QSO: 14111 RY 2015-09-27 1616 DD0VS         599 14 DX  ED1A          599 14 DX
QSO: 14116 RY 2015-09-27 1618 DD0VS         599 14 DX  OH10A         599 15 DX
QSO: 14118 RY 2015-09-27 1619 DD0VS         599 14 DX  4O3A          599 15 DX
QSO: 14118 RY 2015-09-27 1620 DD0VS         599 14 DX  LZ1QV         599 20 DX
QSO: 14126 RY 2015-09-27 1623 DD0VS         599 14 DX  SM3LBP        599 14 DX
QSO: 14133 RY 2015-09-27 1625 DD0VS         599 14 DX  LY8O          599 15 DX
QSO: 14134 RY 2015-09-27 1628 DD0VS         599 14 DX  OH3P          599 15 DX
QSO: 14135 RY 2015-09-27 1630 DD0VS         599 14 DX  EE5H          599 14 DX
QSO: 14136 RY 2015-09-27 1632 DD0VS         599 14 DX  YL5T          599 15 DX
QSO: 14138 RY 2015-09-27 1634 DD0VS         599 14 DX  UC6A          599 16 DX
QSO: 14139 RY 2015-09-27 1634 DD0VS         599 14 DX  UY8IO         599 16 DX
QSO: 14148 RY 2015-09-27 1641 DD0VS         599 14 DX  OH2PM         599 15 DX
QSO: 21083 RY 2015-09-27 1645 DD0VS         599 14 DX  TF3AO         599 40 DX
QSO: 21081 RY 2015-09-27 1647 DD0VS         599 14 DX  K0BX          599 04 MO
QSO: 14146 RY 2015-09-27 1759 DD0VS         599 14 DX  OH2KM         599 15 DX
QSO: 14145 RY 2015-09-27 1800 DD0VS         599 14 DX  NJ3I          599 05 PA
QSO: 14140 RY 2015-09-27 1801 DD0VS         599 14 DX  IT9PZM        599 15 DX
QSO: 14135 RY 2015-09-27 1805 DD0VS         599 14 DX  JR4OZR        599 25 DX
QSO:  7072 RY 2015-09-27 1808 DD0VS         599 14 DX  DJ7MH         599 14 DX
QSO:  7070 RY 2015-09-27 1821 DD0VS         599 14 DX  SD5X          599 14 DX
QSO:  7069 RY 2015-09-27 1822 DD0VS         599 14 DX  IW2MXY        599 15 DX
QSO:  7067 RY 2015-09-27 1823 DD0VS         599 14 DX  S51DX         599 15 DX
QSO:  7066 RY 2015-09-27 1825 DD0VS         599 14 DX  DF9ZP         599 14 DX
QSO:  7066 RY 2015-09-27 1826 DD0VS         599 14 DX  IK1ZNU        599 15 DX
QSO:  7063 RY 2015-09-27 1828 DD0VS         599 14 DX  F4DSK         599 14 DX
QSO:  7064 RY 2015-09-27 1829 DD0VS         599 14 DX  CT1BXT        599 14 DX
QSO:  7064 RY 2015-09-27 1832 DD0VS         599 14 DX  DL1AIW        599 14 DX
QSO:  7062 RY 2015-09-27 1833 DD0VS         599 14 DX  PD0MHZ        599 14 DX
QSO:  7061 RY 2015-09-27 1838 DD0VS         599 14 DX  IQ9UI         599 15 DX
QSO:  7060 RY 2015-09-27 1839 DD0VS         599 14 DX  DF8AA         599 14 DX
QSO:  7060 RY 2015-09-27 1841 DD0VS         599 14 DX  OH2PM         599 15 DX
QSO:  7058 RY 2015-09-27 1846 DD0VS         599 14 DX  OK2UHP        599 15 DX
QSO:  7049 RY 2015-09-27 1853 DD0VS         599 14 DX  IZ4GWE        599 15 DX
QSO:  7048 RY 2015-09-27 1859 DD0VS         599 14 DX  G3VQO         599 14 DX
QSO:  7047 RY 2015-09-27 1901 DD0VS         599 14 DX  HG6C          599 15 DX
QSO:  7046 RY 2015-09-27 1903 DD0VS         599 14 DX  ES1O          599 15 DX
QSO:  7045 RY 2015-09-27 1906 DD0VS         599 14 DX  SV2GJV        599 20 DX
QSO:  7043 RY 2015-09-27 1910 DD0VS         599 14 DX  LY8O          599 15 DX
QSO:  7042 RY 2015-09-27 1911 DD0VS         599 14 DX  IQ1RY         599 15 DX
QSO:  7039 RY 2015-09-27 1917 DD0VS         599 14 DX  RW0A          599 18 DX
QSO:  7037 RY 2015-09-27 1918 DD0VS         599 14 DX  LZ1QV         599 20 DX
QSO:  3579 RY 2015-09-27 1923 DD0VS         599 14 DX  IK3SSJ        599 15 DX
QSO:  3581 RY 2015-09-27 1924 DD0VS         599 14 DX  G8X           599 14 DX
QSO:  3582 RY 2015-09-27 1926 DD0VS         599 14 DX  OM2015TITANIC 599 15 DX
QSO:  3583 RY 2015-09-27 1927 DD0VS         599 14 DX  DK6CQ         599 14 DX
QSO:  3585 RY 2015-09-27 1928 DD0VS         599 14 DX  OZ1JTE        599 14 DX
QSO:  3585 RY 2015-09-27 1929 DD0VS         599 14 DX  SP6GCU        599 15 DX
QSO:  3587 RY 2015-09-27 1931 DD0VS         599 14 DX  DL5AWI        599 14 DX
QSO:  3589 RY 2015-09-27 1938 DD0VS         599 14 DX  EU6AF         599 16 DX
QSO:  3590 RY 2015-09-27 1940 DD0VS         599 14 DX  SP7IIT        599 15 DX
QSO:  3590 RY 2015-09-27 1943 DD0VS         599 14 DX  DH8WR         599 14 DX
QSO:  3592 RY 2015-09-27 1945 DD0VS         599 14 DX  DO8CW/P       599 14 DX
QSO:  3593 RY 2015-09-27 1947 DD0VS         599 14 DX  EB3CW         599 15 DX
END-OF-LOG:
