START-OF-LOG: 3.0
CALLSIGN: VE7BGP
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 12350
NAME: Gerry Pement
LOCATION: BC
OPERATORS: VE7BGP
CLUB: Nanaimo Amateur Radio Association
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.7711.0
SOAPBOX: I had a lot of fun operating this years Contest. Bands were good
SOAPBOX: despite low Solar Flux. There were a few openings to Europe. Rigs
SOAPBOX: used FT-897D and venerable old IC-751A with dual Filters.
QSO: 14027 CW 2019-05-25 1416 VE7BGP        599 0016   NN5J          599 1594
QSO: 14030 CW 2019-05-25 1418 VE7BGP        599 0017   KZ7X          599 0835
QSO: 14034 CW 2019-05-25 1446 VE7BGP        599 0018   NR6O          599 0694
QSO: 14035 CW 2019-05-25 1449 VE7BGP        599 0019   NR3X          599 1050
QSO: 14033 CW 2019-05-25 1452 VE7BGP        599 0020   NS0R          599 0565
QSO: 14027 CW 2019-05-25 1511 VE7BGP        599 0021   WI0WA         599 0543
QSO: 14026 CW 2019-05-25 1515 VE7BGP        599 0022   KN8U          599 0956
QSO: 14001 CW 2019-05-25 2157 VE7BGP        599 0023   KU2M          599 1496
QSO: 14002 CW 2019-05-25 2200 VE7BGP        599 0024   K1LZ          599 1308
QSO: 14003 CW 2019-05-25 2224 VE7BGP        599 0025   KN7NV         599 1340
QSO: 14004 CW 2019-05-25 2226 VE7BGP        599 0026   VY2TT         599 2119
QSO: 14005 CW 2019-05-25 2234 VE7BGP        599 0027   EW6W          599 2973
QSO: 14006 CW 2019-05-25 2238 VE7BGP        599 0028   KM7W          599 3225
QSO: 14007 CW 2019-05-25 2240 VE7BGP        599 0029   NW3Y          599 0788
QSO: 14008 CW 2019-05-25 2244 VE7BGP        599 0030   WF7T          599 1091
QSO: 21010 CW 2019-05-25 2247 VE7BGP        599 0031   NR4M          599 0365
QSO: 14009 CW 2019-05-25 2312 VE7BGP        599 0032   NU7Y          599 1527
QSO: 14015 CW 2019-05-25 2314 VE7BGP        599 0033   VB3E          599 1723
QSO: 14015 CW 2019-05-25 2345 VE7BGP        599 0034   KL7RA         599 1678
QSO: 14018 CW 2019-05-26 0424 VE7BGP        599 0035   WK5T          599 2402
QSO: 14022 CW 2019-05-26 0440 VE7BGP        599 0036   AF6O          599 1138
QSO: 14015 CW 2019-05-26 0445 VE7BGP        599 0037   ZM1A          599 1372
QSO: 14022 CW 2019-05-26 0449 VE7BGP        599 0038   NO6T          599 2675
QSO: 14026 CW 2019-05-26 0456 VE7BGP        599 0039   KW1K          599 0773
QSO: 14027 CW 2019-05-26 0459 VE7BGP        599 0040   SN7Q          599 2523
QSO: 14028 CW 2019-05-26 0510 VE7BGP        599 0041   SP8R          599 1556
QSO: 14030 CW 2019-05-26 0516 VE7BGP        599 0042   9A1A          599 1924
QSO: 14045 CW 2019-05-26 0552 VE7BGP        599 0043   JR4ISF/3      599 0108
QSO: 14041 CW 2019-05-26 0554 VE7BGP        599 0044   JH4UYB        599 1263
QSO: 14036 CW 2019-05-26 0606 VE7BGP        599 0045   W6AYC         599 0575
QSO: 14043 CW 2019-05-26 0609 VE7BGP        599 0046   KU6W          599 0630
QSO: 14015 CW 2019-05-26 0659 VE7BGP        599 0047   AJ6V          599 1091
QSO: 14025 CW 2019-05-26 0700 VE7BGP        599 0048   N7DD          599 0239
QSO: 14024 CW 2019-05-26 1458 VE7BGP        599 0049   WN1GIV        599 1800
QSO: 14026 CW 2019-05-26 1503 VE7BGP        599 0050   DL4DX         599 0278
QSO: 14030 CW 2019-05-26 1513 VE7BGP        599 0051   K1EIC         599 0107
QSO: 14030 CW 2019-05-26 1516 VE7BGP        599 0052   VE3YT         599 0938
QSO: 14018 CW 2019-05-26 2040 VE7BGP        599 0053   NA8V          599 2260
QSO: 14017 CW 2019-05-26 2042 VE7BGP        599 0054   K0AD          599 1275
QSO: 21018 CW 2019-05-26 2051 VE7BGP        599 0055   WF9A          599 1919
QSO: 21006 CW 2019-05-26 2056 VE7BGP        599 0056   K1LZ          599 0751
QSO: 21023 CW 2019-05-26 2100 VE7BGP        599 0057   WF7T          599 0590
QSO: 14021 CW 2019-05-26 2122 VE7BGP        599 0058   K0NM          599 1578
QSO: 14019 CW 2019-05-26 2134 VE7BGP        599 0059   N6FS          599 0782
QSO: 14023 CW 2019-05-26 2141 VE7BGP        599 0060   S50R          599 2092
QSO: 14023 CW 2019-05-26 2144 VE7BGP        599 0061   US2YW         599 2852
QSO: 14024 CW 2019-05-26 2146 VE7BGP        599 0062   9A0BB         599 1752
QSO: 14025 CW 2019-05-26 2153 VE7BGP        599 0063   KF3DI         599 1588
QSO: 14027 CW 2019-05-26 2155 VE7BGP        599 0064   WT9Q          599 0806
QSO: 14028 CW 2019-05-26 2236 VE7BGP        599 0065   HG1R          599 1707
QSO: 14030 CW 2019-05-26 2249 VE7BGP        599 0066   SI3W          599 2126
QSO: 14031 CW 2019-05-26 2255 VE7BGP        599 0067   OG73X         599 2195
QSO: 14034 CW 2019-05-26 2310 VE7BGP        599 0068   N3DD          599 1908
QSO: 14036 CW 2019-05-26 2312 VE7BGP        599 0069   TM6M          599 3758
QSO: 14038 CW 2019-05-26 2338 VE7BGP        599 0070   ED5X          599 4976
QSO: 14006 CW 2019-05-26 2343 VE7BGP        599 0071   WA8Y          599 0835
QSO: 14007 CW 2019-05-26 2345 VE7BGP        599 0072   K0VBU         599 0519
QSO: 14007 CW 2019-05-26 2347 VE7BGP        599 0073   LX7I          599 2363
QSO: 14009 CW 2019-05-26 2354 VE7BGP        599 0074   MU2K          599 2528
QSO: 14012 CW 2019-05-26 2359 VE7BGP        599 0075   S573G         599 2693
END-OF-LOG:
