START-OF-LOG: 3.0
CALLSIGN: W8KNO
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 43641
NAME: Joseph L. Wehner
LOCATION: OH
OPERATORS: W8KNO
CLUB: Mad River Radio Club
CERTIFICATE: NO
CREATED-BY: GenLog v8.19
SOAPBOX: #s 98 & 99 were recorded on 80m and when I corrected it to 20m I messed
SOAPBOX: up the log.  Had to take advantage of the weather!
QSO: 14000 CW 2019-05-26 1324 W8KNO         599 0099   20M           599 2493
QSO: 14000 CW 2019-05-26 1328 W8KNO         599 0100   MX3W          599 2410
QSO: 14000 CW 2019-05-26 2108 W8KNO         599 0101   G5O           599 1211
QSO: 14000 CW 2019-05-26 2111 W8KNO         599 0102   VC2W          599 2815
QSO: 14000 CW 2019-05-26 2115 W8KNO         599 0103   VA2EW         599 3068
QSO: 14000 CW 2019-05-26 2118 W8KNO         599 0104   KU2C          599 1440
QSO: 14000 CW 2019-05-26 2122 W8KNO         599 0105   NW1P          599 3390
QSO: 14000 CW 2019-05-26 2126 W8KNO         599 0106   S57DX         599 1990
QSO: 14000 CW 2019-05-26 2129 W8KNO         599 0107   AD4TR         599 2103
QSO: 14000 CW 2019-05-26 2132 W8KNO         599 0108   IR4T          599 3450
QSO: 14000 CW 2019-05-26 2132 W8KNO         599 0109   W02X          599 1423
QSO: 14000 CW 2019-05-26 2134 W8KNO         599 0110   NW7R          599 2550
QSO: 14000 CW 2019-05-26 2135 W8KNO         599 0111   IO3Y          599 2221
QSO: 14000 CW 2019-05-26 2137 W8KNO         599 0112   N0AT          599 0330
QSO: 14000 CW 2019-05-26 2140 W8KNO         599 0113   RA3CW         599 2702
QSO: 14000 CW 2019-05-26 2141 W8KNO         599 0114   RW7K          599 2798
QSO: 14000 CW 2019-05-26 2142 W8KNO         599 0115   HG8R          599 2593
QSO: 14000 CW 2019-05-26 2151 W8KNO         599 0116   NG1R          599 0940
QSO: 14000 CW 2019-05-26 2152 W8KNO         599 0117   CK2Z          599 2082
QSO: 14000 CW 2019-05-26 2155 W8KNO         599 0118   TM6M          599 3640
QSO: 14000 CW 2019-05-26 2157 W8KNO         599 0119   SP8R          599 2174
QSO: 14000 CW 2019-05-26 2226 W8KNO         599 0120   KF3DI         599 1635
QSO: 14000 CW 2019-05-26 2228 W8KNO         599 0121   K3WJV         599 1495
QSO: 14000 CW 2019-05-26 2231 W8KNO         599 0122   SN7Q          599 3357
QSO: 14000 CW 2019-05-26 2234 W8KNO         599 0123   CR3DX         599 3694
QSO: 14000 CW 2019-05-26 2236 W8KNO         599 0124   AB2E          599 1225
QSO: 14000 CW 2019-05-26 2244 W8KNO         599 0125   S53M          599 1993
QSO: 14000 CW 2019-05-26 2308 W8KNO         599 0126   WW4R          599 1723
QSO: 14000 CW 2019-05-26 2309 W8KNO         599 0127   KM4SII        599 0623
QSO: 14000 CW 2019-05-26 2311 W8KNO         599 0128   S53MM         599 3305
QSO: 14000 CW 2019-05-26 2314 W8KNO         599 0129   K3OZ          599 1692
QSO: 14000 CW 2019-05-26 2316 W8KNO         599 0130   K3TC          599 1205
QSO: 14000 CW 2019-05-26 2318 W8KNO         599 0131   K1AR          599 1411
END-OF-LOG:
