START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: VE3IDT
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: VE3IDT
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2011.
QSO: 14156 PH 2011-03-26 1345 VE3IDT        59 PJ2T          59 962
QSO: 21385 PH 2011-03-26 1703 VE3IDT        59 0052 IO5O          59 1209
QSO: 21390 PH 2011-03-26 1705 VE3IDT        59 053 EB3CW         59 0637
QSO: 21399 PH 2011-03-26 1706 VE3IDT        59 054 NR6O          59 0515
QSO: 21000 PH 2011-03-26 1707 VE3IDT        59 055 YU5R          59 0406
QSO: 21431 PH 2011-03-26 1711 VE3IDT        59 0056 KW7Y          59 1330
QSO: 28385 PH 2011-03-26 1917 VE3IDT        59 57 P40L          59 2300
QSO: 28415 PH 2011-03-26 1922 VE3IDT        59 0058 HI3EPR        59 0262
QSO: 28000 PH 2011-03-26 1927 VE3IDT        59 59 AY5F          59 1204
QSO: 28449 PH 2011-03-26 1928 VE3IDT        59 060 D4C           59 1396
QSO: 28459 PH 2011-03-26 1933 VE3IDT        59 61 KP2TM         59 2528
QSO: 28000 PH 2011-03-26 1935 VE3IDT        59 062 TO11A         59 1854
QSO: 28482 PH 2011-03-26 1939 VE3IDT        59 63 WP2Z          59 1283
QSO: 28000 PH 2011-03-26 1944 VE3IDT        59 064 XE1L          59 247
QSO: 28000 PH 2011-03-26 1948 VE3IDT        59 065 NP3CW         59 65
QSO: 14000 PH 2011-03-26 2003 VE3IDT        59 067 HA8IE         59 1122
QSO: 14000 PH 2011-03-26 2006 VE3IDT        59 068 IR4M          59 1350
QSO: 14172 PH 2011-03-26 2009 VE3IDT        59 069 DL3TD         59 1699
QSO: 14188 PH 2011-03-26 2115 VE3IDT        59 070 5D5A          59 1247
QSO: 14251 PH 2011-03-26 2120 VE3IDT        59 072 DP4W          59 1081
QSO: 14000 PH 2011-03-26 2121 VE3IDT        59 0073 EE3A          59 0952
QSO: 14206 PH 2011-03-26 2124 VE3IDT        59 074 G5FZ          59 1218
QSO: 14000 PH 2011-03-26 2127 VE3IDT        59 075 SN8R          59 1191
QSO: 14221 PH 2011-03-26 2128 VE3IDT        59 076 EB8AH         59 0729
QSO: 14225 PH 2011-03-26 2130 VE3IDT        59 077 F4FLQ         59 0928
QSO: 14247 PH 2011-03-26 2139 VE3IDT        59 0079 9A7A          59 1196
QSO: 14251 PH 2011-03-26 2140 VE3IDT        59 0080 OH8L          59 1681
QSO: 14254 PH 2011-03-26 2143 VE3IDT        59 081 GW9T          59 1534
QSO: 14260 PH 2011-03-26 2145 VE3IDT        59 082 IR2C          59 0412
QSO: 14000 PH 2011-03-26 2149 VE3IDT        59 083 HG2011N       59 1172
QSO: 14270 PH 2011-03-26 2149 VE3IDT        59 084 RL3A          59 3050
QSO: 14272 PH 2011-03-26 2151 VE3IDT        59 85 S50K          59 1657
QSO: 14278 PH 2011-03-26 2151 VE3IDT        59 86 S53MM         59 1388
QSO: 14281 PH 2011-03-26 2154 VE3IDT        59 087 G5O           59 0548
QSO: 14285 PH 2011-03-26 2156 VE3IDT        59 088 DK2OY         59 0579
QSO: 14288 PH 2011-03-26 2158 VE3IDT        59 089 LX7I          59 1966
QSO: 14290 PH 2011-03-26 2158 VE3IDT        59 090 E7DX          59 2506
QSO: 14294 PH 2011-03-26 2159 VE3IDT        59 0091 S53M          59 0886
QSO: 14296 PH 2011-03-26 2200 VE3IDT        59 0092 S55T          59 1723
QSO: 14297 PH 2011-03-26 2202 VE3IDT        59 093 LY8O          59 1854
QSO: 14311 PH 2011-03-26 2204 VE3IDT        59 094 SN3R          59 1995
QSO: 14321 PH 2011-03-26 2207 VE3IDT        59 0095 G2W           59 1364
QSO: 14324 PH 2011-03-26 2209 VE3IDT        59 096 4O3A          59 2231
QSO: 14342 PH 2011-03-26 2212 VE3IDT        59 097 LN3Z          59 1694
QSO: 14103 PH 2011-03-26 2214 VE3IDT        59 098 TO5A          59 1690
QSO: 21218 PH 2011-03-26 2218 VE3IDT        59 0099 J73WA         59 0190
QSO: 21221 PH 2011-03-26 2223 VE3IDT        59 100 PS2T          59 3258
QSO: 21227 PH 2011-03-26 2227 VE3IDT        59 102 PY2BK         59 1097
QSO: 21000 PH 2011-03-26 2229 VE3IDT        59 0103 LS1D          59 2117
QSO: 21275 PH 2011-03-26 2238 VE3IDT        59 104 W7RN          59 0656
QSO: 21000 PH 2011-03-26 2241 VE3IDT        59 106 9Y4W          59 1313
QSO: 21296 PH 2011-03-26 2241 VE3IDT        59 0105 EI8GQB        59 0671
QSO: 21300 PH 2011-03-26 2243 VE3IDT        59 0107 VC6X          59 1087
QSO: 21313 PH 2011-03-26 2246 VE3IDT        59 0108 LP1H          59 1623
QSO: 21342 PH 2011-03-26 2255 VE3IDT        59 109 NX5M          59 1335
QSO: 21348 PH 2011-03-26 2255 VE3IDT        59 110 P40M          59 2930
QSO: 21391 PH 2011-03-26 2259 VE3IDT        59 0111 VA5AA         59 0511
QSO: 21354 PH 2011-03-26 2308 VE3IDT        59 112 KP4WW         59 1255
QSO: 21000 PH 2011-03-26 2310 VE3IDT        59 113 VP9I          59 366
QSO: 14144 PH 2011-03-26 2314 VE3IDT        59 0114 VE9HF         59 0327
QSO: 14219 PH 2011-03-27 0021 VE3IDT        59 116 P40L          59 3094
QSO: 14000 PH 2011-03-27 0022 VE3IDT        59 117 IQ4RN         59 1226
QSO: 14241 PH 2011-03-27 0025 VE3IDT        59 116 9A1A          59 1646
QSO: 14248 PH 2011-03-27 0027 VE3IDT        59 119 P40M          59 3157
QSO: 14260 PH 2011-03-27 0029 VE3IDT        59 120 WM5R          59 1933
QSO: 14298 PH 2011-03-27 0034 VE3IDT        59 121 KK7OO         59 813
QSO: 14302 PH 2011-03-27 0035 VE3IDT        59 122 CR3A          59 1767
QSO: 14324 PH 2011-03-27 0037 VE3IDT        59 123 WP2Z          59 1674
QSO: 14334 PH 2011-03-27 0038 VE3IDT        59 124 8P5A          59 3950
QSO: 14340 PH 2011-03-27 0043 VE3IDT        59 0125 LP1H          59 1384
QSO: 14236 PH 2011-03-27 0054 VE3IDT        59 0126 AB5K          59 0230
QSO: 14263 PH 2011-03-27 0058 VE3IDT        59 127 6V7D          59 2623
QSO:  7175 PH 2011-03-27 0105 VE3IDT        59 0128 EA3RR         59 1186
QSO:  7079 PH 2011-03-27 0107 VE3IDT        59 129 DJ7WW         59 1022
QSO:  7089 PH 2011-03-27 0109 VE3IDT        59 130 RT3F          59 1010
QSO:  7099 PH 2011-03-27 0111 VE3IDT        59 0131 DJ8OG         59 1283
QSO:  7104 PH 2011-03-27 0113 VE3IDT        59 0132 DL2VK         59 0540
QSO:  7133 PH 2011-03-27 0119 VE3IDT        59 0134 W3FW          59 0723
QSO:  7149 PH 2011-03-27 0122 VE3IDT        59 0136 WW4LL         59 0590
QSO:  7163 PH 2011-03-27 0125 VE3IDT        59 0137 NE1C          59 0325
QSO:  7217 PH 2011-03-27 0134 VE3IDT        59 0138 VE6FI         59 0402
QSO: 14156 PH 2011-03-27 0137 VE3IDT        59 0139 KZ7X          59 0880
QSO: 14000 PH 2011-03-27 0138 VE3IDT        59 140 KT5J          59 2136
QSO: 14189 PH 2011-03-27 0146 VE3IDT        59 141 ZF1A          59 1746
END-OF-LOG:
