START-OF-LOG: 3.0
CALLSIGN: YM2KK
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 2668936
CLUB:
CONTEST: CQ-WW-CW
CREATED-BY: WriteLog V10.76H
NAME: Emin Bora Demirel
OPERATORS: TA1BJ  TA2DA TA2FE  TA2BD  TA2SE  TA2DS  TA2AD
QSO:  7000 CW 2013-11-23 0114 YM2KK         599     20 NY3A          599      5
QSO:  7000 CW 2013-11-23 0114 YM2KK         599     20 UA3M          599     16
QSO:  7000 CW 2013-11-23 0115 YM2KK         599     20 K1LI          599      5
QSO:  7000 CW 2013-11-23 0115 YM2KK         599     20 N4NO          599      4
QSO:  7000 CW 2013-11-23 0116 YM2KK         599     20 EA2IF         599     14
QSO:  7000 CW 2013-11-23 0116 YM2KK         599     20 W7DO          599      5
QSO:  7000 CW 2013-11-23 0117 YM2KK         599     20 G3P           599     14
QSO:  7000 CW 2013-11-23 0118 YM2KK         599     20 VE3KI         599      4
QSO:  7000 CW 2013-11-23 0119 YM2KK         599     20 OK1BB         599     15
QSO:  7000 CW 2013-11-23 0123 YM2KK         599     20 DF3CB         599     14
QSO:  7000 CW 2013-11-23 0123 YM2KK         599     20 N3AM          599      5
QSO:  7000 CW 2013-11-23 0123 YM2KK         599     20 OK2FQZ        599     15
QSO:  7000 CW 2013-11-23 0125 YM2KK         599     20 W2TA          599      5
QSO:  7000 CW 2013-11-23 0126 YM2KK         599     20 K6XT          599      4
QSO:  7000 CW 2013-11-23 0126 YM2KK         599     20 K1RV          599      5
QSO:  7000 CW 2013-11-23 0127 YM2KK         599     20 W4ML          599      5
QSO:  7000 CW 2013-11-23 0127 YM2KK         599     20 S54X          599     15
QSO:  7000 CW 2013-11-23 0128 YM2KK         599     20 RM5P          599     16
QSO:  7000 CW 2013-11-23 0128 YM2KK         599     20 RW5CW         599     16
QSO:  7000 CW 2013-11-23 0129 YM2KK         599     20 NN4W          599      5
QSO:  7000 CW 2013-11-23 0129 YM2KK         599     20 OP4A          599     14
QSO:  7000 CW 2013-11-23 0130 YM2KK         599     20 PA1NL         599     14
QSO:  7000 CW 2013-11-23 0131 YM2KK         599     20 IN3MNS        599     15
QSO:  7000 CW 2013-11-23 0131 YM2KK         599     20 DL6LAU        599     14
QSO:  7000 CW 2013-11-23 0132 YM2KK         599     20 K3IPK         599      5
QSO:  7000 CW 2013-11-23 0133 YM2KK         599     20 SP3OFR        599     15
QSO:  7000 CW 2013-11-23 0135 YM2KK         599     20 S57Q          599     15
QSO:  7000 CW 2013-11-23 0136 YM2KK         599     20 SQ7IQM        599     15
QSO:  7000 CW 2013-11-23 0141 YM2KK         599     20 R7GXO         599     16
QSO:  7000 CW 2013-11-23 0143 YM2KK         599     20 K5UA          599      4
QSO:  7000 CW 2013-11-23 0144 YM2KK         599     20 K1AR          599      5
QSO:  7000 CW 2013-11-23 0147 YM2KK         599     20 OM7AX         599     15
QSO:  7000 CW 2013-11-23 0148 YM2KK         599     20 G3RKJ         599     14
QSO:  7000 CW 2013-11-23 0150 YM2KK         599     20 IZ1POA        599     15
QSO:  7000 CW 2013-11-23 0151 YM2KK         599     20 IR4IZ         599     15
QSO:  7000 CW 2013-11-23 0152 YM2KK         599     20 K2XR          599      5
QSO:  7000 CW 2013-11-23 0156 YM2KK         599     20 K3WVU         599      5
QSO:  7000 CW 2013-11-23 0157 YM2KK         599     20 UT8IT         599     16
QSO:  7000 CW 2013-11-23 0158 YM2KK         599     20 W2EN          599      5
QSO:  7000 CW 2013-11-23 0159 YM2KK         599     20 K0RC          599      4
QSO:  7000 CW 2013-11-23 0200 YM2KK         599     20 OK2MBP        599     15
QSO:  7000 CW 2013-11-23 0201 YM2KK         599     20 R3EG          599     16
QSO:  7000 CW 2013-11-23 0202 YM2KK         599     20 W6AAN         599      5
QSO:  7000 CW 2013-11-23 0202 YM2KK         599     20 NA8V          599      4
QSO:  7000 CW 2013-11-23 0202 YM2KK         599     20 W3SQ          599      5
QSO:  7000 CW 2013-11-23 0204 YM2KK         599     20 OK2BH         599     15
QSO:  7000 CW 2013-11-23 0204 YM2KK         599     20 W2TZ          599      5
QSO:  7000 CW 2013-11-23 0205 YM2KK         599     20 K5RT          599      4
QSO:  7000 CW 2013-11-23 0206 YM2KK         599     20 US2IZ         599     16
QSO:  7000 CW 2013-11-23 0206 YM2KK         599     20 SQ9E          599     15
QSO:  7000 CW 2013-11-23 0208 YM2KK         599     20 S50G          599     15
QSO:  7000 CW 2013-11-23 0209 YM2KK         599     20 UW3U          599     16
QSO:  7000 CW 2013-11-23 0209 YM2KK         599     20 UT3IA         599     16
QSO:  7000 CW 2013-11-23 0210 YM2KK         599     20 UA3R          599     16
QSO:  7000 CW 2013-11-23 0211 YM2KK         599     20 UA6XDX        599     16
QSO:  7000 CW 2013-11-23 0211 YM2KK         599     20 US0HZ         599     16
QSO:  7000 CW 2013-11-23 0212 YM2KK         599     20 G3ZRJ         599     14
QSO:  7000 CW 2013-11-23 0213 YM2KK         599     20 N8TR          599      4
QSO:  7000 CW 2013-11-23 0213 YM2KK         599     20 K0KX          599      4
QSO:  7000 CW 2013-11-23 0215 YM2KK         599     20 W2CDO         599      5
QSO:  7000 CW 2013-11-23 0215 YM2KK         599     20 W1VE          599      5
QSO:  7000 CW 2013-11-23 0216 YM2KK         599     20 US7IA         599     16
QSO:  7000 CW 2013-11-23 0217 YM2KK         599     20 S55O          599     15
QSO:  7000 CW 2013-11-23 0217 YM2KK         599     20 K7AL          599      3
QSO:  7000 CW 2013-11-23 0217 YM2KK         599     20 OM3CDN        599     15
QSO:  7000 CW 2013-11-23 0218 YM2KK         599     20 VE9ML         599      5
QSO:  7000 CW 2013-11-23 0219 YM2KK         599     20 DK8NT         599     14
QSO:  7000 CW 2013-11-23 0219 YM2KK         599     20 W0HBH         599      4
QSO:  7000 CW 2013-11-23 0220 YM2KK         599     20 RT9S          599     16
QSO:  7000 CW 2013-11-23 0220 YM2KK         599     20 R3QR          599     16
QSO:  7000 CW 2013-11-23 0221 YM2KK         599     20 R3QA          599     16
QSO:  7000 CW 2013-11-23 0221 YM2KK         599     20 RD3FF         599     16
QSO:  7000 CW 2013-11-23 0222 YM2KK         599     20 OE3KAB        599     15
QSO:  7000 CW 2013-11-23 0223 YM2KK         599     20 G5W           599     14
QSO:  7000 CW 2013-11-23 0224 YM2KK         599     20 K1FWE         599      5
QSO:  7000 CW 2013-11-23 0224 YM2KK         599     20 DL3BCR        599     14
QSO:  7000 CW 2013-11-23 0225 YM2KK         599     20 K1DG          599      5
QSO:  7000 CW 2013-11-23 0226 YM2KK         599     20 RW3WX         599     16
QSO:  7000 CW 2013-11-23 0227 YM2KK         599     20 RD3AT         599     16
QSO:  7000 CW 2013-11-23 0227 YM2KK         599     20 OM3R          599     15
QSO:  7000 CW 2013-11-23 0227 YM2KK         599     20 K3PH          599      5
QSO:  7000 CW 2013-11-23 0228 YM2KK         599     20 N1YB          599      5
QSO:  7000 CW 2013-11-23 0229 YM2KK         599     20 S59DKR        599     15
QSO:  7000 CW 2013-11-23 0230 YM2KK         599     20 UN1Z          599     17
QSO:  7000 CW 2013-11-23 0231 YM2KK         599     20 RZ1OK         599     16
QSO:  7000 CW 2013-11-23 0232 YM2KK         599     20 UA0W          599     18
QSO:  7000 CW 2013-11-23 0234 YM2KK         599     20 W5RU          599      4
QSO:  7000 CW 2013-11-23 0235 YM2KK         599     20 OM3CWY        599     15
QSO:  7000 CW 2013-11-23 0235 YM2KK         599     20 9A1P          599     15
QSO:  7000 CW 2013-11-23 0235 YM2KK         599     20 N4WW          599      5
QSO:  7000 CW 2013-11-23 0236 YM2KK         599     20 EF1A          599     14
QSO:  7000 CW 2013-11-23 0236 YM2KK         599     20 UT8UD         599     16
QSO:  7000 CW 2013-11-23 0237 YM2KK         599     20 R7HF          599     16
QSO:  7000 CW 2013-11-23 0238 YM2KK         599     20 W7RN          599      3
QSO:  7000 CW 2013-11-23 0239 YM2KK         599     20 D4C           599     35
QSO:  7000 CW 2013-11-23 0240 YM2KK         599     20 OM7OM         599     15
QSO:  7000 CW 2013-11-23 0240 YM2KK         599     20 K1ZZ          599      5
QSO:  7000 CW 2013-11-23 0242 YM2KK         599     20 SP2PUT        599     15
QSO:  7000 CW 2013-11-23 0243 YM2KK         599     20 SP2KPD        599     15
QSO:  7000 CW 2013-11-23 0243 YM2KK         599     20 UY3QW         599     16
QSO:  7000 CW 2013-11-23 0244 YM2KK         599     20 KZ5D          599      4
QSO:  7000 CW 2013-11-23 0245 YM2KK         599     20 AB2E          599      5
QSO:  7000 CW 2013-11-23 0245 YM2KK         599     20 W3FIZ         599      5
QSO:  7000 CW 2013-11-23 0246 YM2KK         599     20 R4RT          599     16
QSO:  7000 CW 2013-11-23 0246 YM2KK         599     20 DJ2XC         599     14
QSO:  7000 CW 2013-11-23 0247 YM2KK         599     20 OK2SAR        599     15
QSO:  7000 CW 2013-11-23 0248 YM2KK         599     20 SP4Z          599     15
QSO:  7000 CW 2013-11-23 0249 YM2KK         599     20 UT0AZA        599     16
QSO:  7000 CW 2013-11-23 0249 YM2KK         599     20 R7FF          599     16
QSO:  7000 CW 2013-11-23 0250 YM2KK         599     20 RU5A          599     16
QSO:  7000 CW 2013-11-23 0251 YM2KK         599     20 ED4T          599     14
QSO:  7000 CW 2013-11-23 0252 YM2KK         599     20 EI6DX         599     14
QSO:  7000 CW 2013-11-23 0253 YM2KK         599     20 K5RX          599      4
QSO:  7000 CW 2013-11-23 0253 YM2KK         599     20 NE8PE         599      4
QSO:  7000 CW 2013-11-23 0254 YM2KK         599     20 RT6A          599     16
QSO:  7000 CW 2013-11-23 0255 YM2KK         599     20 RD3AD         599     16
QSO:  7000 CW 2013-11-23 0256 YM2KK         599     20 N3XX          599      5
QSO:  7000 CW 2013-11-23 0256 YM2KK         599     20 DL7ON         599     14
QSO:  7000 CW 2013-11-23 0257 YM2KK         599     20 ES9C          599     15
QSO:  7000 CW 2013-11-23 0258 YM2KK         599     20 NB3I          599      5
QSO:  7000 CW 2013-11-23 0300 YM2KK         599     20 W7VJ          599      3
QSO:  7000 CW 2013-11-23 0300 YM2KK         599     20 N5AW          599      4
QSO:  7000 CW 2013-11-23 0301 YM2KK         599     20 KK8D          599      4
QSO:  7000 CW 2013-11-23 0303 YM2KK         599     20 N1UR          599      5
QSO:  7000 CW 2013-11-23 0304 YM2KK         599     20 IR9Y          599     15
QSO:  7000 CW 2013-11-23 0304 YM2KK         599     20 9A8M          599     15
QSO:  7000 CW 2013-11-23 0305 YM2KK         599     20 LY7A          599     15
QSO:  7000 CW 2013-11-23 0306 YM2KK         599     20 RA6CB         599     16
QSO:  7000 CW 2013-11-23 0306 YM2KK         599     20 OK7O          599     15
QSO:  7000 CW 2013-11-23 0311 YM2KK         599     20 LZ1EW         599     14
QSO:  7000 CW 2013-11-23 0312 YM2KK         599     20 9A2GA         599     15
QSO:  7000 CW 2013-11-23 0313 YM2KK         599     20 OK2LW         599     15
QSO:  7000 CW 2013-11-23 0317 YM2KK         599     20 DC9ZP         599     14
QSO:  7000 CW 2013-11-23 0318 YM2KK         599     20 RG5A          599     16
QSO:  7000 CW 2013-11-23 0319 YM2KK         599     20 OE3WMA        599     15
QSO:  7000 CW 2013-11-23 0320 YM2KK         599     20 OM3TZZ        599     15
QSO:  7000 CW 2013-11-23 0321 YM2KK         599     20 RU3ER         599     16
QSO:  7000 CW 2013-11-23 0322 YM2KK         599     20 RU3U          599     16
QSO:  7000 CW 2013-11-23 0324 YM2KK         599     20 UT5ULX        599     16
QSO:  7000 CW 2013-11-23 0326 YM2KK         599     20 OL4A          599     15
QSO:  7000 CW 2013-11-23 0327 YM2KK         599     20 IT9DKI        599     15
QSO:  7000 CW 2013-11-23 0328 YM2KK         599     20 RZ3QS         599     16
QSO:  7000 CW 2013-11-23 0328 YM2KK         599     20 EW7SM         599     16
QSO:  7000 CW 2013-11-23 0330 YM2KK         599     20 UR5ER         599     16
QSO:  7000 CW 2013-11-23 0331 YM2KK         599     20 TM5GD         599     14
QSO:  7000 CW 2013-11-23 0331 YM2KK         599     20 RX3Z          599     16
QSO:  7000 CW 2013-11-23 0333 YM2KK         599     20 RK4FM         599     16
QSO:  7000 CW 2013-11-23 0334 YM2KK         599     20 AA9A          599      4
QSO:  7000 CW 2013-11-23 0336 YM2KK         599     20 K4NC          599      5
QSO:  7000 CW 2013-11-23 0336 YM2KK         599     20 WT3Q          599      5
QSO:  7000 CW 2013-11-23 0337 YM2KK         599     20 R7MM          599     16
QSO:  7000 CW 2013-11-23 0337 YM2KK         599     20 OK2BHL        599     15
QSO:  7000 CW 2013-11-23 0338 YM2KK         599     20 R2OM          599     16
QSO:  7000 CW 2013-11-23 0339 YM2KK         599     20 9A3DML        599     15
QSO:  7000 CW 2013-11-23 0339 YM2KK         599     20 K4AB          599      4
QSO:  7000 CW 2013-11-23 0340 YM2KK         599     20 LZ1EV         599     20
QSO:  7000 CW 2013-11-23 0341 YM2KK         599     20 RA3AN         599     16
QSO:  7000 CW 2013-11-23 0342 YM2KK         599     20 WE3C          599      5
QSO:  7000 CW 2013-11-23 0344 YM2KK         599     20 N1EN          599      5
QSO:  7000 CW 2013-11-23 0344 YM2KK         599     20 UA4M          599     16
QSO:  7000 CW 2013-11-23 0345 YM2KK         599     20 US7IID        599     16
QSO:  7000 CW 2013-11-23 0345 YM2KK         599     20 DK0MM         599     14
QSO:  7000 CW 2013-11-23 0346 YM2KK         599     20 OK2SGW        599     15
QSO:  7000 CW 2013-11-23 0347 YM2KK         599     20 RV3ZN         599     16
QSO:  7000 CW 2013-11-23 0347 YM2KK         599     20 W1MSW         599      5
QSO:  7000 CW 2013-11-23 0348 YM2KK         599     20 OK2ZO         599     15
QSO:  7000 CW 2013-11-23 0349 YM2KK         599     20 UA3MIF        599     16
QSO:  7000 CW 2013-11-23 0350 YM2KK         599     20 RA3NC         599     16
QSO:  7000 CW 2013-11-23 0351 YM2KK         599     20 R4SA          599     16
QSO:  7000 CW 2013-11-23 0351 YM2KK         599     20 OL6P          599     15
QSO:  7000 CW 2013-11-23 0352 YM2KK         599     20 SP9NSV        599     15
QSO:  7000 CW 2013-11-23 0354 YM2KK         599     20 DJ5AN         599     14
QSO:  7000 CW 2013-11-23 0356 YM2KK         599     20 UT2LU         599     16
QSO:  7000 CW 2013-11-23 0358 YM2KK         599     20 LY2BKT        599     15
QSO:  7000 CW 2013-11-23 0359 YM2KK         599     20 W1CC          599      5
QSO:  7000 CW 2013-11-23 0359 YM2KK         599     20 DR1A          599     14
QSO:  7000 CW 2013-11-23 0400 YM2KK         599     20 N3UM          599      5
QSO:  7000 CW 2013-11-23 0401 YM2KK         599     20 LY2K          599     15
QSO:  7000 CW 2013-11-23 0403 YM2KK         599     20 OK1DBS        599     15
QSO:  7000 CW 2013-11-23 0405 YM2KK         599     20 TO7A          599      8
QSO:  7000 CW 2013-11-23 0406 YM2KK         599     20 IK3JBP        599     15
QSO:  7000 CW 2013-11-23 0406 YM2KK         599     20 IR2C          599     15
QSO:  7000 CW 2013-11-23 0407 YM2KK         599     20 DL4MCF        599     14
QSO:  7000 CW 2013-11-23 0408 YM2KK         599     20 DK2QF         599     14
QSO:  7000 CW 2013-11-23 0409 YM2KK         599     20 KC1XX         599      5
QSO:  7000 CW 2013-11-23 0409 YM2KK         599     20 K2UV          599      5
QSO:  7000 CW 2013-11-23 0409 YM2KK         599     20 RA3BQ         599     16
QSO:  7000 CW 2013-11-23 0410 YM2KK         599     20 RA3ST         599     16
QSO:  7000 CW 2013-11-23 0412 YM2KK         599     20 N1CN          599      5
QSO:  7000 CW 2013-11-23 0413 YM2KK         599     20 VE3KZ         599      4
QSO:  7000 CW 2013-11-23 0414 YM2KK         599     20 F3CW          599     14
QSO:  7000 CW 2013-11-23 0416 YM2KK         599     20 LY2MM         599     15
QSO:  7000 CW 2013-11-23 0418 YM2KK         599     20 R7FX          599     16
QSO:  7000 CW 2013-11-23 0419 YM2KK         599     20 R3OM          599     16
QSO:  7000 CW 2013-11-23 0422 YM2KK         599     20 DL5NEN        599     14
QSO:  7000 CW 2013-11-23 0423 YM2KK         599     20 UA3DOM        599     16
QSO:  7000 CW 2013-11-23 0424 YM2KK         599     20 RW3AI         599     16
QSO:  7000 CW 2013-11-23 0424 YM2KK         599     20 RT5G          599     16
QSO:  7000 CW 2013-11-23 0425 YM2KK         599     20 N6AR          599      5
QSO:  7000 CW 2013-11-23 0426 YM2KK         599     20 W6DR          599      3
QSO:  7000 CW 2013-11-23 0429 YM2KK         599     20 UT7E          599     16
QSO:  7000 CW 2013-11-23 0430 YM2KK         599     20 SP4D          599     15
QSO:  7000 CW 2013-11-23 0430 YM2KK         599     20 RN4SAB        599     16
QSO:  7000 CW 2013-11-23 0433 YM2KK         599     20 OK3KFK        599     15
QSO:  7000 CW 2013-11-23 0435 YM2KK         599     20 DJ9UV         599     14
QSO:  7000 CW 2013-11-23 0435 YM2KK         599     20 UA4HIP        599     16
QSO:  7000 CW 2013-11-23 0441 YM2KK         599     20 W3LPL         599      5
QSO:  7000 CW 2013-11-23 0442 YM2KK         599     20 DJ7UC         599     14
QSO:  7000 CW 2013-11-23 0443 YM2KK         599     20 OL5Y          599     15
QSO:  7000 CW 2013-11-23 0447 YM2KK         599     20 UV3GF         599     16
QSO:  7000 CW 2013-11-23 0448 YM2KK         599     20 DK1TX         599     14
QSO:  7000 CW 2013-11-23 0452 YM2KK         599     20 WK1Q          599      5
QSO:  7000 CW 2013-11-23 0453 YM2KK         599     20 SM6E          599     14
QSO:  7000 CW 2013-11-23 0456 YM2KK         599     20 OM0M          599     15
QSO:  7000 CW 2013-11-23 0458 YM2KK         599     20 DJ5MW         599     14
QSO:  7000 CW 2013-11-23 0501 YM2KK         599     20 HF9Q          599     15
QSO:  7000 CW 2013-11-23 0503 YM2KK         599     20 OL1M          599     15
QSO:  7000 CW 2013-11-23 0503 YM2KK         599     20 HG5D          599     15
QSO:  7000 CW 2013-11-23 0504 YM2KK         599     20 ON2W          599     14
QSO:  7000 CW 2013-11-23 0505 YM2KK         599     20 IW4AA         599     15
QSO:  7000 CW 2013-11-23 0511 YM2KK         599     20 EU6AF         599     16
QSO:  7000 CW 2013-11-23 0512 YM2KK         599     20 VE3FU         599      4
QSO:  7000 CW 2013-11-23 0517 YM2KK         599     20 P3F           599     20
QSO:  7000 CW 2013-11-23 0520 YM2KK         599     20 N2MM          599      5
QSO:  7000 CW 2013-11-23 0523 YM2KK         599     20 DL0LK         599     14
QSO:  7000 CW 2013-11-23 0524 YM2KK         599     20 K5TR          599      4
QSO:  7000 CW 2013-11-23 0527 YM2KK         599     20 K2QMF         599      5
QSO:  7000 CW 2013-11-23 0533 YM2KK         599     20 N4UU          599      5
QSO:  7000 CW 2013-11-23 0534 YM2KK         599     20 S57Z          599     15
QSO:  7000 CW 2013-11-23 0535 YM2KK         599     20 SK3W          599     14
QSO:  7000 CW 2013-11-23 0539 YM2KK         599     20 UR9WZ         599     16
QSO:  7000 CW 2013-11-23 0541 YM2KK         599     20 PJ4A          599      9
QSO:  7000 CW 2013-11-23 0543 YM2KK         599     20 OK7AW         599     15
QSO:  7000 CW 2013-11-23 0546 YM2KK         599     20 K3WW          599      5
QSO:  7000 CW 2013-11-23 0547 YM2KK         599     20 KB1H          599      5
QSO:  7000 CW 2013-11-23 0548 YM2KK         599     20 OK5W          599     15
QSO:  7000 CW 2013-11-23 0550 YM2KK         599     20 YT7A          599     15
QSO:  7000 CW 2013-11-23 0557 YM2KK         599     20 VO2A          599      2
QSO:  7000 CW 2013-11-23 0602 YM2KK         599     20 WW4LL         599      5
QSO:  7000 CW 2013-11-23 0603 YM2KK         599     20 SZ1A          599     20
QSO:  7000 CW 2013-11-23 0605 YM2KK         599     20 HB9ARF        599     14
QSO:  7000 CW 2013-11-23 0606 YM2KK         599     20 IR2R          599     15
QSO:  7000 CW 2013-11-23 0610 YM2KK         599     20 PV8DX         599     11
QSO:  7000 CW 2013-11-23 0611 YM2KK         599     20 HA7A          599     15
QSO:  7000 CW 2013-11-23 0612 YM2KK         599     20 LZ9W          599     20
QSO:  7000 CW 2013-11-23 0622 YM2KK         599     20 CE1/K7CA      599     12
QSO:  7000 CW 2013-11-23 0635 YM2KK         599     20 SO4M          599     15
QSO: 28000 CW 2013-11-23 0649 YM2KK         599     20 A71EM         599     21
QSO: 28000 CW 2013-11-23 0649 YM2KK         599     20 G3TXF         599     14
QSO: 28000 CW 2013-11-23 0650 YM2KK         599     20 RW9RN         599     17
QSO: 28000 CW 2013-11-23 0651 YM2KK         599     20 JA6BZI        599     25
QSO: 28000 CW 2013-11-23 0652 YM2KK         599     20 G4FJK         599     14
QSO: 28000 CW 2013-11-23 0653 YM2KK         599     20 RA9MX         599     17
QSO: 28000 CW 2013-11-23 0655 YM2KK         599     20 G4FKA         599     14
QSO: 28000 CW 2013-11-23 0656 YM2KK         599     20 R4WW          599     16
QSO: 28000 CW 2013-11-23 0656 YM2KK         599     20 RZ0CWA        599     19
QSO: 28000 CW 2013-11-23 0657 YM2KK         599     20 RA4WC         599     16
QSO: 28000 CW 2013-11-23 0701 YM2KK         599     20 EA9UG         599     33
QSO: 28000 CW 2013-11-23 0702 YM2KK         599     20 SM3EAE        599     14
QSO: 28000 CW 2013-11-23 0706 YM2KK         599     20 RU4SS         599     16
QSO: 28000 CW 2013-11-23 0708 YM2KK         599     20 LA6TPA        599     14
QSO: 28000 CW 2013-11-23 0710 YM2KK         599     20 JH0RNN        599     25
QSO: 28000 CW 2013-11-23 0712 YM2KK         599     20 PI4CC         599     14
QSO: 28000 CW 2013-11-23 0712 YM2KK         599     20 RW3TT         599     16
QSO: 28000 CW 2013-11-23 0713 YM2KK         599     20 JT5DX         599     23
QSO: 28000 CW 2013-11-23 0713 YM2KK         599     20 R9DA          599     17
QSO: 28000 CW 2013-11-23 0714 YM2KK         599     20 UA9UPG        599     18
QSO: 28000 CW 2013-11-23 0714 YM2KK         599     20 RA1QD         599     16
QSO: 28000 CW 2013-11-23 0715 YM2KK         599     20 RJ9J          599     17
QSO: 28000 CW 2013-11-23 0715 YM2KK         599     20 RD9CX         599     17
QSO: 28000 CW 2013-11-23 0716 YM2KK         599     20 RA9DZ         599     17
QSO: 28000 CW 2013-11-23 0716 YM2KK         599     20 RA9A          599     17
QSO: 28000 CW 2013-11-23 0718 YM2KK         599     20 P33W          599     20
QSO: 28000 CW 2013-11-23 0718 YM2KK         599     20 UA0SR         599     18
QSO: 28000 CW 2013-11-23 0719 YM2KK         599     20 JF1IRW        599     25
QSO: 28000 CW 2013-11-23 0723 YM2KK         599     20 RA9UN         599     18
QSO: 28000 CW 2013-11-23 0724 YM2KK         599     20 ES4RX         599     15
QSO: 28000 CW 2013-11-23 0725 YM2KK         599     20 UA1OOX        599     16
QSO: 28000 CW 2013-11-23 0726 YM2KK         599     20 UA0SDX        599     18
QSO: 28000 CW 2013-11-23 0726 YM2KK         599     20 RM1Q          599     16
QSO: 28000 CW 2013-11-23 0727 YM2KK         599     20 JE1AEX        599     25
QSO: 28000 CW 2013-11-23 0727 YM2KK         599     20 RF4S          599     16
QSO: 28000 CW 2013-11-23 0728 YM2KK         599     20 M2G           599     14
