START-OF-LOG:  3.0
CREATED-BY:    SD by EI5DI
CONTEST:       CQ-WW-CW
CALLSIGN:      SM0BDS
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-STATION:  FIXED
CATEGORY-POWER:  LOW
CATEGORY-TRANSMITTER:  ONE
LOCATION:      DX
CLAIMED-SCORE: 31375
NAME:          Lars Forsberg
OPERATORS:     SM0BDS
SOAPBOX:       AS ALWAYS GREAT FUN TO BE ACTIVE IN CQ CONTEST
QSO: 28000 CW 2013-11-24 1156 SM0BDS        599 14     EF7R          599 14
QSO: 28000 CW 2013-11-24 1308 SM0BDS        599 14     N2MM          599 05
QSO: 28000 CW 2013-11-24 1313 SM0BDS        599 14     5C5T          599 33
QSO: 28000 CW 2013-11-24 1315 SM0BDS        599 14     OT1A          599 14
QSO: 28000 CW 2013-11-24 1318 SM0BDS        599 14     OM5M          599 15
QSO: 28000 CW 2013-11-24 1319 SM0BDS        599 14     EF9O          599 33
QSO: 28000 CW 2013-11-24 1321 SM0BDS        599 14     F8AAN         599 14
QSO: 28000 CW 2013-11-24 1322 SM0BDS        599 14     N4WW          599 05
QSO: 28000 CW 2013-11-24 1324 SM0BDS        599 14     N4PSE         599 05
QSO: 28000 CW 2013-11-24 1325 SM0BDS        599 14     CE2AA         599 12
QSO: 28000 CW 2013-11-24 1330 SM0BDS        599 14     CX3AL         599 13
QSO: 28000 CW 2013-11-24 1332 SM0BDS        599 14     SP9WZS        599 15
QSO: 28000 CW 2013-11-24 1337 SM0BDS        599 14     VE3BZ         599 04
QSO: 28000 CW 2013-11-24 1338 SM0BDS        599 14     AB3CX         599 05
QSO: 28000 CW 2013-11-24 1339 SM0BDS        599 14     DL1A          599 14
QSO: 28000 CW 2013-11-24 1340 SM0BDS        599 14     KS1J          599 05
QSO: 28000 CW 2013-11-24 1343 SM0BDS        599 14     KE2WY         599 05
QSO: 28000 CW 2013-11-24 1344 SM0BDS        599 14     HG8R          599 15
QSO: 28000 CW 2013-11-24 1345 SM0BDS        599 14     OH1F          599 15
QSO: 28000 CW 2013-11-24 1347 SM0BDS        599 14     TM7A          599 14
QSO: 28000 CW 2013-11-24 1350 SM0BDS        599 14     K4ZW          599 05
QSO: 28000 CW 2013-11-24 1352 SM0BDS        599 14     DR5N          599 14
QSO: 28000 CW 2013-11-24 1358 SM0BDS        599 14     K1ZR          599 05
QSO: 28000 CW 2013-11-24 1359 SM0BDS        599 14     LY9Y          599 15
QSO: 28000 CW 2013-11-24 1401 SM0BDS        599 14     OQ5M          599 14
QSO: 28000 CW 2013-11-24 1408 SM0BDS        599 14     K4OV          599 05
QSO: 28000 CW 2013-11-24 1410 SM0BDS        599 14     SN2B          599 15
QSO: 3500  CW 2013-11-24 1435 SM0BDS        599 14     UY2UQ         599 16
QSO: 3500  CW 2013-11-24 1437 SM0BDS        599 14     OL7M          599 15
QSO: 3500  CW 2013-11-24 1443 SM0BDS        599 14     JT5DX         599 23
QSO: 3500  CW 2013-11-24 1456 SM0BDS        599 14     SP9BNM        599 15
QSO: 7000  CW 2013-11-24 1500 SM0BDS        599 14     DL8UKE        599 14
QSO: 7000  CW 2013-11-24 1502 SM0BDS        599 14     OK2RRR        599 15
QSO: 7000  CW 2013-11-24 1503 SM0BDS        599 14     R8TT          599 16
QSO: 7000  CW 2013-11-24 1505 SM0BDS        599 14     LZ6Z          599 20
QSO: 7000  CW 2013-11-24 1507 SM0BDS        599 14     OL4W          599 15
QSO: 7000  CW 2013-11-24 1511 SM0BDS        599 14     G3V           599 14
QSO: 7000  CW 2013-11-24 1511 SM0BDS        599 14     IR2R          599 15
QSO: 7000  CW 2013-11-24 1513 SM0BDS        599 14     SP5MXZ        599 15
QSO: 14000 CW 2013-11-24 1515 SM0BDS        599 14     NQ4I          599 05
QSO: 14000 CW 2013-11-24 1517 SM0BDS        599 14     G4MKP         599 14
QSO: 14000 CW 2013-11-24 1523 SM0BDS        599 14     N5FO          599 04
QSO: 14000 CW 2013-11-24 1528 SM0BDS        599 14     OM0WR         599 15
QSO: 14000 CW 2013-11-24 1530 SM0BDS        599 14     US0MF         599 16
QSO: 14000 CW 2013-11-24 1531 SM0BDS        599 14     DR1A          599 14
QSO: 14000 CW 2013-11-24 1532 SM0BDS        599 14     9A5Y          599 15
QSO: 14000 CW 2013-11-24 1535 SM0BDS        599 14     YO6FGZ        599 20
QSO: 14000 CW 2013-11-24 1537 SM0BDS        599 14     IR9Y          599 15
QSO: 14000 CW 2013-11-24 1538 SM0BDS        599 14     ES9C          599 15
QSO: 14000 CW 2013-11-24 1540 SM0BDS        599 14     W1DX          599 05
QSO: 14000 CW 2013-11-24 1542 SM0BDS        599 14     YT2ISM        599 15
QSO: 14000 CW 2013-11-24 1544 SM0BDS        599 14     RT7T          599 16
QSO: 14000 CW 2013-11-24 1546 SM0BDS        599 14     DL5GAC        599 14
QSO: 7000  CW 2013-11-24 1552 SM0BDS        599 14     LZ9W          599 20
QSO: 7000  CW 2013-11-24 1553 SM0BDS        599 14     DM5Z          599 14
QSO: 7000  CW 2013-11-24 1557 SM0BDS        599 14     HB9CA         599 14
QSO: 7000  CW 2013-11-24 1559 SM0BDS        599 14     9A1A          599 15
QSO: 7000  CW 2013-11-24 1600 SM0BDS        599 14     OK1FPS        599 15
QSO: 3500  CW 2013-11-24 1604 SM0BDS        599 14     OM2KI         599 15
QSO: 3500  CW 2013-11-24 1606 SM0BDS        599 14     YU7U          599 15
QSO: 3500  CW 2013-11-24 1608 SM0BDS        599 14     LY2T          599 15
QSO: 3500  CW 2013-11-24 1750 SM0BDS        599 14     DM7C          599 14
QSO: 3500  CW 2013-11-24 1753 SM0BDS        599 14     IR3AU         599 15
QSO: 3500  CW 2013-11-24 1756 SM0BDS        599 14     UA2G          599 15
QSO: 3500  CW 2013-11-24 1801 SM0BDS        599 14     UX3IO         599 16
QSO: 3500  CW 2013-11-24 1802 SM0BDS        599 14     S56CW         599 15
QSO: 3500  CW 2013-11-24 1805 SM0BDS        599 14     OH1F          599 15
QSO: 3500  CW 2013-11-24 1806 SM0BDS        599 14     LZ9W          599 20
QSO: 3500  CW 2013-11-24 1808 SM0BDS        599 14     UT7E          599 16
QSO: 3500  CW 2013-11-24 1812 SM0BDS        599 14     DL2SAX        599 14
END-OF-LOG:
