START-OF-LOG: 3.0
CREATED-BY: DXLog.net v2.4.1
CONTEST: EA-RTTY
CALLSIGN: 9A5D
CATEGORY: SINGLE-OP 15M
CLAIMED-SCORE: 58512
CLUB: 
NAME: Radioklub Dubrovnik
OPERATORS: 9A3FRD
SOAPBOX: 
QSO: 21082 RY 2025-04-05 1217 9A5D          599 0001 EA7KY         599 AL   
QSO: 21096 RY 2025-04-06 0920 9A5D          599 0317 EA6/DL2TM     599 IB   
QSO: 21096 RY 2025-04-06 0921 9A5D          599 0318 R1CE          599 0142 
QSO: 21096 RY 2025-04-06 0921 9A5D          599 0319 RW4HBG        599 0219 
QSO: 21096 RY 2025-04-06 0922 9A5D          599 0320 HB9DOS        599 0062 
QSO: 21096 RY 2025-04-06 0923 9A5D          599 0321 EA2BTN        599 VI   
QSO: 21100 RY 2025-04-06 0924 9A5D          599 0322 EC5K          599 V    
QSO: 21096 RY 2025-04-06 0925 9A5D          599 0323 US5CDH        599 0096 
QSO: 21096 RY 2025-04-06 0925 9A5D          599 0324 RN3QQT        599 0020 
QSO: 21096 RY 2025-04-06 0926 9A5D          599 0325 JF2FIU        599 0026 
QSO: 21096 RY 2025-04-06 0926 9A5D          599 0326 EB3EFU        599 GI   
QSO: 21096 RY 2025-04-06 0927 9A5D          599 0327 F6CDX         599 0002 
QSO: 21096 RY 2025-04-06 0928 9A5D          599 0328 PA7KY         599 0070 
QSO: 21096 RY 2025-04-06 0929 9A5D          599 0329 OZ1LFI        599 0011 
QSO: 21096 RY 2025-04-06 0929 9A5D          599 0330 G4ZFJ         599 0011 
QSO: 21096 RY 2025-04-06 0933 9A5D          599 0331 PC4H          599 0116 
QSO: 21096 RY 2025-04-06 0934 9A5D          599 0332 OK1DEZ        599 0185 
QSO: 21096 RY 2025-04-06 0935 9A5D          599 0333 ON5HY         599 0029 
QSO: 21096 RY 2025-04-06 0935 9A5D          599 0334 HB9DAZ        599 0084 
QSO: 21096 RY 2025-04-06 0936 9A5D          599 0335 PA0VLY        599 0025 
QSO: 21096 RY 2025-04-06 0937 9A5D          599 0336 DJ2AX         599 0020 
QSO: 21096 RY 2025-04-06 0939 9A5D          599 0337 DD7UW         599 0154 
QSO: 21096 RY 2025-04-06 0939 9A5D          599 0338 EA3CU         599 B    
QSO: 21096 RY 2025-04-06 0940 9A5D          599 0339 IK2AUK        599 0082 
QSO: 21096 RY 2025-04-06 0940 9A5D          599 0340 PA4B          599 0100 
QSO: 21096 RY 2025-04-06 0941 9A5D          599 0341 G8KEK         599 0004 
QSO: 21096 RY 2025-04-06 0941 9A5D          599 0342 RA3BQ         599 0074 
QSO: 21096 RY 2025-04-06 0944 9A5D          599 0343 IW2NRI        599 0067 
QSO: 21086 RY 2025-04-06 0948 9A5D          599 0344 EA5PI         599 V    
QSO: 21093 RY 2025-04-06 0949 9A5D          599 0345 EA5ET         599 V    
QSO: 21091 RY 2025-04-06 0950 9A5D          599 0346 EA6URP        599 IB   
QSO: 21091 RY 2025-04-06 0952 9A5D          599 0347 RC5Z          599 0447 
QSO: 21100 RY 2025-04-06 0953 9A5D          599 0348 ED7O          599 J    
QSO: 21090 RY 2025-04-06 0958 9A5D          599 0349 ED3D          599 GI   
QSO: 21095 RY 2025-04-06 1004 9A5D          599 0350 DM6G          599 0158 
QSO: 21095 RY 2025-04-06 1006 9A5D          599 0351 PC1PM         599 0042 
QSO: 21095 RY 2025-04-06 1007 9A5D          599 0352 UY5HF         599 0290 
QSO: 21095 RY 2025-04-06 1009 9A5D          599 0353 EI6IKB        599 0332 
QSO: 21087 RY 2025-04-06 1011 9A5D          599 0354 EA5QG         599 V    
QSO: 21095 RY 2025-04-06 1012 9A5D          599 0355 R2APK         599 0035 
QSO: 21095 RY 2025-04-06 1013 9A5D          599 0356 R4OF          599 0111 
QSO: 21095 RY 2025-04-06 1014 9A5D          599 0357 RN2FQ         599 0064 
QSO: 21095 RY 2025-04-06 1015 9A5D          599 0358 PA0CMF        599 0066 
QSO: 21095 RY 2025-04-06 1017 9A5D          599 0359 LA9TY         599 0111 
QSO: 21095 RY 2025-04-06 1017 9A5D          599 0360 OH8KA         599 0046 
QSO: 21095 RY 2025-04-06 1017 9A5D          599 0361 RA3V          599 0054 
QSO: 21095 RY 2025-04-06 1021 9A5D          599 0362 ON9KVE        599 0052 
QSO: 21095 RY 2025-04-06 1022 9A5D          599 0363 RV3DBK        599 0004 
QSO: 21095 RY 2025-04-06 1022 9A5D          599 0364 R4FED         599 0061 
QSO: 21095 RY 2025-04-06 1024 9A5D          599 0365 YD6CH         599 0003 
QSO: 21095 RY 2025-04-06 1024 9A5D          599 0366 UA9OEX        599 0043 
QSO: 21095 RY 2025-04-06 1029 9A5D          599 0367 DF8QB         599 0037 
QSO: 21095 RY 2025-04-06 1030 9A5D          599 0368 EA4FJX        599 M    
QSO: 21095 RY 2025-04-06 1031 9A5D          599 0369 JA1BWA        599 0021 
QSO: 21095 RY 2025-04-06 1032 9A5D          599 0370 F5CBP         599 0135 
QSO: 21095 RY 2025-04-06 1037 9A5D          599 0371 JA1MZM        599 0004 
QSO: 21095 RY 2025-04-06 1037 9A5D          599 0372 G8VPE         599 0055 
QSO: 21095 RY 2025-04-06 1039 9A5D          599 0373 M0TQR         599 0110 
QSO: 21095 RY 2025-04-06 1047 9A5D          599 0374 FM4TI         599 0006 
QSO: 21095 RY 2025-04-06 1048 9A5D          599 0375 LY3CY         599 0057 
QSO: 21095 RY 2025-04-06 1050 9A5D          599 0376 SM6I          599 0046 
QSO: 21095 RY 2025-04-06 1053 9A5D          599 0377 F5VKF         599 0068 
QSO: 21095 RY 2025-04-06 1055 9A5D          599 0378 LA1TV         599 0275 
QSO: 21095 RY 2025-04-06 1055 9A5D          599 0379 PA3GCU        599 0027 
QSO: 21095 RY 2025-04-06 1056 9A5D          599 0380 SP3MEO        599 0110 
QSO: 21091 RY 2025-04-06 1059 9A5D          599 0381 EA1DA         599 LO   
QSO: 21095 RY 2025-04-06 1104 9A5D          599 0382 UX1VX         599 0020 
QSO: 21116 RY 2025-04-06 1107 9A5D          599 0383 EA7GT         599 CO   
QSO: 21095 RY 2025-04-06 1108 9A5D          599 0384 UI4F          599 0035 
QSO: 21095 RY 2025-04-06 1110 9A5D          599 0385 R4CI          599 0139 
QSO: 21095 RY 2025-04-06 1111 9A5D          599 0386 IU2CAT        599 0059 
QSO: 21095 RY 2025-04-06 1118 9A5D          599 0387 DF4ZL         599 0169 
QSO: 21099 RY 2025-04-06 1122 9A5D          599 0388 SC6O          599 0020 
QSO: 21095 RY 2025-04-06 1124 9A5D          599 0389 UA9XL         599 0017 
QSO: 21095 RY 2025-04-06 1124 9A5D          599 0390 R3LC          599 0156 
QSO: 21095 RY 2025-04-06 1129 9A5D          599 0391 VU2GRM        599 0054 
QSO: 21112 RY 2025-04-06 1130 9A5D          599 0392 EA5EX         599 MU   
QSO: 21083 RY 2025-04-06 1131 9A5D          599 0393 EC5JC         599 A    
QSO: 21095 RY 2025-04-06 1136 9A5D          599 0394 EA5BH         599 A    
QSO: 21095 RY 2025-04-06 1142 9A5D          599 0395 DL5NO         599 0113 
QSO: 21095 RY 2025-04-06 1146 9A5D          599 0396 EB5A          599 A    
END-OF-LOG:
