START-OF-LOG: 3.0
LOCATION: CT
CALLSIGN: WW1MM
CLUB: YANKEE CLIPPER CONTEST CLUB
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 80M
CATEGORY-MODE: RTTY
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 167000
OPERATORS: N1EN
SOAPBOX: There is a reason you don't find many 80m single-band low power
QSO: 21091 RY 2013-09-29 1459 WW1MM         599 05 CT  IK0CHU        599 15 DX
QSO: 28136 RY 2013-09-29 1507 WW1MM         599 05 CT  PJ2/K8LEE     599 09 DX
QSO: 28131 RY 2013-09-29 1508 WW1MM         599 05 CT  YO3CZW        599 20 DX
QSO: 28130 RY 2013-09-29 1509 WW1MM         599 05 CT  CE3RR         599 12 DX
QSO: 28129 RY 2013-09-29 1510 WW1MM         599 05 CT  IK2SND        599 15 DX
QSO: 28128 RY 2013-09-29 1511 WW1MM         599 05 CT  OK1DO         599 15 DX
QSO: 28126 RY 2013-09-29 1512 WW1MM         599 05 CT  UX0FF         599 16 DX
QSO: 28111 RY 2013-09-29 1516 WW1MM         599 05 CT  S50W          599 15 DX
QSO: 28107 RY 2013-09-29 1519 WW1MM         599 05 CT  I2WIJ         599 15 DX
QSO: 28104 RY 2013-09-29 1520 WW1MM         599 05 CT  9A1A          599 15 DX
QSO: 28102 RY 2013-09-29 1522 WW1MM         599 05 CT  IQ1RY         599 15 DX
QSO: 28088 RY 2013-09-29 1527 WW1MM         599 05 CT  CE3DNP        599 12 DX
QSO: 28103 RY 2013-09-29 1533 WW1MM         599 05 CT  9A4WY         599 15 DX
QSO: 28106 RY 2013-09-29 1534 WW1MM         599 05 CT  CR5D          599 14 DX
QSO: 14124 RY 2013-09-29 1536 WW1MM         599 05 CT  NK7U          599 03 OR
QSO: 14116 RY 2013-09-29 1538 WW1MM         599 05 CT  LZ8E          599 20 DX
QSO: 14113 RY 2013-09-29 1539 WW1MM         599 05 CT  SP4JCQ        599 15 DX
QSO: 14108 RY 2013-09-29 1540 WW1MM         599 05 CT  OL3A          599 15 DX
QSO: 14106 RY 2013-09-29 1541 WW1MM         599 05 CT  OQ4B          599 14 DX
END-OF-LOG:
