START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.5.0
CONTEST: CQ-WW-RTTY
LOCATION: DX
CALLSIGN: EA9CD
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: RTTY
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY:
CLAIMED-SCORE: 80325
OPERATORS:
NAME: Jose Antonio Mendez Rios
SOAPBOX: Of new working QRP, I really enjoyed the limitations of 10W, but well,
QSO:  7040 RY 2013-09-28 2325 EA9CD         599 33 DX  DL6SFR        599 14 DX  0
QSO:  7040 RY 2013-09-28 2327 EA9CD         599 33 DX  EW8OF         599 16 DX  0
QSO:  7040 RY 2013-09-28 2330 EA9CD         599 33 DX  RK3DXW        599 16 DX  0
QSO:  7040 RY 2013-09-28 2331 EA9CD         599 33 DX  OH2ET         599 15 DX  0
QSO:  7040 RY 2013-09-28 2332 EA9CD         599 33 DX  IB2PDT        599 15 DX  0
QSO:  7040 RY 2013-09-28 2333 EA9CD         599 33 DX  LZ1BY         599 20 DX  0
QSO:  7040 RY 2013-09-28 2334 EA9CD         599 33 DX  DH5MM         599 14 DX  0
QSO:  7040 RY 2013-09-28 2335 EA9CD         599 33 DX  DL8ZAW        599 14 DX  0
QSO:  7040 RY 2013-09-28 2336 EA9CD         599 33 DX  UT0FC         599 16 DX  0
QSO:  7040 RY 2013-09-28 2344 EA9CD         599 33 DX  ES9C          599 15 DX  0
QSO:  7040 RY 2013-09-28 2344 EA9CD         599 33 DX  OH6MW         599 15 DX  0
QSO:  7040 RY 2013-09-28 2346 EA9CD         599 33 DX  I4DZ          599 15 DX  0
QSO:  7040 RY 2013-09-28 2350 EA9CD         599 33 DX  9A5M          599 15 DX  0
QSO:  7040 RY 2013-09-28 2351 EA9CD         599 33 DX  LZ5R          599 20 DX  0
QSO:  7040 RY 2013-09-28 2352 EA9CD         599 33 DX  SO4M          599 15 DX  0
QSO:  7040 RY 2013-09-28 2355 EA9CD         599 33 DX  PI4DX         599 14 DX  0
QSO:  7040 RY 2013-09-28 2356 EA9CD         599 33 DX  UA5C          599 16 DX  0
QSO:  7040 RY 2013-09-28 2357 EA9CD         599 33 DX  UW1M          599 16 DX  0
QSO:  7040 RY 2013-09-28 2359 EA9CD         599 33 DX  9A/IQ3VO      599 15 DX  0
QSO:  7040 RY 2013-09-29 0001 EA9CD         599 33 DX  F4SGU         599 14 DX  0
QSO:  7040 RY 2013-09-29 0003 EA9CD         599 33 DX  UA4M          599 16 DX  0
QSO:  7040 RY 2013-09-29 0004 EA9CD         599 33 DX  SQ5JUP        599 15 DX  0
QSO:  7040 RY 2013-09-29 0005 EA9CD         599 33 DX  UT2II         599 16 DX  0
QSO:  7040 RY 2013-09-29 0011 EA9CD         599 33 DX  NP3U          599 08 PR  0
QSO:  7040 RY 2013-09-29 0015 EA9CD         599 33 DX  KA4RRU        599 05 VA  0
QSO:  7040 RY 2013-09-29 0017 EA9CD         599 33 DX  W0GJ          599 04 IA  0
QSO: 14090 RY 2013-09-29 0026 EA9CD         599 33 DX  N0NI          599 04 IA  0
QSO: 14090 RY 2013-09-29 0027 EA9CD         599 33 DX  HK1NA         599 09 DX  0
QSO: 14090 RY 2013-09-29 0037 EA9CD         599 33 DX  W1DX          599 05 CT  0
QSO: 14090 RY 2013-09-29 0038 EA9CD         599 33 DX  AB5K          599 04 TX  0
QSO: 14090 RY 2013-09-29 0041 EA9CD         599 33 DX  K7IA          599 04 NM  0
QSO: 14090 RY 2013-09-29 0042 EA9CD         599 33 DX  K1FWE         599 05 NH  0
QSO: 14090 RY 2013-09-29 0043 EA9CD         599 33 DX  AB0RX         599 05 MO  0
QSO: 14090 RY 2013-09-29 0047 EA9CD         599 33 DX  W2FU          599 05 NY  0
QSO: 14090 RY 2013-09-29 0052 EA9CD         599 33 DX  EF7A          599 14 DX  0
QSO: 14090 RY 2013-09-29 0054 EA9CD         599 33 DX  KI1G          599 05 RI  0
QSO: 14090 RY 2013-09-29 0100 EA9CD         599 33 DX  AB1QB         599 05 NH  0
QSO:  7040 RY 2013-09-29 0112 EA9CD         599 33 DX  WJ4N          599 05 FL  0
QSO:  7040 RY 2013-09-29 0117 EA9CD         599 33 DX  P49X          599 09 DX  0
QSO:  7040 RY 2013-09-29 0120 EA9CD         599 33 DX  IQ9UI         599 15 DX  0
QSO:  7040 RY 2013-09-29 0122 EA9CD         599 33 DX  CR3L          599 33 DX  0
QSO:  7040 RY 2013-09-29 0123 EA9CD         599 33 DX  HG7T          599 15 DX  0
QSO:  7040 RY 2013-09-29 0130 EA9CD         599 33 DX  NR4M          599 05 VA  0
QSO:  7040 RY 2013-09-29 0134 EA9CD         599 33 DX  AA8R          599 04 MI  0
QSO:  7040 RY 2013-09-29 0136 EA9CD         599 33 DX  W2FU          599 05 NY  0
QSO:  7040 RY 2013-09-29 0138 EA9CD         599 33 DX  F5VBT         599 14 DX  0
QSO:  7040 RY 2013-09-29 0141 EA9CD         599 33 DX  RT9S          599 16 DX  0
QSO:  3590 RY 2013-09-29 0152 EA9CD         599 33 DX  HA30S         599 15 DX  0
QSO:  3590 RY 2013-09-29 0203 EA9CD         599 33 DX  ED1R          599 14 DX  0
QSO: 14090 RY 2013-09-29 2047 EA9CD         599 33 DX  AB4GG         599 04 ON  0
QSO: 14090 RY 2013-09-29 2050 EA9CD         599 33 DX  K2UF          599 05 NY  0
QSO: 14090 RY 2013-09-29 2051 EA9CD         599 33 DX  VE5MX         599 05 SK  0
QSO: 14090 RY 2013-09-29 2052 EA9CD         599 33 DX  DR1D          599 14 DX  0
QSO: 14090 RY 2013-09-29 2055 EA9CD         599 33 DX  NO2T          599 05 NJ  0
QSO: 14090 RY 2013-09-29 2059 EA9CD         599 33 DX  N1QD          599 05 MA  0
QSO: 14090 RY 2013-09-29 2100 EA9CD         599 33 DX  W3LL          599 05 MD  0
QSO: 14090 RY 2013-09-29 2104 EA9CD         599 33 DX  UA5C          599 16 DX  0
QSO: 14090 RY 2013-09-29 2105 EA9CD         599 33 DX  SP3GRT        599 15 DX  0
QSO: 14090 RY 2013-09-29 2106 EA9CD         599 33 DX  DL3FGH        599 14 DX  0
QSO: 14090 RY 2013-09-29 2107 EA9CD         599 33 DX  DL1DTL        599 14 DX  0
QSO: 14090 RY 2013-09-29 2107 EA9CD         599 33 DX  G0ORC         599 14 DX  0
QSO: 14090 RY 2013-09-29 2108 EA9CD         599 33 DX  DL5YAS        599 14 DX  0
QSO: 14090 RY 2013-09-29 2108 EA9CD         599 33 DX  5Q2J          599 14 DX  0
QSO: 14090 RY 2013-09-29 2110 EA9CD         599 33 DX  DL5KUT        599 14 DX  0
QSO: 14090 RY 2013-09-29 2111 EA9CD         599 33 DX  ON4AXU        599 14 DX  0
QSO: 14090 RY 2013-09-29 2112 EA9CD         599 33 DX  OK3C          599 15 DX  0
QSO: 14090 RY 2013-09-29 2113 EA9CD         599 33 DX  DJ7YP         599 14 DX  0
QSO: 14090 RY 2013-09-29 2113 EA9CD         599 33 DX  SP4JCQ        599 15 DX  0
QSO: 14090 RY 2013-09-29 2114 EA9CD         599 33 DX  DL7UM         599 14 DX  0
QSO: 14090 RY 2013-09-29 2114 EA9CD         599 33 DX  ZV2K          599 11 DX  0
QSO: 14090 RY 2013-09-29 2115 EA9CD         599 33 DX  VU2NKS        599 22 DX  0
QSO: 14090 RY 2013-09-29 2116 EA9CD         599 33 DX  RA3BQ         599 16 DX  0
QSO: 21090 RY 2013-09-29 2119 EA9CD         599 33 DX  NR4M          599 05 VA  0
QSO: 21090 RY 2013-09-29 2121 EA9CD         599 33 DX  KA4RRU        599 05 VA  0
QSO: 21090 RY 2013-09-29 2122 EA9CD         599 33 DX  WA2TMC        599 05 NY  0
QSO: 21090 RY 2013-09-29 2125 EA9CD         599 33 DX  VE7ACN        599 03 BC  0
QSO: 21090 RY 2013-09-29 2128 EA9CD         599 33 DX  K1FWE         599 05 NH  0
QSO: 21090 RY 2013-09-29 2130 EA9CD         599 33 DX  NK7U          599 03 OR  0
QSO: 21090 RY 2013-09-29 2132 EA9CD         599 33 DX  AL9A          599 01 AK  0
QSO: 21090 RY 2013-09-29 2133 EA9CD         599 33 DX  K1SFA         599 05 MA  0
QSO: 21090 RY 2013-09-29 2136 EA9CD         599 33 DX  YW2LM         599 09 DX  0
QSO: 21090 RY 2013-09-29 2145 EA9CD         599 33 DX  K7TQ          599 03 ID  0
QSO: 21090 RY 2013-09-29 2149 EA9CD         599 33 DX  TI2OY         599 07 DX  0
QSO: 21090 RY 2013-09-29 2151 EA9CD         599 33 DX  N7AT          599 03 AZ  0
QSO: 21090 RY 2013-09-29 2154 EA9CD         599 33 DX  EA9AK         599 33 DX  0
QSO:  7040 RY 2013-09-29 2200 EA9CD         599 33 DX  DK9WI         599 14 DX  0
QSO:  7040 RY 2013-09-29 2201 EA9CD         599 33 DX  M0NPQ         599 14 DX  0
QSO:  7040 RY 2013-09-29 2203 EA9CD         599 33 DX  EA9AK         599 33 DX  0
QSO:  7040 RY 2013-09-29 2203 EA9CD         599 33 DX  IZ0KBR        599 15 DX  0
QSO:  7040 RY 2013-09-29 2207 EA9CD         599 33 DX  RN3ZIC        599 16 DX  0
QSO:  7040 RY 2013-09-29 2211 EA9CD         599 33 DX  EA1FCI        599 14 DX  0
QSO:  7040 RY 2013-09-29 2213 EA9CD         599 33 DX  YO3VU         599 20 DX  0
QSO:  7040 RY 2013-09-29 2215 EA9CD         599 33 DX  SN7Q          599 15 DX  0
QSO:  7040 RY 2013-09-29 2217 EA9CD         599 33 DX  UR7GO         599 16 DX  0
QSO:  7040 RY 2013-09-29 2219 EA9CD         599 33 DX  RW0A          599 18 DX  0
QSO:  7040 RY 2013-09-29 2227 EA9CD         599 33 DX  LA7JO         599 14 DX  0
QSO:  7040 RY 2013-09-29 2228 EA9CD         599 33 DX  I1EIS         599 15 DX  0
QSO:  7040 RY 2013-09-29 2230 EA9CD         599 33 DX  OM0K          599 15 DX  0
QSO:  7040 RY 2013-09-29 2237 EA9CD         599 33 DX  7Z1SJ         599 21 DX  0
QSO:  3590 RY 2013-09-29 2245 EA9CD         599 33 DX  EA9AK         599 33 DX  0
QSO:  7040 RY 2013-09-29 2250 EA9CD         599 33 DX  YO3CZW        599 20 DX  0
QSO:  7040 RY 2013-09-29 2253 EA9CD         599 33 DX  LB8IB         599 14 DX  0
QSO:  7040 RY 2013-09-29 2258 EA9CD         599 33 DX  UR7GT         599 16 DX  0
QSO:  7040 RY 2013-09-29 2259 EA9CD         599 33 DX  OZ1FAO        599 14 DX  0
QSO:  7040 RY 2013-09-29 2301 EA9CD         599 33 DX  IN3QBR        599 15 DX  0
QSO:  7040 RY 2013-09-29 2301 EA9CD         599 33 DX  UU7J          599 16 DX  0
QSO:  7040 RY 2013-09-29 2302 EA9CD         599 33 DX  LX/OR5M       599 14 DX  0
QSO:  7040 RY 2013-09-29 2304 EA9CD         599 33 DX  EW8DD         599 16 DX  0
QSO:  7040 RY 2013-09-29 2305 EA9CD         599 33 DX  IK4ZHH        599 15 DX  0
QSO:  7040 RY 2013-09-29 2306 EA9CD         599 33 DX  3Z2X          599 15 DX  0
QSO:  7040 RY 2013-09-29 2307 EA9CD         599 33 DX  GW4SKA        599 14 DX  0
QSO:  7040 RY 2013-09-29 2310 EA9CD         599 33 DX  LY9Y          599 15 DX  0
QSO:  7040 RY 2013-09-29 2311 EA9CD         599 33 DX  ON3DI         599 14 DX  0
QSO:  7040 RY 2013-09-29 2314 EA9CD         599 33 DX  LA5LJA        599 14 DX  0
QSO:  7040 RY 2013-09-29 2315 EA9CD         599 33 DX  DL3ANK        599 14 DX  0
QSO:  7040 RY 2013-09-29 2317 EA9CD         599 33 DX  DJ9RR         599 14 DX  0
QSO:  7040 RY 2013-09-29 2317 EA9CD         599 33 DX  G3KMQ         599 14 DX  0
QSO:  7040 RY 2013-09-29 2318 EA9CD         599 33 DX  IK2SBB        599 15 DX  0
QSO:  7040 RY 2013-09-29 2318 EA9CD         599 33 DX  US1UX         599 16 DX  0
QSO:  7040 RY 2013-09-29 2320 EA9CD         599 33 DX  PD1RP         599 14 DX  0
QSO:  7040 RY 2013-09-29 2322 EA9CD         599 33 DX  4Z5UN         599 20 DX  0
QSO:  7040 RY 2013-09-29 2324 EA9CD         599 33 DX  RG5A          599 16 DX  0
QSO:  7040 RY 2013-09-29 2324 EA9CD         599 33 DX  DP9A          599 14 DX  0
QSO:  7040 RY 2013-09-29 2330 EA9CD         599 33 DX  IQ1RY         599 15 DX  0
QSO:  7040 RY 2013-09-29 2333 EA9CD         599 33 DX  SN8N          599 15 DX  0
QSO:  7040 RY 2013-09-29 2337 EA9CD         599 33 DX  G0BRC         599 14 DX  0
QSO:  7040 RY 2013-09-29 2342 EA9CD         599 33 DX  VA2AM         599 05 QC  0
QSO:  7040 RY 2013-09-29 2344 EA9CD         599 33 DX  SM5EPO        599 14 DX  0
QSO:  7040 RY 2013-09-29 2346 EA9CD         599 33 DX  FG5LA         599 08 DX  0
QSO:  7040 RY 2013-09-29 2348 EA9CD         599 33 DX  DR5N          599 14 DX  0
QSO:  7040 RY 2013-09-29 2352 EA9CD         599 33 DX  WB4YDL        599 04 TN  0
QSO:  7040 RY 2013-09-29 2354 EA9CD         599 33 DX  OM3RRC        599 15 DX  0
QSO:  7040 RY 2013-09-29 2358 EA9CD         599 33 DX  LA9TY         599 14 DX  0
QSO:  7040 RY 2013-09-29 2359 EA9CD         599 33 DX  VE2FK         599 05 QC  0
END-OF-LOG:
