START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: IARU-HF
CALLSIGN: 9A3YT
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: 9A3YT
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for IARU-HF ARRL/iaru_hf_world_championship/2020.
QSO: 14036 CW 2020-07-11 2231 9A3YT         599 28 ZM1A          599 60
QSO: 14025 CW 2020-07-12 0947 9A3YT         599 28 ER7HQ         599 ARM
QSO: 14028 CW 2020-07-12 1007 9A3YT         599 28 IO5HQ         599 ARI
QSO: 14000 CW 2020-07-12 1008 9A3YT         599 28 SN0HQ         599 PZK
QSO: 14030 CW 2020-07-12 1008 9A3YT         599 28 RM9A          599 30
QSO: 14030 CW 2020-07-12 1009 9A3YT         599 28 OE0HQ         599 OVSV
QSO: 14031 CW 2020-07-12 1012 9A3YT         599 28 RA4PQ         599 30
QSO: 14032 CW 2020-07-12 1012 9A3YT         599 28 DA0HQ         599 DARC
QSO: 14032 CW 2020-07-12 1012 9A3YT         599 28 RM9I          599 31
QSO: 14033 CW 2020-07-12 1013 9A3YT         599 28 E7HQ          599 ARABH
QSO: 14000 CW 2020-07-12 1016 9A3YT         599 28 UA4PAQ        599 29
QSO: 14036 CW 2020-07-12 1016 9A3YT         599 28 DL5YM         599 28
QSO: 14037 CW 2020-07-12 1018 9A3YT         599 28 R3SM          599 29
QSO: 14040 CW 2020-07-12 1019 9A3YT         599 28 R8CT          599 30
QSO: 14040 CW 2020-07-12 1019 9A3YT         599 28 UZ3A          599 29
QSO: 14041 CW 2020-07-12 1021 9A3YT         599 28 I2WIJ         599 28
QSO: 14042 CW 2020-07-12 1022 9A3YT         599 28 K1JB          599 08
QSO: 14045 CW 2020-07-12 1025 9A3YT         599 28 UA6FZ         599 29
QSO: 14047 CW 2020-07-12 1026 9A3YT         599 28 EU1A          599 29
QSO: 14048 CW 2020-07-12 1026 9A3YT         599 28 UW2M          599 29
QSO: 14048 CW 2020-07-12 1027 9A3YT         599 28 RT9A          599 30
QSO: 14050 CW 2020-07-12 1028 9A3YT         599 28 PA5KT         599 27
QSO: 14050 CW 2020-07-12 1028 9A3YT         599 28 RW9DX         599 30
QSO: 14051 CW 2020-07-12 1029 9A3YT         599 28 R4GM          599 29
QSO: 14052 CW 2020-07-12 1031 9A3YT         599 28 P3AA          599 39
QSO: 14052 CW 2020-07-12 1031 9A3YT         599 28 UA4CNJ        599 29
QSO: 14053 CW 2020-07-12 1031 9A3YT         599 28 OL5Y          599 28
QSO: 14054 CW 2020-07-12 1032 9A3YT         599 28 UT5UGR        599 29
QSO: 14000 CW 2020-07-12 1034 9A3YT         599 28 OH2BAH        599 18
QSO: 14000 CW 2020-07-12 1035 9A3YT         599 28 OZ1HQ         599 EDR
QSO: 14009 CW 2020-07-12 1037 9A3YT         599 28 TM0HQ         599 REF
QSO: 14009 CW 2020-07-12 1038 9A3YT         599 28 GR2HQ         599 RSGB
QSO: 14007 CW 2020-07-12 1039 9A3YT         599 28 J42L          599 28
QSO: 14007 CW 2020-07-12 1041 9A3YT         599 28 RA1AL         599 29
QSO: 14008 CW 2020-07-12 1041 9A3YT         599 28 RL3F          599 29
QSO: 14011 CW 2020-07-12 1042 9A3YT         599 28 EM5HQ         599 UARL
QSO: 14012 CW 2020-07-12 1045 9A3YT         599 28 HG0HQ         599 MRASZ
QSO: 14000 CW 2020-07-12 1047 9A3YT         599 28 LY0HQ         599 LRMD
QSO: 14015 CW 2020-07-12 1049 9A3YT         599 28 SK9HQ         599 SSA
QSO: 14015 CW 2020-07-12 1051 9A3YT         599 28 PE5TT         599 27
QSO: 14016 CW 2020-07-12 1051 9A3YT         599 28 R3ZZ          599 29
QSO: 14016 CW 2020-07-12 1054 9A3YT         599 28 OL0HQ         599 CRC
QSO: 14018 CW 2020-07-12 1054 9A3YT         599 28 LY6A          599 29
QSO: 14000 CW 2020-07-12 1056 9A3YT         599 28 YL5W          599 29
QSO: 14035 CW 2020-07-12 1058 9A3YT         599 28 SN7Q          599 28
QSO: 14035 CW 2020-07-12 1059 9A3YT         599 28 DL9EE         599 28
QSO: 14038 CW 2020-07-12 1100 9A3YT         599 28 LY5E          599 29
QSO: 14039 CW 2020-07-12 1101 9A3YT         599 28 UT5C          599 29
QSO: 14041 CW 2020-07-12 1102 9A3YT         599 28 OY1CT         599 18
QSO: 14041 CW 2020-07-12 1103 9A3YT         599 28 EW8OM         599 29
QSO: 14042 CW 2020-07-12 1104 9A3YT         599 28 DL7ON         599 28
QSO: 14043 CW 2020-07-12 1105 9A3YT         599 28 YO8BSE        599 28
QSO: 14043 CW 2020-07-12 1106 9A3YT         599 28 SM5CSS        599 18
QSO: 14045 CW 2020-07-12 1109 9A3YT         599 28 YR8D          599 28
QSO: 14048 CW 2020-07-12 1110 9A3YT         599 28 RG6G          599 29
QSO: 14070 CW 2020-07-12 1113 9A3YT         599 28 M2E           599 27
QSO: 14027 CW 2020-07-12 1115 9A3YT         599 28 OH2HQ         599 SRAL
QSO: 14028 CW 2020-07-12 1117 9A3YT         599 28 RL5A          599 29
QSO: 14039 CW 2020-07-12 1125 9A3YT         599 28 S53A          599 28
QSO: 14039 CW 2020-07-12 1125 9A3YT         599 28 SF1Z          599 18
QSO: 14041 CW 2020-07-12 1126 9A3YT         599 28 4L8A          599 29
QSO: 14007 CW 2020-07-12 1129 9A3YT         599 28 UT5EO         599 29
QSO: 14007 CW 2020-07-12 1130 9A3YT         599 28 LZ5DB         599 28
QSO: 14011 CW 2020-07-12 1132 9A3YT         599 28 UD7G          599 29
QSO: 14021 CW 2020-07-12 1133 9A3YT         599 28 YR0HQ         599 FRR
QSO: 14000 CW 2020-07-12 1135 9A3YT         599 28 SX0HQ         599 RAAG
QSO: 14024 CW 2020-07-12 1136 9A3YT         599 28 R5WW          599 29
QSO: 14026 CW 2020-07-12 1137 9A3YT         599 28 K1KI          599 08
QSO: 14026 CW 2020-07-12 1138 9A3YT         599 28 KC1XX         599 8
QSO: 14027 CW 2020-07-12 1139 9A3YT         599 28 RX9CM         599 30
QSO: 14029 CW 2020-07-12 1139 9A3YT         599 28 9A5Y          599 28
QSO: 14031 CW 2020-07-12 1140 9A3YT         599 28 UA5R          599 29
QSO: 14036 CW 2020-07-12 1144 9A3YT         599 28 RU9AC         599 30
QSO: 14037 CW 2020-07-12 1144 9A3YT         599 28 SP5AUC        599 28
QSO: 14051 CW 2020-07-12 1153 9A3YT         599 28 RO7C          599 29
QSO: 14053 CW 2020-07-12 1155 9A3YT         599 28 R5AJ          599 29
QSO: 14053 CW 2020-07-12 1155 9A3YT         599 28 UR5ECW        599 29
QSO: 14053 CW 2020-07-12 1156 9A3YT         599 28 4O3A          599 28
QSO: 14054 CW 2020-07-12 1156 9A3YT         599 28 LY7W          599 29
QSO: 14054 CW 2020-07-12 1157 9A3YT         599 28 UA9CDC        599 30
QSO: 14055 CW 2020-07-12 1158 9A3YT         599 28 OH3GGQ        599 18
QSO: 14056 CW 2020-07-12 1159 9A3YT         599 28 CR6K          599 37
QSO: 14057 CW 2020-07-12 1159 9A3YT         599 28 HG7T          599 28
QSO: 14058 CW 2020-07-12 1159 9A3YT         599 28 OM0R          599 28
END-OF-LOG:
