START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: IARU-HF
CALLSIGN: S51B
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: S51B
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for IARU-HF ARRL/iaru_hf_world_championship/2018.
QSO: 14137 PH 2018-07-14 1451 S51B          59 28 EI0HQ         59 IRTS
QSO: 14000 CW 2018-07-15 0729 S51B          599 28 F8DRE         599 27
QSO: 14053 CW 2018-07-15 0730 S51B          599 28 PA6HQ         599 VERON
QSO: 14053 CW 2018-07-15 0731 S51B          599 28 CT7AJL        599 37
QSO: 14000 CW 2018-07-15 0732 S51B          599 28 F5VFU         599 27
QSO: 14053 CW 2018-07-15 0736 S51B          599 28 9A0HQ         599 HRS
QSO: 14053 CW 2018-07-15 0737 S51B          599 28 PE1RWL        599 27
QSO: 14053 CW 2018-07-15 0738 S51B          599 28 G4OZG         599 27
QSO: 14053 CW 2018-07-15 0738 S51B          599 28 PA0FVH        599 27
QSO: 14053 CW 2018-07-15 0743 S51B          599 28 YR0HQ         599 FRR
QSO: 14000 CW 2018-07-15 0744 S51B          599 28 DL4SZB        599 28
QSO: 14054 CW 2018-07-15 0746 S51B          599 28 G3YMC         599 27
QSO: 14000 CW 2018-07-15 0747 S51B          599 28 F6HHR         599 27
QSO: 14000 CW 2018-07-15 0748 S51B          599 28 LY0HQ         599 LRMD
QSO: 14000 CW 2018-07-15 0750 S51B          599 28 DL8BV         599 28
QSO: 14053 CW 2018-07-15 0751 S51B          599 28 EA3KX         599 37
QSO: 14054 CW 2018-07-15 0753 S51B          599 28 F4VSQ         599 27
QSO: 14000 CW 2018-07-15 0754 S51B          599 28 ON4LY         599 27
QSO: 14053 CW 2018-07-15 0755 S51B          599 28 Y82L          599 28
QSO: 14051 CW 2018-07-15 0814 S51B          599 28 DL2AL         599 28
QSO: 14053 CW 2018-07-15 0815 S51B          599 28 DM7CW         599 28
QSO: 14053 CW 2018-07-15 0816 S51B          599 28 F6GEU         599 27
QSO: 14053 CW 2018-07-15 0816 S51B          599 28 G3YEU         599 27
QSO: 14053 CW 2018-07-15 0820 S51B          599 28 DL4AC         599 28
QSO: 14053 CW 2018-07-15 0822 S51B          599 28 SP1JQJ        599 28
QSO: 14053 CW 2018-07-15 0824 S51B          599 28 Y83Z          599 28
QSO: 14053 CW 2018-07-15 0826 S51B          599 28 PA3EEG        599 27
QSO: 14053 CW 2018-07-15 0828 S51B          599 28 DK7HA         599 28
QSO: 14053 CW 2018-07-15 0829 S51B          599 28 EM5HQ         599 UARL
QSO: 14000 CW 2018-07-15 0832 S51B          599 28 EA4FL         599 37
QSO: 14002 CW 2018-07-15 0846 S51B          599 28 Y87M          599 28
QSO: 14004 CW 2018-07-15 0847 S51B          599 28 Y87V          599 28
QSO: 14005 CW 2018-07-15 0848 S51B          599 28 Y87O          599 28
QSO: 14007 CW 2018-07-15 0850 S51B          599 28 Y86P          599 28
QSO: 14022 CW 2018-07-15 0853 S51B          599 28 Y82G          599 28
QSO: 14038 CW 2018-07-15 0855 S51B          599 28 EA5KV         599 37
QSO: 14038 CW 2018-07-15 0856 S51B          599 28 Y87W          599 28
QSO: 14046 CW 2018-07-15 0858 S51B          599 28 DK7OB         599 28
QSO: 14050 CW 2018-07-15 0859 S51B          599 28 SX0HQ         599 RAAG
QSO: 14000 CW 2018-07-15 0900 S51B          599 28 Z37M          599 28
QSO: 14000 CW 2018-07-15 0902 S51B          599 28 Y84Y          599 28
QSO: 14001 CW 2018-07-15 0902 S51B          599 28 Y82V          599 28
QSO: 14002 CW 2018-07-15 0902 S51B          599 28 Y83X          599 28
QSO: 21001 CW 2018-07-15 0904 S51B          599 28 Y82G          599 28
QSO: 21002 CW 2018-07-15 0905 S51B          599 28 OZ1HQ         599 EDR
QSO: 21003 CW 2018-07-15 0907 S51B          599 28 YT7R          599 28
QSO: 21004 CW 2018-07-15 0907 S51B          599 28 Y82L          599 28
QSO: 21007 CW 2018-07-15 0908 S51B          599 28 YT0HQ         599 SRS
QSO: 21009 CW 2018-07-15 0909 S51B          599 28 EA4OR         599 37
QSO: 21010 CW 2018-07-15 0910 S51B          599 28 Y82K          599 28
QSO: 21012 CW 2018-07-15 0911 S51B          599 28 Y89M          599 28
QSO: 21010 CW 2018-07-15 1010 S51B          599 28 EI0HQ         599 IRTS
QSO: 21019 CW 2018-07-15 1010 S51B          599 28 PA6HQ         599 VERON
QSO: 21022 CW 2018-07-15 1013 S51B          599 28 F5MUX         599 27
QSO: 21038 CW 2018-07-15 1013 S51B          599 28 TM0HQ         599 REF
QSO: 21045 CW 2018-07-15 1015 S51B          599 28 IO9HQ         599 ARI
QSO: 21057 CW 2018-07-15 1016 S51B          599 28 CQ3HQ         599 REP
QSO: 21062 CW 2018-07-15 1016 S51B          599 28 PI4AMF        599 27
QSO: 21040 CW 2018-07-15 1017 S51B          599 28 DJ6GI         599 28
QSO: 21040 CW 2018-07-15 1020 S51B          599 28 DJ1AA         599 28
QSO: 21040 CW 2018-07-15 1021 S51B          599 28 CT7AJL        599 37
QSO: 14009 CW 2018-07-15 1033 S51B          599 28 M3I           599 27
QSO: 14020 CW 2018-07-15 1036 S51B          599 28 PA6X          599 27
QSO: 14000 CW 2018-07-15 1038 S51B          599 28 IQ5JA         599 28
QSO: 14041 CW 2018-07-15 1038 S51B          599 28 ED7K          599 37
END-OF-LOG:
