START-OF-LOG: 3.0
CATEGORY: Single-OP low
CONTEST: WAE RTTY
CALLSIGN: JA1IZ
CLAIMED-SCORE:680
CREATED-BY: RTCL PRINT 3.3.4 by JK1IQK, modified by DXHF upload.
QSO:  7041 RY 2018-11-11 2003 JA1IZ         599   0081 UT8IM         599   0495
QSO:  7050 RY 2018-11-11 2009 JA1IZ         599   0082 UR7GO         599   1462
QSO:  7056 RY 2018-11-11 2013 JA1IZ         599   0083 F6AGM         599   1299
QSO:  7055 RY 2018-11-11 2016 JA1IZ         599   0084 S51ZJ         599   0819
QSO: 14084 RY 2018-11-11 2201 JA1IZ         599   0085 N9NA          599   0280
QSO: 14087 RY 2018-11-11 2209 JA1IZ         599   0086 N6RV          599   0237
QSO: 14091 RY 2018-11-11 2214 JA1IZ         599   0087 N6QQ          599   0178
QSO: 14104 RY 2018-11-11 2218 JA1IZ         599   0088 NG7M          599   0041
QSO: 14080 RY 2018-11-11 2222 JA1IZ         599   0089 VE5MX         599   0546
QSO: 14084 RY 2018-11-11 2224 JA1IZ         599   0090 W7OM          599   0296
END-OF-LOG:
