START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: WQ2N
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: WQ2N
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2015.
QSO:  7257 PH 2015-03-28 0212 WQ2N          59 N8OQ          59 063
QSO:  7196 PH 2015-03-29 2237 WQ2N          59 172 IQ3BM         59 995
QSO:  7196 PH 2015-03-29 2238 WQ2N          59 175 LZ9W          59 1918
QSO:  7000 PH 2015-03-29 2239 WQ2N          59 177 I1JTQ         59 772
QSO:  7196 PH 2015-03-29 2239 WQ2N          59 178 EI1Y          59 2843
QSO:  7196 PH 2015-03-29 2239 WQ2N          59 0176 UR6EA         59 1783
QSO:  7000 PH 2015-03-29 2240 WQ2N          59 179 KK4RV         59 483
QSO:  7196 PH 2015-03-29 2240 WQ2N          59 180 II9P          59 0576
QSO:  7196 PH 2015-03-29 2241 WQ2N          59 181 OZ90IARU      59 1823
QSO:  7196 PH 2015-03-29 2241 WQ2N          59 183 SQ6NTM        59 0123
QSO:  7196 PH 2015-03-29 2242 WQ2N          59 0184 LY2W          59 1254
QSO:  7196 PH 2015-03-29 2243 WQ2N          59 0186 KD4D          59 1167
QSO:  7196 PH 2015-03-29 2243 WQ2N          59 0187 S51A          59 1097
QSO:  7196 PH 2015-03-29 2243 WQ2N          59 188 W1NT          59 385
QSO: 14281 PH 2015-03-29 2248 WQ2N          59 0190 9K9Z          59 2317
QSO: 14298 PH 2015-03-29 2249 WQ2N          59 0192 E7DX          59 5759
QSO: 14152 PH 2015-03-29 2252 WQ2N          59 0194 ZF2DX         59 4125
QSO: 14178 PH 2015-03-29 2252 WQ2N          59 0195 YP7P          59 2473
QSO: 14235 PH 2015-03-29 2252 WQ2N          59 193 G5O           59 1031
END-OF-LOG:
