START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.10.0
CONTEST: REF-SSB
LOCATION: DX
CALLSIGN: DF8XC
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 4424
OFFTIME: 2013-02-23 1752 2013-02-23 2219
OFFTIME: 2013-02-23 2234 2013-02-24 1303
OFFTIME: 2013-02-24 1336 2013-02-24 1548
OPERATORS: 
CLUB: Rhein Ruhr DX Association
NAME: Burkhard Berenbrink
SOAPBOX: 
RIG: Station :Icom 761;  Antennen: GP and Dipol; Power 100 Watt
QSO:  7169 PH 2013-02-24 1551 DF8XC         59  028    F4EFI         59  38    
QSO:  7161 PH 2013-02-24 1553 DF8XC         59  029    F4DIA         59  74    
QSO:  7186 PH 2013-02-24 1554 DF8XC         59  030    F6BIA         59  91    
QSO:  7188 PH 2013-02-24 1555 DF8XC         59  031    F8EMH         59  54    
QSO:  7158 PH 2013-02-24 1600 DF8XC         59  032    F5CDE         59  78    
QSO:  7156 PH 2013-02-24 1601 DF8XC         59  033    F5ISY         59  11    
QSO:  7154 PH 2013-02-24 1602 DF8XC         59  034    F4EOH         59  84    
QSO:  7151 PH 2013-02-24 1602 DF8XC         59  035    F5MUX/P       59  29    
QSO:  7141 PH 2013-02-24 1603 DF8XC         59  036    F6HRL         59  86    
QSO:  7128 PH 2013-02-24 1604 DF8XC         59  037    TM2T          59  13    
QSO:  7185 PH 2013-02-24 1605 DF8XC         59  038    F6KUJ         59  34    
QSO:  7094 PH 2013-02-24 1611 DF8XC         59  039    F4FTV         59  93    
QSO:  7051 PH 2013-02-24 1612 DF8XC         59  040    TM55M         59  55    
QSO:  7068 PH 2013-02-24 1614 DF8XC         59  041    F4CUI         59  43    
QSO:  7135 PH 2013-02-24 1631 DF8XC         59  042    F8KCF         59  74    
QSO:  7112 PH 2013-02-24 1638 DF8XC         59  043    F5PSI         59  62    
QSO:  7102 PH 2013-02-24 1639 DF8XC         59  044    F6KBF         59  78    
QSO:  7147 PH 2013-02-24 1640 DF8XC         59  045    F6GPT         59  33    
QSO:  7173 PH 2013-02-24 1642 DF8XC         59  046    F8UFT         59  77    
QSO:  7093 PH 2013-02-24 1643 DF8XC         59  047    F6KGL         59  93    
QSO:  7092 PH 2013-02-24 1728 DF8XC         59  048    F6GNG         59  27    
QSO:  7081 PH 2013-02-24 1728 DF8XC         59  049    F8DRE         59  28    
QSO:  7099 PH 2013-02-24 1729 DF8XC         59  050    F6KNB         59  33    
QSO:  7112 PH 2013-02-24 1729 DF8XC         59  051    F5TJX         59  86    
QSO:  7139 PH 2013-02-24 1731 DF8XC         59  052    F5JFU         59  58    
QSO:  7113 PH 2013-02-24 1732 DF8XC         59  053    F6FDR         59  84    
QSO:  3606 PH 2013-02-24 1734 DF8XC         59  054    F2YT          59  62    
QSO:  3642 PH 2013-02-24 1736 DF8XC         59  055    F8KGN         59  59    
QSO:  3645 PH 2013-02-24 1737 DF8XC         59  056    F5TVG         59  94    
QSO:  3652 PH 2013-02-24 1738 DF8XC         59  057    F1MOZ         59  40    
QSO:  3708 PH 2013-02-24 1742 DF8XC         59  058    F5ADE         59  36    
QSO:  3714 PH 2013-02-24 1743 DF8XC         59  059    F6KPQ/P       59  56    
QSO:  3726 PH 2013-02-24 1744 DF8XC         59  060    F8KCF         59  74    
QSO:  3787 PH 2013-02-24 1745 DF8XC         59  061    F8DSN         59  88    
QSO:  3658 PH 2013-02-24 1751 DF8XC         59  062    F5JFU         59  58    
QSO:  3674 PH 2013-02-24 1751 DF8XC         59  063    F4FGY         59  79    
QSO:  3750 PH 2013-02-24 1754 DF8XC         59  064    F5AMH         59  41    
QSO:  3694 PH 2013-02-24 1756 DF8XC         59  065    TM10WAP       59  42    
QSO:  3737 PH 2013-02-24 1757 DF8XC         59  066    F6KFI         59  72    
QSO:  3676 PH 2013-02-24 1759 DF8XC         59  067    F4FGB         59  73    
END-OF-LOG:

