START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: YE1GD
CLUB:
CONTEST: CQ-WPX-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 75330
OPERATORS: YE1GD
SOAPBOX: Radio: Kenwood TS-570D, Power: 100 watt, Antenna: Vertical (7 Band)
QSO: 21000 PH 2015-03-28 1512 YE1GD         59  0068   YL2SM         59  1281
QSO: 21000 PH 2015-03-28 1514 YE1GD         59  0069   ES5TV         59  1456
QSO: 21000 PH 2015-03-28 1518 YE1GD         59  0070   RK9AX         59  1257
QSO: 21000 PH 2015-03-28 1520 YE1GD         59  0071   R8CT          59  1615
QSO: 21000 PH 2015-03-28 1524 YE1GD         59  0072   RW4W          59  0831
QSO: 21000 PH 2015-03-28 1531 YE1GD         59  0073   9M4CPD        59  0048
QSO: 21000 PH 2015-03-28 1538 YE1GD         59  0074   SN2M          59  1045
QSO: 21000 PH 2015-03-28 1543 YE1GD         59  0075   D4C           59  1319
QSO: 21000 PH 2015-03-28 1546 YE1GD         59  0076   DQ8N          59  0830
QSO: 14000 PH 2015-03-28 1600 YE1GD         59  0077   E2X           59  0865
QSO: 14000 PH 2015-03-28 1606 YE1GD         59  0078   VK3TZ         59  0732
QSO: 14000 PH 2015-03-28 1608 YE1GD         59  0079   E20FWF        59  0055
QSO: 14000 PH 2015-03-28 1619 YE1GD         59  0080   9M4CC         59  0524
QSO: 14000 PH 2015-03-28 1622 YE1GD         59  0081   XW1IC         59  1653
QSO: 14000 PH 2015-03-28 1628 YE1GD         59  0082   OH6MW         59  1059
QSO: 14000 PH 2015-03-28 1636 YE1GD         59  0083   BY7KTO        59  0406
QSO: 28000 PH 2015-03-29 0026 YE1GD         59  0084   NF6A          59  1601
QSO: 28000 PH 2015-03-29 0028 YE1GD         59  0085   VC7GL         59  1996
QSO: 28000 PH 2015-03-29 0135 YE1GD         59  0086   DU1JM         59  0250
QSO: 21000 PH 2015-03-29 0140 YE1GD         59  0087   9N7WE         59  0864
QSO: 21000 PH 2015-03-29 0145 YE1GD         59  0088   JA3JOT        59  0088
QSO: 21000 PH 2015-03-29 0151 YE1GD         59  0089   E2X           59  1257
QSO: 21000 PH 2015-03-29 0152 YE1GD         59  0090   JL3JRY        59  0232
QSO: 21000 PH 2015-03-29 0159 YE1GD         59  0091   JE1CKA        59  1426
QSO: 21000 PH 2015-03-29 0201 YE1GD         59  0092   JQ1BVI        59  0879
QSO: 28000 PH 2015-03-29 0206 YE1GD         59  0093   RM0F          59  0595
QSO: 28000 PH 2015-03-29 0208 YE1GD         59  0094   BG5VSD        59  0223
QSO: 28000 PH 2015-03-29 0210 YE1GD         59  0095   JA7OWD        59  0489
QSO: 28000 PH 2015-03-29 0213 YE1GD         59  0096   BA7IO         59  0731
QSO: 28000 PH 2015-03-29 0214 YE1GD         59  0097   XX9O          59  0446
QSO: 28000 PH 2015-03-29 0218 YE1GD         59  0098   VR2HKS        59  0582
QSO: 28000 PH 2015-03-29 0219 YE1GD         59  0099   YB1C          59  0780
QSO: 28000 PH 2015-03-29 0222 YE1GD         59  0100   VK4KW         59  1650
QSO: 21000 PH 2015-03-29 0228 YE1GD         59  0101   HS3LSE        59  0185
QSO: 21000 PH 2015-03-29 0231 YE1GD         59  0102   HS0ZHC        59  1007
QSO: 21000 PH 2015-03-29 0235 YE1GD         59  0103   DU1RB         59  0318
QSO: 21000 PH 2015-03-29 0236 YE1GD         59  0104   JI2ZEY        59  0920
QSO: 21000 PH 2015-03-29 0244 YE1GD         59  0105   NR7DX         59  2429
QSO: 21000 PH 2015-03-29 0256 YE1GD         59  0106   A71BX         59  1120
QSO: 21000 PH 2015-03-29 0301 YE1GD         59  0107   BH6IA         59  0232
QSO: 21000 PH 2015-03-29 0302 YE1GD         59  0108   JO3DDD        59  0819
QSO: 21000 PH 2015-03-29 0304 YE1GD         59  0109   XW1IC         59  2031
QSO: 21000 PH 2015-03-29 0309 YE1GD         59  0110   K0DU          59  2716
QSO: 28000 PH 2015-03-29 0734 YE1GD         59  0111   BV9AYA        59  0410
QSO: 28000 PH 2015-03-29 0814 YE1GD         59  0112   RT4F          59  2953
QSO: 28000 PH 2015-03-29 0821 YE1GD         59  0113   JR2PAN        59  0056
QSO: 28000 PH 2015-03-29 1028 YE1GD         59  0114   YL2KO         59  0847
QSO: 28000 PH 2015-03-29 1031 YE1GD         59  0115   CN2AA         59  3101
QSO: 28000 PH 2015-03-29 1036 YE1GD         59  0116   LZ5TX         59  1091
QSO: 28000 PH 2015-03-29 1041 YE1GD         59  0117   OG8N          59  0176
QSO: 28000 PH 2015-03-29 1132 YE1GD         59  0118   DK3T          59  1542
QSO: 28000 PH 2015-03-29 1134 YE1GD         59  0119   OG9X          59  0392
QSO: 28000 PH 2015-03-29 1138 YE1GD         59  0120   EB7QE         59  1661
QSO: 28000 PH 2015-03-29 1139 YE1GD         59  0121   YR8D          59  1470
QSO: 28000 PH 2015-03-29 1145 YE1GD         59  0122   E2X           59  1669
QSO: 21000 PH 2015-03-29 1149 YE1GD         59  0123   RC9O          59  3053
QSO: 21000 PH 2015-03-29 1210 YE1GD         59  0124   9M2SI         59  0518
QSO: 21000 PH 2015-03-29 1214 YE1GD         59  0125   OG2P          59  0960
QSO: 21000 PH 2015-03-29 1216 YE1GD         59  0126   OH0B          59  1533
QSO:  7000 PH 2015-03-29 1222 YE1GD         59  0127   NR5M          59  2689
QSO:  7000 PH 2015-03-29 1229 YE1GD         59  0128   NZ5I          59  2583
QSO: 28000 PH 2015-03-29 1241 YE1GD         59  0129   PJ4Z          59  4682
QSO: 28000 PH 2015-03-29 1243 YE1GD         59  0130   RC6U          59  1910
QSO: 28000 PH 2015-03-29 1247 YE1GD         59  0131   YT5A          59  0733
QSO: 28000 PH 2015-03-29 1249 YE1GD         59  0132   SK3W          59  0369
QSO: 28000 PH 2015-03-29 1252 YE1GD         59  0133   IT9CMJ        59  0198
QSO: 28000 PH 2015-03-29 1254 YE1GD         59  0134   T71DX         59  3448
QSO: 28000 PH 2015-03-29 1301 YE1GD         59  0135   EA2C          59  2215
QSO: 28000 PH 2015-03-29 1305 YE1GD         59  0136   IZ8EYP        59  0572
QSO: 28000 PH 2015-03-29 1307 YE1GD         59  0137   DR5N          59  0516
QSO: 28000 PH 2015-03-29 1308 YE1GD         59  0138   EC6AKV        59  0454
QSO: 28000 PH 2015-03-29 1311 YE1GD         59  0139   RK7A          59  0402
QSO: 28000 PH 2015-03-29 1315 YE1GD         59  0140   TC2C          59  2275
QSO: 28000 PH 2015-03-29 1320 YE1GD         59  0141   5Q1A          59  0452
QSO: 21000 PH 2015-03-29 1324 YE1GD         59  0142   RA9CCK        59  0387
QSO: 21000 PH 2015-03-29 1327 YE1GD         59  0143   EI7M          59  4902
QSO: 21000 PH 2015-03-29 1329 YE1GD         59  0144   TM0T          59  2677
QSO: 21000 PH 2015-03-29 1332 YE1GD         59  0145   DJ7EO         59  0222
QSO: 28000 PH 2015-03-29 1351 YE1GD         59  0146   RM4HZ         59  2142
QSO: 28000 PH 2015-03-29 1407 YE1GD         59  0147   UN3M          59  0838
QSO: 28000 PH 2015-03-29 1412 YE1GD         59  0148   II9P          59  1645
QSO: 28000 PH 2015-03-29 1422 YE1GD         59  0149   EA7HG         59  0209
QSO: 28000 PH 2015-03-29 1426 YE1GD         59  0150   WP2X          59  2174
QSO: 28000 PH 2015-03-29 1429 YE1GD         59  0151   EA7ZY         59  1074
QSO: 28000 PH 2015-03-29 1432 YE1GD         59  0152   EE5T          59  0432
QSO: 28000 PH 2015-03-29 1434 YE1GD         59  0153   LY4A          59  0294
QSO: 21000 PH 2015-03-29 1443 YE1GD         59  0154   DG8AM         59  0822
QSO: 21000 PH 2015-03-29 1445 YE1GD         59  0155   9M4CC         59  1041
QSO: 21000 PH 2015-03-29 1452 YE1GD         59  0156   9M4DX         59  1230
QSO: 21000 PH 2015-03-29 1500 YE1GD         59  0157   RT5Z          59  1715
QSO: 21000 PH 2015-03-29 1503 YE1GD         59  0158   UW2M          59  3193
QSO: 21000 PH 2015-03-29 1510 YE1GD         59  0159   ZS0ZCW        59  1466
QSO: 21000 PH 2015-03-29 1513 YE1GD         59  0160   OK8NM         59  2026
QSO: 21000 PH 2015-03-29 1541 YE1GD         59  0161   ER4A          59  3632
QSO: 21000 PH 2015-03-29 1542 YE1GD         59  0162   EN4U          59  2315
QSO: 21000 PH 2015-03-29 1551 YE1GD         59  0163   CR6T          59  3068
QSO: 21000 PH 2015-03-29 1556 YE1GD         59  0164   F5UTN         59  2899
QSO: 21000 PH 2015-03-29 1602 YE1GD         59  0165   9A73A         59  3535
QSO: 14000 PH 2015-03-29 1622 YE1GD         59  0166   ES5TV         59  3859
QSO: 14000 PH 2015-03-29 1625 YE1GD         59  0167   II9P          59  2097
QSO: 14000 PH 2015-03-29 1631 YE1GD         59  0168   RW1A          59  3841
QSO: 14000 PH 2015-03-29 1639 YE1GD         59  0169   DQ8N          59  1548
QSO: 14000 PH 2015-03-29 1643 YE1GD         59  0170   VK2AU         59  2022
QSO: 21000 PH 2015-03-29 1649 YE1GD         59  0171   OP2A          59  1614
QSO: 21000 PH 2015-03-29 1704 YE1GD         59  0172   7QAA          59  3222
QSO: 21000 PH 2015-03-29 1713 YE1GD         59  0173   9M2KRZ        59  0120
QSO: 14000 PH 2015-03-29 1720 YE1GD         59  0174   EA5DFV        59  2328
QSO: 14000 PH 2015-03-29 1724 YE1GD         59  0175   BV1EK         59  0353
QSO: 21000 PH 2015-03-29 2238 YE1GD         59  0176   JR4OZR        59  1773
QSO: 21000 PH 2015-03-29 2244 YE1GD         59  0177   JR3NZC        59  0229
QSO: 21000 PH 2015-03-29 2250 YE1GD         59  0178   BG5TOX        59  1082
QSO: 21000 PH 2015-03-29 2339 YE1GD         59  0179   JA7NVF2       59  0226
QSO: 21000 PH 2015-03-29 2341 YE1GD         59  0180   VR2XAN        59  1206
QSO: 28000 PH 2015-03-29 2346 YE1GD         59  0181   VK5CE/P       59  0170
QSO: 28000 PH 2015-03-29 2348 YE1GD         59  0182   KZ5MM         59  1847
QSO: 21000 PH 2015-03-29 2357 YE1GD         59  0183   BV1EK         59  0508
END-OF-LOG:
