START-OF-LOG: 3.0
CREATED-BY: N3FJP's CQ WPX Contest Log 3.6
CONTEST: CQ-WPX-SSB
CALLSIGN: KD3HN
LOCATION: EPA
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-OVERLAY: TB-WIRES
CLUB: Hilltop Transmitting Assn
CLAIMED-SCORE: 408408
OPERATORS: KD3HN
NAME: Mike Hoffman
SOAPBOX: Winter antenna damage, snow Saturday, minor geo storm Sunday...it happens!
QSO: 28000 PH 2015-03-28 1517 KD3HN         59  152    PJ4DX         59  1461   0
QSO: 28000 PH 2015-03-28 1519 KD3HN         59  153    S53EA         59  1078   0
QSO: 28000 PH 2015-03-28 1521 KD3HN         59  154    W3LL          59  613    0
QSO: 28000 PH 2015-03-28 1522 KD3HN         59  155    S57DX         59  733    0
QSO: 28000 PH 2015-03-28 1523 KD3HN         59  156    LZ4TX         59  659    0
QSO: 28000 PH 2015-03-28 1525 KD3HN         59  157    IZ5EKV        59  058    0
QSO: 28000 PH 2015-03-28 1526 KD3HN         59  158    DD2ML         59  631    0
QSO: 28000 PH 2015-03-28 1527 KD3HN         59  159    DK2CX         59  329    0
QSO: 28000 PH 2015-03-28 1528 KD3HN         59  160    IK3SCB        59  101    0
QSO: 21000 PH 2015-03-28 1532 KD3HN         59  161    DM9EE         59  1223   0
QSO: 21000 PH 2015-03-28 1538 KD3HN         59  162    LX4B          59  263    0
QSO: 21000 PH 2015-03-28 1540 KD3HN         59  163    DP6T          59  387    0
QSO: 21000 PH 2015-03-28 1541 KD3HN         59  164    WW0WWW        59  441    0
QSO: 21000 PH 2015-03-28 1542 KD3HN         59  165    EA3NY         59  685    0
QSO: 21000 PH 2015-03-28 1544 KD3HN         59  166    OL1Z          59  644    0
QSO: 21000 PH 2015-03-28 1547 KD3HN         59  167    YP3A          59  774    0
QSO: 21000 PH 2015-03-28 1550 KD3HN         59  168    LZ9W          59  847    0
QSO: 21000 PH 2015-03-28 1553 KD3HN         59  169    KK6P          59  713    0
QSO: 21000 PH 2015-03-28 1554 KD3HN         59  170    R7AB          59  1284   0
QSO: 21000 PH 2015-03-28 1555 KD3HN         59  171    4L8A          59  1518   0
QSO: 21000 PH 2015-03-28 1556 KD3HN         59  172    UW7LL         59  1521   0
QSO: 21000 PH 2015-03-28 1558 KD3HN         59  173    LY2OU         59  337    0
QSO: 21000 PH 2015-03-28 1559 KD3HN         59  174    G5O           59  398    0
QSO: 21000 PH 2015-03-28 1603 KD3HN         59  175    YT8WW         59  730    0
QSO: 21000 PH 2015-03-28 1604 KD3HN         59  176    EI7M          59  2221   0
QSO: 21000 PH 2015-03-28 1606 KD3HN         59  177    IZ8FWN        59  1133   0
QSO: 21000 PH 2015-03-28 1607 KD3HN         59  178    ES2MC         59  220    0
QSO: 21000 PH 2015-03-28 1612 KD3HN         59  179    UA2F          59  1166   0
QSO: 21000 PH 2015-03-28 1613 KD3HN         59  180    YT3A          59  1719   0
QSO: 21000 PH 2015-03-28 1615 KD3HN         59  181    LZ5R          59  1148   0
QSO: 21000 PH 2015-03-28 1615 KD3HN         59  182    IR4M          59  1930   0
QSO: 21000 PH 2015-03-28 1617 KD3HN         59  183    SQ2A          59  887    0
QSO: 21000 PH 2015-03-28 1636 KD3HN         59  184    SZ1A          59  1191   0
QSO: 21000 PH 2015-03-28 1638 KD3HN         59  185    UR5AS         59  1487   0
QSO: 21000 PH 2015-03-28 1639 KD3HN         59  186    OL5T          59  462    0
QSO: 21000 PH 2015-03-28 1640 KD3HN         59  187    TM0T          59  1334   0
QSO: 21000 PH 2015-03-28 1643 KD3HN         59  188    HG7T          59  706    0
QSO: 21000 PH 2015-03-28 1645 KD3HN         59  189    9A1A          59  1160   0
QSO: 21000 PH 2015-03-28 1645 KD3HN         59  190    PI4DX         59  887    0
QSO: 21000 PH 2015-03-28 1648 KD3HN         59  191    IB9T          59  2039   0
QSO: 21000 PH 2015-03-28 1649 KD3HN         59  192    LY7A          59  449    0
QSO: 21000 PH 2015-03-28 1650 KD3HN         59  193    UW5Y          59  981    0
QSO: 21000 PH 2015-03-28 1656 KD3HN         59  194    9K2HN         59  1222   0
QSO: 21000 PH 2015-03-28 1659 KD3HN         59  195    IO7T          59  612    0
QSO: 21000 PH 2015-03-28 1701 KD3HN         59  196    SO9Q          59  612    0
QSO: 21000 PH 2015-03-28 1702 KD3HN         59  197    SN2M          59  1231   0
QSO: 21000 PH 2015-03-28 1704 KD3HN         59  198    SK3W          59  580    0
QSO: 21000 PH 2015-03-28 1705 KD3HN         59  199    HB9FPS        59  056    0
QSO: 21000 PH 2015-03-28 1706 KD3HN         59  200    EU1A          59  1444   0
QSO: 21000 PH 2015-03-28 1707 KD3HN         59  201    II2S          59  1190   0
QSO: 21000 PH 2015-03-28 1708 KD3HN         59  202    D4C           59  1507   0
QSO: 21000 PH 2015-03-28 1709 KD3HN         59  203    IK2YCW        59  712    0
QSO: 21000 PH 2015-03-28 1710 KD3HN         59  204    S51A          59  477    0
QSO: 21000 PH 2015-03-28 1712 KD3HN         59  205    UW2M          59  1726   0
QSO: 21000 PH 2015-03-28 1715 KD3HN         59  206    ER4A          59  1940   0
QSO: 21000 PH 2015-03-28 1756 KD3HN         59  207    DP7D          59  472    0
QSO: 21000 PH 2015-03-28 1757 KD3HN         59  208    DQ8N          59  1033   0
QSO: 21000 PH 2015-03-28 1759 KD3HN         59  209    ES5TV         59  1827   0
QSO: 21000 PH 2015-03-28 1801 KD3HN         59  210    ZF1A          59  1053   0
QSO: 21000 PH 2015-03-28 1802 KD3HN         59  211    IO2X          59  1472   0
QSO: 21000 PH 2015-03-28 1803 KD3HN         59  212    P33W          59  3910   0
QSO: 21000 PH 2015-03-28 1805 KD3HN         59  213    R3BM          59  1479   0
QSO: 21000 PH 2015-03-28 1808 KD3HN         59  214    OL7M          59  1295   0
QSO: 21000 PH 2015-03-28 1808 KD3HN         59  215    YT3M          59  1407   0
QSO: 21000 PH 2015-03-28 1809 KD3HN         59  216    II9P          59  1377   0
QSO: 21000 PH 2015-03-28 1810 KD3HN         59  217    TG9IIN        59  313    0
QSO: 21000 PH 2015-03-28 1811 KD3HN         59  218    YL2SM         59  1656   0
QSO: 21000 PH 2015-03-28 1812 KD3HN         59  219    IW2HAJ        59  1494   0
QSO: 21000 PH 2015-03-28 1813 KD3HN         59  220    IZ1RYS        59  639    0
QSO: 21000 PH 2015-03-28 1814 KD3HN         59  221    RW1A          59  2064   0
QSO: 21000 PH 2015-03-28 1816 KD3HN         59  222    CR6T          59  1733   0
QSO: 21000 PH 2015-03-28 1817 KD3HN         59  223    CT9/R9DX      59  2076   0
QSO: 21000 PH 2015-03-28 1819 KD3HN         59  224    EE7Y          59  881    0
QSO: 21000 PH 2015-03-28 1820 KD3HN         59  225    TO4C          59  1539   0
QSO: 21000 PH 2015-03-28 1822 KD3HN         59  226    ES6RW         59  1442   0
QSO: 21000 PH 2015-03-28 1822 KD3HN         59  227    G2F           59  1404   0
QSO: 21000 PH 2015-03-28 1823 KD3HN         59  228    EC1DBO        59  1010   0
QSO: 21000 PH 2015-03-28 1824 KD3HN         59  229    OM0M          59  1739   0
QSO: 21000 PH 2015-03-28 1825 KD3HN         59  230    OK8NM         59  1268   0
QSO: 21000 PH 2015-03-28 1828 KD3HN         59  231    OE3K          59  1431   0
QSO: 21000 PH 2015-03-28 1829 KD3HN         59  232    EC2DX         59  990    0
QSO: 21000 PH 2015-03-28 1830 KD3HN         59  233    HG1S          59  1928   0
QSO: 21000 PH 2015-03-28 1832 KD3HN         59  234    OZ11A         59  528    0
QSO: 21000 PH 2015-03-28 1833 KD3HN         59  235    S50A          59  1124   0
QSO: 21000 PH 2015-03-28 1834 KD3HN         59  236    OH0B          59  1099   0
QSO: 21000 PH 2015-03-28 1835 KD3HN         59  237    OG2P          59  656    0
QSO: 21000 PH 2015-03-28 1836 KD3HN         59  238    DF2F          59  614    0
QSO: 21000 PH 2015-03-28 1837 KD3HN         59  239    HF1T          59  952    0
QSO: 21000 PH 2015-03-28 1838 KD3HN         59  240    9A8M          59  1930   0
QSO: 21000 PH 2015-03-28 1840 KD3HN         59  241    DM0Y          59  995    0
QSO: 28000 PH 2015-03-28 1842 KD3HN         59  242    SP9LJD        59  360    0
QSO: 28000 PH 2015-03-28 1843 KD3HN         59  243    CT1AOZ        59  710    0
QSO: 28000 PH 2015-03-28 1844 KD3HN         59  244    WP3C          59  1418   0
QSO: 28000 PH 2015-03-28 1845 KD3HN         59  245    TM5A          59  691    0
QSO: 28000 PH 2015-03-28 1845 KD3HN         59  246    PT2CM         59  438    0
QSO: 28000 PH 2015-03-28 1901 KD3HN         59  247    DJ5MW         59  1914   0
QSO: 28000 PH 2015-03-28 1903 KD3HN         59  248    DQ8N          59  800    0
QSO: 28000 PH 2015-03-28 1904 KD3HN         59  249    EF1W          59  1178   0
QSO: 28000 PH 2015-03-28 1904 KD3HN         59  250    DH8BQA        59  879    0
QSO: 28000 PH 2015-03-28 1906 KD3HN         59  251    WP4X          59  1910   0
QSO: 28000 PH 2015-03-28 1908 KD3HN         59  252    5E5E          59  1875   0
QSO: 28000 PH 2015-03-28 1910 KD3HN         59  253    EA7ZY         59  705    0
QSO: 28000 PH 2015-03-28 1912 KD3HN         59  254    XE2B          59  742    0
QSO: 28000 PH 2015-03-28 1913 KD3HN         59  255    WR5J          59  1372   0
QSO: 28000 PH 2015-03-28 1915 KD3HN         59  256    9A73A         59  2034   0
QSO: 28000 PH 2015-03-28 1916 KD3HN         59  257    WK7S          59  039    0
QSO: 28000 PH 2015-03-28 1917 KD3HN         59  258    II9P          59  1202   0
QSO: 28000 PH 2015-03-28 1930 KD3HN         59  259    D4C           59  2285   0
QSO: 28000 PH 2015-03-28 1931 KD3HN         59  260    CN2AA         59  2339   0
QSO: 28000 PH 2015-03-28 1933 KD3HN         59  261    EB7QE         59  1301   0
QSO: 28000 PH 2015-03-28 1934 KD3HN         59  262    DK3T          59  1300   0
QSO: 28000 PH 2015-03-28 1935 KD3HN         59  263    NX6T          59  310    0
QSO: 28000 PH 2015-03-28 1936 KD3HN         59  264    DK5QN         59  489    0
QSO: 28000 PH 2015-03-28 1940 KD3HN         59  265    XE3N          59  243    0
QSO: 28000 PH 2015-03-28 1941 KD3HN         59  266    DL5AXX        59  165    0
QSO: 28000 PH 2015-03-28 1942 KD3HN         59  267    DL6MHW        59  086    0
QSO: 28000 PH 2015-03-28 1943 KD3HN         59  268    CR5A          59  520    0
QSO: 28000 PH 2015-03-28 1946 KD3HN         59  269    CR5L          59  822    0
QSO: 28000 PH 2015-03-28 1947 KD3HN         59  270    6Y4W          59  2222   0
QSO: 14000 PH 2015-03-28 1951 KD3HN         59  271    YT9A          59  518    0
QSO: 14000 PH 2015-03-28 1952 KD3HN         59  272    SP9LJD        59  459    0
QSO: 14000 PH 2015-03-28 1957 KD3HN         59  273    S53O          59  904    0
QSO: 14000 PH 2015-03-28 1958 KD3HN         59  274    YT1A          59  1011   0
QSO: 14000 PH 2015-03-28 1959 KD3HN         59  275    LZ9W          59  1867   0
QSO: 14000 PH 2015-03-28 2004 KD3HN         59  276    DM9K          59  620    0
QSO: 14000 PH 2015-03-28 2006 KD3HN         59  277    YT1T          59  818    0
QSO: 14000 PH 2015-03-28 2007 KD3HN         59  278    S57C          59  944    0
QSO: 14000 PH 2015-03-28 2008 KD3HN         59  279    UZ0U          59  484    0
QSO: 14000 PH 2015-03-28 2009 KD3HN         59  280    9A1A          59  1846   0
QSO: 14000 PH 2015-03-28 2010 KD3HN         59  281    S56M          59  1221   0
QSO: 14000 PH 2015-03-28 2012 KD3HN         59  282    9A8M          59  2134   0
QSO: 14000 PH 2015-03-28 2015 KD3HN         59  283    UW1M          59  2435   0
QSO: 14000 PH 2015-03-28 2016 KD3HN         59  284    WB4IT         59  094    0
QSO: 14000 PH 2015-03-28 2017 KD3HN         59  285    IO2X          59  1768   0
QSO: 14000 PH 2015-03-28 2018 KD3HN         59  286    YR1A          59  1683   0
QSO: 14000 PH 2015-03-28 2024 KD3HN         59  287    S590IARU      59  986    0
QSO: 14000 PH 2015-03-28 2025 KD3HN         59  288    LY7A          59  1269   0
QSO: 14000 PH 2015-03-28 2027 KD3HN         59  289    HA8JV         59  1364   0
QSO: 14000 PH 2015-03-28 2029 KD3HN         59  290    RT4F          59  2136   0
QSO: 14000 PH 2015-03-28 2030 KD3HN         59  291    CN2AA         59  2207   0
QSO: 14000 PH 2015-03-28 2031 KD3HN         59  292    ES5TV         59  2120   0
QSO: 14000 PH 2015-03-28 2037 KD3HN         59  293    IQ2MI         59  984    0
QSO: 14000 PH 2015-03-28 2039 KD3HN         59  294    ON7HLU        59  577    0
QSO: 14000 PH 2015-03-28 2040 KD3HN         59  295    OG9X          59  1260   0
QSO: 14000 PH 2015-03-28 2040 KD3HN         59  296    9A1AA         59  761    0
QSO: 14000 PH 2015-03-28 2042 KD3HN         59  297    SO4M          59  1292   0
QSO: 14000 PH 2015-03-28 2043 KD3HN         59  298    J42T          59  670    0
QSO: 14000 PH 2015-03-28 2045 KD3HN         59  299    IO9A          59  1712   0
QSO: 14000 PH 2015-03-28 2046 KD3HN         59  300    IK2YCW        59  346    0
QSO: 14000 PH 2015-03-28 2047 KD3HN         59  301    DF2F          59  752    0
QSO: 14000 PH 2015-03-28 2048 KD3HN         59  302    YR8E          59  1145   0
QSO: 14000 PH 2015-03-28 2049 KD3HN         59  303    EC5AN         59  1275   0
QSO: 14000 PH 2015-03-28 2050 KD3HN         59  304    CS2C          59  1936   0
QSO: 14000 PH 2015-03-28 2052 KD3HN         59  305    LY5R          59  1258   0
QSO: 14000 PH 2015-03-28 2054 KD3HN         59  306    OV3T          59  353    0
QSO: 14000 PH 2015-03-28 2055 KD3HN         59  307    OL9A          59  1481   0
QSO: 21000 PH 2015-03-29 0006 KD3HN         59  308    YY1YLY        59  905    0
QSO: 21000 PH 2015-03-29 0008 KD3HN         59  309    KI7M          59  486    0
QSO: 21000 PH 2015-03-29 0009 KD3HN         59  310    LU1QAH        59  079    0
