START-OF-LOG: 3.0
CALLSIGN: IK2MXM
CONTEST: CQ-WPX-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 0
NAME: GIGI SAPO
LOCATION: DX
CLUB:
CERTIFICATE: NO
CREATED-BY: MixW 3.2
SOAPBOX: PWR 50w  ft991 - trapped dipole 40-80 - multiband vertical antenna
QSO:  7040 RY 2018-02-10 1000 IK2MXM        599 023    EA7KP         599 174    0
QSO:  7043 RY 2018-02-10 1002 IK2MXM        599 024    OK7O          599 471    0
QSO:  7044 RY 2018-02-10 1004 IK2MXM        599 025    ES100C        599 220    0
QSO:  7046 RY 2018-02-10 1008 IK2MXM        599 026    DF1MM         599 247    0
QSO:  7045 RY 2018-02-10 1008 IK2MXM        599 027    PA4G          599 180    0
QSO:  7047 RY 2018-02-10 1010 IK2MXM        599 028    HG7T          599 357    0
QSO:  7048 RY 2018-02-10 1013 IK2MXM        599 029    9A1A          599 488    0
QSO: 21092 RY 2018-02-10 1042 IK2MXM        599 030    RT9S          599 731    0
QSO: 21100 RY 2018-02-10 1047 IK2MXM        599 031    RO9A          599 102    0
QSO: 14082 RY 2018-02-10 1049 IK2MXM        599 032    ES100O        599 181    0
QSO: 14088 RY 2018-02-10 1052 IK2MXM        599 033    OG7A          599 010    0
QSO: 14087 RY 2018-02-10 1054 IK2MXM        599 034    YL2CI         599 223    0
QSO: 14087 RY 2018-02-10 1055 IK2MXM        599 035    RV3YM         599 224    0
QSO: 14088 RY 2018-02-10 1606 IK2MXM        599 036    KN5TX         599 457    0
QSO: 14134 RY 2018-02-10 1616 IK2MXM        599 037    AC3U          599 294    0
QSO: 14132 RY 2018-02-10 1620 IK2MXM        599 038    N6AR          599 491    0
QSO: 14128 RY 2018-02-10 1628 IK2MXM        599 039    W1TO          599 141    0
QSO: 14115 RY 2018-02-10 1637 IK2MXM        599 040    ED1LO         599 348    0
QSO:  7042 RY 2018-02-10 1652 IK2MXM        599 041    EM0I          599 1185   0
QSO:  7041 RY 2018-02-10 1653 IK2MXM        599 042    UR5ZGY        599 395    0
QSO:  7074 RY 2018-02-10 1655 IK2MXM        599 043    Z37M          599 641    0
QSO:  7074 RY 2018-02-10 1658 IK2MXM        599 044    TM3Z          599 382    0
QSO:  7073 RY 2018-02-10 1701 IK2MXM        599 045    US0HZ         599 534    0
QSO:  7070 RY 2018-02-10 1702 IK2MXM        599 046    UZ5ZU         599 430    0
QSO:  7069 RY 2018-02-10 1703 IK2MXM        599 047    SV2BFN        599 450    0
QSO:  7066 RY 2018-02-10 1705 IK2MXM        599 048    LX5IGRY       599 570    0
QSO:  7065 RY 2018-02-10 1708 IK2MXM        599 049    SF5X          599 121    0
QSO:  7064 RY 2018-02-10 1711 IK2MXM        599 050    SM5EPO        599 109    0
QSO:  7062 RY 2018-02-10 1712 IK2MXM        599 051    LY2W          599 828    0
QSO:  7058 RY 2018-02-10 1714 IK2MXM        599 052    LZ7A          599 536    0
QSO:  7059 RY 2018-02-10 1714 IK2MXM        599 053    M2E           599 322    0
QSO:  7051 RY 2018-02-10 1727 IK2MXM        599 054    SQ8GHY        599 316    0
QSO: 14142 RY 2018-02-10 1732 IK2MXM        599 055    W3FV          599 249    0
QSO: 14124 RY 2018-02-10 1734 IK2MXM        599 056    KF2O          599 503    0
QSO: 14081 RY 2018-02-10 1740 IK2MXM        599 057    AI3Q          599 088    0
QSO: 14142 RY 2018-02-10 1741 IK2MXM        599 058    EA2XR         599 338    0
QSO:  3579 RY 2018-02-10 1743 IK2MXM        599 059    S53X          599 620    0
QSO:  3580 RY 2018-02-10 1744 IK2MXM        599 060    LY100CY       599 285    0
QSO:  3582 RY 2018-02-10 1745 IK2MXM        599 061    9A5D          599 976    0
QSO:  3583 RY 2018-02-10 1746 IK2MXM        599 062    ON7TK         599 158    0
QSO:  3582 RY 2018-02-10 1747 IK2MXM        599 063    S51W          599 111    0
QSO:  3586 RY 2018-02-10 1748 IK2MXM        599 064    OK2SFP        599 382    0
QSO:  3581 RY 2018-02-10 2143 IK2MXM        599 065    LX7I          599 800    0
QSO:  3582 RY 2018-02-10 2144 IK2MXM        599 066    HG8R          599 633    0
QSO:  3579 RY 2018-02-10 2144 IK2MXM        599 067    DL0CS         599 334    0
QSO:  3613 RY 2018-02-10 2150 IK2MXM        599 068    ON4APU        599 179    0
QSO:  3614 RY 2018-02-10 2151 IK2MXM        599 069    DL5YM         599 280    0
QSO:  3614 RY 2018-02-10 2153 IK2MXM        599 070    G7T           599 2511   0
QSO:  3612 RY 2018-02-10 2156 IK2MXM        599 071    G1P           599 202    0
QSO:  3611 RY 2018-02-10 2158 IK2MXM        599 072    DL4ME         599 277    0
QSO:  3612 RY 2018-02-10 2159 IK2MXM        599 073    UW7W          599 553    0
QSO:  7053 RY 2018-02-10 2204 IK2MXM        599 074    UA6CE         599 1025   0
QSO:  7054 RY 2018-02-10 2206 IK2MXM        599 075    EW8W          599 371    0
QSO:  7059 RY 2018-02-10 2210 IK2MXM        599 076    W3LL          599 1111   0
QSO:  7060 RY 2018-02-10 2211 IK2MXM        599 077    LZ1QV         599 104    0
QSO:  7061 RY 2018-02-10 2213 IK2MXM        599 078    EA8DED        599 715    0
QSO:  7066 RY 2018-02-10 2215 IK2MXM        599 079    SZ1A          599 1724   0
QSO:  7069 RY 2018-02-10 2216 IK2MXM        599 080    UZ2I          599 1307   0
QSO:  7069 RY 2018-02-10 2218 IK2MXM        599 081    UT2IU         599 841    0
QSO:  7073 RY 2018-02-10 2219 IK2MXM        599 082    LZ5R          599 085    0
QSO:  7074 RY 2018-02-10 2221 IK2MXM        599 083    UT4U          599 701    0
QSO:  7051 RY 2018-02-10 2229 IK2MXM        599 084    WV1K          599 862    0
QSO:  7051 RY 2018-02-10 2232 IK2MXM        599 085    RW0A          599 775    0
QSO:  7045 RY 2018-02-10 2236 IK2MXM        599 086    SV3FUO        599 241    0
QSO:  7045 RY 2018-02-10 2238 IK2MXM        599 087    CR5V          599 1503   0
QSO:  7046 RY 2018-02-10 2244 IK2MXM        599 088    EO4M          599 1447   0
QSO:  3583 RY 2018-02-10 2246 IK2MXM        599 089    HG7T          599 488    0
QSO:  3588 RY 2018-02-10 2249 IK2MXM        599 090    OK7O          599 1122   0
QSO:  3588 RY 2018-02-10 2250 IK2MXM        599 091    ES100C        599 607    0
QSO:  3586 RY 2018-02-10 2251 IK2MXM        599 092    UX2X          599 625    0
QSO:  3587 RY 2018-02-10 2252 IK2MXM        599 093    OK6W          599 1622   0
QSO:  3589 RY 2018-02-10 2255 IK2MXM        599 094    DL8ZU         599 191    0
QSO:  3593 RY 2018-02-10 2300 IK2MXM        599 095    ON5AM         599 195    0
QSO:  3592 RY 2018-02-10 2301 IK2MXM        599 096    9A1A          599 702    0
QSO:  3592 RY 2018-02-10 2302 IK2MXM        599 097    S57K          599 1285   0
QSO:  3592 RY 2018-02-10 2302 IK2MXM        599 098    G8X           599 360    0
QSO:  3591 RY 2018-02-10 2303 IK2MXM        599 099    OH5C          599 099    0
QSO:  3594 RY 2018-02-10 2306 IK2MXM        599 100    DL6BR         599 231    0
QSO:  7039 RY 2018-02-11 0703 IK2MXM        599 101    DJ8QP         599 482    0
QSO:  7042 RY 2018-02-11 0708 IK2MXM        599 102    UT5EPP        599 867    0
QSO:  7049 RY 2018-02-11 0712 IK2MXM        599 103    DL0CS         599 756    0
QSO:  7048 RY 2018-02-11 0715 IK2MXM        599 104    M2G           599 467    0
QSO:  7047 RY 2018-02-11 0716 IK2MXM        599 105    DF8XC         599 310    0
QSO:  7051 RY 2018-02-11 0722 IK2MXM        599 106    DA0WRTC       599 838    0
QSO:  7051 RY 2018-02-11 0723 IK2MXM        599 107    OM4Q          599 1068   0
QSO:  7052 RY 2018-02-11 0725 IK2MXM        599 108    LZ2YO         599 316    0
QSO:  7052 RY 2018-02-11 0725 IK2MXM        599 109    PD0RXP        599 158    0
QSO:  7053 RY 2018-02-11 0726 IK2MXM        599 110    DL2SWW        599 393    0
QSO:  7055 RY 2018-02-11 0728 IK2MXM        599 111    DL5AXX        599 249    0
QSO:  7055 RY 2018-02-11 0728 IK2MXM        599 112    YT9A          599 631    0
QSO:  7056 RY 2018-02-11 0732 IK2MXM        599 113    UX0FF         599 455    0
QSO:  7057 RY 2018-02-11 0734 IK2MXM        599 114    EV1R          599 902    0
QSO:  7059 RY 2018-02-11 0735 IK2MXM        599 115    S51MA         599 292    0
QSO:  7060 RY 2018-02-11 0741 IK2MXM        599 116    DL5ARM        599 302    0
QSO:  7059 RY 2018-02-11 0742 IK2MXM        599 117    DL3KVR        599 132    0
QSO:  7061 RY 2018-02-11 0745 IK2MXM        599 118    S51DX         599 106    0
QSO:  7061 RY 2018-02-11 0748 IK2MXM        599 119    HA0HW         599 322    0
QSO:  7062 RY 2018-02-11 0750 IK2MXM        599 120    G0HDV         599 500    0
QSO:  7063 RY 2018-02-11 0753 IK2MXM        599 121    5P9X          599 551    0
QSO:  7063 RY 2018-02-11 0756 IK2MXM        599 122    SI6V          599 642    0
QSO:  7064 RY 2018-02-11 0758 IK2MXM        599 123    9A7T          599 931    0
QSO:  7062 RY 2018-02-11 0800 IK2MXM        599 124    OR3A          599 301    0
QSO: 14080 RY 2018-02-11 0803 IK2MXM        599 126    RA6LIS        599 64     0
QSO: 14081 RY 2018-02-11 0808 IK2MXM        599 127    ER1OO         599 193    0
QSO: 14082 RY 2018-02-11 0809 IK2MXM        599 128    RQ7R          599 523    0
QSO: 14083 RY 2018-02-11 0812 IK2MXM        599 129    UT5EPP        599 902    0
QSO: 14082 RY 2018-02-11 0814 IK2MXM        599 130    UA9MA         599 725    0
QSO: 14082 RY 2018-02-11 0815 IK2MXM        599 131    R9CD          599 122    0
QSO: 14120 RY 2018-02-11 0818 IK2MXM        599 132    SM3PZG        599 440    0
QSO: 14121 RY 2018-02-11 0819 IK2MXM        599 133    UV7E          599 638    0
QSO: 14118 RY 2018-02-11 0822 IK2MXM        599 134    UR5EPM        599 121    0
QSO: 14119 RY 2018-02-11 0825 IK2MXM        599 135    EV1R          599 938    0
QSO: 14117 RY 2018-02-11 0829 IK2MXM        599 136    RT9S          599 1279   0
QSO: 14106 RY 2018-02-11 0833 IK2MXM        599 137    ES100C        599 923    0
QSO: 14106 RY 2018-02-11 0834 IK2MXM        599 138    RA3DX         599 230    0
QSO: 14100 RY 2018-02-11 0932 IK2MXM        599 139    SB7W          599 103    0
QSO: 14097 RY 2018-02-11 0936 IK2MXM        599 140    OH3OJ         599 1137   0
QSO: 21082 RY 2018-02-11 0938 IK2MXM        599 141    RU4I          599 455    0
QSO: 21082 RY 2018-02-11 0939 IK2MXM        599 142    RU6YJ         599 120    0
QSO: 14098 RY 2018-02-11 0953 IK2MXM        599 143    SV1JG         599 297    0
QSO: 14096 RY 2018-02-11 0954 IK2MXM        599 144    UZ2I          599 1593   0
QSO: 14096 RY 2018-02-11 0956 IK2MXM        599 145    UA0AGI        599 881    0
QSO: 14096 RY 2018-02-11 0957 IK2MXM        599 146    OH2HAN        599 1367   0
QSO: 14128 RY 2018-02-11 1004 IK2MXM        599 147    OG90AA        599 833    0
QSO: 14116 RY 2018-02-11 1006 IK2MXM        599 148    RN5AA         599 609    0
QSO: 14116 RY 2018-02-11 1007 IK2MXM        599 149    UC8U          599 763    0
QSO: 14115 RY 2018-02-11 1009 IK2MXM        599 150    EB7DX         599 905    0
QSO: 14114 RY 2018-02-11 1010 IK2MXM        599 151    EU6AF         599 892    0
QSO: 14113 RY 2018-02-11 1012 IK2MXM        599 152    UY5ZZ         599 172    0
QSO: 14109 RY 2018-02-11 1014 IK2MXM        599 153    UX7QV         599 729    0
QSO: 14110 RY 2018-02-11 1016 IK2MXM        599 154    YP0C          599 1031   0
QSO: 14086 RY 2018-02-11 1017 IK2MXM        599 155    5C5W          599 562    0
QSO: 14085 RY 2018-02-11 1019 IK2MXM        599 156    UN7LV         599 445    0
QSO: 21095 RY 2018-02-11 1024 IK2MXM        599 157    UA9TF         599 398    0
QSO: 14081 RY 2018-02-11 1651 IK2MXM        599 158    HG7T          599 946    0
QSO: 14086 RY 2018-02-11 1656 IK2MXM        599 159    VE3RZ         599 772    0
QSO: 14145 RY 2018-02-11 1659 IK2MXM        599 160    K3MJW         599 1352   0
QSO: 14139 RY 2018-02-11 1701 IK2MXM        599 161    CU8FN         599 742    0
QSO: 14140 RY 2018-02-11 1703 IK2MXM        599 162    N4DXS         599 227    0
QSO: 14129 RY 2018-02-11 1704 IK2MXM        599 163    WW4PK         599 1243   0
QSO: 14125 RY 2018-02-11 1706 IK2MXM        599 164    KY3W          599 639    0
QSO: 14118 RY 2018-02-11 1714 IK2MXM        599 165    N1MD          599 462    0
QSO: 14107 RY 2018-02-11 1717 IK2MXM        599 166    W4UEF         599 739    0
QSO: 14105 RY 2018-02-11 1719 IK2MXM        599 167    HB9ODP        599 813    0
QSO: 14082 RY 2018-02-11 1726 IK2MXM        599 168    EM2G          599 1215   0
QSO: 14127 RY 2018-02-11 1728 IK2MXM        599 169    SV1DPI        599 098    0
QSO: 14125 RY 2018-02-11 1729 IK2MXM        599 170    VE3DZ         599 549    0
QSO:  7045 RY 2018-02-11 1737 IK2MXM        599 171    RA6C          599 411    0
QSO:  7073 RY 2018-02-11 1739 IK2MXM        599 172    LZ1LO         599 909    0
QSO:  7055 RY 2018-02-11 1743 IK2MXM        599 173    PA4O          599 031    0
QSO:  7055 RY 2018-02-11 1745 IK2MXM        599 174    HA1AD         599 530    0
QSO:  7049 RY 2018-02-11 1747 IK2MXM        599 175    M0T           599 383    0
QSO:  7048 RY 2018-02-11 1750 IK2MXM        599 176    LY2TS         599 241    0
END-OF-LOG:
