START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: N3ZZ
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: N3ZZ
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2020.
QSO: 28052 CW 2020-12-13 1648 N3ZZ          599 CA ZF5T          599 1183
QSO: 28000 CW 2020-12-13 1742 N3ZZ          599 CA LU2DX         599 1474
QSO: 28026 CW 2020-12-13 1743 N3ZZ          599 CA K9BGL         599 IL
QSO: 28026 CW 2020-12-13 1743 N3ZZ          599 CA NN7CW         599 FL
QSO: 28044 CW 2020-12-13 1745 N3ZZ          599 CA K4WW          599 KY
QSO: 28048 CW 2020-12-13 1747 N3ZZ          599 CA N3UA          599 VA
QSO: 28021 CW 2020-12-13 1748 N3ZZ          599 CA N4CW          599 NC
QSO: 28023 CW 2020-12-13 1748 N3ZZ          599 CA KE4KY         599 KY
QSO: 28006 CW 2020-12-13 1750 N3ZZ          599 CA KA1ZD         599 CT
QSO: 28004 CW 2020-12-13 1752 N3ZZ          599 CA KC4WQ         599 KY
QSO: 28022 CW 2020-12-13 1754 N3ZZ          599 CA WW5M          599 TN
QSO: 28026 CW 2020-12-13 1754 N3ZZ          599 CA NN7CW         599 FL
QSO: 28037 CW 2020-12-13 1757 N3ZZ          599 CA W5ZN          599 AR
QSO: 28058 CW 2020-12-13 1758 N3ZZ          599 CA K7BG          599 SD
QSO: 28065 CW 2020-12-13 1759 N3ZZ          599 CA KA7PNH        599 WY
QSO: 28006 CW 2020-12-13 1800 N3ZZ          599 CA N4YDU         599 NC
QSO: 28018 CW 2020-12-13 1800 N3ZZ          599 CA K2SX          599 SC
QSO: 28019 CW 2020-12-13 1801 N3ZZ          599 CA K3EST         599 CA
QSO: 28043 CW 2020-12-13 1802 N3ZZ          599 CA K4PI          599 GA
QSO: 28000 CW 2020-12-13 1804 N3ZZ          599 CA KI4W          599 NC
QSO: 28045 CW 2020-12-13 1807 N3ZZ          599 CA N4ZZ          599 TN
QSO: 28000 CW 2020-12-13 1809 N3ZZ          599 CA NN4SS         599 SC
QSO: 28000 CW 2020-12-13 1810 N3ZZ          599 CA W4YE          599 VA
QSO: 28021 CW 2020-12-13 1811 N3ZZ          599 CA K2DFC         599 NJ
QSO: 28021 CW 2020-12-13 1811 N3ZZ          599 CA NV4B          599 AL
QSO: 28021 CW 2020-12-13 1812 N3ZZ          599 CA K6UF          599 CA
QSO: 28045 CW 2020-12-13 1820 N3ZZ          599 TN WB7GR         599 WY
QSO: 28029 CW 2020-12-13 1825 N3ZZ          599 CA N4BP          599 FL
QSO: 28037 CW 2020-12-13 1825 N3ZZ          599 CA N4OX          599 FL
QSO: 28050 CW 2020-12-13 1827 N3ZZ          599 CA N5CQ          599 TX
QSO: 28054 CW 2020-12-13 1828 N3ZZ          599 CA KX7M          599 CA
QSO: 28062 CW 2020-12-13 1828 N3ZZ          599 CA K8CX          599 OH
QSO: 28010 CW 2020-12-13 1829 N3ZZ          599 CA KZ5D          599 LA
QSO: 28002 CW 2020-12-13 1830 N3ZZ          599 CA N2YB          599 NY
QSO: 28002 CW 2020-12-13 1831 N3ZZ          599 CA N4UU          599 FL
QSO: 28018 CW 2020-12-13 1832 N3ZZ          599 CA K0RF          599 CO
QSO: 28023 CW 2020-12-13 1833 N3ZZ          599 CA N8LJ          599 MI
QSO: 28028 CW 2020-12-13 1834 N3ZZ          599 CA N5JJ          599 TX
QSO: 28031 CW 2020-12-13 1834 N3ZZ          599 CA KU2M          599 NJ
QSO: 28057 CW 2020-12-13 1836 N3ZZ          599 CA K9RS          599 DE
QSO: 28065 CW 2020-12-13 1917 N3ZZ          599 CA VA3YV         599 ON
QSO: 28067 CW 2020-12-13 1917 N3ZZ          599 CA K6XX          599 CA
QSO: 28064 CW 2020-12-13 1918 N3ZZ          599 CA KI8R          599 OH
QSO: 28000 CW 2020-12-13 1919 N3ZZ          599 CA N8II          599 WV
QSO: 28056 CW 2020-12-13 1919 N3ZZ          599 CA N2KW          599 MA
QSO: 28044 CW 2020-12-13 1920 N3ZZ          599 CA K0AE          599 CO
QSO: 28012 CW 2020-12-13 1921 N3ZZ          599 CA KR2AA         599 NY
QSO: 28019 CW 2020-12-13 1921 N3ZZ          599 CA K2NV          599 NY
QSO: 28000 CW 2020-12-13 1922 N3ZZ          599 CA KV0Q          599 CO
QSO: 28042 CW 2020-12-13 1923 N3ZZ          599 CA LU2EE         599 691
QSO: 28042 CW 2020-12-13 1924 N3ZZ          599 CA AA3B          599 PA
QSO: 28042 CW 2020-12-13 1924 N3ZZ          599 CA AD1C          599 CO
QSO: 28042 CW 2020-12-13 1924 N3ZZ          599 CA N8AA          599 OH
QSO: 28042 CW 2020-12-13 1924 N3ZZ          599 CA NA3M          599 MD
QSO: 28042 CW 2020-12-13 1925 N3ZZ          599 CA WB2WPM        599 NY
QSO: 28042 CW 2020-12-13 1926 N3ZZ          599 CA K6KM          599 CA
QSO: 28042 CW 2020-12-13 1927 N3ZZ          599 CA K3WJV         599 PA
QSO: 28042 CW 2020-12-13 1927 N3ZZ          599 CA W8LJB         599 MI
QSO: 28042 CW 2020-12-13 1927 N3ZZ          599 CA WJ4VA         599 VA
QSO: 28042 CW 2020-12-13 1928 N3ZZ          599 CA VE3MV         599 ON
QSO: 28000 CW 2020-12-13 1930 N3ZZ          599 CA W2UQ          599 VA
QSO: 28042 CW 2020-12-13 1930 N3ZZ          599 CA N2MM          599 NJ
QSO: 28042 CW 2020-12-13 1930 N3ZZ          599 CA VE3WG         599 ON
QSO: 28005 CW 2020-12-13 2128 N3ZZ          599 CA WC7S          599 WY
QSO: 28023 CW 2020-12-13 2129 N3ZZ          599 CA W1WEF         599 CT
QSO: 28029 CW 2020-12-13 2131 N3ZZ          599 CA W8FJ          599 PA
QSO: 28030 CW 2020-12-13 2131 N3ZZ          599 CA N8VV          599 OH
QSO: 28000 CW 2020-12-13 2133 N3ZZ          599 CA K9OR          599 CO
QSO: 28000 CW 2020-12-13 2134 N3ZZ          599 CA KJ0I          599 CO
QSO: 28000 CW 2020-12-13 2135 N3ZZ          599 CA N0KE          599 CO
QSO: 28034 CW 2020-12-13 2136 N3ZZ          599 CA N6TV          599 CA
QSO: 28034 CW 2020-12-13 2137 N3ZZ          599 CA K3ISH         599 PA
QSO: 28034 CW 2020-12-13 2138 N3ZZ          599 CA K6RC          599 CA
QSO: 28065 CW 2020-12-13 2141 N3ZZ          599 CA W6YX          599 CA
QSO: 28069 CW 2020-12-13 2142 N3ZZ          599 CA PR4T          599 1081
QSO: 28060 CW 2020-12-13 2143 N3ZZ          599 CA PS2T          599 810
QSO: 28036 CW 2020-12-13 2144 N3ZZ          599 CA W0ZA          599 CO
QSO: 28000 CW 2020-12-13 2145 N3ZZ          599 CA KW2J          599 NY
QSO: 28000 CW 2020-12-13 2147 N3ZZ          599 CA WJ9B          599 ID
QSO: 28022 CW 2020-12-13 2147 N3ZZ          599 CA W8WTS         599 OH
QSO: 28016 CW 2020-12-13 2149 N3ZZ          599 CA KW8N          599 OH
QSO: 28010 CW 2020-12-13 2150 N3ZZ          599 CA KF3B          599 PA
QSO: 28000 CW 2020-12-13 2151 N3ZZ          599 CA KW2J          599 NY
QSO: 28055 CW 2020-12-13 2156 N3ZZ          599 CA KA8G          599 OH
QSO: 28055 CW 2020-12-13 2156 N3ZZ          599 CA W0PSY         599 CO
QSO: 28055 CW 2020-12-13 2158 N3ZZ          599 CA AB8OU         599 OH
QSO: 28055 CW 2020-12-13 2159 N3ZZ          599 CA K6TJ          599 CA
QSO: 28055 CW 2020-12-13 2159 N3ZZ          599 CA W8TWA         599 MI
QSO: 28055 CW 2020-12-13 2159 N3ZZ          599 PA WA2BOT        599 NY
QSO: 28055 CW 2020-12-13 2200 N3ZZ          599 CA N2ZN          599 NY
END-OF-LOG:
