START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: W1IE
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: W1IE
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2020.
QSO: 28050 CW 2020-12-12 1931 W1IE          599 VA LU5FC         599 789
QSO: 28051 CW 2020-12-13 1957 W1IE          599 VA NP2X          599 312
QSO: 28044 CW 2020-12-13 2000 W1IE          599 VA K1WHS         599 ME
QSO: 28039 CW 2020-12-13 2002 W1IE          599 VA W1LQ          599 ME
QSO: 28020 CW 2020-12-13 2005 W1IE          599 VA K2RD          599 NV
QSO: 28030 CW 2020-12-13 2011 W1IE          599 VA K0PC          599 MN
QSO: 28032 CW 2020-12-13 2012 W1IE          599 VA VA1MM         599 NS
QSO: 28040 CW 2020-12-13 2017 W1IE          599 VA K0MD          599 MN
QSO: 28055 CW 2020-12-13 2021 W1IE          599 VA K0AD          599 MN
QSO: 28000 CW 2020-12-13 2209 W1IE          599 VA PY2EX         599 416
END-OF-LOG:
