START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: VE3JM
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: VE3JM
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2020.
QSO: 28015 CW 2020-12-13 1309 VE3JM         599 ON S57Q          599 314
QSO: 28044 CW 2020-12-13 1403 VE3JM         599 ON K3IE          599 TN
QSO: 28044 CW 2020-12-13 1404 VE3JM         599 ON KS4X          599 TN
QSO: 28054 CW 2020-12-13 1423 VE3JM         599 ON GW9J          599 276
QSO: 28052 CW 2020-12-13 1424 VE3JM         599 ON N4OX          599 FL
QSO: 28000 CW 2020-12-13 1500 VE3JM         599 ON KP2M          599 683
QSO: 28046 CW 2020-12-13 1501 VE3JM         599 ON W0BH          599 KS
QSO: 28046 CW 2020-12-13 1502 VE3JM         599 ON W4NZ          599 TN
QSO: 28044 CW 2020-12-13 1503 VE3JM         599 ON KE4KY         599 KY
QSO: 28043 CW 2020-12-13 1505 VE3JM         599 ON N2NC          599 NJ
QSO: 28034 CW 2020-12-13 1506 VE3JM         599 ON N4AF          599 NC
QSO: 28032 CW 2020-12-13 1507 VE3JM         599 ON K3WA          599 NC
QSO: 28003 CW 2020-12-13 1512 VE3JM         599 ON KP4/NM2O      599 264
QSO: 28006 CW 2020-12-13 1512 VE3JM         599 ON WW5M          599 TN
QSO: 28015 CW 2020-12-13 1514 VE3JM         599 ON W4PM          599 VA
QSO: 28021 CW 2020-12-13 1515 VE3JM         599 ON WP4WW         599 194
QSO: 28024 CW 2020-12-13 1516 VE3JM         599 ON K1MM          599 FL
QSO: 28025 CW 2020-12-13 1517 VE3JM         599 ON N5EE          599 AR
QSO: 28026 CW 2020-12-13 1517 VE3JM         599 ON K2SX          599 SC
QSO: 28030 CW 2020-12-13 1518 VE3JM         599 ON K5LG          599 AR
QSO: 28035 CW 2020-12-13 1520 VE3JM         599 ON N1LN          599 NC
QSO: 28004 CW 2020-12-13 1521 VE3JM         599 ON PY2MC         599 105
QSO: 28001 CW 2020-12-13 1525 VE3JM         599 ON PY2YU         599 1223
QSO: 28044 CW 2020-12-13 1528 VE3JM         599 ON KR4F          599 AL
QSO: 28045 CW 2020-12-13 1528 VE3JM         599 ON K4PI          599 GA
QSO: 28052 CW 2020-12-13 1534 VE3JM         599 ON ZF5T          599 1042
QSO: 28048 CW 2020-12-13 1535 VE3JM         599 ON LU3WC         599 501
QSO: 28042 CW 2020-12-13 1536 VE3JM         599 ON K9OZ          599 AR
QSO: 28021 CW 2020-12-13 1537 VE3JM         599 ON N3CKI         599 NC
QSO: 28006 CW 2020-12-13 1539 VE3JM         599 ON LU8DPM        599 1083
QSO: 28029 CW 2020-12-13 1633 VE3JM         599 ON K4RO          599 TN
QSO: 28029 CW 2020-12-13 1633 VE3JM         599 ON NA5NN         599 MS
QSO: 28007 CW 2020-12-13 1639 VE3JM         599 ON N4UU          599 FL
QSO: 28046 CW 2020-12-13 1648 VE3JM         599 ON VE3LC         599 ON
QSO: 28046 CW 2020-12-13 1650 VE3JM         599 ON VA3RKM        599 ON
QSO: 28045 CW 2020-12-13 1652 VE3JM         599 ON VE3ZY         599 ON
QSO: 28059 CW 2020-12-13 2043 VE3JM         599 ON VE3PN         599 ON
QSO: 28034 CW 2020-12-13 2045 VE3JM         599 ON N5OT          599 OK
END-OF-LOG:
