START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: N7IP
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: N7IP
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2020.
QSO: 28015 CW 2020-12-12 1923 N7IP          599 MT AD8J          599 NC
QSO: 28000 PH 2020-12-12 2116 N7IP          59 MT N6KN          59 CA
QSO: 28448 PH 2020-12-12 2122 N7IP          59 MT PU5FJR        59 315
QSO: 28012 CW 2020-12-12 2129 N7IP          599 MT KT0K          599 NE
QSO: 28015 CW 2020-12-12 2130 N7IP          599 MT K7QA          599 MT
QSO: 28015 CW 2020-12-12 2131 N7IP          599 MT KB7AZ         599 AZ
QSO: 28014 CW 2020-12-12 2134 N7IP          599 MT K7BG          599 SD
QSO: 28015 CW 2020-12-12 2135 N7IP          599 MT WB7GR         599 WY
QSO: 28015 CW 2020-12-12 2136 N7IP          599 MT K0KX          599 SD
QSO: 28015 CW 2020-12-12 2137 N7IP          599 MT K6WSC         599 AZ
QSO: 28015 CW 2020-12-12 2138 N7IP          599 MT KY7M          599 AZ
QSO: 28015 CW 2020-12-12 2139 N7IP          599 MT KI6RRN        599 CA
QSO: 28015 CW 2020-12-12 2139 N7IP          599 MT NF0N          599 NE
QSO: 28000 CW 2020-12-12 2140 N7IP          599 MT NE0U          599 MN
QSO: 28000 CW 2020-12-12 2142 N7IP          599 MT W0EWD         599 IA
QSO: 28015 CW 2020-12-12 2143 N7IP          599 MT WA0LIF        599 MN
QSO: 28015 CW 2020-12-12 2144 N7IP          599 MT W0UY          599 KS
QSO: 28031 CW 2020-12-12 2148 N7IP          599 MT W6PH          599 CA
QSO: 28033 CW 2020-12-12 2149 N7IP          599 MT K6NR          599 CA
QSO: 28057 CW 2020-12-12 2150 N7IP          599 MT N0XR          599 IA
QSO: 28015 CW 2020-12-12 2154 N7IP          599 MT KB0EO         599 MN
QSO: 28000 CW 2020-12-12 2155 N7IP          599 MT NE9U          599 WI
QSO: 28015 CW 2020-12-12 2155 N7IP          599 MT K7JQ          599 AZ
QSO: 28015 CW 2020-12-12 2155 N7IP          599 MT NY0V          599 MN
QSO: 28015 CW 2020-12-12 2156 N7IP          599 MT KJ0P          599 MN
QSO: 28015 CW 2020-12-12 2158 N7IP          599 MT AA7A          599 AZ
QSO: 28000 CW 2020-12-12 2200 N7IP          599 MT NZ7Q          599 NM
QSO: 28015 CW 2020-12-12 2200 N7IP          599 MT K0TT          599 MN
QSO: 28015 CW 2020-12-12 2201 N7IP          599 MT W7UT          599 SD
QSO: 28000 CW 2020-12-12 2202 N7IP          599 MT N0DL          599 SD
QSO: 28015 CW 2020-12-12 2204 N7IP          599 MT WB0N          599 MN
QSO: 28003 CW 2020-12-12 2205 N7IP          599 MT W0YK          599 CA
QSO: 28026 CW 2020-12-12 2206 N7IP          599 MT K3EST         599 CA
QSO: 28047 CW 2020-12-12 2209 N7IP          599 MT LU5FC         599 1120
QSO: 28053 CW 2020-12-12 2211 N7IP          599 MT LU8DPM        599 0922
QSO: 28058 CW 2020-12-12 2211 N7IP          599 MT K7HP          599 AZ
QSO: 28062 CW 2020-12-12 2212 N7IP          599 MT NX6T          599 CA
QSO: 28017 CW 2020-12-12 2214 N7IP          599 MT N6TV          599 CA
QSO: 28000 CW 2020-12-12 2217 N7IP          599 MT N6KN          599 CA
QSO: 28034 CW 2020-12-12 2217 N7IP          599 MT K6SRZ         599 CA
QSO: 28000 CW 2020-12-12 2218 N7IP          599 MT AJ6V          599 CA
QSO: 28033 CW 2020-12-12 2220 N7IP          599 MT N6WM          599 CA
QSO: 28025 CW 2020-12-12 2232 N7IP          599 MT K0MD          599 MN
END-OF-LOG:
