START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.20.0
CONTEST: REF-SSB
LOCATION: 77
CALLSIGN: TM1A
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 4887414
OPERATORS: F6DZS F5IYU F4GYM F4HKD F4HRB F4HFD F/IU0BMX F5NQL F4BDG F4AJQ F5GVA
CLUB: F6KOP
NAME: RC de PROVINS
CERTIFICATE: NO
SOAPBOX: 
RIG: Monobandes Filaires, verticales . Beverage et K9AY bandes basses. Beams
QSO:  7099 PH 2017-02-25 0639 TM1A          59  77     ZL1FU         59  084   
QSO:  7099 PH 2017-02-25 0642 TM1A          59  77     HK6CF         59  007   
QSO:  7099 PH 2017-02-25 0643 TM1A          59  77     DL1ROT        59  007   
QSO:  7099 PH 2017-02-25 0644 TM1A          59  77     HA5PL         59  005   
QSO: 14228 PH 2017-02-25 0644 TM1A          59  77     YP3A          59  002   
QSO:  7099 PH 2017-02-25 0647 TM1A          59  77     OE5DHM        59  001   
QSO:  7099 PH 2017-02-25 0648 TM1A          59  77     FK8IK         59  FK    
QSO: 14228 PH 2017-02-25 0649 TM1A          59  77     RZ9U          59  002   
QSO:  3791 PH 2017-02-25 0650 TM1A          59  77     F4BYB         59  02    
QSO:  3791 PH 2017-02-25 0651 TM1A          59  77     F4FQZ         59  77    
QSO:  3791 PH 2017-02-25 0651 TM1A          59  77     F6KUP         59  55    
QSO:  7099 PH 2017-02-25 0651 TM1A          59  77     LB8QG         59  005   
QSO:  3791 PH 2017-02-25 0652 TM1A          59  77     F5MQP         59  47    
QSO:  7099 PH 2017-02-25 0652 TM1A          59  77     F1SMV         59  83    
QSO:  3791 PH 2017-02-25 0652 TM1A          59  77     F8KLY         59  69    
QSO:  3791 PH 2017-02-25 0653 TM1A          59  77     F4GLK         59  60    
QSO:  7099 PH 2017-02-25 0654 TM1A          59  77     F6KTL         59  79    
QSO:  3791 PH 2017-02-25 0654 TM1A          59  77     F5GBS         59  49    
QSO:  3791 PH 2017-02-25 0654 TM1A          59  77     F1TZE         59  49    
QSO:  7099 PH 2017-02-25 0655 TM1A          59  77     SE4E          59  013   
QSO:  3791 PH 2017-02-25 0655 TM1A          59  77     F4AWH         59  70    
QSO:  3791 PH 2017-02-25 0655 TM1A          59  77     F4GKL         59  84    
QSO:  7099 PH 2017-02-25 0655 TM1A          59  77     IW2NIS        59  005   
QSO:  3791 PH 2017-02-25 0656 TM1A          59  77     F4DNK         59  76    
QSO:  7099 PH 2017-02-25 0656 TM1A          59  77     IZ6MK         59  001   
QSO:  3791 PH 2017-02-25 0657 TM1A          59  77     F8DFT         59  68    
QSO:  3791 PH 2017-02-25 0657 TM1A          59  77     F4BXW         59  65    
QSO:  3791 PH 2017-02-25 0658 TM1A          59  77     F5MIW         59  19    
QSO:  7099 PH 2017-02-25 0658 TM1A          59  77     OZ1KVM        59  001   
QSO:  7099 PH 2017-02-25 0658 TM1A          59  77     EA3IAA        59  004   
QSO:  3791 PH 2017-02-25 0659 TM1A          59  77     F4CQW         59  54    
QSO:  7099 PH 2017-02-25 0659 TM1A          59  77     SM5NQB        59  004   
QSO:  7099 PH 2017-02-25 0700 TM1A          59  77     PD1RO         59  002   
QSO:  3791 PH 2017-02-25 0700 TM1A          59  77     F5LTF         59  47    
QSO:  3791 PH 2017-02-25 0701 TM1A          59  77     F4HGZ         59  03    
QSO:  3791 PH 2017-02-25 0701 TM1A          59  77     F6FWQ         59  86    
QSO:  7099 PH 2017-02-25 0701 TM1A          59  77     OE78REF       59  008   
QSO:  3791 PH 2017-02-25 0702 TM1A          59  77     F6GLJ         59  33    
QSO:  7099 PH 2017-02-25 0702 TM1A          59  77     OK1QA         59  005   
QSO:  7099 PH 2017-02-25 0703 TM1A          59  77     CN2JF         59  035   
QSO:  3791 PH 2017-02-25 0703 TM1A          59  77     F5BQV         59  56    
QSO:  7099 PH 2017-02-25 0704 TM1A          59  77     IZ5LFE        59  001   
QSO: 14228 PH 2017-02-25 0705 TM1A          59  77     RA3DGH        59  002   
QSO:  7099 PH 2017-02-25 0705 TM1A          59  77     FG4KH         59  FG    
QSO:  3791 PH 2017-02-25 0706 TM1A          59  77     F5OYC         59  83    
QSO:  3791 PH 2017-02-25 0707 TM1A          59  77     F8DRE         59  28    
QSO:  3791 PH 2017-02-25 0707 TM1A          59  77     F4IVV         59  38    
QSO:  7099 PH 2017-02-25 0708 TM1A          59  77     SP3SC         59  004   
QSO:  7099 PH 2017-02-25 0709 TM1A          59  77     F4KIY         59  57    
QSO:  3791 PH 2017-02-25 0710 TM1A          59  77     F5CQ          59  35    
QSO:  3791 PH 2017-02-25 0711 TM1A          59  77     F8DCZ         59  56    
QSO:  7099 PH 2017-02-25 0711 TM1A          59  77     IZ2FOS        59  015   
QSO:  3791 PH 2017-02-25 0712 TM1A          59  77     F5ICC         59  24    
QSO:  3791 PH 2017-02-25 0712 TM1A          59  77     F1RCH         59  13    
QSO:  3791 PH 2017-02-25 0712 TM1A          59  77     F4HGF         59  89    
QSO: 14228 PH 2017-02-25 0713 TM1A          59  77     YO4BKM        59  001   
QSO:  3791 PH 2017-02-25 0713 TM1A          59  77     F6KMX         59  94    
QSO:  7099 PH 2017-02-25 0713 TM1A          59  77     F4DDX         59  13    
QSO: 14228 PH 2017-02-25 0713 TM1A          59  77     LZ2JA         59  003   
QSO: 14228 PH 2017-02-25 0714 TM1A          59  77     U1BD          59  001   
QSO:  7099 PH 2017-02-25 0715 TM1A          59  77     SE5L          59  002   
QSO:  3791 PH 2017-02-25 0715 TM1A          59  77     F5HDK         59  44    
QSO:  7103 PH 2017-02-25 0716 TM1A          59  77     FY5KE         59  FY    
QSO:  3791 PH 2017-02-25 0718 TM1A          59  77     F4HMV         59  22    
QSO:  7099 PH 2017-02-25 0718 TM1A          59  77     OK2BOB        59  001   
QSO:  7099 PH 2017-02-25 0718 TM1A          59  77     IN3HDE        59  001   
QSO:  3791 PH 2017-02-25 0718 TM1A          59  77     F1DZF         59  68    
QSO:  3791 PH 2017-02-25 0719 TM1A          59  77     F6KSD         59  25    
QSO:  7099 PH 2017-02-25 0719 TM1A          59  77     FM5AN         59  FM    
QSO:  3791 PH 2017-02-25 0719 TM1A          59  77     F4FWT         59  62    
QSO:  3791 PH 2017-02-25 0720 TM1A          59  77     F8CET         59  46    
QSO:  3791 PH 2017-02-25 0720 TM1A          59  77     F6GVC         59  47    
QSO:  3791 PH 2017-02-25 0722 TM1A          59  77     TM8CIL        59  03    
QSO:  7099 PH 2017-02-25 0723 TM1A          59  77     F4BYB         59  02    
QSO:  3791 PH 2017-02-25 0725 TM1A          59  77     F4FZI         59  001   
QSO:  7099 PH 2017-02-25 0725 TM1A          59  77     F5MQW/P       59  13    
QSO:  3791 PH 2017-02-25 0726 TM1A          59  77     F6DEO         59  95    
QSO:  7099 PH 2017-02-25 0726 TM1A          59  77     F5TGR         59  95    
QSO:  3791 PH 2017-02-25 0726 TM1A          59  77     ON5HE         59  023   
QSO:  3791 PH 2017-02-25 0727 TM1A          59  77     TM2D          59  32    
QSO:  7099 PH 2017-02-25 0727 TM1A          59  77     YV1SW         59  001   
QSO:  7099 PH 2017-02-25 0728 TM1A          59  77     F5UTN         59  27    
QSO:  3791 PH 2017-02-25 0728 TM1A          59  77     OS8D          59  029   
QSO:  7099 PH 2017-02-25 0728 TM1A          59  77     F5DUX         59  40    
QSO:  3791 PH 2017-02-25 0729 TM1A          59  77     F6KTW         59  87    
QSO:  7099 PH 2017-02-25 0729 TM1A          59  77     I7ECD         59  001   
QSO:  3791 PH 2017-02-25 0729 TM1A          59  77     F6BQG         59  35    
QSO:  7099 PH 2017-02-25 0730 TM1A          59  77     F5KDK/P       59  83    
QSO: 14225 PH 2017-02-25 0730 TM1A          59  77     RK4FAO        59  003   
QSO: 14225 PH 2017-02-25 0731 TM1A          59  77     F5JYD         59  51    
QSO:  3791 PH 2017-02-25 0731 TM1A          59  77     F6ILO         59  49    
QSO:  3791 PH 2017-02-25 0732 TM1A          59  77     F1FET         59  44    
QSO: 14225 PH 2017-02-25 0732 TM1A          59  77     UA6YN         59  002   
QSO: 14225 PH 2017-02-25 0732 TM1A          59  77     RA7M          59  004   
QSO: 14225 PH 2017-02-25 0733 TM1A          59  77     LY2AE         59  002   
QSO:  3791 PH 2017-02-25 0734 TM1A          59  77     F4GMW         59  77    
QSO: 14225 PH 2017-02-25 0734 TM1A          59  77     ES6RMR        59  002   
QSO: 14225 PH 2017-02-25 0734 TM1A          59  77     LY2BIS        59  001   
QSO:  3791 PH 2017-02-25 0734 TM1A          59  77     F4ENJ/P       59  53    
QSO:  3791 PH 2017-02-25 0735 TM1A          59  77     F5RLW         59  62    
QSO:  3791 PH 2017-02-25 0736 TM1A          59  77     F4DXP         59  29    
QSO:  3791 PH 2017-02-25 0736 TM1A          59  77     F1TZM         59  72    
QSO: 14225 PH 2017-02-25 0736 TM1A          59  77     TA4AKS        59  001   
QSO: 14225 PH 2017-02-25 0736 TM1A          59  77     RG1A          59  002   
QSO:  3791 PH 2017-02-25 0738 TM1A          59  77     F5KEQ         59  44    
QSO:  7099 PH 2017-02-25 0738 TM1A          59  77     DL1MHJ        59  035   
QSO: 14225 PH 2017-02-25 0739 TM1A          59  77     US5QUB        59  003   
QSO:  7099 PH 2017-02-25 0739 TM1A          59  77     F5DE/P        59  19    
QSO: 14225 PH 2017-02-25 0739 TM1A          59  77     RW3XZ         59  001   
QSO:  7099 PH 2017-02-25 0739 TM1A          59  77     F1BAV         59  06    
QSO:  3783 PH 2017-02-25 0740 TM1A          59  77     F6KAT         59  57    
QSO:  7099 PH 2017-02-25 0740 TM1A          59  77     GW4BKG        59  005   
QSO:  7099 PH 2017-02-25 0741 TM1A          59  77     F6AQH         59  04    
QSO: 14225 PH 2017-02-25 0741 TM1A          59  77     VK2SOL        59  001   
QSO:  7099 PH 2017-02-25 0741 TM1A          59  77     F6KNB         59  33    
QSO:  7099 PH 2017-02-25 0742 TM1A          59  77     F1EYB         59  13    
QSO:  7099 PH 2017-02-25 0742 TM1A          59  77     F8DHN         59  34    
QSO:  7099 PH 2017-02-25 0743 TM1A          59  77     IU2FDK        59  004   
QSO:  3796 PH 2017-02-25 0743 TM1A          59  77     F4FRQ         59  90    
QSO: 14225 PH 2017-02-25 0743 TM1A          59  77     RA3R          59  004   
QSO:  7099 PH 2017-02-25 0744 TM1A          59  77     F4EQH         59  85    
QSO: 14225 PH 2017-02-25 0744 TM1A          59  77     UA9JDP        59  003   
QSO:  7099 PH 2017-02-25 0745 TM1A          59  77     U2DWL         59  007   
QSO: 14225 PH 2017-02-25 0745 TM1A          59  77     R8UT          59  001   
QSO: 14225 PH 2017-02-25 0745 TM1A          59  77     RN4HKH        59  008   
QSO:  3796 PH 2017-02-25 0745 TM1A          59  77     F4GPB         59  83    
QSO:  7099 PH 2017-02-25 0745 TM1A          59  77     F5BQV         59  56    
QSO:  7099 PH 2017-02-25 0746 TM1A          59  77     F5GB          59  84    
QSO:  7099 PH 2017-02-25 0746 TM1A          59  77     DP6T          59  017   
QSO:  3796 PH 2017-02-25 0746 TM1A          59  77     F5AJG         59  59    
QSO: 14225 PH 2017-02-25 0746 TM1A          59  77     VK2HTM        59  001   
QSO:  7099 PH 2017-02-25 0747 TM1A          59  77     F6DFI         59  44    
QSO:  3796 PH 2017-02-25 0747 TM1A          59  77     F4KJN         59  46    
QSO: 14225 PH 2017-02-25 0747 TM1A          59  77     OH3EYR        59  026   
QSO:  3796 PH 2017-02-25 0748 TM1A          59  77     F4AFM         59  80    
QSO: 14225 PH 2017-02-25 0748 TM1A          59  77     9H1AE         59  002   
QSO:  3796 PH 2017-02-25 0749 TM1A          59  77     F4FHY         59  90    
QSO:  7099 PH 2017-02-25 0749 TM1A          59  77     DC8SP         59  001   
QSO:  7099 PH 2017-02-25 0749 TM1A          59  77     F6ERL         59  06    
QSO:  3796 PH 2017-02-25 0750 TM1A          59  77     F4FVB         59  77    
QSO:  3796 PH 2017-02-25 0750 TM1A          59  77     PE1EWR        59  021   
QSO:  3796 PH 2017-02-25 0752 TM1A          59  77     F5KAR         59  76    
QSO:  3796 PH 2017-02-25 0752 TM1A          59  77     ON6SI         59  069   
QSO:  3796 PH 2017-02-25 0753 TM1A          59  77     F4EZG         59  87    
QSO:  7124 PH 2017-02-25 0753 TM1A          59  77     TK5KP         59  2A    
QSO:  3796 PH 2017-02-25 0753 TM1A          59  77     F5NKX         59  50    
QSO:  3796 PH 2017-02-25 0753 TM1A          59  77     F4DLL         59  93    
QSO:  7175 PH 2017-02-25 0754 TM1A          59  77     F8BPN         59  19    
QSO:  3796 PH 2017-02-25 0754 TM1A          59  77     F5MSB         59  32    
QSO:  3796 PH 2017-02-25 0755 TM1A          59  77     F4CUO         59  31    
QSO:  3796 PH 2017-02-25 0755 TM1A          59  77     F5KBM         59  62    
QSO:  3796 PH 2017-02-25 0756 TM1A          59  77     F6BAT         59  59    
QSO:  7122 PH 2017-02-25 0756 TM1A          59  77     F5PSG         59  44    
QSO:  3796 PH 2017-02-25 0756 TM1A          59  77     TM1O          59  81    
QSO:  3796 PH 2017-02-25 0756 TM1A          59  77     F4FFH         59  50    
QSO:  3796 PH 2017-02-25 0757 TM1A          59  77     F4GGQ         59  29    
QSO:  7099 PH 2017-02-25 0800 TM1A          59  77     DK8TA         59  050   
QSO:  7060 PH 2017-02-25 0802 TM1A          59  77     F6KJJ         59  38    
QSO:  7118 PH 2017-02-25 0803 TM1A          59  77     F5KMB         59  60    
QSO:  7152 PH 2017-02-25 0806 TM1A          59  77     F4FSY         59  69    
QSO:  3796 PH 2017-02-25 0809 TM1A          59  77     F6CLQ         59  89    
QSO:  7100 PH 2017-02-25 0812 TM1A          59  77     TM40ULIS      59  91    
QSO:  3796 PH 2017-02-25 0812 TM1A          59  77     F4HJO         59  76    
QSO:  7145 PH 2017-02-25 0812 TM1A          59  77     F5DJL         59  74    
QSO:  7166 PH 2017-02-25 0813 TM1A          59  77     F4WBN         59  64    
QSO: 14155 PH 2017-02-25 0814 TM1A          59  77     F6GCT         59  77    
QSO:  7163 PH 2017-02-25 0815 TM1A          59  77     F6CXJ         59  47    
QSO:  7176 PH 2017-02-25 0816 TM1A          59  77     F5AAR         59  49    
QSO:  7097 PH 2017-02-25 0817 TM1A          59  77     F4GGQ         59  29    
QSO:  3796 PH 2017-02-25 0817 TM1A          59  77     F4GPK         59  60    
QSO:  7154 PH 2017-02-25 0817 TM1A          59  77     F6HPP         59  02    
QSO:  3796 PH 2017-02-25 0818 TM1A          59  77     F6KQL         59  21    
QSO:  7147 PH 2017-02-25 0819 TM1A          59  77     TM5G          59  44    
QSO:  7140 PH 2017-02-25 0819 TM1A          59  77     F6GPT         59  33    
QSO:  3796 PH 2017-02-25 0820 TM1A          59  77     F4FQF         59  34    
QSO:  7110 PH 2017-02-25 0820 TM1A          59  77     F5IG/P        59  47    
QSO: 14132 PH 2017-02-25 0820 TM1A          59  77     FK8IK         59  FK    
QSO:  3796 PH 2017-02-25 0820 TM1A          59  77     F8DNX         59  64    
QSO:  3796 PH 2017-02-25 0821 TM1A          59  77     ON2TX         59  009   
QSO:  7134 PH 2017-02-25 0822 TM1A          59  77     F5HIJ         59  33    
QSO:  3796 PH 2017-02-25 0822 TM1A          59  77     F5APQ         59  62    
QSO:  7150 PH 2017-02-25 0822 TM1A          59  77     TM2F          59  02    
QSO:  3796 PH 2017-02-25 0822 TM1A          59  77     F6BQP         59  49    
QSO:  3796 PH 2017-02-25 0823 TM1A          59  77     F8AYR         59  47    
QSO:  3796 PH 2017-02-25 0823 TM1A          59  77     F5MNO         59  59    
QSO: 14223 PH 2017-02-25 0824 TM1A          59  77     RA3NC         59  004   
QSO:  3796 PH 2017-02-25 0824 TM1A          59  77     EI7GL         59  016   
QSO:  3796 PH 2017-02-25 0824 TM1A          59  77     F5JCE         59  73    
QSO:  7120 PH 2017-02-25 0825 TM1A          59  77     F4GGJ         59  81    
QSO:  3796 PH 2017-02-25 0825 TM1A          59  77     F8KGW         59  35    
QSO:  3796 PH 2017-02-25 0826 TM1A          59  77     F6KRK         59  78    
QSO: 14223 PH 2017-02-25 0826 TM1A          59  77     EA5IOZ        59  004   
QSO:  3796 PH 2017-02-25 0827 TM1A          59  77     F9NF          59  51    
QSO:  7088 PH 2017-02-25 0827 TM1A          59  77     F5KKD         59  93    
QSO:  3796 PH 2017-02-25 0827 TM1A          59  77     F5MA          59  78    
QSO:  3796 PH 2017-02-25 0827 TM1A          59  77     F5AUZ         59  87    
QSO:  3796 PH 2017-02-25 0828 TM1A          59  77     F4DHO         59  08    
QSO:  3796 PH 2017-02-25 0828 TM1A          59  77     F1LPT         59  59    
QSO:  3796 PH 2017-02-25 0829 TM1A          59  77     HB9EYP        59  019   
QSO:  3796 PH 2017-02-25 0829 TM1A          59  77     F5IQY         59  02    
QSO:  7132 PH 2017-02-25 0829 TM1A          59  77     TM2D          59  32    
QSO:  3796 PH 2017-02-25 0829 TM1A          59  77     F6GEU         59  49    
QSO: 14223 PH 2017-02-25 0829 TM1A          59  77     IT9/F6FSU     59  010   
QSO:  3796 PH 2017-02-25 0830 TM1A          59  77     F1PBT         59  77    
QSO:  7142 PH 2017-02-25 0830 TM1A          59  77     TM5TT         59  41    
QSO:  3796 PH 2017-02-25 0830 TM1A          59  77     F4DJC         59  32    
QSO:  3796 PH 2017-02-25 0830 TM1A          59  77     F1UDC         59  75    
QSO:  3796 PH 2017-02-25 0830 TM1A          59  77     F4FLF         59  77    
QSO: 14223 PH 2017-02-25 0830 TM1A          59  77     OH6ECM        59  007   
QSO:  3796 PH 2017-02-25 0831 TM1A          59  77     F1UBA         59  66    
QSO:  7092 PH 2017-02-25 0831 TM1A          59  77     F1AKK         59  29    
QSO: 14223 PH 2017-02-25 0831 TM1A          59  77     R2GB          59  004   
QSO:  3796 PH 2017-02-25 0831 TM1A          59  77     F6FQN         59  49    
QSO:  3796 PH 2017-02-25 0831 TM1A          59  77     F6GTH         59  47    
QSO: 14223 PH 2017-02-25 0831 TM1A          59  77     UR5EAF        59  005   
QSO: 14223 PH 2017-02-25 0832 TM1A          59  77     LZ1KU         59  004   
QSO:  3796 PH 2017-02-25 0832 TM1A          59  77     F6EQZ         59  51    
QSO:  3796 PH 2017-02-25 0833 TM1A          59  77     F6ISB         59  26    
QSO: 14223 PH 2017-02-25 0833 TM1A          59  77     IW7BIM        59  002   
QSO:  7091 PH 2017-02-25 0833 TM1A          59  77     F5HTK         59  31    
QSO:  3796 PH 2017-02-25 0833 TM1A          59  77     F4FRF         59  42    
QSO:  7091 PH 2017-02-25 0834 TM1A          59  77     F4GKL         59  84    
QSO: 14223 PH 2017-02-25 0834 TM1A          59  77     YT2DDK        59  006   
QSO:  3796 PH 2017-02-25 0834 TM1A          59  77     F6DTZ         59  65    
QSO:  3796 PH 2017-02-25 0834 TM1A          59  77     F6BYJ         59  16    
QSO:  7091 PH 2017-02-25 0834 TM1A          59  77     I1JTK         59  002   
QSO:  3796 PH 2017-02-25 0835 TM1A          59  77     F4GXX         59  35    
QSO:  3796 PH 2017-02-25 0835 TM1A          59  77     F4HOG/P       59  27    
QSO:  3796 PH 2017-02-25 0836 TM1A          59  77     F1PPI         59  28    
QSO: 14223 PH 2017-02-25 0836 TM1A          59  77     RV7M          59  003   
QSO:  3796 PH 2017-02-25 0836 TM1A          59  77     F4HLR         59  72    
QSO:  3796 PH 2017-02-25 0836 TM1A          59  77     F4GER         59  35    
QSO:  3796 PH 2017-02-25 0837 TM1A          59  77     F6BIA         59  91    
QSO: 14223 PH 2017-02-25 0837 TM1A          59  77     F4KIY         59  57    
QSO:  3796 PH 2017-02-25 0837 TM1A          59  77     F5IZJ         59  49    
QSO:  3796 PH 2017-02-25 0837 TM1A          59  77     F5OCL         59  68    
QSO:  3796 PH 2017-02-25 0838 TM1A          59  77     F5DBX         59  31    
QSO:  7091 PH 2017-02-25 0838 TM1A          59  77     I2CZQ         59  027   
QSO:  3796 PH 2017-02-25 0838 TM1A          59  77     F5PDM         59  77    
QSO:  7091 PH 2017-02-25 0839 TM1A          59  77     F5KSE         59  31    
QSO:  3796 PH 2017-02-25 0839 TM1A          59  77     F5AGO         59  86    
QSO: 14223 PH 2017-02-25 0839 TM1A          59  77     JH1JEX        59  003   
QSO:  3796 PH 2017-02-25 0840 TM1A          59  77     TM5PU         59  81    
QSO:  3796 PH 2017-02-25 0840 TM1A          59  77     F4FAO         59  85    
QSO:  7091 PH 2017-02-25 0840 TM1A          59  77     F1ROA         59  87    
QSO:  3796 PH 2017-02-25 0840 TM1A          59  77     TM2T          59  13    
QSO: 14223 PH 2017-02-25 0840 TM1A          59  77     SV1ONV        59  003   
QSO:  7091 PH 2017-02-25 0841 TM1A          59  77     IK8UND        59  022   
QSO:  7091 PH 2017-02-25 0841 TM1A          59  77     F1PNJ         59  33    
QSO:  3796 PH 2017-02-25 0841 TM1A          59  77     F4NRR         59  44    
QSO: 14223 PH 2017-02-25 0841 TM1A          59  77     US5ZE         59  006   
QSO:  3796 PH 2017-02-25 0842 TM1A          59  77     F2IF          59  82    
QSO:  3796 PH 2017-02-25 0842 TM1A          59  77     F5ONA         59  47    
QSO:  3796 PH 2017-02-25 0843 TM1A          59  77     F5IAE         59  18    
QSO:  3796 PH 2017-02-25 0843 TM1A          59  77     F8KHW         59  62    
QSO: 14223 PH 2017-02-25 0843 TM1A          59  77     IW5FSY        59  001   
QSO:  3796 PH 2017-02-25 0843 TM1A          59  77     F1GLJ         59  19    
QSO: 14223 PH 2017-02-25 0843 TM1A          59  77     F5AAR         59  49    
QSO:  3796 PH 2017-02-25 0844 TM1A          59  77     F8KGZ         59  54    
QSO: 14223 PH 2017-02-25 0844 TM1A          59  77     OH7KC         59  001   
QSO:  7091 PH 2017-02-25 0845 TM1A          59  77     F9GN          59  11    
QSO:  3796 PH 2017-02-25 0845 TM1A          59  77     F5PVJ         59  30    
QSO:  3796 PH 2017-02-25 0845 TM1A          59  77     F5ETA         59  23    
QSO:  3796 PH 2017-02-25 0846 TM1A          59  77     F8NJ          59  10    
QSO:  7091 PH 2017-02-25 0846 TM1A          59  77     F6KFH         59  57    
QSO: 14223 PH 2017-02-25 0846 TM1A          59  77     J28PJ         59  002   
QSO:  3796 PH 2017-02-25 0846 TM1A          59  77     F6ACD         59  85    
QSO:  3796 PH 2017-02-25 0847 TM1A          59  77     F1HRU         59  33    
QSO:  7091 PH 2017-02-25 0847 TM1A          59  77     F4HPM         59  47    
QSO:  3796 PH 2017-02-25 0847 TM1A          59  77     F6BKD         59  47    
QSO: 14223 PH 2017-02-25 0848 TM1A          59  77     SV1DAF        59  001   
QSO:  3796 PH 2017-02-25 0848 TM1A          59  77     F4ETT         59  58    
QSO:  3796 PH 2017-02-25 0848 TM1A          59  77     F4FIU         59  59    
QSO:  7091 PH 2017-02-25 0848 TM1A          59  77     G8ZRE         59  027   
QSO:  7091 PH 2017-02-25 0848 TM1A          59  77     F5JY          59  83    
QSO:  3796 PH 2017-02-25 0848 TM1A          59  77     F4BCG         59  91    
QSO:  3796 PH 2017-02-25 0849 TM1A          59  77     F8CED         59  44    
QSO:  7091 PH 2017-02-25 0849 TM1A          59  77     F4HQE         59  29    
QSO:  3796 PH 2017-02-25 0849 TM1A          59  77     F5NRE         59  48    
QSO:  7091 PH 2017-02-25 0849 TM1A          59  77     F1GLJ         59  19    
QSO:  3796 PH 2017-02-25 0850 TM1A          59  77     F5SEY         59  44    
QSO: 14223 PH 2017-02-25 0851 TM1A          59  77     PA3EVY        59  044   
QSO:  3796 PH 2017-02-25 0851 TM1A          59  77     F4GCA         59  55    
QSO:  3796 PH 2017-02-25 0851 TM1A          59  77     F4BQS         59  62    
QSO:  3796 PH 2017-02-25 0851 TM1A          59  77     F1DLZ         59  60    
QSO:  3796 PH 2017-02-25 0851 TM1A          59  77     F6BLZ         59  46    
QSO:  7091 PH 2017-02-25 0852 TM1A          59  77     F6FMN         59  22    
QSO:  3796 PH 2017-02-25 0852 TM1A          59  77     F1PHB         59  57    
QSO: 14223 PH 2017-02-25 0852 TM1A          59  77     IU7EDX        59  001   
QSO:  7091 PH 2017-02-25 0852 TM1A          59  77     F5ANZ         59  73    
QSO:  3796 PH 2017-02-25 0852 TM1A          59  77     F5KDC         59  63    
QSO:  7091 PH 2017-02-25 0852 TM1A          59  77     F5NHJ         59  32    
QSO:  3796 PH 2017-02-25 0853 TM1A          59  77     F5CT          59  61    
QSO:  3796 PH 2017-02-25 0853 TM1A          59  77     F6DYX         59  49    
QSO: 14223 PH 2017-02-25 0854 TM1A          59  77     RN4CA         59  003   
QSO:  7091 PH 2017-02-25 0854 TM1A          59  77     F6GAQ         59  13    
QSO:  3796 PH 2017-02-25 0854 TM1A          59  77     F8GQO         59  81    
