START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-CW
CALLSIGN: RZ4AG
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: RZ4AG
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-CW CQWPX/cw/2017.
QSO:  7009 CW 2017-05-27 0151 RZ4AG         599 AK1W          599 295
QSO: 14000 CW 2017-05-27 1301 RZ4AG         599 056 UT4LW         599 991
QSO: 14001 CW 2017-05-27 1301 RZ4AG         599 0057 SE4E          599 0532
QSO: 14010 CW 2017-05-27 1301 RZ4AG         599 058 UR8QR         599 162
QSO: 14000 CW 2017-05-27 1304 RZ4AG         599 0060 EW6M          599 0285
QSO: 14000 CW 2017-05-27 1304 RZ4AG         599 061 OM7AG         599 298
QSO: 14000 CW 2017-05-27 1305 RZ4AG         599 062 IZ8GCB        599 0275
QSO: 14001 CW 2017-05-27 1305 RZ4AG         599 0063 S56A          599 0352
QSO: 14000 CW 2017-05-27 1306 RZ4AG         599 0064 YO3FF         599 0001
QSO: 14000 CW 2017-05-27 1307 RZ4AG         599 066 DL6AG         599 006
QSO: 14000 CW 2017-05-27 1307 RZ4AG         599 0065 UR7QM         599 0201
QSO: 14001 CW 2017-05-27 1308 RZ4AG         599 070 HA5NR         599 084
QSO: 14001 CW 2017-05-27 1308 RZ4AG         599 0067 UA6GF         599 0127
QSO: 14000 CW 2017-05-27 1309 RZ4AG         599 070 SM5CIL        599 316
QSO: 14000 CW 2017-05-27 1310 RZ4AG         599 0071 SP6BXM        599 0086
QSO: 14001 CW 2017-05-27 1310 RZ4AG         599 0072 DM2M          599 0537
QSO: 14000 CW 2017-05-27 1311 RZ4AG         599 0073 US3EW         599 0284
QSO: 14001 CW 2017-05-27 1312 RZ4AG         599 075 UR3QTN        599 006
QSO: 14001 CW 2017-05-27 1314 RZ4AG         599 0079 ER4A          599 1320
QSO: 14001 CW 2017-05-27 1315 RZ4AG         599 0081 DF3OL         599 0113
QSO: 14001 CW 2017-05-27 1317 RZ4AG         599 0084 DJ9HX         599 0047
QSO: 14001 CW 2017-05-27 1317 RZ4AG         599 0083 SN7O          599 0609
QSO: 14000 CW 2017-05-27 1318 RZ4AG         599 085 DL1LOD        599 0242
QSO: 14000 CW 2017-05-27 1319 RZ4AG         599 087 DL5LYM        599 0495
QSO: 14001 CW 2017-05-27 1319 RZ4AG         599 0086 SM5ACQ        599 0114
QSO: 14001 CW 2017-05-27 1321 RZ4AG         599 0088 HG4F          599 0528
QSO: 14000 CW 2017-05-27 1322 RZ4AG         599 91 ES2EZ         599 164
QSO: 14001 CW 2017-05-27 1322 RZ4AG         599 0090 LZ1QV         599 0182
QSO: 14000 CW 2017-05-27 1323 RZ4AG         599 092 TM4Q          599 0753
QSO: 14001 CW 2017-05-27 1323 RZ4AG         599 0889 DJ6TB         599 0041
QSO: 14000 CW 2017-05-27 1324 RZ4AG         599 0093 DL9LM         599 0313
QSO: 14001 CW 2017-05-27 1326 RZ4AG         599 0072 SF2X          599 0073
QSO: 14001 CW 2017-05-27 1327 RZ4AG         599 0095 YR32A         599 0204
QSO: 14000 CW 2017-05-27 1330 RZ4AG         599 096 JR2PMT        599 231
QSO: 14009 CW 2017-05-27 1331 RZ4AG         599 0097 VK4SN         599 0390
QSO: 21007 CW 2017-05-27 1334 RZ4AG         599 099 PW2D          599 0500
QSO: 14062 CW 2017-05-27 1340 RZ4AG         599 0100 NG3R          599 0115
QSO: 14000 CW 2017-05-27 1348 RZ4AG         599 101 JN2AMD        599 522
QSO: 14000 CW 2017-05-27 1349 RZ4AG         599 0102 DS4EOI        599 0406
QSO: 21047 CW 2017-05-27 1407 RZ4AG         599 0103 PR5W          599 0277
QSO: 14098 CW 2017-05-27 1518 RZ4AG         599 105 DF5RF         599 0437
QSO: 14098 CW 2017-05-27 1518 RZ4AG         599 0104 DK5AX         599 0494
QSO:  7001 CW 2017-05-27 1738 RZ4AG         599 0107 JT5DX         599 2093
QSO: 14038 CW 2017-05-27 1740 RZ4AG         599 0108 BI8FZA        599 0750
QSO:  7003 CW 2017-05-27 1747 RZ4AG         599 109 RK0UT         599 818
QSO:  7000 CW 2017-05-27 1754 RZ4AG         599 110 EW3W          599 215
QSO:  7000 CW 2017-05-27 1755 RZ4AG         599 0111 YL5X          599 0782
QSO:  7001 CW 2017-05-27 1757 RZ4AG         599 0112 UF8T          599 0175
QSO:  7000 CW 2017-05-27 1758 RZ4AG         599 0113 9A1CBM        599 0282
QSO:  7003 CW 2017-05-27 1759 RZ4AG         599 115 UG9C          599 278
QSO:  7003 CW 2017-05-27 1759 RZ4AG         599 0114 YT2AAA        599 0377
QSO:  7005 CW 2017-05-27 1800 RZ4AG         599 0116 S53A          599 1287
QSO:  7005 CW 2017-05-27 1801 RZ4AG         599 117 HG7T          599 0585
QSO:  7006 CW 2017-05-27 1802 RZ4AG         599 118 RU1A          599 0958
QSO:  7022 CW 2017-05-27 1807 RZ4AG         599 0120 OG25YL        599 0579
QSO:  7045 CW 2017-05-27 1809 RZ4AG         599 0121 4L6QC         599 0266
QSO:  7056 CW 2017-05-27 1812 RZ4AG         599 122 HA3NU         599 0965
QSO: 14009 CW 2017-05-27 1832 RZ4AG         599 124 SV2/SV1RP/A   599 0509
QSO:  7027 CW 2017-05-27 1849 RZ4AG         599 125 II9P          599 0743
QSO:  7057 CW 2017-05-27 1902 RZ4AG         599 126 JR4OZR        599 806
QSO:  7051 CW 2017-05-27 1903 RZ4AG         599 0127 VK6LW         599 1001
QSO:  7033 CW 2017-05-27 1908 RZ4AG         599 128 B1Z           599 0457
QSO:  7003 CW 2017-05-27 1920 RZ4AG         599 0129 HS0ZIA        599 0924
QSO:  7047 CW 2017-05-28 0544 RZ4AG         599 0130 ER4A          599 2193
QSO: 14001 CW 2017-05-28 1144 RZ4AG         599 132 P33W          599 2621
QSO: 14002 CW 2017-05-28 1144 RZ4AG         599 131 OL4A          599 2196
QSO: 14005 CW 2017-05-28 1146 RZ4AG         599 0133 S59A          599 0274
QSO: 14000 CW 2017-05-28 1456 RZ4AG         599 134 LY7Z          599 1283
QSO: 14003 CW 2017-05-28 1457 RZ4AG         599 135 OL3Z          599 2985
QSO: 14015 CW 2017-05-28 1500 RZ4AG         599 136 EU1WW         599 1729
QSO: 14023 CW 2017-05-28 1502 RZ4AG         599 0137 OP4K          599 2357
QSO:  7009 CW 2017-05-28 1506 RZ4AG         599 0139 EW8W          599 1130
QSO:  7001 CW 2017-05-28 1509 RZ4AG         599 0138 YR8D          599 2283
QSO:  7002 CW 2017-05-28 1635 RZ4AG         599 0140 4Z4AK         599 1089
QSO:  7002 CW 2017-05-28 1635 RZ4AG         599 141 YT5A          599 1592
QSO:  7004 CW 2017-05-28 1637 RZ4AG         599 0142 SN8C          599 1475
QSO:  7006 CW 2017-05-28 1638 RZ4AG         599 0143 YT7A          599 1612
QSO:  7007 CW 2017-05-28 1638 RZ4AG         599 0144 LY2MM         599 1226
QSO:  7008 CW 2017-05-28 1640 RZ4AG         599 0145 9A3XV         599 1842
QSO:  7009 CW 2017-05-28 1640 RZ4AG         599 0146 SM2U          599 1108
QSO:  7010 CW 2017-05-28 1642 RZ4AG         599 147 RW4W          599 2167
QSO:  7010 CW 2017-05-28 1645 RZ4AG         599 0148 SV2DSJ        599 0973
QSO:  7010 CW 2017-05-28 1834 RZ4AG         599 150 RX9WN         599 647
QSO:  7012 CW 2017-05-28 1835 RZ4AG         599 0151 LZ4T          599 1185
QSO:  7012 CW 2017-05-28 1836 RZ4AG         599 152 LX7I          599 3182
QSO:  7013 CW 2017-05-28 1837 RZ4AG         599 153 OL6P          599 2199
QSO:  7014 CW 2017-05-28 1838 RZ4AG         599 154 OM7M          599 1692
QSO:  7015 CW 2017-05-28 1838 RZ4AG         599 155 UP0L          599 3296
QSO:  7016 CW 2017-05-28 1839 RZ4AG         599 156 OL9R          599 1170
QSO:  7018 CW 2017-05-28 1840 RZ4AG         599 0158 R3KM          599 0663
QSO:  7018 CW 2017-05-28 1840 RZ4AG         599 157 SN3A          599 1626
QSO:  7021 CW 2017-05-28 1841 RZ4AG         599 0159 UP2L          599 2928
END-OF-LOG:
