START-OF-LOG: 3.0
CALLSIGN: ED1D
ARRL-SECTION: DX
CLUB: 
CONTEST: EA-PSK63
CATEGORY-BAND: ALL
CATEGORY-MODE: RTTY
CATEGORY: SINGLE-OP ALL
CATEGORY-POWER: 
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
OPERATORS: EC1D
NAME: Jesús Díaz Pérez
CLAIMED-SCORE: 16511
SOAPBOX: mi primera vez de psk.... ha estado entretenido....y auto aislado
QSO:  3500 PS 2020-03-14 2121 ED1D          599      P EA2XR         599     BI 
QSO:  3500 PS 2020-03-15 0505 ED1D          599      P US7KC         599    151 
QSO:  3500 PS 2020-03-15 0508 ED1D          599      P SQ1BVG        599    148 
QSO:  7000 PS 2020-03-15 0513 ED1D          599      P R4OF          599    099 
QSO:  7000 PS 2020-03-15 0515 ED1D          599      P YO9GSB        599    100 
QSO:  7000 PS 2020-03-15 0519 ED1D          599      P OK2UHP        599    083 
QSO:  7000 PS 2020-03-15 0521 ED1D          599      P UX7QV         599    178 
QSO:  7000 PS 2020-03-15 0523 ED1D          599      P YO8DHA        599   0135 
QSO:  7000 PS 2020-03-15 0532 ED1D          599      P UW1G          599    127 
QSO:  7000 PS 2020-03-15 0538 ED1D          599      P RA1ALC        599    154 
QSO:  7000 PS 2020-03-15 0539 ED1D          599      P IW3IOD        599    149 
QSO:  7000 PS 2020-03-15 0543 ED1D          599      P LY2PAD        599    091 
QSO:  7000 PS 2020-03-15 0546 ED1D          599      P RX6BH         599    083 
QSO:  7000 PS 2020-03-15 0548 ED1D          599      P DG9BEO        599    134 
QSO:  7000 PS 2020-03-15 0550 ED1D          599      P LZ3QE         599    024 
QSO:  7000 PS 2020-03-15 0552 ED1D          599      P SP5TAZ        599    098 
QSO:  7000 PS 2020-03-15 0603 ED1D          599      P HB9HQX        599    074 
QSO:  7000 PS 2020-03-15 0606 ED1D          599      P DL2GMK        599    005 
QSO:  7000 PS 2020-03-15 0613 ED1D          599      P SP5BUJ        599    094 
QSO:  7000 PS 2020-03-15 0618 ED1D          599      P UT4LW         599    045 
QSO:  7000 PS 2020-03-15 0623 ED1D          599      P UT2GA         599    100 
QSO:  7000 PS 2020-03-15 0629 ED1D          599      P DL3SYA        599    285 
QSO:  7000 PS 2020-03-15 0639 ED1D          599      P S57ZT         599    242 
QSO:  7000 PS 2020-03-15 0719 ED1D          599      P OT7D          599    153 
QSO:  7000 PS 2020-03-15 0722 ED1D          599      P ED3D          599     GI 
QSO:  7000 PS 2020-03-15 0725 ED1D          599      P PG2K          599    091 
QSO:  7000 PS 2020-03-15 0727 ED1D          599      P EA8UE         599     TF 
QSO:  7000 PS 2020-03-15 0727 ED1D          599      P OO3O          599    228 
QSO:  7000 PS 2020-03-15 0734 ED1D          599      P UR5SD         599    261 
QSO:  7000 PS 2020-03-15 0740 ED1D          599      P EA5IQO        599     MU 
QSO:  7000 PS 2020-03-15 0746 ED1D          599      P EA7KHB        599     CO 
QSO:  7000 PS 2020-03-15 0749 ED1D          599      P IK2SBB        599    141 
QSO:  7000 PS 2020-03-15 0756 ED1D          599      P EC7WA         599      H 
QSO:  7000 PS 2020-03-15 0801 ED1D          599      P DL5KUD        599    136 
QSO:  7000 PS 2020-03-15 0802 ED1D          599      P EA7KFX        599     CA 
QSO:  7000 PS 2020-03-15 0803 ED1D          599      P IN3FOI        599    171 
QSO:  7000 PS 2020-03-15 0803 ED1D          599      P EA7DUT        599     CO 
QSO:  7000 PS 2020-03-15 0821 ED1D          599      P EA7SL         599     CA 
QSO:  7000 PS 2020-03-15 0827 ED1D          599      P EA5XC         599      A 
QSO:  7000 PS 2020-03-15 0830 ED1D          599      P EA5GOR        599      A 
QSO:  7000 PS 2020-03-15 0833 ED1D          599      P IV3KKW        599    143 
QSO:  7000 PS 2020-03-15 0839 ED1D          599      P EA7IYF        599     AL 
QSO:  3500 PS 2020-03-15 0844 ED1D          599      P EA4FR         599     CR 
QSO:  3500 PS 2020-03-15 0845 ED1D          599      P EA4GRZ        599      M 
QSO:  3500 PS 2020-03-15 0847 ED1D          599      P EA5O          599      V 
QSO:  7000 PS 2020-03-15 0853 ED1D          599      P IW3FVZ        599    167 
QSO:  7000 PS 2020-03-15 0855 ED1D          599      P EA7AZA        599     CA 
QSO:  7000 PS 2020-03-15 0858 ED1D          599      P HB9OCR        599    070 
QSO:  7000 PS 2020-03-15 0859 ED1D          599      P EA5SM         599      A 
QSO:  7000 PS 2020-03-15 0900 ED1D          599      P EA1VT         599      T 
QSO:  7000 PS 2020-03-15 0904 ED1D          599      P 9A1FL         599    194 
QSO:  7000 PS 2020-03-15 0909 ED1D          599      P F5OAM         599    151 
QSO: 14000 PS 2020-03-15 0952 ED1D          599      P YO3RU         599    094 
QSO: 14000 PS 2020-03-15 0953 ED1D          599      P IT9VCE        599    210 
QSO: 14000 PS 2020-03-15 0956 ED1D          599      P R4OF          599    133 
QSO: 14000 PS 2020-03-15 0959 ED1D          599      P YO8DHA        599   0268 
QSO: 14000 PS 2020-03-15 1000 ED1D          599      P US7KC         599    286 
QSO: 14000 PS 2020-03-15 1001 ED1D          599      P EA1AF         599      P 
QSO: 14000 PS 2020-03-15 1005 ED1D          599      P SP6IHE        599    036 
QSO: 14000 PS 2020-03-15 1008 ED1D          599      P SQ3MZ         599    146 
QSO: 14000 PS 2020-03-15 1010 ED1D          599      P OK2EA         599    181 
QSO: 14000 PS 2020-03-15 1011 ED1D          599      P HA6NL         599    277 
QSO: 14000 PS 2020-03-15 1013 ED1D          599      P UR5LP         599    143 
QSO: 14000 PS 2020-03-15 1015 ED1D          599      P PD0ME         599    053 
QSO: 14000 PS 2020-03-15 1019 ED1D          599      P RQ2Q          599    163 
QSO: 14000 PS 2020-03-15 1022 ED1D          599      P SF1Z          599    163 
QSO: 14000 PS 2020-03-15 1027 ED1D          599      P R3WA          599    188 
QSO: 14000 PS 2020-03-15 1137 ED1D          599      P HG8C          599    096 
QSO: 14000 PS 2020-03-15 1139 ED1D          599      P YL2CI         599    212 
QSO: 14000 PS 2020-03-15 1140 ED1D          599      P RA1QFU        599    416 
QSO: 14000 PS 2020-03-15 1142 ED1D          599      P HZ1TT         599    054 
QSO: 14000 PS 2020-03-15 1145 ED1D          599      P UY7MM         599    141 
QSO: 14000 PS 2020-03-15 1146 ED1D          599      P SP1DOZ        599    051 
QSO: 14000 PS 2020-03-15 1148 ED1D          599      P RN5AA         599    340 
QSO: 14000 PS 2020-03-15 1153 ED1D          599      P DL3KVR        599    098 
QSO: 14000 PS 2020-03-15 1156 ED1D          599      P YO3GNF        599    022 
QSO: 14000 PS 2020-03-15 1157 ED1D          599      P DJ0YI         599    094 
QSO: 14000 PS 2020-03-15 1158 ED1D          599      P UT8NT         599    233 
QSO: 14000 PS 2020-03-15 1202 ED1D          599      P SP9WZO        599    058 
QSO: 14000 PS 2020-03-15 1206 ED1D          599      P EA8W          599     GC 
QSO: 14000 PS 2020-03-15 1209 ED1D          599      P SP6JZP        599    224 
QSO: 14000 PS 2020-03-15 1215 ED1D          599      P DL4KW         599    048 
QSO:  7000 PS 2020-03-15 1220 ED1D          599      P I2XLF         599    152 
QSO:  7000 PS 2020-03-15 1223 ED1D          599      P EC7D          599     MA 
QSO:  7000 PS 2020-03-15 1226 ED1D          599      P EC6DX         599     IB 
QSO:  7000 PS 2020-03-15 1229 ED1D          599      P EA5IY         599     CS 
QSO:  7000 PS 2020-03-15 1518 ED1D          599      P EA3GCT        599      B 
QSO:  7000 PS 2020-03-15 1524 ED1D          599      P CR5O          599    419 
QSO: 14000 PS 2020-03-15 1535 ED1D          599      P UR4IPW        599    235 
QSO: 14000 PS 2020-03-15 1541 ED1D          599      P YO9HP         599    236 
QSO: 14000 PS 2020-03-15 1544 ED1D          599      P IK2IKW        599    061 
QSO: 14000 PS 2020-03-15 1545 ED1D          599      P IT9SSI        599    076 
QSO: 14000 PS 2020-03-15 1547 ED1D          599      P UT2SQ         599    067 
QSO: 14000 PS 2020-03-15 1550 ED1D          599      P IK2EBP        599    042 
QSO: 14000 PS 2020-03-15 1554 ED1D          599      P SP2UUU        599    039 
QSO: 14000 PS 2020-03-15 1600 ED1D          599      P LY2CV         599    051 
END-OF-LOG: 
