START-OF-LOG: 3.0
CATEGORY: Portable, multi operator, low power, assisted
CONTEST: FD SSB
SPECIFIC: T19
CALLSIGN: DK0CN/P
OPERATORS: DL2MHO DL1MRA DC1MPS DL1MTV DM7WL DL1MEF DL8MAS DG5DJ DC1SMB DL1MTM
QSO:  3500 PH 2025-09-06 1948 DK0CN/P       59  083    DL0RN/P       59  217
QSO:  3500 PH 2025-09-06 1951 DK0CN/P       59  084    OO4U/P        59  427
QSO:  3500 PH 2025-09-06 1956 DK0CN/P       59  085    S54I/P        59  140
QSO:  3500 PH 2025-09-06 1958 DK0CN/P       59  086    DK0IL/P       59  071
QSO:  3500 PH 2025-09-06 2001 DK0CN/P       59  087    S57WX/P       59  260
QSO:  3500 PH 2025-09-06 2003 DK0CN/P       59  088    LA1QRO/P      59  180
QSO:  3500 PH 2025-09-06 2004 DK0CN/P       59  089    DK0RZ/P       59  284
QSO:  3500 PH 2025-09-06 2007 DK0CN/P       59  090    DK0B/P        59  305
QSO:  3500 PH 2025-09-06 2008 DK0CN/P       59  091    OR5R/P        59  505
QSO:  3500 PH 2025-09-06 2010 DK0CN/P       59  092    DQ1V/P        59  259
QSO:  3500 PH 2025-09-06 2012 DK0CN/P       59  093    OP6A/P        59  559
QSO:  3500 PH 2025-09-06 2014 DK0CN/P       59  094    DM6M/P        59  179
QSO:  3500 PH 2025-09-06 2014 DK0CN/P       59  095    DL0ZA/P       59  215
QSO:  3500 PH 2025-09-06 2015 DK0CN/P       59  096    ON6NB/P       59  213
QSO:  3500 PH 2025-09-06 2018 DK0CN/P       59  097    DF0T/P        59  094
QSO:  3500 PH 2025-09-06 2020 DK0CN/P       59  098    ON6WL/P       59  292
QSO:  3500 PH 2025-09-06 2021 DK0CN/P       59  099    DL8R/P        59  091
QSO:  3500 PH 2025-09-06 2027 DK0CN/P       59  100    DK0FN/P       59  227
QSO:  3500 PH 2025-09-06 2033 DK0CN/P       59  101    ON6UB/P       59  330
QSO:  3500 PH 2025-09-06 2034 DK0CN/P       59  102    OK1KDA/P      59  340
QSO:  3500 PH 2025-09-06 2036 DK0CN/P       59  103    HB9LU/P       59  449
QSO:  3500 PH 2025-09-06 2038 DK0CN/P       59  104    DM3OA/P       59  099
QSO:  3500 PH 2025-09-06 2040 DK0CN/P       59  105    DL0SN/P       59  123
QSO:  3500 PH 2025-09-06 2041 DK0CN/P       59  106    LY5N/P        59  069
QSO:  3500 PH 2025-09-06 2042 DK0CN/P       59  107    DL0TE/P       59  217
QSO:  3500 PH 2025-09-06 2043 DK0CN/P       59  108    DM7K/P        59  130
QSO:  7000 PH 2025-09-06 2047 DK0CN/P       59  109    OZ5GX/A       59  261
QSO:  7000 PH 2025-09-06 2050 DK0CN/P       59  110    LA5LDX/P      59  073
QSO:  7000 PH 2025-09-06 2052 DK0CN/P       59  111    ON6ZT/P       59  120
QSO:  7000 PH 2025-09-06 2055 DK0CN/P       59  112    EI9VM/P       59  357
QSO:  7000 PH 2025-09-06 2110 DK0CN/P       59  113    JH4UYB        59  060
QSO:  3500 PH 2025-09-06 2114 DK0CN/P       59  114    DM3Y/P        59  083
QSO:  3500 PH 2025-09-06 2115 DK0CN/P       59  115    DL0BB/P       59  287
QSO:  3500 PH 2025-09-06 2118 DK0CN/P       59  116    DL0MZ/P       59  526
QSO:  3500 PH 2025-09-06 2119 DK0CN/P       59  117    PI4AMF/P      59  434
QSO:  3500 PH 2025-09-06 2121 DK0CN/P       59  118    DL0VE/P       59  211
QSO:  3500 PH 2025-09-06 2122 DK0CN/P       59  119    DL0LB/P       59  237
QSO:  3500 PH 2025-09-06 2124 DK0CN/P       59  120    DP6C/P        59  347
QSO:  3500 PH 2025-09-06 2128 DK0CN/P       59  121    ON6SI/P       59  353
QSO:  3500 PH 2025-09-06 2130 DK0CN/P       59  122    HB9CL/P       59  198
QSO:  3500 PH 2025-09-06 2133 DK0CN/P       59  123    DK0MN/P       59  454
QSO:  3500 PH 2025-09-06 2149 DK0CN/P       59  124    EI9VM/P       59  432
QSO:  3500 PH 2025-09-06 2154 DK0CN/P       59  125    DK0OG/P       59  075
QSO:  1800 PH 2025-09-06 2205 DK0CN/P       59  126    DL0SN/P       59  188
QSO:  1800 PH 2025-09-06 2207 DK0CN/P       59  127    DF0WH/P       59  305
QSO:  1800 PH 2025-09-06 2208 DK0CN/P       59  128    DK2A/P        59  335
QSO:  1800 PH 2025-09-06 2209 DK0CN/P       59  129    DM3W/P        59  330
QSO:  1800 PH 2025-09-06 2212 DK0CN/P       59  130    ON6SI/P       59  384
QSO:  1800 PH 2025-09-06 2217 DK0CN/P       59  131    DK0MM/P       59  744
QSO:  1800 PH 2025-09-06 2224 DK0CN/P       59  132    DK0RZ/P       59  405
QSO:  1800 PH 2025-09-06 2228 DK0CN/P       59  133    DK0IL/P       59  173
QSO:  1800 PH 2025-09-06 2233 DK0CN/P       59  134    HB9ZG/P       59  093
QSO:  1800 PH 2025-09-06 2234 DK0CN/P       59  135    DK0OD/P       59  276
QSO:  1800 PH 2025-09-06 2239 DK0CN/P       59  136    DK2R/P        59  182
QSO:  1800 PH 2025-09-06 2242 DK0CN/P       59  137    HB9AW/P       59  435
QSO:  3500 PH 2025-09-06 2246 DK0CN/P       59  138    M0YRF/P       59  201
QSO:  3500 PH 2025-09-06 2250 DK0CN/P       59  139    DK0SN/P       59  244
QSO:  3500 PH 2025-09-06 2252 DK0CN/P       59  140    DK0MM/P       59  797
QSO:  3500 PH 2025-09-06 2254 DK0CN/P       59  141    DF0VK/P       59  376
QSO:  3500 PH 2025-09-06 2256 DK0CN/P       59  142    DH0DM         59  031
QSO:  3500 PH 2025-09-06 2257 DK0CN/P       59  143    DL7KHB/P      59  159
QSO:  3500 PH 2025-09-06 2257 DK0CN/P       59  144    DL0LK/P       59  265
QSO:  3500 PH 2025-09-06 2259 DK0CN/P       59  145    LA5LDX/P      59  052
QSO:  3500 PH 2025-09-06 2300 DK0CN/P       59  146    S59DCD/P      59  162
QSO:  3500 PH 2025-09-06 2301 DK0CN/P       59  147    DK0AU/P       59  157
QSO:  3500 PH 2025-09-06 2301 DK0CN/P       59  148    DL0ULM/P      59  319
QSO:  3500 PH 2025-09-06 2302 DK0CN/P       59  149    DK0RA/P       59  181
QSO:  3500 PH 2025-09-06 2305 DK0CN/P       59  150    DB0HY/P       59  300
QSO:  3500 PH 2025-09-06 2306 DK0CN/P       59  151    DF0AS/P       59  179
QSO:  3500 PH 2025-09-06 2309 DK0CN/P       59  152    DL0LI/P       59  491
QSO:  3500 PH 2025-09-06 2312 DK0CN/P       59  153    G8SRC/P       59  442
QSO:  3500 PH 2025-09-06 2314 DK0CN/P       59  154    ON4TOR/P      59  348
QSO:  3500 PH 2025-09-06 2315 DK0CN/P       59  155    OE4C/P        59  572
QSO:  3500 PH 2025-09-06 2316 DK0CN/P       59  156    DM3C/P        59  482
QSO:  3500 PH 2025-09-06 2318 DK0CN/P       59  157    ON4RAT/P      59  340
QSO:  3500 PH 2025-09-06 2322 DK0CN/P       59  158    EI3Z/P        59  314
QSO:  3500 PH 2025-09-06 2324 DK0CN/P       59  159    ON5UG/P       59  318
QSO:  3500 PH 2025-09-06 2327 DK0CN/P       59  160    LA1K/P        59  066
QSO:  3500 PH 2025-09-06 2328 DK0CN/P       59  161    ON4FA/P       59  133
QSO:  3500 PH 2025-09-06 2331 DK0CN/P       59  162    DH1O/P        59  587
QSO:  3500 PH 2025-09-06 2332 DK0CN/P       59  163    DM5M/P        59  383
QSO:  3500 PH 2025-09-06 2333 DK0CN/P       59  164    DM2X/P        59  231
QSO:  3500 PH 2025-09-06 2333 DK0CN/P       59  165    DF0WH/P       59  369
QSO:  3500 PH 2025-09-06 2335 DK0CN/P       59  166    DL3LC/P       59  142
QSO:  3500 PH 2025-09-06 2337 DK0CN/P       59  167    DF0ID/P       59  289
QSO:  3500 PH 2025-09-06 2338 DK0CN/P       59  168    G3ULT/P       59  240
QSO:  3500 PH 2025-09-06 2338 DK0CN/P       59  169    DL0NO/P       59  251
QSO:  3500 PH 2025-09-06 2340 DK0CN/P       59  170    DL5E/P        59  201
QSO:  3500 PH 2025-09-06 2341 DK0CN/P       59  171    DM3F/P        59  543
QSO:  3500 PH 2025-09-06 2348 DK0CN/P       59  172    EI7PRC/P      59  34
QSO:  3500 PH 2025-09-06 2349 DK0CN/P       59  173    DL0CS/P       59  464
QSO:  3500 PH 2025-09-06 2350 DK0CN/P       59  174    DF0CQ/P       59  326
QSO:  3500 PH 2025-09-06 2352 DK0CN/P       59  175    HA5N/P        59  175
QSO:  1800 PH 2025-09-06 2357 DK0CN/P       59  176    ON6NB/P       59  389
QSO:  1800 PH 2025-09-06 2358 DK0CN/P       59  177    DL0WB/P       59  141
QSO:  1800 PH 2025-09-06 2359 DK0CN/P       59  178    OR7C/P        59  440
QSO:  1800 PH 2025-09-07 0000 DK0CN/P       59  179    ON4RAT/P      59  372
QSO:  1800 PH 2025-09-07 0001 DK0CN/P       59  180    HB9LU/P       59  588
QSO:  1800 PH 2025-09-07 0005 DK0CN/P       59  181    DM6M/P        59  341
QSO:  1800 PH 2025-09-07 0006 DK0CN/P       59  182    OT5X/P        59  400
QSO:  1800 PH 2025-09-07 0007 DK0CN/P       59  183    OT2L/P        59  386
QSO:  1800 PH 2025-09-07 0012 DK0CN/P       59  184    DL0FD/P       59  492
QSO:  1800 PH 2025-09-07 0014 DK0CN/P       59  185    DA2X/P        59  254
QSO:  1800 PH 2025-09-07 0016 DK0CN/P       59  186    ON4PHI/P      59  199
QSO:  1800 PH 2025-09-07 0020 DK0CN/P       59  187    DF0CQ/P       59  342
QSO:  1800 PH 2025-09-07 0021 DK0CN/P       59  188    DL0BB/P       59  394
QSO:  1800 PH 2025-09-07 0022 DK0CN/P       59  189    DP6M/P        59  430
QSO:  1800 PH 2025-09-07 0026 DK0CN/P       59  190    DP6T          59  522
QSO:  1800 PH 2025-09-07 0027 DK0CN/P       59  191    DL0VE/P       59  332
QSO:  1800 PH 2025-09-07 0028 DK0CN/P       59  192    DM3F/P        59  582
QSO:  3500 PH 2025-09-07 0035 DK0CN/P       59  193    HB9AW/P       59  510
QSO:  3500 PH 2025-09-07 0038 DK0CN/P       59  194    DL0LA/P       59  365
QSO:  3500 PH 2025-09-07 0043 DK0CN/P       59  195    OZ0IO/P       59  068
QSO:  3500 PH 2025-09-07 0047 DK0CN/P       59  196    ON4CPN/P      59  314
QSO:  3500 PH 2025-09-07 0049 DK0CN/P       59  197    DK0FR/P       59  535
QSO:  3500 PH 2025-09-07 0051 DK0CN/P       59  198    ON4MNS/P      59  457
QSO:  3500 PH 2025-09-07 0053 DK0CN/P       59  199    DL0FU/P       59  202
QSO:  3500 PH 2025-09-07 0055 DK0CN/P       59  200    M0TSL/P       59  756
QSO:  3500 PH 2025-09-07 0057 DK0CN/P       59  201    DK0MR/P       59  305
QSO:  3500 PH 2025-09-07 0059 DK0CN/P       59  202    DK8K/P        59  406
QSO:  3500 PH 2025-09-07 0101 DK0CN/P       59  203    DK2R/P        59  283
QSO:  1800 PH 2025-09-07 0102 DK0CN/P       59  204    DK0MN/P       59  614
QSO:  1800 PH 2025-09-07 0107 DK0CN/P       59  205    LA1QRO/P      59  080
QSO:  1800 PH 2025-09-07 0110 DK0CN/P       59  206    DK0FR/P       59  542
QSO:  1800 PH 2025-09-07 0112 DK0CN/P       59  207    DR7M/P        59  307
QSO:  1800 PH 2025-09-07 0114 DK0CN/P       59  208    DK0FC/P       59  417
QSO:  1800 PH 2025-09-07 0116 DK0CN/P       59  209    DL0MZ/P       59  673
QSO:  1800 PH 2025-09-07 0119 DK0CN/P       59  210    ON5UG/P       59  372
QSO:  1800 PH 2025-09-07 0119 DK0CN/P       59  211    DL0LI/P       59  578
QSO:  1800 PH 2025-09-07 0137 DK0CN/P       59  212    DK0LN/P       59  439
QSO:  1800 PH 2025-09-07 0138 DK0CN/P       59  213    DH1O/P        59  672
QSO:  1800 PH 2025-09-07 0140 DK0CN/P       59  214    DL0FU/P       59  218
QSO:  1800 PH 2025-09-07 0141 DK0CN/P       59  215    DB0HY/P       59  377
QSO:  1800 PH 2025-09-07 0144 DK0CN/P       59  216    HB9NFB/P      59  428
QSO:  1800 PH 2025-09-07 0147 DK0CN/P       59  217    DL0RN/P       59  320
QSO:  3500 PH 2025-09-07 0152 DK0CN/P       59  218    DR3W/P        59  278
QSO:  1800 PH 2025-09-07 0154 DK0CN/P       59  219    DR3W/P        59  279
QSO:  3500 PH 2025-09-07 0157 DK0CN/P       59  220    G4OO/P        59  378
QSO:  3500 PH 2025-09-07 0158 DK0CN/P       59  221    DR7M/P        59  329
QSO:  3500 PH 2025-09-07 0202 DK0CN/P       59  222    G2BQY/P       59  255
QSO:  3500 PH 2025-09-07 0203 DK0CN/P       59  223    DL6A/P        59  312
QSO:  3500 PH 2025-09-07 0205 DK0CN/P       59  224    F6KRK/P       59  416
QSO:  3500 PH 2025-09-07 0213 DK0CN/P       59  225    ON5UB/P       59  262
QSO:  3500 PH 2025-09-07 0215 DK0CN/P       59  226    ON5LL/P       59  462
QSO:  3500 PH 2025-09-07 0217 DK0CN/P       59  227    OT2L/P        59  464
QSO:  3500 PH 2025-09-07 0219 DK0CN/P       59  228    HB9MM/P       59  297
QSO:  3500 PH 2025-09-07 0221 DK0CN/P       59  229    DF0M/P        59  286
QSO:  3500 PH 2025-09-07 0222 DK0CN/P       59  230    DL0TS/P       59  243
QSO:  3500 PH 2025-09-07 0224 DK0CN/P       59  231    GX3SAD/P      59  210
QSO:  3500 PH 2025-09-07 0227 DK0CN/P       59  232    OK1KDA/P      59  402
QSO:  3500 PH 2025-09-07 0230 DK0CN/P       59  233    R3OM          59  202
QSO:  3500 PH 2025-09-07 0233 DK0CN/P       59  234    DL5L/P        59  404
QSO:  3500 PH 2025-09-07 0234 DK0CN/P       59  235    DL0FD/P       59  567
QSO:  3500 PH 2025-09-07 0235 DK0CN/P       59  236    DR7A/P        59  438
QSO:  3500 PH 2025-09-07 0235 DK0CN/P       59  237    DF0RE/P       59  160
QSO:  1800 PH 2025-09-07 0238 DK0CN/P       59  238    DL0LA/P       59  442
QSO:  1800 PH 2025-09-07 0240 DK0CN/P       59  239    DL0LB/P       59  373
QSO:  1800 PH 2025-09-07 0242 DK0CN/P       59  240    ON6UB/P       59  524
QSO:  1800 PH 2025-09-07 0249 DK0CN/P       59  241    DM7K/P        59  331
QSO:  1800 PH 2025-09-07 0250 DK0CN/P       59  242    OR5R/P        59  763
QSO:  3500 PH 2025-09-07 0303 DK0CN/P       59  243    DP6T          59  569
QSO:  3500 PH 2025-09-07 0309 DK0CN/P       59  244    DF0SX/P       59  296
QSO:  3500 PH 2025-09-07 0315 DK0CN/P       59  245    OR7C/P        59  528
QSO:  3500 PH 2025-09-07 0331 DK0CN/P       59  246    DP6R/P        59  342
QSO:  3500 PH 2025-09-07 0339 DK0CN/P       59  247    DL0WB/P       59  247
QSO:  3500 PH 2025-09-07 0341 DK0CN/P       59  248    DK0OH/P       59  263
QSO:  3500 PH 2025-09-07 0348 DK0CN/P       59  249    DF0CF/P       59  309
QSO:  3500 PH 2025-09-07 0351 DK0CN/P       59  250    DK0FC/P       59  483
QSO:  3500 PH 2025-09-07 0353 DK0CN/P       59  251    DF0A/P        59  403
QSO:  3500 PH 2025-09-07 0403 DK0CN/P       59  252    DK0LN/P       59  498
QSO:  3500 PH 2025-09-07 0412 DK0CN/P       59  253    DL7A/P        59  383
QSO:  3500 PH 2025-09-07 0415 DK0CN/P       59  254    HB9NFB/P      59  481
QSO:  3500 PH 2025-09-07 0419 DK0CN/P       59  255    M8C/P         59  536
QSO:  3500 PH 2025-09-07 0421 DK0CN/P       59  256    OK5X/P        59  499
QSO:  3500 PH 2025-09-07 0438 DK0CN/P       59  257    ON4MCL/P      59  437
QSO:  3500 PH 2025-09-07 0442 DK0CN/P       59  258    DM3W/P        59  513
QSO:  3500 PH 2025-09-07 0451 DK0CN/P       59  259    DL7AOS/P      59  526
QSO:  3500 PH 2025-09-07 0504 DK0CN/P       59  260    IZ1DGG        59  473
QSO:  3500 PH 2025-09-07 0505 DK0CN/P       59  261    DP6M/P        59  549
QSO:  3500 PH 2025-09-07 0518 DK0CN/P       59  262    DL0HN/P       59  465
QSO:  3500 PH 2025-09-07 0541 DK0CN/P       59  263    ON5ARE/P      59  359
QSO:  3500 PH 2025-09-07 0550 DK0CN/P       59  264    DK0HH/P       59  307
QSO:  3500 PH 2025-09-07 0554 DK0CN/P       59  265    DR7B/P        59  363
QSO:  3500 PH 2025-09-07 0606 DK0CN/P       59  266    DL0GE/P       59  396
QSO:  3500 PH 2025-09-07 0612 DK0CN/P       59  267    DL0TWK/P      59  166
QSO:  7000 PH 2025-09-07 0619 DK0CN/P       59  268    ON5ARE/P      59  366
QSO:  7000 PH 2025-09-07 0621 DK0CN/P       59  269    DL0HH/P       59  296
QSO:  7000 PH 2025-09-07 0623 DK0CN/P       59  270    OR5R/P        59  830
QSO:  7000 PH 2025-09-07 0625 DK0CN/P       59  271    DR3W/P        59  373
QSO:  7000 PH 2025-09-07 0632 DK0CN/P       59  272    DK0MN/P       59  704
QSO:  7000 PH 2025-09-07 0644 DK0CN/P       59  273    DL7AX         59  086
QSO:  7000 PH 2025-09-07 0646 DK0CN/P       59  274    DG7DBR        59  22
QSO:  7000 PH 2025-09-07 0646 DK0CN/P       59  275    DP3U/P        59  348
QSO:  7000 PH 2025-09-07 0647 DK0CN/P       59  276    DD0VS/P       59  158
QSO:  7000 PH 2025-09-07 0648 DK0CN/P       59  277    ON5VL/P       59  257
QSO:  7000 PH 2025-09-07 0648 DK0CN/P       59  278    G4BP/P        59  371
QSO:  7000 PH 2025-09-07 0649 DK0CN/P       59  279    OK1OA         59  184
QSO:  7000 PH 2025-09-07 0649 DK0CN/P       59  280    DK0JA/P       59  080
QSO:  7000 PH 2025-09-07 0649 DK0CN/P       59  281    ON6WL/P       59  540
QSO:  7000 PH 2025-09-07 0650 DK0CN/P       59  282    OZ7KJ/P       59  004
QSO:  7000 PH 2025-09-07 0651 DK0CN/P       59  283    TM120ESP      59  012
QSO:  7000 PH 2025-09-07 0651 DK0CN/P       59  284    DR7A/P        59  504
QSO:  7000 PH 2025-09-07 0652 DK0CN/P       59  285    DL0LB/P       59  450
QSO:  7000 PH 2025-09-07 0653 DK0CN/P       59  286    F4ELU         59  12
QSO:  7000 PH 2025-09-07 0654 DK0CN/P       59  287    ON7ERA/P      59  241
QSO:  7000 PH 2025-09-07 0654 DK0CN/P       59  288    DF0AS/P       59  236
QSO:  7000 PH 2025-09-07 0655 DK0CN/P       59  289    DM6M/P        59  500
QSO:  7000 PH 2025-09-07 0656 DK0CN/P       59  290    G8HBS         59  37
QSO:  7000 PH 2025-09-07 0656 DK0CN/P       59  291    G3MOT         59  120
QSO:  7000 PH 2025-09-07 0657 DK0CN/P       59  292    DL1JRI        59  024
QSO:  7000 PH 2025-09-07 0658 DK0CN/P       59  293    DF1BN         59  16
QSO:  7000 PH 2025-09-07 0658 DK0CN/P       59  294    DM3X/P        59  251
QSO:  7000 PH 2025-09-07 0700 DK0CN/P       59  295    DL9MDW        59  002
QSO: 14000 PH 2025-09-07 0709 DK0CN/P       59  296    M0NDA/P       59  188
QSO:  7000 PH 2025-09-07 0715 DK0CN/P       59  297    ON4CDZ/P      59  175
QSO:  7000 PH 2025-09-07 0716 DK0CN/P       59  298    G8SRC/P       59  686
QSO:  7000 PH 2025-09-07 0718 DK0CN/P       59  299    DK2R/P        59  454
QSO:  7000 PH 2025-09-07 0720 DK0CN/P       59  300    DK0MM/P       59  1023
QSO:  7000 PH 2025-09-07 0721 DK0CN/P       59  301    DK0OD/P       59  468
QSO:  7000 PH 2025-09-07 0721 DK0CN/P       59  302    S54I/P        59  413
QSO:  7000 PH 2025-09-07 0722 DK0CN/P       59  303    DB0HY/P       59  473
QSO:  7000 PH 2025-09-07 0724 DK0CN/P       59  304    HB9NFB/P      59  570
QSO: 21000 PH 2025-09-07 0731 DK0CN/P       59  305    A61BR         59  48
QSO: 21000 PH 2025-09-07 0732 DK0CN/P       59  306    A41HA         59  49
