START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: WM6Y
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: WM6Y
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2022.
QSO: 28011 CW 2022-12-10 0007 WM6Y          599 CA VK4SN         599 14
QSO: 28011 CW 2022-12-11 1943 WM6Y          599 CA NS0R          599 KS
QSO: 28012 CW 2022-12-11 1944 WM6Y          599 CA N0KK          599 MN
QSO: 28013 CW 2022-12-11 1944 WM6Y          599 CA KB1QU         599 ME
QSO: 28013 CW 2022-12-11 1944 WM6Y          599 CA KR2Q          599 NJ
QSO: 28014 CW 2022-12-11 1945 WM6Y          599 CA K4BAI         599 GA
QSO: 28000 CW 2022-12-11 1946 WM6Y          599 CA K1TO          599 FL
QSO: 28016 CW 2022-12-11 1946 WM6Y          599 CA AA3B          599 PA
QSO: 28017 CW 2022-12-11 1947 WM6Y          599 CA N5AW          599 TX
QSO: 28018 CW 2022-12-11 1949 WM6Y          599 CA WD0T          599 SD
QSO: 28020 CW 2022-12-11 1949 WM6Y          599 CA W5TM          599 OK
QSO: 28022 CW 2022-12-11 1950 WM6Y          599 CA K2SSS         599 NY
QSO: 28025 CW 2022-12-11 1952 WM6Y          599 CA K5EK          599 NC
QSO: 28025 CW 2022-12-11 1952 WM6Y          599 CA NX5M          599 TX
QSO: 28030 CW 2022-12-11 1954 WM6Y          599 CA PJ2T          599 2455
QSO: 28030 CW 2022-12-11 2026 WM6Y          599 CA KK1W          599 MA
QSO: 28032 CW 2022-12-11 2026 WM6Y          599 CA KR2AA         599 NY
QSO: 28034 CW 2022-12-11 2028 WM6Y          599 CA K3WW          599 PA
QSO: 28035 CW 2022-12-11 2028 WM6Y          599 CA N6TV          599 CA
QSO: 28036 CW 2022-12-11 2029 WM6Y          599 CA K9KJ          599 IN
QSO: 28039 CW 2022-12-11 2030 WM6Y          599 CA K7NEW         599 WA
QSO: 28039 CW 2022-12-11 2030 WM6Y          599 CA W1ECT         599 NH
QSO: 28040 CW 2022-12-11 2031 WM6Y          599 CA N5JJ          599 TX
QSO: 28042 CW 2022-12-11 2031 WM6Y          599 CA N7IV          599 ND
QSO: 28000 CW 2022-12-11 2032 WM6Y          599 CA W9EWZ         599 WI
QSO: 28059 CW 2022-12-11 2035 WM6Y          599 CA K0MD          599 MN
QSO: 28000 CW 2022-12-11 2135 WM6Y          599 CA KE8PX         599 OH
QSO: 28062 CW 2022-12-11 2135 WM6Y          599 CA K5TS          599 LA
QSO: 28000 CW 2022-12-11 2136 WM6Y          599 CA N4KS          599 FL
QSO: 28065 CW 2022-12-11 2136 WM6Y          599 CA WA1F          599 FL
QSO: 28065 CW 2022-12-11 2137 WM6Y          599 CA KM4FO         599 KY
QSO: 28003 CW 2022-12-11 2138 WM6Y          599 CA N4XD          599 NC
QSO: 28004 CW 2022-12-11 2138 WM6Y          599 CA NN7CW         599 FL
QSO: 28007 CW 2022-12-11 2139 WM6Y          599 CA N7YK          599 NV
QSO: 28011 CW 2022-12-11 2141 WM6Y          599 CA ND7K          599 AZ
QSO: 28014 CW 2022-12-11 2142 WM6Y          599 CA N6US          599 CA
QSO: 28020 CW 2022-12-11 2143 WM6Y          599 CA K3IE          599 TN
QSO: 28020 CW 2022-12-11 2143 WM6Y          599 CA VE3CX         599 ON
QSO: 28021 CW 2022-12-11 2144 WM6Y          599 CA AH6KO         599 HI
QSO: 28025 CW 2022-12-11 2145 WM6Y          599 CA W4NF          599 VA
QSO: 28026 CW 2022-12-11 2145 WM6Y          599 CA WA8Y          599 MI
QSO: 28029 CW 2022-12-11 2146 WM6Y          599 CA N4BP          599 FL
QSO: 28031 CW 2022-12-11 2146 WM6Y          599 CA W1KM          599 MA
QSO: 28040 CW 2022-12-11 2148 WM6Y          599 CA K0ZR          599 VA
QSO: 28042 CW 2022-12-11 2148 WM6Y          599 CA KE4KY         599 KY
QSO: 28042 CW 2022-12-11 2149 WM6Y          599 CA W4WF          599 FL
QSO: 28045 CW 2022-12-11 2151 WM6Y          599 CA W0YK          599 CA
QSO: 28000 CW 2022-12-11 2154 WM6Y          599 CA W4DAN         599 TN
QSO: 28069 CW 2022-12-11 2156 WM6Y          599 CA WT9Q          599 WI
QSO: 28071 CW 2022-12-11 2157 WM6Y          599 CA NS4T          599 GA
QSO: 28082 CW 2022-12-11 2159 WM6Y          599 CA NO8C          599 OH
QSO: 28083 CW 2022-12-11 2200 WM6Y          599 CA K1GU          599 TN
QSO: 28081 CW 2022-12-11 2201 WM6Y          599 CA K5ZD          599 MA
QSO: 28081 CW 2022-12-11 2201 WM6Y          599 CA K8LX          599 MI
QSO: 28081 CW 2022-12-11 2201 WM6Y          599 CA KZ9V          599 WI
QSO: 28080 CW 2022-12-11 2202 WM6Y          599 CA W3CB          599 MI
QSO: 28081 CW 2022-12-11 2202 WM6Y          599 CA K4DR          599 TN
QSO: 28081 CW 2022-12-11 2202 WM6Y          599 CA K9QC          599 WI
QSO: 28081 CW 2022-12-11 2203 WM6Y          599 CA N8HWV         599 WI
QSO: 28081 CW 2022-12-11 2204 WM6Y          599 CA K4RAB         599 FL
QSO: 28081 CW 2022-12-11 2204 WM6Y          599 CA N4II          599 FL
QSO: 28081 CW 2022-12-11 2205 WM6Y          599 CA KI6DY         599 OH
QSO: 28081 CW 2022-12-11 2208 WM6Y          599 CA K4SO          599 VA
QSO: 28081 CW 2022-12-11 2208 WM6Y          599 CA VE3FH         599 ON
QSO: 28081 CW 2022-12-11 2209 WM6Y          599 CA N4TB          599 FL
QSO: 28081 CW 2022-12-11 2211 WM6Y          599 CA AI9T          599 IL
QSO: 28081 CW 2022-12-11 2211 WM6Y          599 CA KD8JDC        599 MI
QSO: 28000 CW 2022-12-11 2312 WM6Y          599 CA K4ORD         599 VA
QSO: 28080 CW 2022-12-11 2314 WM6Y          599 CA W4IOD         599 KY
QSO: 28000 CW 2022-12-11 2316 WM6Y          599 CA K1HC          599 ME
QSO: 28011 CW 2022-12-11 2318 WM6Y          599 CA K8MM          599 MI
QSO: 28010 CW 2022-12-11 2319 WM6Y          599 CA K3UA          599 PA
QSO: 28011 CW 2022-12-11 2319 WM6Y          599 CA VA3TNM        599 ON
QSO: 28011 CW 2022-12-11 2319 WM6Y          599 CA WG8X          599 OH
QSO: 28011 CW 2022-12-11 2319 WM6Y          599 CA WO4O          599 FL
QSO: 28011 CW 2022-12-11 2320 WM6Y          599 CA N1TO          599 FL
QSO: 28010 CW 2022-12-11 2323 WM6Y          599 CA N8KOM         599 MI
QSO: 28000 CW 2022-12-11 2324 WM6Y          599 CA W2LC          599 NY
QSO: 28011 CW 2022-12-11 2324 WM6Y          599 CA N8AP          599 MI
QSO: 28000 CW 2022-12-11 2325 WM6Y          599 CA KA2MGE        599 NY
QSO: 28011 CW 2022-12-11 2325 WM6Y          599 CA N8FYL         599 MI
QSO: 28000 CW 2022-12-11 2327 WM6Y          599 CA WB8REI        599 OH
QSO: 28010 CW 2022-12-11 2329 WM6Y          599 CA W8KTQ         599 OH
QSO: 28015 CW 2022-12-11 2332 WM6Y          599 CA JS1OYN        599 933
QSO: 28041 CW 2022-12-11 2333 WM6Y          599 CA N5ZO          599 CA
END-OF-LOG:
