START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: F5NKX
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F5NKX
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2023.
QSO: 28029 CW 2023-12-09 0926 F5NKX         599 003 R3ZZ          599 93
QSO: 28100 CW 2023-12-10 1624 F5NKX         599 134 KI0F          599 MN
QSO: 28100 CW 2023-12-10 1624 F5NKX         599 133 N7AT          599 AZ
QSO: 28100 CW 2023-12-10 1624 F5NKX         599 132 WW4LL         599 GA
QSO: 28100 CW 2023-12-10 1625 F5NKX         599 135 W0RX          599 MN
QSO: 28100 CW 2023-12-10 1626 F5NKX         599 136 N7CW          599 AZ
QSO: 28100 CW 2023-12-10 1627 F5NKX         599 137 VE3DZ         599 ON
QSO: 28100 CW 2023-12-10 1628 F5NKX         599 139 K9KE          599 IL
QSO: 28100 CW 2023-12-10 1628 F5NKX         599 140 N4AF          599 NC
QSO: 28100 CW 2023-12-10 1630 F5NKX         599 142 VE6WP         599 AB
QSO: 28100 CW 2023-12-10 1632 F5NKX         599 143 AK1MD         599 MA
QSO: 28100 CW 2023-12-10 1634 F5NKX         599 144 N0GM          599 TX
QSO: 28100 CW 2023-12-10 1637 F5NKX         599 145 W0UY          599 KS
QSO: 28100 CW 2023-12-10 1640 F5NKX         599 146 N2PP          599 NY
QSO: 28000 CW 2023-12-10 1641 F5NKX         599 148 K4ORD         599 VA
QSO: 28100 CW 2023-12-10 1641 F5NKX         599 147 W4EE          599 FL
QSO: 28100 CW 2023-12-10 1643 F5NKX         599 151 K1DJ          599 MA
QSO: 28100 CW 2023-12-10 1643 F5NKX         599 152 N4AO          599 FL
QSO: 28100 CW 2023-12-10 1643 F5NKX         599 150 VE1GN         599 NB
QSO: 28096 CW 2023-12-10 1649 F5NKX         599 154 VE9AA         599 NB
QSO: 28093 CW 2023-12-10 1650 F5NKX         599 156 NG3J          599 PA
END-OF-LOG:
