START-OF-LOG: 3.0
CALLSIGN: PG1R
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 61200
NAME: Ruud Ivens
LOCATION: DX
OPERATORS: PG1R
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6711.0
SOAPBOX: Rig TS590S, barefoot, average output 50 Watts in this contest.
SOAPBOX: Antenna horizontal dipole for 15-80m bands 5m over ground 17m long.
QSO:  7049 RY 2017-09-23 2307 PG1R          599 14 DX  KI1G          599 05 RI
QSO:  7048 RY 2017-09-23 2311 PG1R          599 14 DX  IZ7FLP        599 15 DX
QSO:  7049 RY 2017-09-23 2313 PG1R          599 14 DX  NR4M          599 05 VA
QSO:  7047 RY 2017-09-23 2315 PG1R          599 14 DX  ED2C          599 14 DX
QSO:  7046 RY 2017-09-23 2316 PG1R          599 14 DX  EM0I          599 16 DX
QSO:  7046 RY 2017-09-23 2318 PG1R          599 14 DX  W3LL          599 05 MD
QSO:  7045 RY 2017-09-23 2319 PG1R          599 14 DX  EU8A          599 16 DX
QSO:  7044 RY 2017-09-23 2321 PG1R          599 14 DX  CR5V          599 14 DX
QSO:  7043 RY 2017-09-23 2327 PG1R          599 14 DX  CS5KRE        599 14 DX
QSO:  7039 RY 2017-09-23 2332 PG1R          599 14 DX  EF9R          599 33 DX
QSO:  7040 RY 2017-09-23 2333 PG1R          599 14 DX  9A1A          599 15 DX
QSO: 21108 RY 2017-09-24 1152 PG1R          599 14 DX  IT9BLB        599 15 DX
QSO: 21103 RY 2017-09-24 1202 PG1R          599 14 DX  LZ8E          599 20 DX
QSO: 21097 RY 2017-09-24 1204 PG1R          599 14 DX  CW4MAX        599 13 DX
QSO: 21089 RY 2017-09-24 1226 PG1R          599 14 DX  IT9XTP        599 15 DX
QSO: 21088 RY 2017-09-24 1228 PG1R          599 14 DX  SV9FBG        599 20 DX
QSO: 21090 RY 2017-09-24 1230 PG1R          599 14 DX  OH2T          599 15 DX
QSO: 21082 RY 2017-09-24 1257 PG1R          599 14 DX  PT2CM         599 11 DX
QSO: 14149 RY 2017-09-24 1337 PG1R          599 14 DX  EW7BA         599 16 DX
QSO: 14149 RY 2017-09-24 1339 PG1R          599 14 DX  EA8PT         599 33 DX
QSO: 14147 RY 2017-09-24 1342 PG1R          599 14 DX  RU4SO         599 16 DX
QSO: 14146 RY 2017-09-24 1345 PG1R          599 14 DX  IT9RZU        599 15 DX
QSO: 14145 RY 2017-09-24 1349 PG1R          599 14 DX  A44A          599 21 DX
QSO: 14144 RY 2017-09-24 1350 PG1R          599 14 DX  RA3NC         599 16 DX
QSO: 14142 RY 2017-09-24 1352 PG1R          599 14 DX  UW3U          599 16 DX
QSO: 14141 RY 2017-09-24 1400 PG1R          599 14 DX  LM100UKA      599 14 DX
QSO: 14139 RY 2017-09-24 1402 PG1R          599 14 DX  K1SFA         599 05 MA
QSO: 14139 RY 2017-09-24 1404 PG1R          599 14 DX  HA6NL         599 15 DX
QSO: 14137 RY 2017-09-24 1408 PG1R          599 14 DX  K9CT          599 04 IL
QSO: 14136 RY 2017-09-24 1409 PG1R          599 14 DX  IT9VCE        599 15 DX
QSO: 14135 RY 2017-09-24 1411 PG1R          599 14 DX  JT5DX         599 23 DX
QSO: 14134 RY 2017-09-24 1415 PG1R          599 14 DX  AA3B          599 05 PA
QSO: 14133 RY 2017-09-24 1416 PG1R          599 14 DX  YO9HP         599 20 DX
QSO: 14130 RY 2017-09-24 1419 PG1R          599 14 DX  4Z4AK         599 20 DX
QSO: 14131 RY 2017-09-24 1422 PG1R          599 14 DX  IW3RUA        599 15 DX
QSO: 14130 RY 2017-09-24 1423 PG1R          599 14 DX  UT8EL         599 16 DX
QSO: 14129 RY 2017-09-24 1424 PG1R          599 14 DX  UW5Y          599 16 DX
QSO: 14129 RY 2017-09-24 1425 PG1R          599 14 DX  OH8A          599 15 DX
QSO: 14128 RY 2017-09-24 1427 PG1R          599 14 DX  K3WW          599 05 PA
QSO: 14128 RY 2017-09-24 1429 PG1R          599 14 DX  US5LOC        599 16 DX
QSO: 14126 RY 2017-09-24 1431 PG1R          599 14 DX  VE3DZ         599 04 ON
QSO: 14127 RY 2017-09-24 1433 PG1R          599 14 DX  US7IB         599 16 DX
QSO: 14124 RY 2017-09-24 1438 PG1R          599 14 DX  K0KX          599 04 MN
QSO: 14124 RY 2017-09-24 1441 PG1R          599 14 DX  W3FIZ         599 05 PA
QSO: 14124 RY 2017-09-24 1442 PG1R          599 14 DX  RO5F          599 16 DX
QSO: 14121 RY 2017-09-24 1447 PG1R          599 14 DX  IV3JCC        599 15 DX
QSO: 14120 RY 2017-09-24 1450 PG1R          599 14 DX  UZ2I          599 16 DX
QSO: 14118 RY 2017-09-24 1453 PG1R          599 14 DX  ZB2TT         599 14 DX
QSO: 14117 RY 2017-09-24 1455 PG1R          599 14 DX  ED3D          599 14 DX
QSO: 14116 RY 2017-09-24 1458 PG1R          599 14 DX  TF1AM         599 40 DX
QSO: 14115 RY 2017-09-24 1459 PG1R          599 14 DX  RK4FF         599 16 DX
QSO: 14114 RY 2017-09-24 1500 PG1R          599 14 DX  VC3I          599 04 ON
QSO: 14113 RY 2017-09-24 1502 PG1R          599 14 DX  SN7Q          599 15 DX
QSO: 14112 RY 2017-09-24 1503 PG1R          599 14 DX  LZ7W          599 20 DX
QSO: 14112 RY 2017-09-24 1504 PG1R          599 14 DX  UR7GO         599 16 DX
QSO: 14112 RY 2017-09-24 1505 PG1R          599 14 DX  YO3RU         599 20 DX
QSO: 14110 RY 2017-09-24 1506 PG1R          599 14 DX  UR7QM         599 16 DX
QSO: 14108 RY 2017-09-24 1508 PG1R          599 14 DX  RT1Q          599 16 DX
QSO: 14107 RY 2017-09-24 1511 PG1R          599 14 DX  W4AAA         599 05 NC
QSO: 14107 RY 2017-09-24 1512 PG1R          599 14 DX  HG3DX         599 15 DX
QSO: 14105 RY 2017-09-24 1513 PG1R          599 14 DX  SX2X          599 20 DX
QSO: 14105 RY 2017-09-24 1514 PG1R          599 14 DX  UR8UZ         599 16 DX
QSO: 28100 RY 2017-09-24 1649 PG1R          599 14 DX  EA8PT         599 33 DX
QSO: 28090 RY 2017-09-24 1657 PG1R          599 14 DX  LQ7E          599 13 DX
QSO: 28086 RY 2017-09-24 1706 PG1R          599 14 DX  EA8CNR        599 33 DX
QSO: 28083 RY 2017-09-24 1711 PG1R          599 14 DX  EA8AQV        599 33 DX
QSO: 28083 RY 2017-09-24 1713 PG1R          599 14 DX  LU9EHU        599 13 DX
QSO: 28081 RY 2017-09-24 1722 PG1R          599 14 DX  PA0FVH        599 14 DX
QSO: 21135 RY 2017-09-24 1728 PG1R          599 14 DX  W2LE          599 05 NJ
QSO: 21129 RY 2017-09-24 1735 PG1R          599 14 DX  9H1AE         599 15 DX
QSO: 21128 RY 2017-09-24 1737 PG1R          599 14 DX  K2SSS         599 05 NY
QSO: 21127 RY 2017-09-24 1741 PG1R          599 14 DX  N1API         599 05 CT
QSO: 21120 RY 2017-09-24 1746 PG1R          599 14 DX  CV7S          599 13 DX
QSO: 21117 RY 2017-09-24 1748 PG1R          599 14 DX  CT1GVN        599 14 DX
QSO: 21114 RY 2017-09-24 1754 PG1R          599 14 DX  K5ZD          599 05 MA
QSO: 21110 RY 2017-09-24 1757 PG1R          599 14 DX  AA3B          599 05 PA
QSO: 21108 RY 2017-09-24 1759 PG1R          599 14 DX  K1SFA         599 05 MA
QSO: 21096 RY 2017-09-24 1812 PG1R          599 14 DX  CR3W          599 33 DX
QSO: 21092 RY 2017-09-24 1814 PG1R          599 14 DX  ZV2C          599 11 DX
QSO: 21090 RY 2017-09-24 1817 PG1R          599 14 DX  ZF1A          599 08 DX
QSO: 21104 RY 2017-09-24 1908 PG1R          599 14 DX  CE2MVF        599 12 DX
QSO: 14151 RY 2017-09-24 1918 PG1R          599 14 DX  UT4U          599 16 DX
QSO: 14150 RY 2017-09-24 1919 PG1R          599 14 DX  UZ5ZV         599 16 DX
QSO: 14149 RY 2017-09-24 1920 PG1R          599 14 DX  VE2FK         599 05 QC
QSO: 14144 RY 2017-09-24 1927 PG1R          599 14 DX  N1API         599 05 CT
QSO: 14142 RY 2017-09-24 1936 PG1R          599 14 DX  AB8M          599 04 OH
QSO: 14141 RY 2017-09-24 1937 PG1R          599 14 DX  PY4XX         599 11 DX
QSO: 14133 RY 2017-09-24 1951 PG1R          599 14 DX  W3KB          599 05 PA
QSO: 14131 RY 2017-09-24 1953 PG1R          599 14 DX  W4TTY         599 05 VA
QSO: 14130 RY 2017-09-24 1955 PG1R          599 14 DX  W9PA          599 04 IN
QSO: 14129 RY 2017-09-24 1958 PG1R          599 14 DX  PY1GQ         599 11 DX
QSO: 14128 RY 2017-09-24 1959 PG1R          599 14 DX  W4PK          599 05 VA
QSO: 14128 RY 2017-09-24 2002 PG1R          599 14 DX  VE4VT         599 04 MB
QSO: 14126 RY 2017-09-24 2005 PG1R          599 14 DX  KI1G          599 05 RI
QSO: 14125 RY 2017-09-24 2006 PG1R          599 14 DX  N2MM          599 05 NJ
QSO: 14118 RY 2017-09-24 2017 PG1R          599 14 DX  K2PO          599 03 OR
QSO: 14117 RY 2017-09-24 2023 PG1R          599 14 DX  EA2RY         599 14 DX
QSO: 14113 RY 2017-09-24 2034 PG1R          599 14 DX  N3OW          599 05 PA
QSO: 14112 RY 2017-09-24 2036 PG1R          599 14 DX  VE2BVV        599 05 QC
QSO: 14111 RY 2017-09-24 2039 PG1R          599 14 DX  N1MD          599 05 CT
QSO: 14110 RY 2017-09-24 2117 PG1R          599 14 DX  V31VP         599 07 DX
QSO: 14101 RY 2017-09-24 2129 PG1R          599 14 DX  VA2ES         599 05 QC
QSO: 14092 RY 2017-09-24 2135 PG1R          599 14 DX  W8AT          599 05 WV
QSO: 14080 RY 2017-09-24 2149 PG1R          599 14 DX  K5ZD          599 05 MA
QSO:  3604 RY 2017-09-24 2152 PG1R          599 14 DX  ON3DI         599 14 DX
QSO:  3603 RY 2017-09-24 2153 PG1R          599 14 DX  I1JTQ         599 15 DX
QSO:  3602 RY 2017-09-24 2155 PG1R          599 14 DX  HA6NL         599 15 DX
QSO:  3601 RY 2017-09-24 2156 PG1R          599 14 DX  S51A          599 15 DX
QSO:  3600 RY 2017-09-24 2158 PG1R          599 14 DX  ON6NL         599 14 DX
QSO:  3600 RY 2017-09-24 2159 PG1R          599 14 DX  OK2HBR        599 15 DX
QSO:  3599 RY 2017-09-24 2202 PG1R          599 14 DX  I4AVG         599 15 DX
QSO:  3598 RY 2017-09-24 2205 PG1R          599 14 DX  DL6NDW        599 14 DX
QSO:  3597 RY 2017-09-24 2208 PG1R          599 14 DX  LX7I          599 14 DX
QSO:  3596 RY 2017-09-24 2212 PG1R          599 14 DX  HF1D          599 15 DX
QSO:  3595 RY 2017-09-24 2214 PG1R          599 14 DX  HB9ODP        599 14 DX
QSO:  3595 RY 2017-09-24 2215 PG1R          599 14 DX  EB3CW         599 14 DX
QSO:  3594 RY 2017-09-24 2216 PG1R          599 14 DX  DM4X          599 14 DX
QSO:  3593 RY 2017-09-24 2221 PG1R          599 14 DX  SN8B          599 15 DX
QSO:  3592 RY 2017-09-24 2224 PG1R          599 14 DX  UX2X          599 16 DX
QSO:  3592 RY 2017-09-24 2225 PG1R          599 14 DX  HA8JV         599 15 DX
QSO:  3591 RY 2017-09-24 2227 PG1R          599 14 DX  G0BRC         599 14 DX
QSO:  3590 RY 2017-09-24 2230 PG1R          599 14 DX  SQ9V          599 15 DX
QSO:  3590 RY 2017-09-24 2231 PG1R          599 14 DX  9A1A          599 15 DX
QSO:  3589 RY 2017-09-24 2232 PG1R          599 14 DX  DF2F          599 14 DX
QSO:  3588 RY 2017-09-24 2233 PG1R          599 14 DX  SN7Q          599 15 DX
QSO:  3588 RY 2017-09-24 2238 PG1R          599 14 DX  CR3W          599 33 DX
QSO:  3585 RY 2017-09-24 2241 PG1R          599 14 DX  EO25PY        599 16 DX
QSO:  3585 RY 2017-09-24 2242 PG1R          599 14 DX  PI4COM        599 14 DX
QSO:  3586 RY 2017-09-24 2243 PG1R          599 14 DX  ON4CBA        599 14 DX
QSO:  3583 RY 2017-09-24 2246 PG1R          599 14 DX  HB2K          599 14 DX
QSO:  3582 RY 2017-09-24 2248 PG1R          599 14 DX  IZ1LBG        599 15 DX
QSO:  3583 RY 2017-09-24 2248 PG1R          599 14 DX  OU2DX         599 14 DX
QSO:  3580 RY 2017-09-24 2251 PG1R          599 14 DX  UW3U          599 16 DX
QSO:  3579 RY 2017-09-24 2253 PG1R          599 14 DX  OF5C          599 15 DX
QSO:  3578 RY 2017-09-24 2255 PG1R          599 14 DX  OM2VL         599 15 DX
END-OF-LOG:
