START-OF-LOG: 3.0
CALLSIGN: S56A
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 20M
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 183900
NAME: Marijan Miletic
LOCATION: DX
OPERATORS: S56A
CLUB: RHEIN RUHR DX ASSOCIATION
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.6789.0
SOAPBOX: 31 check QSO made on 40m. RRDXA club claim invalid.  Enjoying FT8
QSO: 14107 RY 2017-09-23 1047 S56A          599 15 DX  LY1R          599 15 DX
QSO: 14109 RY 2017-09-23 1048 S56A          599 15 DX  OH2PM         599 15 DX
QSO: 14113 RY 2017-09-23 1050 S56A          599 15 DX  OF7GGX        599 15 DX
QSO: 14115 RY 2017-09-23 1051 S56A          599 15 DX  OZ7AM         599 14 DX
QSO: 14116 RY 2017-09-23 1051 S56A          599 15 DX  R2CA          599 16 DX
QSO: 14119 RY 2017-09-23 1053 S56A          599 15 DX  LA6TPA        599 14 DX
QSO: 14124 RY 2017-09-23 1056 S56A          599 15 DX  KR1DX         599 05 MA
QSO: 14126 RY 2017-09-23 1057 S56A          599 15 DX  GW0KRL        599 14 DX
QSO: 14129 RY 2017-09-23 1058 S56A          599 15 DX  2E0AOZ        599 14 DX
QSO: 14130 RY 2017-09-23 1059 S56A          599 15 DX  EA1GT         599 14 DX
QSO: 14134 RY 2017-09-23 1100 S56A          599 15 DX  OH8WR         599 15 DX
QSO: 14120 RY 2017-09-23 1102 S56A          599 15 DX  G4FKA         599 14 DX
QSO: 14116 RY 2017-09-23 1103 S56A          599 15 DX  UT3RS         599 16 DX
QSO: 14114 RY 2017-09-23 1104 S56A          599 15 DX  K1SFA         599 05 MA
QSO: 14113 RY 2017-09-23 1105 S56A          599 15 DX  UR4CU         599 16 DX
QSO: 14110 RY 2017-09-23 1106 S56A          599 15 DX  DL5NAM        599 14 DX
QSO: 14104 RY 2017-09-23 1109 S56A          599 15 DX  SM6NOC        599 14 DX
QSO: 14102 RY 2017-09-23 1111 S56A          599 15 DX  W4AAA         599 05 NC
QSO: 14100 RY 2017-09-23 1117 S56A          599 15 DX  YL3CU         599 15 DX
QSO: 14091 RY 2017-09-23 1122 S56A          599 15 DX  RW0AR         599 18 DX
QSO: 14089 RY 2017-09-23 1125 S56A          599 15 DX  UN8PA         599 17 DX
QSO: 14088 RY 2017-09-23 1125 S56A          599 15 DX  US1IV         599 16 DX
QSO: 14081 RY 2017-09-23 1129 S56A          599 15 DX  RD0A          599 18 DX
QSO: 14083 RY 2017-09-23 1137 S56A          599 15 DX  G6NHU         599 14 DX
QSO: 14084 RY 2017-09-23 1137 S56A          599 15 DX  EM0I          599 16 DX
QSO: 14087 RY 2017-09-23 1139 S56A          599 15 DX  W8AT          599 05 WV
QSO: 14090 RY 2017-09-23 1140 S56A          599 15 DX  SB0A          599 14 DX
QSO: 14091 RY 2017-09-23 1145 S56A          599 15 DX  GI7AXB        599 14 DX
QSO: 14092 RY 2017-09-23 1146 S56A          599 15 DX  PI4CC         599 14 DX
QSO: 14094 RY 2017-09-23 1147 S56A          599 15 DX  OZ11A         599 14 DX
QSO: 14096 RY 2017-09-23 1150 S56A          599 15 DX  SB7W          599 14 DX
QSO: 14099 RY 2017-09-23 1151 S56A          599 15 DX  SX2X          599 20 DX
QSO: 14099 RY 2017-09-23 1152 S56A          599 15 DX  ZF1A          599 08 DX
QSO: 14103 RY 2017-09-23 1153 S56A          599 15 DX  W3FV          599 05 PA
QSO: 14106 RY 2017-09-23 1154 S56A          599 15 DX  EA7AKK        599 14 DX
QSO: 14114 RY 2017-09-23 1158 S56A          599 15 DX  AA3B          599 05 PA
QSO: 14114 RY 2017-09-23 1159 S56A          599 15 DX  IT9BLB        599 15 DX
QSO: 14118 RY 2017-09-23 1202 S56A          599 15 DX  K3RA          599 05 MD
QSO: 14123 RY 2017-09-23 1203 S56A          599 15 DX  US0MS         599 16 DX
QSO: 14124 RY 2017-09-23 1204 S56A          599 15 DX  DP9A          599 14 DX
QSO: 14125 RY 2017-09-23 1204 S56A          599 15 DX  EI77WAW       599 14 DX
QSO: 14131 RY 2017-09-23 1208 S56A          599 15 DX  EI6JK         599 14 DX
QSO: 14079 RY 2017-09-23 1208 S56A          599 15 DX  LX7I          599 14 DX
QSO: 14086 RY 2017-09-23 1219 S56A          599 15 DX  OK7W          599 15 DX
QSO: 14083 RY 2017-09-23 1227 S56A          599 15 DX  R5RT          599 16 DX
QSO: 14088 RY 2017-09-23 1234 S56A          599 15 DX  PI4CG         599 14 DX
QSO: 14090 RY 2017-09-23 1240 S56A          599 15 DX  HP3SS         599 07 DX
QSO: 14092 RY 2017-09-23 1242 S56A          599 15 DX  VE2SG         599 05 QC
QSO: 14096 RY 2017-09-23 1243 S56A          599 15 DX  SK7K          599 14 DX
QSO: 14107 RY 2017-09-23 1245 S56A          599 15 DX  UX7QV         599 16 DX
QSO: 14108 RY 2017-09-23 1247 S56A          599 15 DX  GM0NBM        599 14 DX
QSO: 14112 RY 2017-09-23 1248 S56A          599 15 DX  LZ8E          599 20 DX
QSO: 14115 RY 2017-09-23 1250 S56A          599 15 DX  K9CT          599 04 IL
QSO: 14117 RY 2017-09-23 1251 S56A          599 15 DX  VC3I          599 04 ON
QSO: 14118 RY 2017-09-23 1252 S56A          599 15 DX  VE2RYY        599 05 QC
QSO: 14119 RY 2017-09-23 1253 S56A          599 15 DX  UY5QQ         599 16 DX
QSO: 14120 RY 2017-09-23 1254 S56A          599 15 DX  OH6DX         599 15 DX
QSO: 14124 RY 2017-09-23 1258 S56A          599 15 DX  VE3DZ         599 04 ON
QSO: 14124 RY 2017-09-23 1259 S56A          599 15 DX  M5ARC         599 14 DX
QSO: 14124 RY 2017-09-23 1300 S56A          599 15 DX  OP7B          599 14 DX
QSO: 14127 RY 2017-09-23 1300 S56A          599 15 DX  PA4G          599 14 DX
QSO: 14128 RY 2017-09-23 1301 S56A          599 15 DX  DL5KUT        599 14 DX
QSO: 14128 RY 2017-09-23 1303 S56A          599 15 DX  OZ5BAL        599 14 DX
QSO: 14129 RY 2017-09-23 1304 S56A          599 15 DX  PA3GVI        599 14 DX
QSO: 14129 RY 2017-09-23 1306 S56A          599 15 DX  SM5IMO        599 14 DX
QSO: 14131 RY 2017-09-23 1307 S56A          599 15 DX  OP3A          599 14 DX
QSO: 14082 RY 2017-09-23 1312 S56A          599 15 DX  ON4UN         599 14 DX
QSO: 14084 RY 2017-09-23 1313 S56A          599 15 DX  OZ1ADL        599 14 DX
QSO: 14086 RY 2017-09-23 1317 S56A          599 15 DX  R4WAA         599 16 DX
QSO: 14099 RY 2017-09-23 1322 S56A          599 15 DX  HS4UEL        599 26 DX
QSO: 14101 RY 2017-09-23 1323 S56A          599 15 DX  YE1C          599 28 DX
QSO: 14109 RY 2017-09-23 1326 S56A          599 15 DX  A61M          599 21 DX
QSO: 14119 RY 2017-09-23 1329 S56A          599 15 DX  RW7M          599 16 DX
QSO: 14104 RY 2017-09-23 1339 S56A          599 15 DX  PA7LV         599 14 DX
QSO: 14112 RY 2017-09-23 1341 S56A          599 15 DX  YL2CI         599 15 DX
QSO: 14118 RY 2017-09-23 1342 S56A          599 15 DX  YB0NDT        599 28 DX
QSO: 14122 RY 2017-09-23 1344 S56A          599 15 DX  US7IY         599 16 DX
QSO: 14127 RY 2017-09-23 1345 S56A          599 15 DX  DF2F          599 14 DX
QSO: 14095 RY 2017-09-23 1351 S56A          599 15 DX  EA1AKS        599 14 DX
QSO: 14105 RY 2017-09-23 1352 S56A          599 15 DX  EI9HQ         599 14 DX
QSO: 14108 RY 2017-09-23 1354 S56A          599 15 DX  UC6A          599 16 DX
QSO: 14116 RY 2017-09-23 1357 S56A          599 15 DX  CS5CRE        599 14 DX
QSO: 14129 RY 2017-09-23 1400 S56A          599 15 DX  W1EQ          599 05 CT
QSO: 14131 RY 2017-09-23 1402 S56A          599 15 DX  RA6GW         599 16 DX
QSO: 14093 RY 2017-09-23 1518 S56A          599 15 DX  CN8KD         599 33 DX
QSO: 14119 RY 2017-09-23 1519 S56A          599 15 DX  S57DX         599 15 DX
QSO: 14088 RY 2017-09-23 1520 S56A          599 15 DX  PA5WT         599 14 DX
QSO: 14080 RY 2017-09-23 1524 S56A          599 15 DX  W7WW          599 03 AZ
QSO: 14082 RY 2017-09-23 1525 S56A          599 15 DX  W1DX          599 05 CT
QSO: 14083 RY 2017-09-23 1526 S56A          599 15 DX  W9ILY         599 04 IL
QSO: 14084 RY 2017-09-23 1528 S56A          599 15 DX  W7RN          599 03 NV
QSO: 14085 RY 2017-09-23 1529 S56A          599 15 DX  OM4Q          599 15 DX
QSO: 14102 RY 2017-09-23 1536 S56A          599 15 DX  K0CN          599 04 MN
QSO: 14106 RY 2017-09-23 1538 S56A          599 15 DX  K4KGG         599 05 NY
QSO: 14113 RY 2017-09-23 1542 S56A          599 15 DX  WW4LL         599 05 GA
QSO: 14114 RY 2017-09-23 1546 S56A          599 15 DX  W2YC          599 05 NJ
QSO: 14122 RY 2017-09-23 1548 S56A          599 15 DX  IK2NCJ        599 15 DX
QSO: 14124 RY 2017-09-23 1549 S56A          599 15 DX  YB5QZ         599 28 DX
QSO: 14129 RY 2017-09-23 1551 S56A          599 15 DX  AG4W          599 04 AL
QSO: 14129 RY 2017-09-23 1552 S56A          599 15 DX  W4UK          599 05 SC
QSO: 14130 RY 2017-09-23 1553 S56A          599 15 DX  DJ5IW         599 14 DX
QSO: 14132 RY 2017-09-23 1554 S56A          599 15 DX  N7NM          599 03 WA
QSO: 14134 RY 2017-09-23 1555 S56A          599 15 DX  IK4GNI        599 15 DX
QSO: 14139 RY 2017-09-23 1557 S56A          599 15 DX  KI1G          599 05 RI
QSO: 14140 RY 2017-09-23 1600 S56A          599 15 DX  K0WA          599 04 KS
QSO: 14141 RY 2017-09-23 1601 S56A          599 15 DX  NR4M          599 05 VA
QSO: 14142 RY 2017-09-23 1602 S56A          599 15 DX  W4PK          599 05 VA
QSO: 14142 RY 2017-09-23 1602 S56A          599 15 DX  K9OM          599 04 WI
QSO: 14081 RY 2017-09-23 1605 S56A          599 15 DX  CO2AME        599 08 DX
QSO: 14088 RY 2017-09-23 1608 S56A          599 15 DX  LA1PHA        599 14 DX
QSO: 14088 RY 2017-09-23 1608 S56A          599 15 DX  HG3DX         599 15 DX
QSO: 14093 RY 2017-09-23 1611 S56A          599 15 DX  EB1TR         599 14 DX
QSO: 14095 RY 2017-09-23 1614 S56A          599 15 DX  UX8IX         599 16 DX
QSO: 14095 RY 2017-09-23 1617 S56A          599 15 DX  W4GO          599 05 VA
QSO: 14118 RY 2017-09-23 1629 S56A          599 15 DX  AB4GG         599 04 TN
QSO: 14120 RY 2017-09-23 1631 S56A          599 15 DX  DH8WR         599 14 DX
QSO: 14127 RY 2017-09-23 1636 S56A          599 15 DX  DM4X          599 14 DX
QSO: 14133 RY 2017-09-23 1638 S56A          599 15 DX  N3OW          599 05 PA
QSO: 14134 RY 2017-09-23 1638 S56A          599 15 DX  N0AT          599 04 MN
QSO: 14137 RY 2017-09-23 1639 S56A          599 15 DX  KU3X          599 05 PA
