START-OF-LOG: 3.0
CALLSIGN: XE1/AA0AA
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 69048
LOCATION: DX
CREATED-BY: RUMped Ver. 3.2.0  by Tom, DL2RUM
NAME: William Scott Monks
OPERATORS: XE1/AA0AA
OFFTIME: 2012-11-24 0735 2012-11-24 1726
OFFTIME: 2012-11-24 2159 2012-11-25 0136
OFFTIME: 2012-11-25 0615 2012-11-25 1232
SOAPBOX: I am not sure about the category-time thing--If I went over
QSO: 14040 CW 2012-11-24 0735 XE1/AA0AA     599      6 9A4WY         599     15 0
QSO: 14056 CW 2012-11-24 1726 XE1/AA0AA     599      6 K1FWE         599      5 0
QSO: 21060 CW 2012-11-24 1736 XE1/AA0AA     599      6 KE7K          599      3 0
QSO: 21060 CW 2012-11-24 1743 XE1/AA0AA     599      6 EA5RS         599     14 0
QSO: 21025 CW 2012-11-24 1757 XE1/AA0AA     599      6 CR3L          599     33 0
QSO: 21048 CW 2012-11-24 1811 XE1/AA0AA     599      6 K9NR          599      4 0
QSO: 21031 CW 2012-11-24 1817 XE1/AA0AA     599      6 CR2X          599     14 0
QSO: 28036 CW 2012-11-24 1828 XE1/AA0AA     599      6 KH7X          599     31 0
QSO: 28059 CW 2012-11-24 1830 XE1/AA0AA     599      6 PW7T          599     11 0
QSO: 21030 CW 2012-11-24 1833 XE1/AA0AA     599      6 ZF1A          599      8 0
QSO: 14035 CW 2012-11-24 1841 XE1/AA0AA     599      6 E7DX          599     15 0
QSO: 14056 CW 2012-11-24 1842 XE1/AA0AA     599      6 IR2C          599     15 0
QSO: 28007 CW 2012-11-24 1844 XE1/AA0AA     599      6 HK1NA         599      9 0
QSO: 21004 CW 2012-11-24 1848 XE1/AA0AA     599      6 NN1N          599      5 0
QSO: 28065 CW 2012-11-24 1849 XE1/AA0AA     599      6 PJ2T          599      9 0
QSO: 21042 CW 2012-11-24 1851 XE1/AA0AA     599      6 VA2SG         599      2 0
QSO: 14030 CW 2012-11-24 1853 XE1/AA0AA     599      6 WX0B          599      4 0
QSO: 28034 CW 2012-11-24 1854 XE1/AA0AA     599      6 LW8DQ         599     13 0
QSO: 14024 CW 2012-11-24 1856 XE1/AA0AA     599      6 K1LI          599      5 0
QSO: 14040 CW 2012-11-24 1900 XE1/AA0AA     599      6 CR6T          599     14 0
QSO: 14046 CW 2012-11-24 1904 XE1/AA0AA     599      6 DR1D          599     14 0
QSO: 14028 CW 2012-11-24 1910 XE1/AA0AA     599      6 TM5Y          599     14 0
QSO: 14036 CW 2012-11-24 1932 XE1/AA0AA     599      6 PJ4A          599      9 0
QSO: 28051 CW 2012-11-24 1944 XE1/AA0AA     599      6 KH7M          599     31 0
QSO: 14044 CW 2012-11-24 1948 XE1/AA0AA     599      6 LT5X          599     13 0
QSO: 21030 CW 2012-11-24 1959 XE1/AA0AA     599      6 VE3EJ         599      4 0
QSO: 21054 CW 2012-11-24 2002 XE1/AA0AA     599      6 XE2S          599      6 0
QSO: 14021 CW 2012-11-24 2011 XE1/AA0AA     599      6 4O3A          599     15 0
QSO: 14017 CW 2012-11-24 2021 XE1/AA0AA     599      6 NP3X          599      8 0
QSO: 14048 CW 2012-11-24 2025 XE1/AA0AA     599      6 VE2EKA        599      2 0
QSO: 14010 CW 2012-11-24 2029 XE1/AA0AA     599      6 XL3A          599      4 0
QSO: 28013 CW 2012-11-24 2034 XE1/AA0AA     599      6 K3LR          599      5 0
QSO: 28041 CW 2012-11-24 2041 XE1/AA0AA     599      6 PZ5T          599      9 0
QSO: 28010 CW 2012-11-24 2046 XE1/AA0AA     599      6 C5A           599     35 0
QSO: 21043 CW 2012-11-24 2052 XE1/AA0AA     599      6 KH7M          599     31 0
QSO: 21048 CW 2012-11-24 2053 XE1/AA0AA     599      6 KH7X          599     31 0
QSO: 14065 CW 2012-11-24 2100 XE1/AA0AA     599      6 VK4CT         599     30 0
QSO: 28015 CW 2012-11-24 2111 XE1/AA0AA     599      6 CO8ZZ         599      8 0
QSO: 28035 CW 2012-11-24 2112 XE1/AA0AA     599      6 VE3JM         599      4 0
QSO: 28054 CW 2012-11-24 2126 XE1/AA0AA     599      6 KP2MM         599      8 0
QSO: 14027 CW 2012-11-24 2127 XE1/AA0AA     599      6 W6YI          599      3 0
QSO: 14034 CW 2012-11-24 2131 XE1/AA0AA     599      6 CR2X          599     14 0
QSO: 21045 CW 2012-11-24 2134 XE1/AA0AA     599      6 LS1D          599     13 0
QSO: 28012 CW 2012-11-24 2135 XE1/AA0AA     599      6 KH6LC         599     31 0
QSO: 28016 CW 2012-11-24 2137 XE1/AA0AA     599      6 HD2A          599     10 0
QSO: 21062 CW 2012-11-24 2146 XE1/AA0AA     599      6 VK8GM         599     29 0
QSO: 21060 CW 2012-11-24 2159 XE1/AA0AA     599      6 NP2N          599      8 0
QSO: 14042 CW 2012-11-25 0136 XE1/AA0AA     599      6 CE1/K7CA      599     12 0
QSO: 14043 CW 2012-11-25 0142 XE1/AA0AA     599      6 K6XX          599      3 0
QSO: 14024 CW 2012-11-25 0155 XE1/AA0AA     599      6 XE2I          599      6 0
QSO:  7028 CW 2012-11-25 0221 XE1/AA0AA     599      6 K9UIY         599      4 0
QSO:  7008 CW 2012-11-25 0224 XE1/AA0AA     599      6 K5GO          599      4 0
QSO:  7033 CW 2012-11-25 0229 XE1/AA0AA     599      6 VE3UTT        599      4 0
QSO:  7054 CW 2012-11-25 0241 XE1/AA0AA     599      6 K8CX          599      4 0
QSO:  7069 CW 2012-11-25 0254 XE1/AA0AA     599      6 PJ2T          599      9 0
QSO:  7068 CW 2012-11-25 0255 XE1/AA0AA     599      6 NQ4I          599      5 0
QSO:  7051 CW 2012-11-25 0256 XE1/AA0AA     599      6 PJ4D          599      9 0
QSO:  7013 CW 2012-11-25 0259 XE1/AA0AA     599      6 N4WW          599      5 0
QSO:  7058 CW 2012-11-25 0306 XE1/AA0AA     599      6 HK1NA         599      9 0
QSO:  7029 CW 2012-11-25 0311 XE1/AA0AA     599      6 E7DX          599     15 0
QSO:  7025 CW 2012-11-25 0316 XE1/AA0AA     599      6 ED9Z          599     33 0
QSO:  7028 CW 2012-11-25 0319 XE1/AA0AA     599      6 TM4Q          599     14 0
QSO:  7026 CW 2012-11-25 0325 XE1/AA0AA     599      6 II1A          599     15 0
QSO:  7034 CW 2012-11-25 0326 XE1/AA0AA     599      6 EA3NT         599     14 0
QSO:  7019 CW 2012-11-25 0333 XE1/AA0AA     599      6 HA5MK         599     15 0
QSO:  7011 CW 2012-11-25 0338 XE1/AA0AA     599      6 K3WW          599      5 0
QSO: 14032 CW 2012-11-25 0340 XE1/AA0AA     599      6 P49Y          599      9 0
QSO:  7013 CW 2012-11-25 0344 XE1/AA0AA     599      6 KB3WD         599      5 0
QSO:  7034 CW 2012-11-25 0348 XE1/AA0AA     599      6 K1DG          599      5 0
QSO:  7023 CW 2012-11-25 0349 XE1/AA0AA     599      6 C6AKQ         599      8 0
QSO:  7018 CW 2012-11-25 0350 XE1/AA0AA     599      6 XE1RCQ        599      6 0
QSO:  7014 CW 2012-11-25 0409 XE1/AA0AA     599      6 S56X          599     15 0
QSO:  7013 CW 2012-11-25 0416 XE1/AA0AA     599      6 NR4M          599      5 0
QSO: 14048 CW 2012-11-25 0423 XE1/AA0AA     599      6 KH6MB         599     31 0
QSO: 14054 CW 2012-11-25 0424 XE1/AA0AA     599      6 ZM1A          599     32 0
QSO:  7008 CW 2012-11-25 0431 XE1/AA0AA     599      6 UW4I          599     16 0
QSO:  7022 CW 2012-11-25 0444 XE1/AA0AA     599      6 9A1P          599     15 0
QSO:  7015 CW 2012-11-25 0458 XE1/AA0AA     599      6 S50G          599     15 0
QSO:  7002 CW 2012-11-25 0507 XE1/AA0AA     599      6 YU2FG         599     15 0
QSO:  7009 CW 2012-11-25 0514 XE1/AA0AA     599      6 W5/UA3TT      599      4 0
QSO:  7029 CW 2012-11-25 0534 XE1/AA0AA     599      6 S50A          599     15 0
QSO: 14011 CW 2012-11-25 0558 XE1/AA0AA     599      6 VK2PN         599     17 0
QSO:  7016 CW 2012-11-25 0604 XE1/AA0AA     599      6 EF8M          599     33 0
QSO:  7016 CW 2012-11-25 0606 XE1/AA0AA     599      6 EF5X          599     14 0
QSO:  7031 CW 2012-11-25 0611 XE1/AA0AA     599      6 9A1A          599     15 0
QSO:  7033 CW 2012-11-25 0615 XE1/AA0AA     599      6 AD4Z          599      5 0
QSO: 14016 CW 2012-11-25 1232 XE1/AA0AA     599      6 ZF1A          599      8 0
QSO: 14035 CW 2012-11-25 1247 XE1/AA0AA     599      6 PI4CC         599     14 0
QSO: 14038 CW 2012-11-25 1248 XE1/AA0AA     599      6 CR6K          599     14 0
QSO: 21000 CW 2012-11-25 1309 XE1/AA0AA     599      6 C5A           599     35 0
QSO: 28021 CW 2012-11-25 2042 XE1/AA0AA     599      6 VK9/OG1M      599     30 0
QSO: 28010 CW 2012-11-25 2043 XE1/AA0AA     599      6 D4C           599     35 0
QSO: 28011 CW 2012-11-25 2044 XE1/AA0AA     599      6 PT5T          599     11 0
QSO: 28014 CW 2012-11-25 2046 XE1/AA0AA     599      6 HK1AR         599      9 0
QSO: 28017 CW 2012-11-25 2047 XE1/AA0AA     599      6 PY2IA         599     11 0
QSO: 28038 CW 2012-11-25 2052 XE1/AA0AA     599      6 LP1H          599     13 0
QSO: 28040 CW 2012-11-25 2054 XE1/AA0AA     599      6 VE5ZX         599      5 0
QSO: 28054 CW 2012-11-25 2058 XE1/AA0AA     599      6 PY1NX         599     11 0
QSO: 28055 CW 2012-11-25 2100 XE1/AA0AA     599      6 PT2CM         599     11 0
QSO: 28063 CW 2012-11-25 2101 XE1/AA0AA     599      6 HP1WW         599      7 0
QSO: 28013 CW 2012-11-25 2104 XE1/AA0AA     599      6 XQ1KZ         599     12 0
QSO: 28025 CW 2012-11-25 2106 XE1/AA0AA     599      6 PJ4A          599      9 0
QSO: 14032 CW 2012-11-25 2116 XE1/AA0AA     599      6 EA6FO         599     14 0
QSO: 14009 CW 2012-11-25 2117 XE1/AA0AA     599      6 KB1H          599      5 0
QSO: 14012 CW 2012-11-25 2117 XE1/AA0AA     599      6 EF7X          599     14 0
QSO: 14014 CW 2012-11-25 2118 XE1/AA0AA     599      6 K3LR          599      5 0
QSO: 14044 CW 2012-11-25 2150 XE1/AA0AA     599      6 EL2A          599     35 0
QSO: 14060 CW 2012-11-25 2156 XE1/AA0AA     599      6 6V7V          599     35 0
QSO: 21010 CW 2012-11-25 2208 XE1/AA0AA     599      6 K0DU          599      4 0
QSO: 21026 CW 2012-11-25 2209 XE1/AA0AA     599      6 PJ4A          599      9 0
QSO: 21014 CW 2012-11-25 2214 XE1/AA0AA     599      6 ZW5B          599     11 0
QSO: 21018 CW 2012-11-25 2220 XE1/AA0AA     599      6 N9RV          599      4 0
QSO: 21019 CW 2012-11-25 2223 XE1/AA0AA     599      6 K9CT          599      4 0
QSO: 14036 CW 2012-11-25 2232 XE1/AA0AA     599      6 PJ2T          599      9 0
QSO: 14055 CW 2012-11-25 2238 XE1/AA0AA     599      6 VP5CW         599      8 0
QSO: 14008 CW 2012-11-25 2240 XE1/AA0AA     599      6 PY2IY         599     11 0
QSO: 14001 CW 2012-11-25 2244 XE1/AA0AA     599      6 VE6JY         599      4 0
QSO: 14011 CW 2012-11-25 2252 XE1/AA0AA     599      6 C6AQQ         599      8 0
QSO: 14007 CW 2012-11-25 2254 XE1/AA0AA     599      6 KL2R          599      1 0
QSO: 14051 CW 2012-11-25 2314 XE1/AA0AA     599      6 TI5A          599      7 0
QSO: 14025 CW 2012-11-25 2317 XE1/AA0AA     599      6 V26K          599      8 0
QSO: 14044 CW 2012-11-25 2320 XE1/AA0AA     599      6 RI1ANF        599     13 0
QSO: 14054 CW 2012-11-25 2325 XE1/AA0AA     599      6 8P5A          599      8 0
QSO: 14008 CW 2012-11-25 2331 XE1/AA0AA     599      6 VP2V/AA7V     599      8 0
QSO: 21061 CW 2012-11-25 2344 XE1/AA0AA     599      6 BY5CD         599     24 0
QSO: 21024 CW 2012-11-25 2347 XE1/AA0AA     599      6 FY5KE         599      9 0
QSO: 21039 CW 2012-11-25 2350 XE1/AA0AA     599      6 W0AIS         599      4 0
QSO: 21026 CW 2012-11-25 2353 XE1/AA0AA     599      6 V63JX         599     27 0
QSO: 14066 CW 2012-11-25 2355 XE1/AA0AA     599      6 C5A           599     35 0
QSO: 14024 CW 2012-11-25 2358 XE1/AA0AA     599      6 PZ5T          599      9 0
QSO: 14008 CW 2012-11-25 2358 XE1/AA0AA     599      6 TG9IDX        599      7 0
END-OF-LOG:
