START-OF-LOG:  3.0
CREATED-BY:    SD by EI5DI
CONTEST:       CQ-WW-CW
CALLSIGN:      EI1DG
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR:  SINGLE-OP
CATEGORY-STATION:  FIXED
CATEGORY-POWER:  LOW
CATEGORY-ASSISTED:  NON-ASSISTED
CATEGORY-TRANSMITTER:  ONE
LOCATION:      14
CLAIMED-SCORE: 29815
NAME:          Paddy McGrath
OPERATORS:     EI1DG
SOAPBOX:       just a few hours to give points away, enjoyed it.
QSO: 21000 CW 2012-11-24 1523 EI1DG         599 14     N4DJ          599 05
QSO: 21000 CW 2012-11-24 1540 EI1DG         599 14     N1UR          599 05
QSO: 21000 CW 2012-11-24 1548 EI1DG         599 14     N2IC          599 04
QSO: 21000 CW 2012-11-24 1552 EI1DG         599 14     W1KM          599 05
QSO: 21000 CW 2012-11-24 1558 EI1DG         599 14     P40W          599 09
QSO: 21000 CW 2012-11-24 1559 EI1DG         599 14     N2ED          599 05
QSO: 21000 CW 2012-11-24 1601 EI1DG         599 14     N2BA          599 05
QSO: 21000 CW 2012-11-24 1601 EI1DG         599 14     K2ZJ          599 05
QSO: 21000 CW 2012-11-24 1602 EI1DG         599 14     W3IUU         599 05
QSO: 21000 CW 2012-11-24 1604 EI1DG         599 14     K8GL          599 04
QSO: 21000 CW 2012-11-24 1607 EI1DG         599 14     K0DEQ         599 04
QSO: 21000 CW 2012-11-24 1607 EI1DG         599 14     K1ZE          599 05
QSO: 21000 CW 2012-11-24 1609 EI1DG         599 14     N0IJ          599 04
QSO: 21000 CW 2012-11-24 1609 EI1DG         599 14     K3WW          599 05
QSO: 21000 CW 2012-11-24 1613 EI1DG         599 14     EA9EU         599 33
QSO: 21000 CW 2012-11-24 1639 EI1DG         599 14     9H3TX         599 15
QSO: 21000 CW 2012-11-24 1641 EI1DG         599 14     EL2A          599 35
QSO: 1800  CW 2012-11-24 1645 EI1DG         599 14     GM4AFF        599 14
QSO: 1800  CW 2012-11-24 1711 EI1DG         599 14     OZ5E          599 14
QSO: 1800  CW 2012-11-24 1717 EI1DG         599 14     M5O           599 14
QSO: 14000 CW 2012-11-24 1849 EI1DG         599 14     K1ZZ          599 05
QSO: 14000 CW 2012-11-24 1853 EI1DG         599 14     N7ZG          599 03
QSO: 14000 CW 2012-11-24 1854 EI1DG         599 14     W7WA          599 03
QSO: 14000 CW 2012-11-24 1858 EI1DG         599 14     K8AZ          599 04
QSO: 14000 CW 2012-11-24 1900 EI1DG         599 14     AD4Z          599 05
QSO: 14000 CW 2012-11-24 1906 EI1DG         599 14     N7WA          599 03
QSO: 14000 CW 2012-11-24 1924 EI1DG         599 14     K3PH          599 05
QSO: 14000 CW 2012-11-24 1927 EI1DG         599 14     W1CSM         599 05
QSO: 14000 CW 2012-11-24 1928 EI1DG         599 14     N4DJ          599 05
QSO: 14000 CW 2012-11-24 1931 EI1DG         599 14     K1TO          599 05
QSO: 1800  CW 2012-11-24 1935 EI1DG         599 14     F5UFX         599 14
QSO: 1800  CW 2012-11-25 0527 EI1DG         599 14     OR2F          599 14
QSO: 1800  CW 2012-11-25 0533 EI1DG         599 14     DL0GL         599 14
QSO: 1800  CW 2012-11-25 0537 EI1DG         599 14     PA1HR         599 14
QSO: 1800  CW 2012-11-25 0541 EI1DG         599 14     OH0X          599 15
QSO: 1800  CW 2012-11-25 0542 EI1DG         599 14     PI4CC         599 14
QSO: 1800  CW 2012-11-25 0546 EI1DG         599 14     SM6CPY        599 14
QSO: 3500  CW 2012-11-25 0602 EI1DG         599 14     OM7RU         599 15
QSO: 3500  CW 2012-11-25 0604 EI1DG         599 14     OR2A          599 14
QSO: 3500  CW 2012-11-25 0605 EI1DG         599 14     LY9A          599 15
QSO: 3500  CW 2012-11-25 0610 EI1DG         599 14     EW2A          599 16
QSO: 3500  CW 2012-11-25 0611 EI1DG         599 14     LY6A          599 15
QSO: 3500  CW 2012-11-25 0613 EI1DG         599 14     HA8BT         599 15
QSO: 3500  CW 2012-11-25 0615 EI1DG         599 14     EL2A          599 35
QSO: 3500  CW 2012-11-25 0620 EI1DG         599 14     CR3L          599 33
QSO: 7000  CW 2012-11-25 0627 EI1DG         599 14     C5A           599 35
QSO: 7000  CW 2012-11-25 0635 EI1DG         599 14     PS2T          599 11
QSO: 1800  CW 2012-11-25 0642 EI1DG         599 14     G5D           599 14
QSO: 1800  CW 2012-11-25 0645 EI1DG         599 14     LN8W          599 14
QSO: 3500  CW 2012-11-25 0653 EI1DG         599 14     9A2U          599 15
QSO: 3500  CW 2012-11-25 0656 EI1DG         599 14     OH0V          599 15
QSO: 3500  CW 2012-11-25 0657 EI1DG         599 14     ON4VMA        599 14
QSO: 3500  CW 2012-11-25 0700 EI1DG         599 14     OZ1AAR        599 14
QSO: 3500  CW 2012-11-25 0705 EI1DG         599 14     C5A           599 35
QSO: 3500  CW 2012-11-25 0708 EI1DG         599 14     EI3KG         599 14
QSO: 3500  CW 2012-11-25 0709 EI1DG         599 14     K8AZ          599 04
QSO: 3500  CW 2012-11-25 0713 EI1DG         599 14     W2ID          599 05
QSO: 1800  CW 2012-11-25 0717 EI1DG         599 14     GW3KDB        599 14
QSO: 28000 CW 2012-11-25 1224 EI1DG         599 14     A45XR         599 21
QSO: 28000 CW 2012-11-25 1323 EI1DG         599 14     NN3Q          599 05
QSO: 28000 CW 2012-11-25 1324 EI1DG         599 14     W3EA          599 05
QSO: 28000 CW 2012-11-25 1331 EI1DG         599 14     K3LID         599 05
QSO: 28000 CW 2012-11-25 1334 EI1DG         599 14     K2ZJ          599 05
QSO: 28000 CW 2012-11-25 1335 EI1DG         599 14     K8MFO         599 04
QSO: 28000 CW 2012-11-25 1336 EI1DG         599 14     KE8M          599 04
QSO: 28000 CW 2012-11-25 1339 EI1DG         599 14     K1ZZ          599 05
QSO: 28000 CW 2012-11-25 1342 EI1DG         599 14     W6IZT         599 05
QSO: 28000 CW 2012-11-25 1347 EI1DG         599 14     NA8V          599 04
QSO: 28000 CW 2012-11-25 1354 EI1DG         599 14     N8AA          599 04
QSO: 28000 CW 2012-11-25 1355 EI1DG         599 14     W3EP          599 05
QSO: 28000 CW 2012-11-25 1357 EI1DG         599 14     WB9Z          599 04
QSO: 28000 CW 2012-11-25 1631 EI1DG         599 14     N4TZ          599 05
QSO: 28000 CW 2012-11-25 1633 EI1DG         599 14     N3CZ          599 05
QSO: 28000 CW 2012-11-25 1636 EI1DG         599 14     K0EU          599 04
QSO: 28000 CW 2012-11-25 1637 EI1DG         599 14     K0EJ          599 04
QSO: 28000 CW 2012-11-25 1638 EI1DG         599 14     K1KP          599 05
QSO: 28000 CW 2012-11-25 1640 EI1DG         599 14     WA1S          599 05
QSO: 28000 CW 2012-11-25 1641 EI1DG         599 14     NN3W          599 05
QSO: 28000 CW 2012-11-25 1645 EI1DG         599 14     N4TZ          599 05
QSO: 28000 CW 2012-11-25 1647 EI1DG         599 14     K1LT          599 04
QSO: 28000 CW 2012-11-25 1649 EI1DG         599 14     KB0EO         599 04
QSO: 28000 CW 2012-11-25 1651 EI1DG         599 14     AD4EB         599 05
QSO: 28000 CW 2012-11-25 1652 EI1DG         599 14     KX9X          599 05
QSO: 28000 CW 2012-11-25 1655 EI1DG         599 14     K1DG          599 05
QSO: 28000 CW 2012-11-25 1657 EI1DG         599 14     W2YC          599 05
QSO: 28000 CW 2012-11-25 1658 EI1DG         599 14     WB4TDH        599 05
QSO: 28000 CW 2012-11-25 1700 EI1DG         599 14     NY6DX         599 05
QSO: 21000 CW 2012-11-25 1731 EI1DG         599 14     N8AA          599 04
QSO: 21000 CW 2012-11-25 1732 EI1DG         599 14     K4AB          599 04
QSO: 21000 CW 2012-11-25 1733 EI1DG         599 14     W0MM          599 04
QSO: 21000 CW 2012-11-25 1735 EI1DG         599 14     K5ZD          599 05
QSO: 21000 CW 2012-11-25 1736 EI1DG         599 14     W3DF          599 05
QSO: 21000 CW 2012-11-25 1737 EI1DG         599 14     XE2S          599 06
QSO: 21000 CW 2012-11-25 1741 EI1DG         599 14     W1MA          599 05
QSO: 21000 CW 2012-11-25 1743 EI1DG         599 14     K3AU          599 05
QSO: 21000 CW 2012-11-25 1747 EI1DG         599 14     CX5TR         599 13
QSO: 21000 CW 2012-11-25 1749 EI1DG         599 14     NA8V          599 04
QSO: 21000 CW 2012-11-25 1752 EI1DG         599 14     6V7V          599 35
QSO: 21000 CW 2012-11-25 1756 EI1DG         599 14     KP2M          599 08
QSO: 21000 CW 2012-11-25 1757 EI1DG         599 14     NN1N          599 05
QSO: 21000 CW 2012-11-25 1758 EI1DG         599 14     N2WN          599 04
QSO: 21000 CW 2012-11-25 1758 EI1DG         599 14     K0RF          599 04
QSO: 21000 CW 2012-11-25 1800 EI1DG         599 14     K1LT          599 04
QSO: 21000 CW 2012-11-25 1803 EI1DG         599 14     NN3Q          599 05
QSO: 21000 CW 2012-11-25 1805 EI1DG         599 14     NS9I          599 04
QSO: 21000 CW 2012-11-25 1807 EI1DG         599 14     GM5X          599 14
QSO: 21000 CW 2012-11-25 1808 EI1DG         599 14     N5RZ          599 04
QSO: 21000 CW 2012-11-25 1809 EI1DG         599 14     K0EJ          599 04
QSO: 21000 CW 2012-11-25 1810 EI1DG         599 14     K3ZZ          599 05
QSO: 21000 CW 2012-11-25 1811 EI1DG         599 14     K4FJ          599 05
QSO: 21000 CW 2012-11-25 1817 EI1DG         599 14     WA1Z          599 05
QSO: 21000 CW 2012-11-25 1820 EI1DG         599 14     WA1S          599 05
QSO: 1800  CW 2012-11-25 1842 EI1DG         599 14     F5IN          599 14
QSO: 1800  CW 2012-11-25 1844 EI1DG         599 14     F6KOP         599 14
QSO: 1800  CW 2012-11-25 1922 EI1DG         599 14     OH2XX         599 15
QSO: 3500  CW 2012-11-25 2129 EI1DG         599 14     S57CC         599 15
QSO: 7000  CW 2012-11-25 2134 EI1DG         599 14     N2WKS         599 05
QSO: 7000  CW 2012-11-25 2135 EI1DG         599 14     W2RE          599 05
QSO: 7000  CW 2012-11-25 2137 EI1DG         599 14     K1ZZ          599 05
END-OF-LOG:
