START-OF-LOG: 3.0
CALLSIGN: MI0DWE
CONTEST: CQ-WPX-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 111252
NAME: David Eames
LOCATION: DX
OPERATORS: MI0DWE
CLUB:
CERTIFICATE: YES
CREATED-BY: SD by EI5DI
SOAPBOX: Have got to grips with this latest version of SD.
QSO: 14162 PH 2017-03-25 1620 MI0DWE        59   128   K0DU          59  1194
QSO: 14134 PH 2017-03-25 1629 MI0DWE        59   129   YR8D          59   542
QSO: 14128 PH 2017-03-25 1631 MI0DWE        59   130   VB3E          59  1504
QSO: 14117 PH 2017-03-25 1633 MI0DWE        59   131   VC2W          59  1046
QSO: 14100 PH 2017-03-25 1635 MI0DWE        59   132   VC3T          59   833
QSO: 14287 PH 2017-03-25 1646 MI0DWE        59   133   SX2X          59   817
QSO: 14221 PH 2017-03-25 1706 MI0DWE        59   134   T77CX         59   381
QSO: 14197 PH 2017-03-25 1711 MI0DWE        59   135   WR3O          59   064
QSO: 14155 PH 2017-03-25 1818 MI0DWE        59   136   AC1U          59  1572
QSO: 14138 PH 2017-03-25 1821 MI0DWE        59   137   EC5NJ         59   538
QSO: 14129 PH 2017-03-25 1823 MI0DWE        59   138   IT9BDM        59   949
QSO: 14112 PH 2017-03-25 1830 MI0DWE        59   139   IS0BSR        59   303
QSO: 14106 PH 2017-03-25 1831 MI0DWE        59   140   VE9CB         59  1054
QSO: 14334 PH 2017-03-25 1835 MI0DWE        59   141   AD4TR         59  1221
QSO: 14282 PH 2017-03-25 1842 MI0DWE        59   142   UR3GU         59   823
QSO: 14274 PH 2017-03-25 1845 MI0DWE        59   143   KM4HI         59   364
QSO: 14261 PH 2017-03-25 1852 MI0DWE        59   144   KB1EFS        59   339
QSO: 14246 PH 2017-03-25 1856 MI0DWE        59   145   UW1M          59  1837
QSO: 14242 PH 2017-03-25 1858 MI0DWE        59   146   IF9A          59   829
QSO: 14213 PH 2017-03-25 1904 MI0DWE        59   147   WP4X          59  1907
QSO: 14208 PH 2017-03-25 1905 MI0DWE        59   148   NE1C          59   642
QSO: 14146 PH 2017-03-25 1937 MI0DWE        59   149   PJ4DX         59  1763
QSO: 14133 PH 2017-03-25 1939 MI0DWE        59   150   VE3EJ         59  1558
QSO: 14127 PH 2017-03-25 1941 MI0DWE        59   151   YW5T          59  1199
QSO: 14113 PH 2017-03-25 1944 MI0DWE        59   152   8P5A          59  2610
QSO: 14319 PH 2017-03-25 1954 MI0DWE        59   153   HI3T          59   828
QSO: 14314 PH 2017-03-25 1957 MI0DWE        59   154   WW4LL         59  1418
QSO: 14312 PH 2017-03-25 1958 MI0DWE        59   155   K4BAI         59   814
QSO: 14218 PH 2017-03-25 2015 MI0DWE        59   156   CN3A          59  1766
QSO: 14159 PH 2017-03-25 2024 MI0DWE        59   157   WC1M          59   259
QSO: 14153 PH 2017-03-25 2026 MI0DWE        59   158   WX3B          59   674
QSO: 14147 PH 2017-03-25 2028 MI0DWE        59   159   VA3TIC        59   113
QSO: 14238 PH 2017-03-25 2032 MI0DWE        59   160   W3LL          59  1098
QSO: 7199  PH 2017-03-25 2033 MI0DWE        59   161   S56X          59   774
QSO: 7189  PH 2017-03-25 2035 MI0DWE        59   162   IR6T          59  1370
QSO: 7181  PH 2017-03-25 2037 MI0DWE        59   163   OF5Z          59  1154
QSO: 7166  PH 2017-03-25 2042 MI0DWE        59   164   OK7W          59  1231
QSO: 7147  PH 2017-03-25 2047 MI0DWE        59   165   US1I          59   985
QSO: 7138  PH 2017-03-25 2049 MI0DWE        59   166   II2S          59  1319
QSO: 7100  PH 2017-03-25 2102 MI0DWE        59   167   UP2L          59  2104
QSO: 7192  PH 2017-03-25 2257 MI0DWE        59   168   IO2X          59  1418
QSO: 7194  PH 2017-03-25 2301 MI0DWE        59   169   E7DX          59  2597
QSO: 7187  PH 2017-03-25 2303 MI0DWE        59   170   9A5Y          59  1110
QSO: 7128  PH 2017-03-25 2315 MI0DWE        59   171   OK4K          59   676
QSO: 7122  PH 2017-03-25 2317 MI0DWE        59   172   IK2YCW        59   518
QSO: 7172  PH 2017-03-25 2336 MI0DWE        59   173   IO8V          59   957
QSO: 7162  PH 2017-03-25 2339 MI0DWE        59   174   S51F          59   790
QSO: 7159  PH 2017-03-25 2340 MI0DWE        59   175   CR6K          59  1668
QSO: 14284 PH 2017-03-26 0919 MI0DWE        59   176   SP9JZT        59   154
QSO: 14279 PH 2017-03-26 0924 MI0DWE        59   177   EA4TD         59   691
QSO: 14262 PH 2017-03-26 0931 MI0DWE        59   178   IW0DLZ        59   157
QSO: 14260 PH 2017-03-26 0932 MI0DWE        59   179   OM7RU         59   977
QSO: 14254 PH 2017-03-26 0935 MI0DWE        59   180   CS2C          59  1885
QSO: 14237 PH 2017-03-26 0947 MI0DWE        59   181   YL1ZT         59   900
QSO: 14233 PH 2017-03-26 0949 MI0DWE        59   182   OM3IAG        59   357
QSO: 14214 PH 2017-03-26 0954 MI0DWE        59   183   SN7D          59  1099
QSO: 14212 PH 2017-03-26 0955 MI0DWE        59   184   LY2K          59   273
QSO: 14204 PH 2017-03-26 0958 MI0DWE        59   185   YQ6A          59   515
QSO: 14198 PH 2017-03-26 1005 MI0DWE        59   186   UR3RAA        59   243
QSO: 14183 PH 2017-03-26 1012 MI0DWE        59   187   UX1UX         59   656
QSO: 14157 PH 2017-03-26 1021 MI0DWE        59   188   LY5Y          59   671
QSO: 14150 PH 2017-03-26 1024 MI0DWE        59   189   SO4R          59   636
QSO: 14144 PH 2017-03-26 1027 MI0DWE        59   190   RA7A          59  1214
QSO: 14124 PH 2017-03-26 1033 MI0DWE        59   191   RN9N          59  1410
QSO: 14133 PH 2017-03-26 1037 MI0DWE        59   192   RW9QA         59   836
QSO: 14114 PH 2017-03-26 1044 MI0DWE        59   193   UA6LUQ        59   585
QSO: 14111 PH 2017-03-26 1045 MI0DWE        59   194   LZ45YE        59   547
QSO: 14110 PH 2017-03-26 1046 MI0DWE        59   195   YO9HP         59   984
QSO: 14106 PH 2017-03-26 1048 MI0DWE        59   196   CR5D          59   447
QSO: 14337 PH 2017-03-26 1054 MI0DWE        59   197   SE0X          59  1384
QSO: 14330 PH 2017-03-26 1056 MI0DWE        59   198   ZB2TT         59   287
QSO: 14322 PH 2017-03-26 1059 MI0DWE        59   199   S54O          59   195
QSO: 14307 PH 2017-03-26 1101 MI0DWE        59   200   OH6RE         59   339
QSO: 14312 PH 2017-03-26 1129 MI0DWE        59   201   IK2YCW        59  1052
QSO: 21282 PH 2017-03-26 1135 MI0DWE        59   202   C4A           59   492
QSO: 21289 PH 2017-03-26 1139 MI0DWE        59   203   ZX5J          59  3134
QSO: 21295 PH 2017-03-26 1142 MI0DWE        59   204   D41CV         59  2033
QSO: 21301 PH 2017-03-26 1144 MI0DWE        59   205   EA8AOC        59   344
QSO: 21343 PH 2017-03-26 1151 MI0DWE        59   206   PW2F          59  2391
QSO: 21354 PH 2017-03-26 1152 MI0DWE        59   207   PV2P          59  1805
QSO: 21315 PH 2017-03-26 1202 MI0DWE        59   208   C4W           59  1848
QSO: 21267 PH 2017-03-26 1209 MI0DWE        59   209   CQ3W          59  1946
QSO: 21260 PH 2017-03-26 1212 MI0DWE        59   210   CX2DK         59  1690
QSO: 21228 PH 2017-03-26 1221 MI0DWE        59   211   7Z1SJ         59  1203
QSO: 21199 PH 2017-03-26 1234 MI0DWE        59   212   P33W          59   936
QSO: 21232 PH 2017-03-26 1255 MI0DWE        59   213   AD4TR         59  2082
QSO: 14344 PH 2017-03-26 1303 MI0DWE        59   214   OE2E          59   895
QSO: 14340 PH 2017-03-26 1305 MI0DWE        59   215   LY1FW         59  1352
QSO: 14328 PH 2017-03-26 1312 MI0DWE        59   216   KV0Q          59  1425
QSO: 14325 PH 2017-03-26 1315 MI0DWE        59   217   N3RX          59  2179
QSO: 14313 PH 2017-03-26 1320 MI0DWE        59   218   NR5M          59  2729
QSO: 14284 PH 2017-03-26 1330 MI0DWE        59   219   OH7KBF        59   357
QSO: 14266 PH 2017-03-26 1334 MI0DWE        59   220   SP9N          59   913
QSO: 14244 PH 2017-03-26 1338 MI0DWE        59   221   HA8GZ         59   959
QSO: 14208 PH 2017-03-26 1345 MI0DWE        59   222   K3ZO          59  1405
QSO: 14176 PH 2017-03-26 1350 MI0DWE        59   223   SP7IFM        59   030
QSO: 14169 PH 2017-03-26 1352 MI0DWE        59   224   YP7P          59  1622
QSO: 14159 PH 2017-03-26 1356 MI0DWE        59   225   W8MJ          59  1697
QSO: 14104 PH 2017-03-26 1406 MI0DWE        59   226   IK3TPP        59   509
QSO: 14100 PH 2017-03-26 1408 MI0DWE        59   227   EA7HG         59   969
QSO: 14101 PH 2017-03-26 1410 MI0DWE        59   228   IK1RGK        59   352
QSO: 7160  PH 2017-03-26 1418 MI0DWE        59   229   OT5A          59  1812
QSO: 7163  PH 2017-03-26 1420 MI0DWE        59   230   OF9W          59   668
QSO: 14318 PH 2017-03-26 1428 MI0DWE        59   231   E79D          59   422
QSO: 7175  PH 2017-03-26 1507 MI0DWE        59   232   PA2LO         59   484
QSO: 7130  PH 2017-03-26 1519 MI0DWE        59   233   PC5C          59   209
QSO: 7092  PH 2017-03-26 1523 MI0DWE        59   234   TM6M          59  2408
QSO: 14278 PH 2017-03-26 1529 MI0DWE        59   235   OM1DK         59   586
QSO: 14267 PH 2017-03-26 1532 MI0DWE        59   236   IR8P          59  2506
QSO: 14257 PH 2017-03-26 1535 MI0DWE        59   237   OE8Q          59   685
QSO: 14233 PH 2017-03-26 1540 MI0DWE        59   238   SP8N          59   210
QSO: 14229 PH 2017-03-26 1543 MI0DWE        59   239   IY4FGM        59  1788
QSO: 14210 PH 2017-03-26 1547 MI0DWE        59   240   EE7P          59   860
QSO: 14199 PH 2017-03-26 1550 MI0DWE        59   241   OF1TM         59   235
QSO: 14193 PH 2017-03-26 1553 MI0DWE        59   242   J43TR         59  2035
QSO: 14180 PH 2017-03-26 1557 MI0DWE        59   243   YP0C          59  1907
QSO: 14155 PH 2017-03-26 1603 MI0DWE        59   244   YL2KO         59   407
QSO: 14113 PH 2017-03-26 1614 MI0DWE        59   245   OH1LWZ/M      59   076
QSO: 14324 PH 2017-03-26 1620 MI0DWE        59   246   ES1BH         59   302
QSO: 14190 PH 2017-03-26 1642 MI0DWE        59   247   S58M          59   779
QSO: 14132 PH 2017-03-26 1649 MI0DWE        59   248   HA6NL         59   359
QSO: 14116 PH 2017-03-26 1654 MI0DWE        59   249   IW0HBY        59   066
QSO: 14110 PH 2017-03-26 1658 MI0DWE        59   250   UT3EV         59   684
QSO: 14121 PH 2017-03-26 1705 MI0DWE        59   251   VA5AA         59   483
QSO: 14123 PH 2017-03-26 1708 MI0DWE        59   252   CF7RR         59  1643
QSO: 14122 PH 2017-03-26 1712 MI0DWE        59   253   VE6DDD        59   757
QSO: 14139 PH 2017-03-26 1716 MI0DWE        59   254   VA7ST         59   633
QSO: 14147 PH 2017-03-26 1718 MI0DWE        59   255   VC6V          59  2415
QSO: 14158 PH 2017-03-26 1724 MI0DWE        59   256   K3ZU          59  2149
QSO: 14174 PH 2017-03-26 1730 MI0DWE        59   257   W4ML          59  1577
QSO: 14247 PH 2017-03-26 1740 MI0DWE        59   258   D4C           59  2963
QSO: 14304 PH 2017-03-26 1748 MI0DWE        59   259   Z60A          59   632
QSO: 14110 PH 2017-03-26 1837 MI0DWE        59   260   IQ8XF         59   255
QSO: 14222 PH 2017-03-26 1858 MI0DWE        59   261   NV9L          59  2983
QSO: 14208 PH 2017-03-26 1902 MI0DWE        59   262   ED8W          59  1871
QSO: 14174 PH 2017-03-26 1912 MI0DWE        59   263   ND4K          59  2080
QSO: 14162 PH 2017-03-26 1914 MI0DWE        59   264   NR3X          59  2686
QSO: 14152 PH 2017-03-26 1918 MI0DWE        59   265   WA1JMP        59   371
QSO: 14127 PH 2017-03-26 1923 MI0DWE        59   266   CQ3W          59  2347
QSO: 7193  PH 2017-03-26 1927 MI0DWE        59   267   OZ7D          59   815
END-OF-LOG:
