START-OF-LOG: 3.0
CREATED-BY: TR Log POST Version 6.93
CALLSIGN: NT6K
CONTEST: CQ-WPX-CW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: PORTABLE
CATEGORY-TIME: 6-HOURS
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 7137
CLUB: NORTHERN CALIFORNIA CONTEST CLUB
NAME: RON ANGLE
OPERATORS: K6KYJ
SOAPBOX: This was the Fiasco in the Forest. Generator failed to produce
SOAPBOX: enough power to get beyond 65 watts output on either of two
SOAPBOX: transmitters. I think I need another hobby, one less stressful.
QSO: 21000 CW 2013-05-26 1900 NT6K          599     45 NA4K          599 994
QSO: 21000 CW 2013-05-26 1915 NT6K          599     46 NR5M          599 2294
QSO: 21000 CW 2013-05-26 1916 NT6K          599     47 PJ4LS         599 670
QSO: 21000 CW 2013-05-26 1919 NT6K          599     48 OA4SS         599 1032
QSO: 21000 CW 2013-05-26 1921 NT6K          599     49 XE2S          599 657
QSO: 21000 CW 2013-05-26 1925 NT6K          599     50 N2ED          599 760
QSO: 21000 CW 2013-05-26 1926 NT6K          599     51 W3IUU         599 219
QSO: 21000 CW 2013-05-26 2104 NT6K          599     52 AJ1I          599 216
QSO: 21000 CW 2013-05-26 2105 NT6K          599     53 WF4W          599 638
QSO: 21000 CW 2013-05-26 2106 NT6K          599     54 NN4GG         599 505
QSO: 21000 CW 2013-05-26 2107 NT6K          599     55 W3KL          599 921
QSO: 21000 CW 2013-05-26 2108 NT6K          599     56 VE1OP         599 416
QSO: 21000 CW 2013-05-26 2109 NT6K          599     57 W1KM          599 192
QSO: 21000 CW 2013-05-26 2115 NT6K          599     58 YT5A          599 1426
QSO: 21000 CW 2013-05-26 2120 NT6K          599     59 WN1GIV        599 1449
QSO: 21000 CW 2013-05-26 2125 NT6K          599     60 KP2M          599 4103
QSO: 21000 CW 2013-05-26 2131 NT6K          599     61 PY1SL         599 920
QSO: 21000 CW 2013-05-26 2133 NT6K          599     62 AB1HZ         599 2375
QSO: 21000 CW 2013-05-26 2136 NT6K          599     63 KA2D          599 1031
QSO: 21000 CW 2013-05-26 2137 NT6K          599     64 K1FWE         599 383
QSO: 21000 CW 2013-05-26 2140 NT6K          599     65 KZ5D          599 832
QSO: 21000 CW 2013-05-26 2147 NT6K          599     66 KE2VB         599 916
QSO: 21000 CW 2013-05-26 2150 NT6K          599     67 VY2TT         599 3538
QSO: 21000 CW 2013-05-26 2152 NT6K          599     68 PS2T          599 2474
QSO: 21000 CW 2013-05-26 2159 NT6K          599     69 N7FUL         599 566
QSO: 21000 CW 2013-05-26 2316 NT6K          599     70 N3RD          599 580
QSO: 21000 CW 2013-05-26 2317 NT6K          599     71 K4VVV         599 643
QSO: 21000 CW 2013-05-26 2318 NT6K          599     72 AB3CX         599 1529
QSO: 21000 CW 2013-05-26 2320 NT6K          599     73 VE3YAA        599 434
QSO: 21000 CW 2013-05-26 2321 NT6K          599     74 HK1R          599 2794
QSO: 21000 CW 2013-05-26 2322 NT6K          599     75 WK1Q          599 1674
QSO: 21000 CW 2013-05-26 2323 NT6K          599     76 W1MA          599 307
QSO: 21000 CW 2013-05-26 2326 NT6K          599     77 ZL3IO         599 2289
QSO: 21000 CW 2013-05-26 2329 NT6K          599     78 W2AW          599 457
QSO: 28000 CW 2013-05-26 2331 NT6K          599     79 KH6LC         599 279
END-OF-LOG:
